game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022400690,32,MIN,546,1787,1242,20.7,35.3,508.8,8.07,18,1,720,0,hand_off,,,5,7,1,50,3,2,192.3,3.4,3pt_arc,,0
0022400690,33,WAS,1788,1967,180,3.0,135.3,611.4,-10.8,0,0,,0,hand_off,,,2,2,0,5,117,1,114.7,21.1,3pt_arc,,0
0022400690,34,MIN,1968,2279,312,5.2,10.5,442.4,6.19,1,0,,0,cut,,,0,0,0,10,122,0,85.7,18.9,mid_range,,0
0022400690,35,WAS,2280,2579,300,5.0,117.6,779.8,3.45,2,1,2322,0,cut,,,2,0,0,14,172,0,103.1,19.1,mid_range,,0
0022400690,36,MIN,2580,2921,342,5.7,,399.0,-0.32,0,1,2820,0,cut,,,0,1,0,18,196,0,23.3,18.4,backcourt,,0
0022400690,37,WAS,2922,3545,624,10.4,107.4,688.4,-10.92,0,0,,0,hand_off,,,1,5,0,22,229,0,68.7,13.7,backcourt,,0
0022400690,56,MIN,3654,4523,870,14.5,108.7,565.6,8.98,3,0,,0,cut,,,0,5,0,29,275,1,,9.6,paint,,0
0022400690,59,WAS,4740,5273,534,8.9,264.8,247.4,-0.87,1,1,4938,0,cut,,,0,3,0,25,364,1,39.4,15.2,3pt_arc,,0
0022400690,60,MIN,5274,5663,390,6.5,80.2,331.2,,0,1,5424,0,cut,,,2,0,0,8,181,0,59.7,17.6,backcourt,,0
0022400690,63,WAS,5814,6095,282,4.7,102.4,474.8,-14.14,0,1,6042,0,cut,,,0,2,0,7,22,0,149.8,19.4,corner_3,,0
0022400690,64,MIN,6096,7079,983,16.38,21.6,231.6,-7.58,1,1,6678,0,cut,,,5,1,0,1,130,1,104.0,21.4,3pt_arc,,0
0022400690,69,WAS,7080,7283,204,3.4,217.0,,-1.04,0,0,,0,cut,,,0,0,0,2,478,0,10.3,20.7,backcourt,,0
0022400690,70,MIN,7284,7997,714,11.9,36.3,276.9,1.13,4,1,7722,0,cut,,,4,9,0,54,272,0,658.1,12.2,3pt_arc,,0
0022400690,71,WAS,7998,8309,312,5.2,113.9,365.7,-8.81,0,1,8244,0,cut,,,3,7,0,24,168,0,35.1,18.9,3pt_arc,,0
0022400690,72,MIN,8310,8819,510,8.5,29.9,214.3,-0.16,7,1,8802,0,hand_off,,,3,7,0,28,542,0,390.1,15.6,3pt_arc,,0
0022400690,73,WAS,8820,9269,450,7.5,148.9,416.2,0.69,4,0,,0,hand_off,,,5,1,0,22,159,2,1301.7,16.6,3pt_arc,,0
0022400690,74,MIN,9270,10043,774,12.9,80.5,281.3,4.18,3,1,9558,0,hand_off,,,3,1,0,28,132,1,92.6,11.2,3pt_arc,,0
0022400690,75,WAS,10044,10175,132,2.2,,,,0,1,10164,0,fast_break,,,0,2,0,4,491,0,154.9,21.9,mid_range,,0
0022400690,77,WAS,10212,10985,774,12.9,70.7,380.6,2.03,2,0,,0,cut,,,0,3,0,58,604,0,92.5,11.2,mid_range,,0
0022400690,78,MIN,10986,11669,684,11.4,93.1,348.3,2.37,1,1,11094,0,hand_off,,,4,7,0,33,353,0,180.5,12.7,corner_3,,0
0022400690,81,WAS,11880,12029,150,2.5,37.4,588.0,9.04,1,0,,0,cut,,,0,0,0,2,519,0,91.7,21.6,mid_range,,0
0022400690,82,MIN,12030,12845,816,13.6,72.9,304.0,9.29,1,1,12084,0,cut,,,1,5,0,56,694,0,22.2,10.5,corner_3,,0
0022400690,84,MIN,12960,13085,126,2.1,22.5,413.9,17.31,1,0,,0,cut,,,0,0,0,10,390,0,21.8,22.0,3pt_arc,,0
0022400690,85,WAS,13086,13619,534,8.9,72.8,354.1,-1.12,3,1,13554,0,cut,,,2,3,1,22,366,0,24.4,15.2,3pt_arc,,0
0022400690,86,MIN,13620,14327,708,11.8,63.6,538.2,-0.87,1,1,14220,0,hand_off,,,0,5,0,32,151,0,64.2,12.3,mid_range,,0
0022400690,87,WAS,14328,14495,168,2.8,41.2,662.4,-15.02,0,0,,0,cut,,,0,1,0,5,683,0,106.2,21.3,corner_3,,0
0022400690,90,MIN,14622,15635,1013,16.88,90.3,1096.3,3.17,7,0,,0,hand_off,,,3,6,0,28,521,2,137.7,11.7,corner_3,,0
0022400690,93,WAS,15636,16703,1067,17.78,81.5,465.7,-1.29,1,0,,0,hand_off,,,0,4,0,38,774,0,20.8,10.7,3pt_arc,,0
0022400690,115,MIN,16956,17429,473,7.88,175.6,645.1,-5.5,0,1,17406,0,hand_off,,,2,0,0,3,130,0,18.6,22.0,3pt_arc,,0
0022400690,120,WAS,17586,17735,150,2.5,111.4,124.1,-0.07,1,0,,0,hand_off,,,2,1,1,5,127,0,223.7,21.6,3pt_arc,,0
0022400690,123,MIN,17898,18299,402,6.7,106.7,448.9,-3.7,1,1,18084,0,pick_and_roll,,,1,2,0,18,628,0,115.2,17.4,corner_3,,0
0022400690,127,MIN,18480,18893,414,6.9,116.8,347.3,-2.36,1,1,18780,0,cut,,,2,3,0,24,242,0,12.8,17.2,3pt_arc,,0
0022400690,129,MIN,18930,20021,1092,18.2,151.1,1085.5,-2.9,3,1,19290,0,cut,,,6,3,0,62,286,1,186.8,5.9,corner_3,,0
0022400690,133,MIN,20226,20459,234,3.9,141.3,827.9,-0.2,1,0,,0,cut,,,2,1,0,4,289,0,14.8,20.2,mid_range,,0
0022400690,134,WAS,20460,21719,1260,21.0,55.0,522.6,0.46,5,1,21396,0,cut,,,7,9,0,48,157,2,300.1,3.1,3pt_arc,,0
0022400690,135,MIN,21720,21977,258,4.3,143.6,1064.9,16.68,1,0,,0,hand_off,,,0,2,0,24,732,0,158.7,19.8,mid_range,,0
0022400690,136,WAS,21978,22211,234,3.9,54.9,955.6,,0,0,,0,cut,,,0,2,0,11,871,0,332.3,20.2,backcourt,,0
0022400690,139,MIN,22362,22787,426,7.1,234.7,1106.4,-1.48,1,1,22554,0,hand_off,,,1,2,0,23,789,0,85.0,17.0,mid_range,,0
0022400690,140,WAS,22788,22913,126,2.1,42.0,350.0,10.85,1,0,,0,hand_off,,,1,0,0,4,854,0,242.5,22.0,mid_range,,0
0022400690,141,MIN,22914,23135,222,3.7,,104.8,1.46,0,1,23040,0,hand_off,,,0,1,0,7,20,0,16.1,20.4,3pt_arc,,0
0022400690,142,WAS,23136,23267,132,2.2,78.5,2055.8,0.95,4,0,,0,hand_off,,,0,0,0,5,517,0,29.9,21.9,3pt_arc,,0
0022400690,147,MIN,23544,23837,294,4.9,157.2,914.2,,0,0,,0,hand_off,,,2,3,0,16,737,0,92.8,19.2,mid_range,,0
0022400690,153,MIN,24258,25121,863,14.38,,,-10.56,1,1,24636,0,hand_off,,,0,0,0,3,456,0,44.0,19.9,3pt_arc,,0
0022400690,157,MIN,25188,25829,641,10.68,,,-14.74,1,1,25734,0,transition,,,0,0,0,5,162,0,8.4,19.7,3pt_arc,,0
0022400690,160,WAS,25830,26501,672,11.2,60.7,759.4,-2.96,0,0,,0,hand_off,,,0,0,0,26,254,0,65.1,12.9,backcourt,,0
0022400690,161,MIN,26502,26705,204,3.4,123.3,1072.3,,0,1,26580,0,cut,,,2,0,0,1,189,0,16.4,20.7,3pt_arc,,0
0022400690,165,MIN,26832,27605,774,12.9,132.9,529.9,3.45,2,1,27504,0,cut,,,2,2,0,31,275,0,87.9,11.2,3pt_arc,,0
0022400690,169,MIN,27738,27923,186,3.1,159.1,2043.2,1.77,2,0,,0,off_screen,,,3,2,0,2,722,0,16.3,21.0,corner_3,,0
0022400690,170,WAS,27924,28661,738,12.3,94.1,789.6,-0.88,4,0,,0,hand_off,,,0,7,0,42,178,0,62.3,11.8,3pt_arc,,0
0022400690,173,MIN,28782,29225,444,7.4,178.8,966.1,-16.16,0,0,,0,hand_off,,,3,1,0,17,41,0,28.8,16.7,mid_range,,0
0022400690,174,WAS,29226,29843,617,10.28,66.8,520.4,,2,0,,0,cut,,,0,1,0,6,126,0,21.8,19.8,3pt_arc,,0
0022400690,177,MIN,29844,30179,336,5.6,142.9,671.8,0.98,2,1,29880,0,hand_off,,,2,2,0,12,487,0,30.0,18.5,3pt_arc,,0
0022400690,178,WAS,30180,30599,420,7.0,146.0,416.0,,0,0,,0,cut,,,0,1,0,21,808,0,13.0,17.1,mid_range,,0
0022400690,179,MIN,30600,31049,450,7.5,,721.2,-0.76,0,1,30828,0,cut,,,2,1,0,23,596,1,21.7,16.6,corner_3,,0
0022400690,180,WAS,31050,31181,132,2.2,26.8,1364.0,-0.33,0,0,,0,cut,,,0,0,0,0,602,0,109.7,21.9,mid_range,,0
0022400690,181,MIN,31182,31805,624,10.4,219.1,1047.9,-1.03,0,0,,0,cut,,,0,3,0,21,897,0,22.4,13.7,3pt_arc,,0
0022400690,182,WAS,31806,32645,839,13.98,41.6,398.5,-0.8,1,1,32202,0,hand_off,,,1,0,0,10,838,0,209.2,19.6,corner_3,,0
0022400690,187,MIN,32736,34433,1698,28.3,170.2,1394.7,-1.89,0,1,33036,0,cut,,,1,1,0,26,451,0,95.5,16.2,3pt_arc,,0
