audit_id,sport,role,group_index,signed_first_corner_distance_px,signed_second_corner_distance_px,mean_signed_distance_px,mean_abs_distance_px,angle_error_deg,midpoint_offset_px,endpoint_angle_component_px
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s03__f003973,ncaa_basketball,near_baseline,680,11.836116419929,18.249969861883,15.043043140906,15.043043140906,0.572730121533,15.043043140906,3.206926720977
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s03__f003973,ncaa_basketball,near_free_throw,602,12.161859296734,1.558783471965,6.860321384349,6.860321384349,0.910049647032,6.860321384349,5.301537912384
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s03__f003973,ncaa_basketball,lane_left,342,-2.373501742992,-4.521602372447,-3.447552057719,3.447552057719,0.623301346385,-3.447552057719,1.074050314728
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s03__f003973,ncaa_basketball,lane_right,505,5.630384897455,19.915394597271,12.772889747363,12.772889747363,7.111018221696,12.772889747363,7.142504849908
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,ncaa_basketball,near_baseline,361,-13.599603294058,12.527376246704,-0.536113523677,13.063489770381,4.881988992620,-0.536113523677,13.063489770381
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,ncaa_basketball,near_free_throw,535,-4.072017950813,-2.735635701420,-3.403826826116,3.403826826116,0.208461462200,-3.403826826116,0.668191124697
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,ncaa_basketball,lane_left,537,-13.303196852223,7.046386990804,-3.128404930710,10.174791921514,7.606682248454,-3.128404930710,10.174791921514
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,ncaa_basketball,lane_right,255,14.314723919476,-26.812235870121,-6.248755975323,20.563479894799,17.385489254583,-6.248755975323,20.563479894799
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds__s14__f028171,ncaa_basketball,near_baseline,32,-10.957917840174,-9.398906366239,-10.178412103207,10.178412103207,1.353376247601,-10.178412103207,0.779505736967
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds__s14__f028171,ncaa_basketball,near_free_throw,29,23.407897057525,-7.004998232897,8.201449412314,15.206447645211,31.619943558554,8.201449412314,15.206447645211
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds__s14__f028171,ncaa_basketball,lane_left,35,1.043506395945,-1.415832104099,-0.186162854077,1.229669250022,0.597080516503,-0.186162854077,1.229669250022
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds__s14__f028171,ncaa_basketball,lane_right,65,3.858817694179,-10.834604215507,-3.487893260664,7.346710954843,3.598496161247,-3.487893260664,7.346710954843
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,ncaa_basketball,near_baseline,862,0.968835107753,-15.858240489625,-7.444702690936,8.413537798689,1.691099470037,-7.444702690936,8.413537798689
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,ncaa_basketball,near_free_throw,511,-0.370969348258,-28.257519732896,-14.314244540577,14.314244540577,2.853906669373,-14.314244540577,13.943275192319
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,ncaa_basketball,lane_left,885,-10.780915636265,-23.840193537653,-17.310554586959,17.310554586959,2.870575955978,-17.310554586959,6.529638950694
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,ncaa_basketball,lane_right,116,-2.950018504103,-0.859213507809,-1.904616005956,1.904616005956,0.469426013102,-1.904616005956,1.045402498147
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,ncaa_basketball,near_baseline,89,-3.183935336355,1.236331779948,-0.973801778204,2.210133558152,1.559270701738,-0.973801778204,2.210133558152
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,ncaa_basketball,near_free_throw,156,4.905175343136,-0.897342506928,2.003916418104,2.901258925032,4.754881459637,2.003916418104,2.901258925032
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,ncaa_basketball,lane_left,85,-6.429207436756,1.000126035010,-2.714540700873,3.714666735883,0.895561734718,-2.714540700873,3.714666735883
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,ncaa_basketball,lane_right,20,-4.846305232767,-4.403173983931,-4.624739608349,4.624739608349,0.054814425218,-4.624739608349,0.221565624418
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,ncaa_basketball,near_baseline,89,28.725430198187,7.828054926770,18.276742562478,18.276742562478,4.247585018170,18.276742562478,10.448687635709
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,ncaa_basketball,near_free_throw,156,-12.232791767412,16.671310205761,2.219259219175,14.452050986587,17.336343536646,2.219259219175,14.452050986587
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,ncaa_basketball,lane_left,296,-5.575544914464,5.046461915345,-0.264541499560,5.311003414905,1.373234710375,-0.264541499560,5.311003414905
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,ncaa_basketball,lane_right,258,-11.595032872963,15.353567781599,1.879267454318,13.474300327281,3.530828239480,1.879267454318,13.474300327281
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,ncaa_basketball,near_baseline,687,31.798614891366,9.963213741330,20.880914316348,20.880914316348,4.359339189934,20.880914316348,10.917700575018
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,ncaa_basketball,near_free_throw,246,-13.810799019789,-6.858724088274,-10.334761554032,10.334761554032,2.413694420525,-10.334761554032,3.476037465758
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,ncaa_basketball,lane_left,207,0.389817912531,51.969065233374,26.179441572953,26.179441572953,5.903038836957,26.179441572953,25.789623660422
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,ncaa_basketball,lane_right,455,-4.322250906001,2.067855447950,-1.127197729026,3.195053176976,0.827559771796,-1.127197729026,3.195053176976
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,ncaa_basketball,near_baseline,588,-33.028391688839,0.453254071760,-16.287568808540,16.740822880300,7.376927577082,-16.287568808540,16.740822880300
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,ncaa_basketball,near_free_throw,302,16.733523804702,-13.602017120407,1.565753342147,15.167770462555,11.734092827489,1.565753342147,15.167770462555
