game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made
22400402,1,729,12.162,6,white,357,1631,corner_3,,0.0,3,2,
22400402,2,1401,23.373,4,green,614,1631,corner_3,,0.0,72,3,
22400402,6,2361,39.389,2,green,378,1647,corner_3,,0.0,164,3,
22400402,9,2952,49.249,1,green,392,1652,corner_3,,0.0,344,5,
22400402,11,3963,66.116,1,green,392,1652,corner_3,,0.0,422,8,
22400402,12,4614,76.977,1,green,392,1652,corner_3,,0.0,446,11,
22400402,13,5202,86.787,9,white,359,1629,corner_3,,0.0,548,2,
22400402,14,5859,97.748,8,white,306,1611,corner_3,,0.0,610,5,
22400402,18,6702,111.812,8,white,306,1611,corner_3,,0.0,781,3,
22400402,21,7206,120.22,6,white,338,1620,corner_3,,0.0,812,3,
22400402,22,8145,135.886,3,green,423,1651,corner_3,,0.0,927,3,
22400402,23,8865,147.898,4,green,614,1631,corner_3,,0.0,1042,3,
22400402,25,10497,175.125,3,green,423,1651,corner_3,,0.0,1272,2,
22400402,26,11556,192.793,8,white,306,1611,corner_3,,0.0,1384,3,
22400402,27,12072,201.401,2,green,378,1647,corner_3,,0.0,1461,3,
22400402,28,13149,219.369,3,green,423,1651,corner_3,,0.0,1539,3,
22400402,29,14421,240.59,6,white,338,1620,corner_3,,0.0,1718,3,
