frame,timestamp,ball_x2d,ball_y2d,detected
720,12.012,367,1656,1
723,12.062,367,1656,1
726,12.112,372,1639,1
729,12.162,372,1639,1
732,12.212,372,1639,1
735,12.262,372,1639,1
738,12.312,383,1660,1
741,12.362,383,1660,1
744,12.412,331,1622,1
747,12.462,331,1622,1
750,12.513,333,1627,1
753,12.563,333,1627,1
756,12.613,386,1662,1
759,12.663,386,1662,1
762,12.713,117,2059,1
765,12.763,117,2059,1
768,12.813,335,1622,1
771,12.863,335,1622,1
774,12.913,64,2070,1
777,12.963,64,2070,1
780,13.013,378,1659,1
783,13.063,378,1659,1
786,13.113,567,1526,1
789,13.163,567,1526,1
792,13.213,323,1623,1
795,13.263,323,1623,1
798,13.313,379,1659,1
801,13.363,379,1659,1
804,13.413,380,1659,1
807,13.463,380,1659,1
1260,21.021,137,373,1
1263,21.071,137,373,1
1266,21.121,,,0
1269,21.171,,,0
1272,21.221,458,0,1
1275,21.271,458,0,1
1278,21.321,,,0
1281,21.371,,,0
1284,21.421,,,0
1287,21.471,,,0
1290,21.521,,,0
1293,21.572,,,0
1296,21.622,,,0
1299,21.672,,,0
1302,21.722,,,0
1305,21.772,,,0
1308,21.822,,,0
1311,21.872,,,0
1314,21.922,,,0
1317,21.972,,,0
1320,22.022,,,0
1323,22.072,,,0
1326,22.122,,,0
1329,22.172,,,0
1332,22.222,,,0
1335,22.272,,,0
1338,22.322,,,0
1341,22.372,,,0
1344,22.422,,,0
1347,22.472,,,0
1350,22.523,,,0
1353,22.573,,,0
1356,22.623,,,0
1359,22.673,,,0
1362,22.723,,,0
1365,22.773,,,0
1368,22.823,,,0
1371,22.873,,,0
1374,22.923,,,0
1377,22.973,,,0
1380,23.023,,,0
1383,23.073,,,0
1386,23.123,,,0
1389,23.173,,,0
1392,23.223,,,0
1395,23.273,535,182,1
1398,23.323,535,182,1
1401,23.373,25,36,1
1404,23.423,25,36,1
1407,23.473,56,354,1
1410,23.524,56,354,1
1413,23.574,,,0
1416,23.624,,,0
1419,23.674,,,0
1422,23.724,,,0
1425,23.774,,,0
1428,23.824,,,0
1431,23.874,53,350,1
1434,23.924,53,349,1
1437,23.974,53,348,1
1530,25.526,53,348,1
1533,25.576,,,0
1536,25.626,,,0
1539,25.676,,,0
1542,25.726,,,0
1545,25.776,225,352,1
1548,25.826,225,352,1
1551,25.876,233,249,1
1554,25.926,233,249,1
1557,25.976,,,0
1560,26.026,,,0
1563,26.076,891,415,1
1566,26.126,891,415,1
1569,26.176,249,188,1
1572,26.226,249,188,1
1575,26.276,,,0
1578,26.326,,,0
1581,26.376,936,349,1
1584,26.426,936,349,1
1587,26.476,,,0
1590,26.527,,,0
1593,26.577,,,0
1596,26.627,,,0
1599,26.677,396,88,1
1602,26.727,396,88,1
1605,26.777,931,279,1
1608,26.827,931,279,1
1611,26.877,69,442,1
1614,26.927,69,442,1
1617,26.977,930,270,1
1620,27.027,930,270,1
1623,27.077,32,430,1
1626,27.127,32,430,1
1629,27.177,930,270,1
1632,27.227,930,270,1
1635,27.277,,,0
1638,27.327,,,0
1641,27.377,70,403,1
1644,27.427,70,403,1
1647,27.477,504,455,1
1650,27.527,504,455,1
1653,27.578,725,343,1
1656,27.628,725,343,1
1659,27.678,668,473,1
1662,27.728,668,473,1
1665,27.778,15,480,1
1668,27.828,15,480,1
1671,27.878,69,342,1
1674,27.928,69,342,1
1677,27.978,167,276,1
1680,28.028,167,276,1
1683,28.078,564,270,1
1686,28.128,564,270,1
1689,28.178,71,152,1
1692,28.228,71,152,1
1695,28.278,679,456,1
1698,28.328,679,456,1
1701,28.378,679,456,1
1704,28.428,679,456,1
1707,28.478,726,346,1
2160,36.036,726,346,1
2163,36.086,,,0
2166,36.136,,,0
2169,36.186,,,0
2172,36.236,,,0
2175,36.286,,,0
2178,36.336,,,0
2181,36.386,,,0
2184,36.436,,,0
2187,36.486,,,0
2190,36.537,,,0
2193,36.587,496,520,1
2196,36.637,496,520,1
2199,36.687,,,0
2202,36.737,,,0
2205,36.787,,,0
2208,36.837,,,0
2211,36.887,540,422,1
2214,36.937,540,422,1
2217,36.987,,,0
2220,37.037,,,0
2223,37.087,547,441,1
2226,37.137,547,441,1
2229,37.187,,,0
2232,37.237,,,0
2235,37.287,588,451,1
2238,37.337,588,451,1
2241,37.387,500,461,1
2244,37.437,500,461,1
2247,37.487,502,461,1
2340,39.039,502,461,1
2343,39.089,864,59,1
2346,39.139,864,59,1
2349,39.189,236,2,1
2352,39.239,236,2,1
2355,39.289,803,422,1
2358,39.339,803,422,1
2361,39.389,320,1,1
2364,39.439,320,1,1
2367,39.489,577,7,1
2370,39.54,577,7,1
2373,39.59,1007,149,1
2376,39.64,1007,149,1
2379,39.69,869,107,1
2382,39.74,869,107,1
2385,39.79,705,47,1
2388,39.84,705,47,1
2391,39.89,345,6,1
2394,39.94,345,6,1
2397,39.99,405,141,1
2400,40.04,405,141,1
2403,40.09,849,127,1
