source_frame,foot_x_px,foot_y_px
20385,1545.0,506.625
20385,164.8125,947.25
20385,1792.5,972.0
20385,1801.5,675.0
20385,1887.0,972.0
20385,1684.5,666.75
20385,871.5,504.375
20385,693.75,603.0
20385,58.40625,963.0
20388,1160.25,846.0
20388,957.75,601.875
20388,1773.0,975.0
20388,1647.0,973.5
20388,1875.0,973.5
20388,1308.75,817.5
20388,147.28125,947.25
20388,622.5,856.5
20388,678.0,627.0
20388,1545.375,490.5
20388,472.5,411.0
20388,1500.0,972.0
20391,1794.0,723.0
20391,1629.0,973.5
20391,1861.5,973.5
20391,958.5,604.5
20391,1746.0,972.0
20391,1357.5,784.5
20391,668.25,565.5
20391,124.5,946.5
20391,1226.25,788.25
20391,658.5,857.25
20391,1483.5,971.25
20394,954.0,610.125
20394,1803.0,705.75
20394,798.0,492.0
20394,1251.75,789.75
20394,101.53125,945.0
20394,1831.5,972.0
20394,1385.25,801.75
20394,1725.0,972.0
20394,1605.0,975.0
20394,659.25,855.0
20394,1537.5,475.5
20394,749.25,862.5
20394,986.25,426.0
20397,1405.5,853.5
20397,1816.5,707.25
20397,481.5,403.875
20397,1791.0,975.0
20397,794.25,490.5
20397,1678.5,963.0
20397,936.0,603.75
20397,60.515625,937.5
20397,1549.5,976.5
20397,1257.0,846.0
20397,1165.5,864.0
20400,1515.0,975.0
20400,724.5,813.0
20400,644.25,566.25
20400,1746.0,967.5
20400,471.75,397.875
20400,1642.5,970.5
20400,420.375,964.5
20400,33.3515625,942.0
20400,1842.0,678.0
20400,839.25,491.25
20400,1860.0,972.0
20403,1852.5,663.0
20403,714.75,828.75
20403,1806.0,975.0
20403,1689.0,969.0
20403,367.6875,969.0
20406,646.875,564.75
20406,424.59375,971.25
20406,1288.5,821.25
20406,304.5,972.0
20406,429.75,393.75
20406,303.375,945.75
20406,1623.0,967.5
20406,1737.0,975.0
20406,707.25,802.5
20409,388.40625,385.125
20409,350.625,971.25
20409,1255.5,850.5
20409,709.5,796.5
20409,1659.0,969.75
20409,892.5,595.5
20409,226.5,954.75
20412,1821.0,691.5
20412,862.5,592.5
20412,590.25,567.0
20412,272.25,972.0
20412,685.5,819.75
20412,129.7734375,972.75
20412,149.71875,958.5
20415,1770.0,678.0
20415,828.0,587.25
20415,424.875,971.25
20415,182.34375,974.25
20415,63.9375,963.0
20415,649.875,819.75
20415,38.34375,970.5
20415,302.0625,388.875
20418,1722.0,660.75
20418,343.5,972.0
20418,716.25,492.75
20418,251.25,382.875
20418,1215.0,849.75
20418,1395.75,774.0
20418,87.703125,975.0
20421,1672.5,634.875
20421,251.0625,974.25
20421,658.875,487.5
20421,492.75,565.5
20421,201.375,381.75
20421,1653.0,973.5
20421,993.0,864.0
20421,777.75,582.75
20424,153.2109375,976.5
20424,437.25,564.75
20424,736.125,571.5
20424,1635.0,633.75
20424,138.0,387.375
20424,915.0,864.0
20424,612.75,813.75
20427,393.75,560.25
20427,1335.0,759.0
20427,65.0625,972.0
20427,1599.0,627.0
20427,616.5,807.0
20427,97.78125,390.0
20427,1159.5,833.25
20427,620.25,492.375
20427,715.5,549.75
20430,1568.625,628.5
20430,388.125,584.25
20430,704.25,581.25
20430,586.5,496.5
20430,1363.5,747.75
20430,614.25,831.75
20430,1338.75,748.5
20430,71.015625,387.0
20430,875.25,864.75
20430,764.25,864.0
20430,975.0,862.5
20433,1551.0,621.75
20433,414.0,582.75
20433,713.25,863.25
20433,598.5,853.5
20433,819.0,862.5
20433,1366.5,678.0
20433,921.0,864.0
20433,1545.375,975.0
20436,404.25,580.5
20436,1554.0,619.5
20436,1357.5,755.25
20436,993.75,418.125
20436,406.59375,975.0
20436,663.0,819.75
20436,655.5,862.5
20436,40.640625,406.5
20436,112.96875,972.0
20436,873.0,865.5
20436,250.5,969.0
20436,1218.0,747.75
20439,1370.25,734.25
20439,414.375,590.625
20439,1536.375,609.375
20439,972.75,414.0
20439,69.5625,973.5
20439,353.0625,975.0
20439,606.0,862.5
20439,719.25,861.75
20439,822.0,864.0
20439,434.625,591.0
20439,1005.0,864.0
20439,193.3125,975.0
20442,433.5,590.25
20442,1554.0,600.0
20442,45.328125,972.75
20442,1383.0,738.75
20442,313.875,974.25
20442,698.625,840.75
20442,1273.5,769.5
20442,565.875,864.0
20442,680.25,860.25
20442,1849.5,975.0
20445,1540.5,597.375
20445,436.125,583.5
20445,630.375,861.0
20445,1422.0,666.75
20445,753.0,798.75
20445,260.25,974.25
20445,1794.0,975.0
20448,1296.75,838.5
20448,1519.5,590.625
20448,573.75,864.0
20448,203.671875,972.0
20448,43.734375,972.0
20448,680.625,862.5
20448,1737.0,975.0
20448,863.25,862.5
20448,466.125,921.0
20448,464.25,573.75
20448,777.0,820.5
20451,1509.0,587.25
20451,510.75,863.25
20451,617.25,862.5
20451,774.75,853.5
20451,1565.625,363.0
20451,1863.0,974.25
20451,749.25,558.0
20451,405.0,964.5
20451,1674.0,975.0
20451,867.0,411.0
20451,1276.5,813.0
20451,453.0,552.75
20454,1455.0,594.0
20454,801.0,861.75
20454,1340.25,825.0
20454,1792.5,970.5
20454,838.5,404.25
20454,202.125,975.75
20454,741.0,861.75
20454,458.25,604.5
20454,1606.5,972.75
20454,557.625,865.5
20454,335.625,962.25
20454,447.0,889.5
20457,1437.0,580.5
20457,1293.0,829.5
20457,1716.0,971.25
20457,804.0,859.5
20457,266.4375,969.0
20457,802.5,399.75
20457,678.75,863.25
20457,456.75,597.75
20457,381.375,900.75
20457,1396.5,706.5
20457,1536.0,972.0
20457,708.75,576.375
20457,383.0625,937.5
20460,690.75,581.25
20460,206.25,939.0
20460,612.0,864.0
20460,811.5,858.0
20460,309.75,900.0
20460,415.5,967.5
20463,423.09375,600.375
20463,799.3125,849.0
20463,138.3984375,957.0
20463,1581.0,973.5
20463,550.5,865.5
20463,704.25,585.0
20463,248.25,912.0
20463,1472.25,364.125
20466,84.65625,962.25
20466,708.0,588.75
20466,1460.25,363.75
20466,849.0,814.5
20466,192.0,919.5
20466,1299.0,804.0
20466,429.0,564.0
20466,1524.75,975.0
20466,193.078125,954.0
20469,44.578125,964.5
20469,1302.0,787.5
20469,1452.0,370.875
20469,697.875,587.625
20469,856.5,814.5
20469,386.25,378.375
20469,262.6875,930.0
20469,140.4140625,924.75
20469,450.0,608.25
20469,1287.75,871.5
20469,1486.5,973.5
20472,868.5,836.25
20472,1299.75,783.0
20472,98.53125,939.0
20472,1467.0,376.125
20472,1374.0,657.0
20472,1863.0,938.25
20472,409.125,943.5
20472,350.25,973.5
20472,231.328125,971.25
20472,793.5,864.0
20472,448.125,613.5
20472,1377.75,840.0
20475,466.5,620.25
20475,1461.0,382.5
20475,56.390625,946.5
20475,1392.75,703.5
20475,894.0,839.25
20475,181.3125,966.0
20475,712.5,587.25
20475,1320.75,786.75
20475,306.5625,970.5
20475,372.1875,949.5
20478,1257.75,571.5
20478,471.75,618.0
20478,918.75,799.5
20478,1398.75,701.25
20478,1461.0,381.375
20478,1335.75,783.0
20478,34.734375,943.5
20481,1464.0,381.0
20481,952.5,830.25
20481,493.5,614.25
20481,116.0625,973.5
20481,1393.5,704.25
20481,248.25,976.5
20481,316.125,951.0
20484,521.25,610.5
20484,626.25,580.5
20484,975.0,843.0
20484,1237.5,561.75
20484,749.25,579.75
20484,1399.5,731.25
20484,87.46875,954.0
20487,761.625,584.25
20487,541.875,612.0
20487,858.0,481.5
20487,1417.5,698.25
20487,1005.0,850.5
20487,64.5,952.5
20487,621.75,411.75
20487,1249.5,564.75
20487,65.8125,972.0
20490,1399.5,793.5
20490,1019.25,836.25
20490,1237.5,570.0
20490,42.1875,963.75
20490,1086.75,870.0
20490,585.75,614.25
20490,441.75,396.375
20490,578.625,612.0
20490,862.5,474.0
20490,1265.25,300.0
20490,246.0,958.5
20493,1404.75,794.25
20493,1223.25,578.625
20493,775.5,576.75
20493,1032.0,822.75
20493,580.125,610.5
20493,912.0,483.375
20493,224.671875,966.0
20493,1194.0,834.0
20493,1662.0,923.25
20493,33.703125,954.0
20496,1218.0,580.5
20496,594.0,619.125
20496,1404.75,782.25
20496,798.75,580.5
20496,947.25,468.0
20496,1051.5,825.75
20496,198.703125,969.0
20499,595.125,619.5
20499,822.0,581.25
20499,1403.25,786.0
20499,1186.5,560.625
20499,441.0,972.0
20499,1492.5,384.75
20502,801.75,583.5
20502,589.5,621.0
20502,1401.0,748.5
20502,981.0,469.5
20502,1176.0,567.75
20502,900.0,480.75
20502,1095.0,790.5
20502,423.75,973.5
20502,47.953125,420.375
20505,1179.0,590.25
20505,801.0,582.75
20505,1109.25,797.25
20505,576.0,617.25
20505,928.5,477.75
20505,1411.5,745.5
20505,36.8671875,970.5
20505,1002.75,463.125
20505,409.40625,973.5
20505,52.41796875,419.625
20508,795.0,579.75
20508,556.5,615.375
20508,1412.25,746.25
20508,1116.0,794.25
20508,393.375,974.25
20508,1198.5,588.75
20508,804.75,311.25
20508,1485.75,405.0
20508,622.5,418.875
20511,789.75,584.25
20511,541.5,615.75
20511,1119.75,806.25
20511,97.40625,420.0
20511,1489.5,407.625
20511,387.75,975.0
20514,786.0,585.0
20514,538.5,621.75
20514,1120.5,818.25
20514,1224.0,576.375
20514,632.625,426.0
20514,1419.0,685.5
20514,115.3125,420.0
20514,1483.5,418.875
20514,372.375,975.0
20517,778.6875,584.25
20517,529.5,627.75
20517,1123.5,810.75
20517,136.6875,416.625
20517,638.625,427.875
20517,1032.0,506.625
20517,1413.0,687.0
20520,770.8125,589.5
20520,623.25,424.5
20520,517.5,628.5
20520,154.875,419.25
20520,1120.5,813.0
20520,1405.5,686.25
20520,1245.75,601.5
20520,1040.25,535.875
20520,344.625,975.75
20520,765.375,321.9375
20523,765.0,592.5
20523,636.0,425.25
20523,501.75,621.75
20523,1119.75,814.5
20523,171.9375,419.25
20523,1391.25,688.5
20523,1069.5,465.0
20523,1452.75,420.375
20523,178.125,978.0
20523,1521.0,934.5
20526,750.0,595.5
20526,1114.5,822.0
20526,494.25,633.375
20526,649.875,428.25
20526,1377.0,688.5
20526,1443.0,424.5
20526,422.625,978.0
20526,1257.0,592.875
20526,1509.75,936.0
20526,316.875,973.5
20526,1047.0,859.5
20526,181.6875,423.0
20526,1080.0,573.75
20529,744.0,596.25
20529,1111.5,823.5
20529,660.75,431.25
20529,1370.25,689.25
20529,306.5625,973.5
20529,202.828125,418.5
20529,1098.0,569.25
20529,474.75,634.125
20529,1434.0,423.75
20532,737.25,597.0
20532,679.5,425.625
20532,1107.0,823.5
20532,1360.5,696.0
20532,1427.25,424.5
20532,471.0,636.75
20532,410.15625,973.5
20532,145.125,976.5
20532,230.4375,417.0
20532,304.125,973.5
20535,728.25,599.25
20535,1096.5,824.25
20535,467.25,639.75
20535,1349.25,683.25
20535,678.75,405.0
20535,1426.5,426.0
20535,1297.5,786.75
20535,408.375,975.0
20535,298.5,972.0
20535,1114.5,865.5
20538,718.5,597.0
20538,462.0,642.0
20538,1075.5,824.25
20538,680.25,391.875
20538,1354.5,669.0
20538,1271.25,781.5
20538,134.2265625,978.0
20538,1425.75,427.125
20538,404.15625,976.5
20541,456.75,640.875
20541,700.125,577.125
20541,1059.75,827.25
20541,691.5,398.25
20541,1356.0,669.75
20541,274.5,408.75
20541,1419.0,425.25
20541,125.8125,973.5
20541,1137.0,610.5
20544,458.25,639.75
20544,697.125,598.5
20544,1051.5,816.75
20544,1417.5,424.5
20544,1356.0,667.5
20544,232.078125,976.5
20544,114.1640625,972.0
20544,1243.5,775.5
20547,688.5,599.25
20547,444.0,643.5
20547,1044.0,828.0
20547,1354.5,677.25
20547,1417.5,423.75
20547,295.5,400.875
20547,1240.5,787.5
20547,237.75,978.0
20547,732.0,462.75
20550,684.0,598.5
20550,1018.5,828.0
20550,443.25,645.0
20550,1354.5,673.875
20550,732.0,474.0
20550,1417.5,423.75
20550,303.0,401.25
20550,489.75,448.875
20553,1013.25,829.5
20553,682.5,599.25
20553,440.25,645.75
20553,734.25,457.125
20553,1350.0,658.5
20553,323.0625,402.75
20553,1417.5,423.75
20553,490.5,450.0
20553,1030.5,868.5
20556,1008.0,828.0
20556,675.75,597.75
20556,434.25,642.75
20556,746.25,468.375
20556,1416.75,424.125
20556,325.875,402.375
20556,485.25,447.0
20556,1029.0,870.0
20556,1347.75,656.25
20556,95.25,972.0
20556,1146.0,461.25
20559,668.25,599.25
20559,429.75,642.375
20559,762.75,475.5
20559,1000.5,826.5
20559,1143.0,777.75
20559,1416.0,423.0
20559,1159.5,480.0
20559,688.5,321.375
20559,480.75,447.75
20559,321.375,401.625
20559,1028.25,869.25
20562,663.75,598.5
20562,765.0,478.5
20562,426.75,642.0
20562,1124.25,768.75
20562,1162.5,482.25
20562,999.0,819.0
20562,1416.0,423.375
20562,220.3125,978.75
20562,476.625,449.25
20562,686.625,323.4375
20562,323.625,400.5
20562,1026.75,868.5
20565,657.0,599.25
20565,770.8125,478.5
20565,996.0,820.5
20565,423.0,646.5
20565,1169.25,480.75
20565,1323.0,640.875
20565,1414.5,423.75
20565,1111.5,772.5
20565,214.546875,980.25
20565,295.875,949.5
20565,322.125,396.375
20565,1497.0,956.25
20568,656.625,606.0
20568,420.75,646.5
20568,993.0,822.75
20568,771.75,477.0
20568,1092.0,762.0
20568,1318.5,635.25
20568,1414.5,422.625
20568,323.625,394.875
20568,209.25,979.5
20568,681.75,318.75
20568,1174.5,484.125
20568,1496.25,957.0
20571,654.75,606.0
20571,780.0,477.0
20571,418.40625,645.75
20571,991.5,829.5
20571,1059.0,756.75
20571,1314.0,633.75
20571,1413.0,421.5
20571,207.1875,978.0
20571,319.5,395.25
20571,1496.25,958.5
20571,681.0,319.875
20574,654.0,606.375
20574,1037.25,763.5
20574,416.625,646.5
20574,1306.5,636.0
20574,786.75,481.875
20574,987.0,831.0
20574,1411.5,422.625
20574,207.0,977.25
20574,1496.25,958.5
20574,679.5,320.25
20574,321.75,394.5
20577,654.0,606.75
20577,414.375,645.75
20577,787.6875,481.5
20577,1305.0,629.25
20577,1020.75,765.0
20577,986.25,819.75
20577,1413.0,425.25
20577,1323.0,623.625
20577,1495.5,958.5
20577,679.5,321.375
20580,652.875,607.125
20580,788.8125,483.75
20580,412.125,645.0
20580,984.0,819.75
20580,1311.0,627.0
20580,1411.5,423.0
20580,1497.0,958.5
20580,1092.0,867.0
20580,321.0,393.75
20583,654.0,606.75
20583,403.40625,645.0
20583,792.0,483.75
20583,982.5,822.75
20583,1314.0,630.0
20583,1410.0,424.5
20583,321.0,393.375
20583,969.0,627.75
20583,1497.0,959.25
20583,679.5,324.75
20583,286.3125,951.0
20586,653.625,606.75
20586,389.625,639.0
20586,790.5,486.0
20586,994.5,819.0
20586,942.0,715.5
20586,1411.5,425.25
20586,1019.25,869.25
20586,205.6875,975.0
20586,1320.0,624.0
20589,653.25,607.5
20589,382.5,638.25
20589,790.5,484.5
20589,996.0,818.25
20589,925.5,736.5
20589,1411.5,428.25
20589,321.1875,394.125
20589,1018.5,868.5
20589,1495.5,960.0
20592,654.0,607.5
20592,373.875,644.25
20592,792.1875,483.375
20592,908.25,729.0
20592,991.5,816.0
20592,1329.75,616.5
20592,1412.25,430.125
20592,470.625,456.75
20592,1019.25,868.5
20592,1495.5,958.5
20595,372.75,646.5
20595,654.0,606.0
20595,994.5,817.5
20595,799.5,486.0
20595,888.0,732.75
20595,1335.0,625.5
20595,472.5,453.75
20595,1408.5,428.625
20595,1020.0,867.0
20595,320.4375,391.5
20595,796.5,523.5
20595,1497.0,957.75
20595,680.25,320.25
20595,207.328125,975.75
20598,649.5,603.375
20598,349.5,645.75
20598,800.8125,488.25
20598,1002.75,816.75
20598,873.0,729.75
20598,472.5,452.25
20598,797.25,535.125
20598,327.375,390.375
20598,1338.0,614.25
20598,1019.25,866.25
20598,289.875,948.75
20598,208.5,976.5
20598,1495.5,957.75
20601,645.0,600.0
20601,325.3125,643.5
20601,793.6875,476.25
20601,1005.0,816.0
20601,1347.0,612.75
20601,831.75,727.5
20601,472.5,453.75
20601,1239.75,522.75
20601,682.5,319.5
20601,288.9375,945.0
20604,309.75,646.5
20604,810.0,717.75
20604,645.375,599.25
20604,1003.5,824.25
20604,1349.25,610.875
20604,778.6875,465.0
20604,469.5,453.75
20604,1229.25,520.5
20607,302.0625,647.25
20607,639.375,600.0
20607,772.5,723.75
20607,999.75,829.5
20607,765.0,479.25
20607,1356.0,628.5
20607,766.5,722.25
20607,471.75,458.25
20607,323.0625,390.375
20607,1213.5,534.0
20610,284.25,648.0
20610,685.5,720.0
20610,995.25,828.0
20610,471.75,459.75
20610,759.0,471.75
20610,320.25,390.0
20610,600.75,590.25
20610,1350.0,611.25
20610,1354.5,622.5
20610,1504.5,954.0
20610,307.125,976.5
20610,687.75,308.0625
20613,249.75,648.0
20613,653.25,723.0
20613,994.5,838.5
20613,1362.0,630.0
20613,458.25,457.875
20613,306.375,954.0
20613,1140.0,520.125
20613,318.375,385.875
20613,1382.25,454.5
20613,1029.0,866.25
20613,1507.5,952.5
20613,224.25,977.25
20613,1186.5,864.0
20613,315.5625,972.0
20613,86.71875,975.0
20616,235.546875,651.0
20616,1372.5,631.5
20616,643.5,728.25
20616,308.625,957.0
20616,981.0,832.5
20616,448.125,464.25
20616,408.75,955.5
20616,1158.0,525.75
20616,1030.5,865.5
20616,1150.5,533.25
20616,1509.0,952.5
20616,175.40625,957.0
20616,87.09375,972.0
20619,220.078125,654.75
20619,1138.5,544.5
20619,573.75,727.5
20619,1374.0,637.5
20619,960.75,830.25
20619,441.375,463.875
20619,1511.25,954.0
20619,1074.0,303.75
20619,1032.0,866.25
20619,315.375,949.5
20619,1776.0,935.25
20619,412.125,965.25
20619,675.0,450.75
20622,195.328125,658.5
20622,558.0,716.25
20622,1378.5,644.25
20622,939.75,834.0
20622,419.625,476.25
20622,1442.25,576.75
20622,1779.0,937.5
20622,1513.5,952.5
20622,1392.0,392.25
20622,1075.5,302.25
20622,1034.25,867.0
20622,315.1875,946.5
20622,414.75,961.5
20625,144.3515625,660.75
20625,513.75,710.25
20625,921.0,857.25
20625,1122.0,582.0
20625,1387.5,650.25
20625,597.375,454.5
20625,1782.0,937.5
20625,1455.0,516.75
20625,1077.0,301.3125
20625,400.5,469.5
20625,1033.5,867.0
20625,1516.5,951.75
20625,94.78125,973.5
20625,416.90625,970.5
20625,329.25,973.5
20628,910.5,861.0
20628,119.7890625,659.25
20628,1392.0,656.25
20628,462.75,717.0
20628,566.25,453.75
20628,1077.0,301.3125
20628,1103.25,548.25
20628,1515.75,955.5
20628,1782.0,934.5
20628,417.375,972.0
20628,1476.0,497.625
20628,1036.5,867.0
20628,93.046875,972.0
20631,886.5,863.25
20631,84.234375,667.5
20631,1391.25,659.25
20631,418.40625,714.375
20631,1783.5,936.0
20631,1036.5,867.0
20631,1065.75,548.25
20631,1517.25,954.0
20631,540.75,457.125
20631,417.75,973.5
20634,876.75,866.25
20634,57.46875,669.75
20634,381.1875,715.5
20634,1066.5,580.5
20634,1384.5,686.25
20634,1785.0,934.5
20634,1036.5,867.0
20634,515.25,442.5
20634,1518.75,955.5
20634,1517.25,523.5
20637,51.421875,659.25
20637,839.25,859.5
20637,1377.75,388.5
20637,1357.5,685.5
20637,1036.5,870.0
20637,1785.0,936.0
20637,1521.0,955.5
20640,1355.25,691.5
20640,817.5,849.75
20640,243.5625,726.75
20640,934.5,585.0
20640,289.5,623.25
20640,1010.25,580.125
20640,1036.5,864.75
20640,423.375,970.5
20640,1786.5,937.5
20640,1566.0,527.25
20640,1522.5,952.5
20643,1342.5,696.0
20643,190.6875,711.75
20643,1572.0,525.0
20643,1374.0,383.25
20643,800.8125,856.5
20643,981.0,607.125
20643,1525.5,954.75
20643,352.5,435.75
20643,1037.25,865.5
20643,426.75,969.0
20643,1789.5,939.0
20646,1290.0,624.75
20646,984.75,570.375
20646,1576.5,515.625
20646,293.625,446.625
20646,1377.0,379.875
20646,1523.25,951.0
20646,215.625,660.0
20646,779.25,865.5
20646,894.0,600.375
20646,126.09375,720.75
20646,1041.0,871.5
20646,427.875,972.0
20649,1294.5,694.125
20649,1576.5,519.375
20649,745.125,856.5
20649,403.875,973.5
20649,88.546875,706.5
20649,202.5,660.75
20649,437.25,963.0
20649,850.5,602.25
20649,120.0,975.0
20649,340.125,942.75
20649,235.546875,972.0
20652,821.25,606.0
20652,72.9375,679.5
20652,175.3125,672.0
20652,919.5,561.75
20652,1597.5,520.5
20652,735.375,858.0
20652,739.875,316.125
20652,1254.75,704.25
20652,251.8125,973.5
20652,240.1875,428.25
20652,145.125,979.5
20652,1398.75,365.625
20652,1560.375,943.5
20652,360.0,931.5
20655,776.25,591.75
20655,1248.75,699.75
20655,720.75,864.0
20655,1623.0,510.75
20655,90.515625,669.0
20655,934.5,526.875
20655,765.75,306.75
20655,340.875,973.5
20655,1093.5,847.5
20655,868.5,530.25
20655,284.0625,970.5
20658,768.0,575.25
20658,1250.25,698.25
20658,92.203125,674.625
20658,727.5,855.0
20658,849.0,531.75
20658,927.0,528.0
20658,744.0,864.75
20658,412.5,978.75
20661,1215.75,711.75
20661,814.5,546.375
20661,78.984375,693.75
20661,409.125,976.5
20661,1475.25,343.5
20661,736.5,855.75
20661,1648.5,924.0
20661,835.5,547.5
20664,706.5,585.75
20664,820.6875,540.375
20664,699.0,834.75
20664,1187.25,702.0
20664,1068.75,862.5
20664,88.546875,398.625
20664,583.125,867.0
20664,1695.0,920.25
20664,444.0,972.0
20664,64.546875,653.25
20664,1200.0,834.0
20664,1881.0,773.25
20667,1213.5,711.75
20667,726.0,852.75
20667,931.5,497.25
20667,628.5,864.0
20667,89.8125,409.5
20667,828.75,539.25
20667,535.125,865.5
20667,720.0,563.25
20667,1741.5,919.5
20667,64.21875,647.625
20667,913.5,283.5
20667,152.34375,973.5
20670,750.375,837.0
20670,731.625,567.75
20670,1193.25,722.25
20670,1726.5,502.5
20670,93.234375,647.25
20670,969.0,273.5625
20670,592.5,864.0
20670,903.75,526.5
20670,1812.0,924.75
20670,1302.0,820.5
20673,991.5,500.25
20673,747.0,564.75
20673,1198.5,699.75
20673,859.5,518.25
20673,730.875,792.75
20673,1782.0,509.25
20673,1387.5,820.5
20676,757.875,561.75
20676,767.8125,801.0
20676,883.5,520.125
20676,1818.0,508.5
20676,1227.75,696.375
20676,1194.0,641.25
20676,87.28125,642.75
20676,109.875,931.5
20676,1463.25,817.5
20676,1121.25,268.875
20679,939.0,504.0
20679,1222.5,646.5
20679,819.0,535.5
20679,811.6875,810.75
20679,79.78125,966.0
20679,1867.5,477.75
20679,424.5,975.75
20679,1211.25,256.5
20679,210.796875,939.0
20682,858.0,519.75
20682,815.25,786.75
20682,984.0,513.0
20682,53.71875,639.0
20682,244.3125,706.5
20682,1899.0,478.5
20682,1282.5,696.75
20682,196.546875,904.5
20682,1305.0,235.125
20685,1251.0,704.25
20685,137.25,978.0
20685,37.265625,973.5
20685,1650.0,956.25
20685,113.625,632.25
20685,242.25,678.75
20685,515.25,859.5
20685,1006.5,495.0
20685,1134.75,395.25
20685,850.5,788.25
20688,1062.0,482.25
20688,286.875,703.5
20688,165.46875,616.5
20688,106.96875,976.5
20688,1203.0,451.5
20688,264.1875,376.5
20688,906.75,808.5
20688,241.875,978.0
20688,1750.5,959.25
20688,1863.0,807.75
20691,1286.25,690.0
20691,1267.5,459.0
20691,975.0,506.25
20691,897.75,733.5
20691,207.9375,976.5
20691,1104.0,473.25
20691,1852.5,957.0
20691,341.25,970.5
20694,1320.75,438.0
20694,307.125,971.25
20694,988.5,508.125
20697,1180.5,474.75
20697,515.25,552.0
20697,1326.75,704.25
20697,415.125,972.0
20697,982.5,760.5
20697,1578.375,969.0
20697,378.0,357.0
20697,1048.5,502.875
20697,1365.0,447.375
20697,406.40625,357.75
20700,1342.5,687.75
20700,582.0,567.75
20700,1396.5,449.625
20700,980.25,777.75
20700,1204.5,504.75
20700,1668.0,972.0
20700,440.625,362.25
20703,622.875,587.625
20703,1438.5,451.5
20703,984.0,742.5
20703,1305.0,686.25
20703,383.25,624.75
20703,1740.0,972.0
20703,44.8125,968.25
20703,1101.75,494.25
20703,1204.5,481.5
20703,1629.0,970.5
20703,849.0,857.25
20706,690.375,589.5
20706,1129.5,488.25
20706,121.125,969.0
20706,1716.0,973.5
20706,1540.5,975.0
20706,996.0,784.5
20706,1839.0,975.75
20706,402.375,735.0
20706,1242.0,458.625
20706,1626.0,958.5
20709,754.125,604.5
20709,181.96875,963.0
20709,1314.0,698.25
20709,1162.5,534.0
20709,417.0,739.5
20709,1482.0,465.0
20709,1011.0,783.0
20709,504.0,361.5
20709,1272.0,483.0
20709,991.5,858.0
20709,1309.5,699.0
20709,1791.0,974.25
20712,789.0,609.375
20712,266.625,968.25
20712,1182.0,553.125
20712,991.5,817.5
20712,459.75,637.875
20712,1071.0,865.5
20712,487.5,370.5
20712,1275.0,499.875
20712,1164.75,858.0
20712,1572.375,973.5
20712,1692.0,976.5
20712,1773.0,973.5
20712,1284.0,861.75
20715,808.5,628.5
20715,483.0,649.5
20715,339.9375,972.0
20715,1005.0,835.5
20715,415.125,756.75
20715,73.6875,977.25
20715,1848.0,973.5
20715,1201.5,564.75
20715,1138.5,866.25
20715,1521.75,507.75
20715,1236.0,865.5
20715,1887.0,937.5
20715,504.0,379.5
20718,855.0,617.25
20718,411.75,975.0
20718,156.84375,977.25
20718,495.375,663.75
20718,1197.75,864.0
20718,1264.5,712.5
20718,1551.375,500.625
20718,35.109375,973.5
20718,1301.25,866.25
20718,423.375,765.0
20718,544.5,397.125
20718,879.0,842.25
20718,513.75,665.25
20718,1005.0,781.5
20721,523.5,660.75
20721,886.5,627.75
20721,572.625,404.625
20721,237.375,975.0
20721,1258.5,867.0
20721,1368.0,867.0
20721,1250.25,596.25
20721,78.09375,943.5
20724,553.5,652.125
20724,1266.0,580.5
20724,1320.0,707.25
20724,309.375,975.0
20724,906.0,619.5
20724,1570.5,484.5
20724,147.9375,933.0
20724,1318.5,868.5
20724,609.75,404.625
20724,1428.75,871.5
20727,561.375,659.25
20727,940.5,619.5
20727,1272.0,627.0
20727,1484.25,897.0
20727,607.125,405.0
20727,367.875,978.0
20727,1338.0,688.125
20727,661.5,317.625
20727,205.3125,934.5
20730,576.375,665.25
20730,1362.75,677.25
20730,418.59375,978.0
20730,618.75,409.875
20730,1527.0,904.5
20730,1410.0,865.5
20730,1285.5,639.0
20730,1869.0,972.0
20730,697.125,287.625
20730,255.9375,936.0
20733,561.75,666.0
20733,1037.25,599.25
20733,726.75,290.0625
20733,1372.5,672.0
20733,1293.0,497.25
20733,291.75,970.5
20733,1562.625,937.5
20733,627.75,406.125
20733,1323.0,660.0
20733,1449.0,922.5
20733,1698.0,970.5
20736,568.875,672.75
20736,1044.0,600.0
20736,933.0,819.0
20736,1392.0,664.875
20736,331.3125,969.0
20736,1854.0,971.25
20736,369.375,755.25
20736,1677.0,970.5
20736,1498.5,955.5
20736,639.0,411.0
20736,1599.0,916.5
20736,1740.0,972.0
20736,594.0,867.0
20739,564.75,678.0
20739,1056.0,607.5
20739,1273.5,513.375
20739,914.25,837.0
20739,657.0,404.25
20739,791.25,318.0
20739,1418.25,663.75
20739,1878.0,972.0
20739,369.375,970.5
20739,1770.0,964.5
20739,1526.25,963.0
20739,1632.0,945.0
20739,1195.5,865.5
20739,1272.75,855.75
20742,569.25,679.5
20742,1108.5,614.25
20742,889.5,809.25
20742,1272.0,522.75
20742,653.25,403.5
20742,403.875,969.0
20742,823.5,307.875
20742,1798.5,958.5
20742,1665.0,967.5
20742,1558.5,963.0
20742,1465.5,659.25
20742,1896.0,972.0
20742,1460.25,654.75
20742,1231.5,864.75
20742,1308.75,862.5
20745,564.375,690.0
20745,861.0,784.5
20745,1240.5,529.875
