geometry,sigma_px,draw,seed,n_candidates,n_classes,geometry_status,heldout_status,orientation_status,winner_objective_j,runner_up_objective_j,margin,labelled_gap_px,modulo_gap_px,modulo_form,attaining_element,probe_err_m_median,probe_err_m_p95,probe_err_modulo_m_median,probe_err_modulo_m_p95,n_probes_in_frame,candidate_hypotheses_count,deduplicated_symmetry_images_count
G1_SYNTH_QUAD,0.50,24,12436334609245527918,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7833812464421718,,,0.9399389624595642,0.9399389624595642,form_two,identity,0.04647866115102723,0.13831158717620187,0.04647866115102723,0.13831158717620187,154,109624,11852
G1_SYNTH_QUAD,0.50,27,11069982459494431142,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.723105732520022,,,1.6911205053329468,1.6911205053329468,form_two,identity,0.1085454168501212,0.27802631226689284,0.1085454168501212,0.27802631226689284,154,115544,11286
G1_SYNTH_QUAD,1.00,0,4645489271301052926,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7461583123135207,,,1.1917685270309448,1.1917685270309448,form_two,identity,0.051060933412239856,0.15182246351041268,0.051060933412239856,0.15182246351041268,154,119532,11446
G1_SYNTH_QUAD,1.00,3,6656889754672582844,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.6775219021131046,,,1.774778127670288,1.774778127670288,form_two,identity,0.060382724354788926,0.1644985164652041,0.060382724354788926,0.1644985164652041,154,108836,1685
G1_SYNTH_QUAD,1.00,6,12086261908391962416,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7165422295805198,,,1.9499412775039673,1.9499412775039673,form_two,identity,0.09279790005018612,0.2922597015258623,0.09279790005018612,0.2922597015258623,154,115836,9640
G1_SYNTH_QUAD,1.00,9,11069516698722097522,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7794278398830088,,,1.894061803817749,1.894061803817749,form_two,identity,0.05775801972131621,0.13405425442663113,0.05775801972131621,0.13405425442663113,154,113464,11572
G1_SYNTH_QUAD,1.00,12,9209617640515663411,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7849495279130025,,,1.4855480194091797,1.4855480194091797,form_two,identity,0.032890397968357285,0.061124360190117834,0.032890397968357285,0.061124360190117834,154,113144,15818
G1_SYNTH_QUAD,1.00,15,9370123404576500251,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7929478937657035,,,1.1539090871810913,1.1539090871810913,form_two,identity,0.057789454570230187,0.16653274245999267,0.057789454570230187,0.16653274245999267,154,120252,8790
G1_SYNTH_QUAD,1.00,18,6800842335938896427,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6145934291820431,,,1.6775695085525513,1.6775695085525513,form_two,identity,0.0636574409166267,0.18819266291612127,0.0636574409166267,0.18819266291612127,154,104472,8847
G1_SYNTH_QUAD,1.00,21,10595528057849017380,8,2,REFUSED_MARGIN,REFUSED_VALIDATION,UNKNOWN,0.6945811516076477,0.6486673786412531,0.06610282018180956,419.0851745605469,2.256605625152588,form_two,mirror_x,8.991611971078704,15.235385244867299,0.10877897736618708,0.41743273455695484,154,114928,7306
G1_SYNTH_QUAD,1.00,24,6640464829412478067,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7927969160990499,,,1.701550006866455,1.701550006866455,form_two,identity,0.05676342067112047,0.2201725946932569,0.05676342067112047,0.2201725946932569,154,112128,7182
G1_SYNTH_QUAD,1.00,27,10369240445700702219,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6729940289828047,,,1.6685831546783447,1.6685831546783447,form_two,identity,0.054364884344782094,0.115520924203749,0.054364884344782094,0.115520924203749,154,111624,2571
G2_WIDE,0.25,0,13432659974218328332,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8314745725698807,,,0.9098927974700928,0.9098927974700928,form_two,identity,0.02216426608249365,0.038292650807892716,0.02216426608249365,0.038292650807892716,176,105884,8671
G2_WIDE,0.25,3,12266868190987685213,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7876355348519943,,,1.5189030170440674,1.5189030170440674,form_two,identity,0.048020916930895635,0.14828949802246294,0.048020916930895635,0.14828949802246294,176,106352,11452
G2_WIDE,0.25,6,12227946376607243228,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7368178631193075,,,468.837646484375,0.6979776620864868,form_two,mirror_x,9.144367398435392,15.261443041494905,0.01710305401052834,0.09931255444165503,176,108288,11667
G2_WIDE,0.25,9,14060105903018390746,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7625169610258323,,,1.1285979747772217,1.1285979747772217,form_two,identity,0.030363600651544878,0.05977895378174661,0.030363600651544878,0.05977895378174661,176,109936,7042
G2_WIDE,0.25,12,12779248087839423497,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.8053444713803392,,,0.7835761904716492,0.7835761904716492,form_two,identity,0.022134030064968557,0.07256682132763592,0.022134030064968557,0.07256682132763592,176,106580,14624
G2_WIDE,0.25,15,7227912965426283021,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.825852897298995,,,1.0186222791671753,1.0186222791671753,form_two,identity,0.026961112984384854,0.03443286025862645,0.026961112984384854,0.03443286025862645,176,116000,6397
G2_WIDE,0.25,18,17672948732702803950,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8445811056012484,,,1.224823236465454,1.224823236465454,form_two,identity,0.040113016594739814,0.06617107272478562,0.040113016594739814,0.06617107272478562,176,120468,7408
G2_WIDE,0.25,21,9517573716808613327,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8231064686224089,,,1.2847037315368652,1.2847037315368652,form_two,identity,0.038894054772123696,0.1577245491802896,0.038894054772123696,0.1577245491802896,176,113664,10850
G2_WIDE,0.25,24,13098502622654757938,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.8053300560419284,,,0.8317779302597046,0.8317779302597046,form_two,identity,0.03429644267124449,0.07455145160128127,0.03429644267124449,0.07455145160128127,176,111956,8601
G2_WIDE,0.25,27,2199663056830778999,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6902043328213332,,,469.27783203125,1.0521576404571533,form_two,mirror_x,9.117195517953188,15.234466220373683,0.022398342519667498,0.04553155805455093,176,105744,3133
G2_WIDE,0.50,0,16795549331984270628,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8236191332639762,,,468.06109619140625,1.5046195983886719,form_two,mirror_x,9.154432085720654,15.296036419678918,0.047940559099777055,0.06839133389865266,176,115904,12457
G2_WIDE,0.50,3,950553237827235279,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8034731610935537,,,469.0213623046875,0.8018428683280945,form_two,mirror_x,9.13690912317419,15.244313036939367,0.02275485224055793,0.061707094715393734,176,108756,7092
G2_WIDE,0.50,6,871643261525735871,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.5878002991029365,,,2.4721696376800537,2.4721696376800537,form_two,identity,0.06922050630536072,0.28697392717923875,0.06922050630536072,0.28697392717923875,176,106684,10116
G2_WIDE,0.50,9,8432264098488533118,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.796017900783213,,,1.1256721019744873,1.1256721019744873,form_two,identity,0.06350750219589563,0.2203373539271926,0.06350750219589563,0.2203373539271926,176,106172,9802
G2_WIDE,0.50,12,3715946767243144578,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7729384072461919,,,468.4931335449219,1.0301666259765625,form_two,mirror_x,9.136676501112742,15.265045379755438,0.04944927072975146,0.1424902638653409,176,111884,12699
G2_WIDE,0.50,15,5166535869661420785,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8097736607843907,,,0.840093731880188,0.840093731880188,form_two,identity,0.03909390364039235,0.1193756307583669,0.03909390364039235,0.1193756307583669,176,112028,8735
G2_WIDE,0.50,18,2035747838650875847,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.6944593880044755,,,468.2601318359375,2.0570976734161377,form_two,mirror_x,9.140832478049994,15.266681381209334,0.04937050648769049,0.08485102221912563,176,94124,4298
G2_WIDE,0.50,21,8959822974894747406,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7534398217896121,,,1.9213573932647705,1.9213573932647705,form_two,identity,0.10646336070805133,0.5183937621834859,0.10646336070805133,0.5183937621834859,176,117336,10012
G2_WIDE,0.50,24,4280600135468442471,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7844664607215767,,,2.036473512649536,2.036473512649536,form_two,identity,0.06848502594368058,0.1907515598682664,0.06848502594368058,0.1907515598682664,176,111128,7606
G2_WIDE,0.50,27,7725910557243978330,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.814278300683103,,,0.8793491125106812,0.8793491125106812,form_two,identity,0.028458567488911114,0.1216132730285136,0.028458567488911114,0.1216132730285136,176,107980,6869
G2_WIDE,1.00,0,6805802542063067083,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7930000343514447,,,1.3143893480300903,1.3143893480300903,form_two,identity,0.03380937377119121,0.11957125158490117,0.03380937377119121,0.11957125158490117,176,103972,14011
G2_WIDE,1.00,3,2169431212737359931,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7748845546089824,,,1.0248785018920898,1.0248785018920898,form_two,identity,0.04764904963316535,0.09117632536248921,0.04764904963316535,0.09117632536248921,176,110620,11326
G2_WIDE,1.00,6,16403451873657001943,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7879071259618404,,,0.901219367980957,0.901219367980957,form_two,identity,0.028888740742911242,0.11808276828358549,0.028888740742911242,0.11808276828358549,176,112824,12923
G2_WIDE,1.00,9,16850664388047317122,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7878617329813128,,,1.479559302330017,1.479559302330017,form_two,identity,0.03935381193763888,0.06977415299367032,0.03935381193763888,0.06977415299367032,176,109812,12578
G2_WIDE,1.00,12,13072458406169909479,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.8036239087282113,,,469.37042236328125,1.10709547996521,form_two,mirror_x,9.103318722868034,15.252333130976496,0.03751325011007142,0.08521295319922917,176,109696,13050
G2_WIDE,1.00,15,4879094968762809761,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7259835861436087,,,1.2179980278015137,1.2179980278015137,form_two,identity,0.04648693489144563,0.09321296880136126,0.04648693489144563,0.09321296880136126,176,106056,11446
G2_WIDE,1.00,18,11347850020216990100,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7988101825043185,,,468.0992126464844,1.1138851642608643,form_two,mirror_x,9.143017098629116,15.305222783774827,0.03322418779629101,0.11890472210446353,176,111356,14874
G2_WIDE,1.00,21,15420058549935161515,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.8050882924142195,,,469.0324401855469,1.0389063358306885,form_two,mirror_x,9.130394310818806,15.244944130736261,0.0445573749102398,0.1144260728110128,176,71620,6900
G2_WIDE,1.00,24,7319008491213111296,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.8064079859747959,,,1.0973896980285645,1.0973896980285645,form_two,identity,0.047765297018469835,0.1693900649435546,0.047765297018469835,0.1693900649435546,176,109156,9568
G2_WIDE,1.00,27,6217710302561231447,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6988668010462469,,,1.1445952653884888,1.1445952653884888,form_two,identity,0.07058983529472938,0.22666260693196139,0.07058983529472938,0.22666260693196139,176,102336,13358
G3_TIGHT,0.25,0,12024638543172667714,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7372553839755418,,,340.86297607421875,0.8628164529800415,form_two,mirror_x,9.11164586305322,15.236798806323456,0.03193223580502073,0.08175526849739519,187,101984,16169
G3_TIGHT,0.25,3,1293381881592692446,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7472762678136777,,,341.6963806152344,1.5812795162200928,form_two,mirror_x,9.014530757202161,15.193412207310601,0.1169765853005038,0.5416653694170961,187,107500,8644
G3_TIGHT,0.25,6,17304455537466847686,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7743790976366206,,,340.46502685546875,0.7873181104660034,form_two,mirror_x,9.118601616024515,15.243432084226955,0.03465276158735905,0.07877353917220778,187,101044,10630
G3_TIGHT,0.25,9,7193049130967959154,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7785287981656328,,,341.0902099609375,1.2691950798034668,form_two,mirror_x,9.104780412323583,15.211495738894795,0.05333801606091221,0.07755544196667535,187,105336,9738
G3_TIGHT,0.25,12,1450943295404278248,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7197662813579617,,,0.7960012555122375,0.7960012555122375,form_two,identity,0.08742273704814167,0.33458636623218113,0.08742273704814167,0.33458636623218113,187,107028,11054
G3_TIGHT,0.25,15,15301702796689993957,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7655429552547895,,,1.1339912414550781,1.1339912414550781,form_two,identity,0.045707311662408136,0.15555274174334063,0.045707311662408136,0.15555274174334063,187,109308,8599
G3_TIGHT,0.25,18,3287431873260473317,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7195621663002513,,,339.9232177734375,1.2349560260772705,form_two,mirror_x,9.136977635541067,15.295772104857974,0.04770813775819616,0.2161132780109305,187,102096,10254
G3_TIGHT,0.25,21,14266129836509972534,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7880214518638112,,,1.2823115587234497,1.2823115587234497,form_two,identity,0.03996048587022159,0.11347848367980326,0.03996048587022159,0.11347848367980326,187,104424,9882
G3_TIGHT,0.25,24,4337152384676475353,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6843412006320666,,,2.2552952766418457,2.2552952766418457,form_two,identity,0.18010216272510254,0.7778991604914023,0.18010216272510254,0.7778991604914023,187,104972,13999
G3_TIGHT,0.25,27,17449947297183756276,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7865586784017745,,,1.4813218116760254,1.4813218116760254,form_two,identity,0.06000868799568361,0.1078257784893044,0.06000868799568361,0.1078257784893044,187,95704,6329
G3_TIGHT,0.50,0,8847326973769671008,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7207612464176351,,,0.8018302917480469,0.8018302917480469,form_two,identity,0.021718360889557253,0.047357978702546356,0.021718360889557253,0.047357978702546356,187,105312,12459
G3_TIGHT,0.50,3,1630126132202471006,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7690590709897142,,,0.8652863502502441,0.8652863502502441,form_two,identity,0.038437858128123364,0.11637426275524995,0.038437858128123364,0.11637426275524995,187,110300,18798
G3_TIGHT,0.50,6,980447956503978065,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7276059251334799,,,0.9335641860961914,0.9335641860961914,form_two,identity,0.03145119996977028,0.07099542106551572,0.03145119996977028,0.07099542106551572,187,100748,10059
G3_TIGHT,0.50,9,5617807097846009687,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6907383904385207,,,340.2496643066406,1.0485076904296875,form_two,mirror_x,9.12123800745949,15.254643710129622,0.04280690997721557,0.10696725542754326,187,99868,12872
G3_TIGHT,0.50,12,5816522422185070497,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6723076135069881,,,341.27020263671875,1.9990113973617554,form_two,mirror_x,9.045415427135058,15.263280713033483,0.11808762448339306,0.6101289076308403,187,102024,8769
G3_TIGHT,0.50,15,12567901734940464433,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7910237527971891,,,1.3173484802246094,1.3173484802246094,form_two,identity,0.06402086097157508,0.08642549011579555,0.06402086097157508,0.08642549011579555,187,103152,10849
G3_TIGHT,0.50,18,14125948570166358379,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7744395193742148,,,1.3897098302841187,1.3897098302841187,form_two,identity,0.05474958295267218,0.09833175351525725,0.05474958295267218,0.09833175351525725,187,100304,10760
G3_TIGHT,0.50,21,17537733677341251947,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6591849015585741,,,1.2213038206100464,1.2213038206100464,form_two,identity,0.1455030456889113,0.6108736714432365,0.1455030456889113,0.6108736714432365,187,110588,11826
G3_TIGHT,0.50,24,13298522541375654748,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7465584146317525,,,339.86053466796875,0.8437438607215881,form_two,mirror_x,9.128827189439319,15.27011499147746,0.02994967452984312,0.05732205938631594,187,102536,22261
G3_TIGHT,0.50,27,14808993249286458273,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6659003022927136,,,2.5287728309631348,2.5287728309631348,form_two,identity,0.17863976247660682,0.6143137970183064,0.17863976247660682,0.6143137970183064,187,106780,11931
G3_TIGHT,1.00,0,8998796214494765926,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.49033880952614634,,,2.0636987686157227,2.0636987686157227,form_two,identity,0.06767297711155908,0.15094897508004262,0.06767297711155908,0.15094897508004262,187,93184,4507
G3_TIGHT,1.00,3,15725812138517030625,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.5071266596041732,,,1.99082350730896,1.99082350730896,form_two,identity,0.18924336143268028,0.8031063924101929,0.18924336143268028,0.8031063924101929,187,92344,11019
G3_TIGHT,1.00,6,8635199117004293133,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7447633982902795,,,340.0234375,1.0685093402862549,form_two,mirror_x,9.119091570896725,15.283082472509825,0.037304025204625293,0.07073184115358483,187,105448,19311
G3_TIGHT,1.00,9,13355380479479872490,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7035519393844221,,,339.8884582519531,0.9093523025512695,form_two,mirror_x,9.134255644113322,15.29456644211279,0.03568786813406195,0.17611293704620073,187,105748,12813
G3_TIGHT,1.00,12,11488807286410652719,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7325545267843122,,,0.9966316819190979,0.9966316819190979,form_two,identity,0.05201696614372213,0.20192775400559537,0.05201696614372213,0.20192775400559537,187,108552,13161
G3_TIGHT,1.00,15,7078574165692815116,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6701039069861023,,,2.0146636962890625,2.0146636962890625,form_two,identity,0.1326281677687469,0.5788820217512736,0.1326281677687469,0.5788820217512736,187,99700,10762
G3_TIGHT,1.00,18,5453354675989711106,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7771707659390703,,,0.9360432624816895,0.9360432624816895,form_two,identity,0.04980255938141648,0.12925017324697874,0.04980255938141648,0.12925017324697874,187,104436,14036
G3_TIGHT,1.00,21,8316139524694185771,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.6203965230203753,,,339.85284423828125,2.0579042434692383,form_two,mirror_x,9.099684835806745,15.26783798516312,0.1824582486249806,0.40699361301401416,187,98476,17329
G3_TIGHT,1.00,24,13082963791977454483,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.755643144923838,,,0.9084547758102417,0.9084547758102417,form_two,identity,0.10311582495028854,0.4702373908912381,0.10311582495028854,0.4702373908912381,187,103756,18740
G3_TIGHT,1.00,27,7302205655684431666,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7668865721429413,,,1.2551182508468628,1.2551182508468628,form_two,identity,0.061959172369949064,0.3934608850188235,0.061959172369949064,0.3934608850188235,187,100836,10997
G4_OFF_AXIS,0.25,0,12294773028097428811,8,1,NO_DISTINCT_RUNNER_UP,VALID,UNKNOWN,0.7740920177057161,,,0.7783045172691345,0.7783045172691345,form_two,identity,0.024429288211054043,0.11800064199871654,0.024429288211054043,0.11800064199871654,180,107540,11293
G4_OFF_AXIS,0.25,3,14651665922507801495,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7662516071568781,,,1.0164670944213867,1.0164670944213867,form_two,identity,0.029882569197356865,0.0861872974585593,0.029882569197356865,0.0861872974585593,180,110232,11762
G4_OFF_AXIS,0.25,6,12912644435460753189,8,1,NO_DISTINCT_RUNNER_UP,REFUSED_VALIDATION,UNKNOWN,0.7453816476179727,,,0.38592618703842163,0.38592618703842163,form_two,identity,0.015350215399906712,0.03711707745968903,0.015350215399906712,0.03711707745968903,180,117308,10902
