game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400072,141,green,2130,2348,219,3.65,477945.6,200.0,7.69,2,0,,0,,
22400072,541,green,4356,4526,171,2.85,18822.2,1489.2,,0,0,,0,,
22400072,637,green,5406,5528,122,4.066666666666666,,253.4,,0,0,,0,,
22400072,937,white,7407,7544,137,4.566666666666666,302821.6,281.7,,0,0,,0,,
22400072,986,green,7599,8558,959,31.966666666666665,,676.0,,0,0,,0,,
22400072,1163,white,9243,9554,311,10.366666666666667,131147.9,1395.5,,0,1,9279.0,0,,
22400072,1221,green,9570,9719,150,2.5,,832.6,,0,0,,0,,
22400072,1244,white,9996,10169,174,2.9,24734.7,263.1,-165.39,0,0,,0,,
22400072,1308,white,10449,10709,260,8.666666666666666,21966.0,1269.8,,0,1,10455.0,0,,
22400072,1349,white,10713,10808,95,3.1666666666666665,150959.4,756.3,,0,0,,0,,
22400072,1405,green,10923,11042,119,3.966666666666667,620455.0,608.3,,0,0,,0,,
22400072,1412,green,11085,11210,125,4.166666666666667,,840.5,,0,0,,0,,
22400072,1456,green,11814,11924,110,3.6666666666666665,499259.0,213.1,,0,0,,0,,
