clip_id,status,tracking_path,tracking_bytes,ball_path,ball_bytes,player_x_p01,player_x_p99,player_y_p01,player_y_p99,ball_x_p01,ball_x_p99,ball_y_p01,ball_y_p99,ratio_x,ratio_y,source_width,source_height,league,daemon_code_version,ball_frame,anomalous
0022500175,OK,data\tracking\0022500175\tracking_data.csv,24905489,data\tracking\0022500175\ball_tracking.csv,916118,-32.651090,1429.043075,-81.961655,731.418745,0.000000,1717.440000,16.000000,1096.000000,1.174965,1.327792,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500176,OK,data\tracking\0022500176\tracking_data.csv,7074293,data\tracking\0022500176\ball_tracking.csv,175024,-256.817217,1511.567725,-67.482926,727.898550,26.350000,3634.000000,3.450000,1148.000000,2.040082,1.438995,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500177,OK,data\tracking\0022500177\tracking_data.csv,11891908,data\tracking\0022500177\ball_tracking.csv,153660,-15.000000,1498.338155,-59.992390,723.459646,18.410000,2852.000000,9.000000,1141.000000,1.872410,1.444887,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500178,OK,data\tracking\0022500178\tracking_data.csv,4158313,data\tracking\0022500178\ball_tracking.csv,149318,-229.766695,1476.246412,-43.098489,722.674277,7.000000,1393.120000,12.000000,791.150000,0.812491,1.017469,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500181,OK,data\tracking\0022500181\tracking_data.csv,11045080,data\tracking\0022500181\ball_tracking.csv,154050,-15.000000,1429.384657,-24.445554,675.000000,21.000000,1511.070000,16.000000,1717.000000,1.031630,2.431926,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500188,OK,data\tracking\0022500188\tracking_data.csv,22462028,data\tracking\0022500188\ball_tracking.csv,840250,-14.885933,1472.510470,-49.387482,701.260372,5.110000,2282.000000,4.000000,717.000000,1.530789,0.949846,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500214,OK,data\tracking\0022500214\tracking_data.csv,13549347,data\tracking\0022500214\ball_tracking.csv,1060674,-140.101921,1468.494281,-104.214613,687.477113,62.000000,3342.470000,311.300000,1218.000000,2.039337,1.145269,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500216,OK,data\tracking\0022500216\tracking_data.csv,18811408,data\tracking\0022500216\ball_tracking.csv,1096172,-124.167494,1444.626125,-82.676367,708.532712,8.000000,1608.320000,1.000000,651.320000,1.020096,0.821932,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500217,OK,data\tracking\0022500217\tracking_data.csv,13854939,data\tracking\0022500217\ball_tracking.csv,999860,-135.595766,1501.714969,-47.393177,710.279574,5.000000,2069.680000,6.000000,771.000000,1.261019,1.009671,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500219,OK,data\tracking\0022500219\tracking_data.csv,15001293,data\tracking\0022500219\ball_tracking.csv,1086487,-114.686768,1480.478018,-36.397400,721.651442,20.000000,3420.220000,3.000000,895.000000,2.131579,1.176705,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500222,OK,data\tracking\0022500222\tracking_data.csv,20102787,data\tracking\0022500222\ball_tracking.csv,512401,-15.396436,1426.642256,-41.739546,679.175471,7.000000,2099.570000,23.430000,1461.710000,1.451119,1.995076,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500223,OK,data\tracking\0022500223\tracking_data.csv,12965876,data\tracking\0022500223\ball_tracking.csv,1062559,-52.291349,1480.296368,-50.808965,702.875362,14.000000,1957.600000,23.000000,1468.200000,1.268182,1.917514,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500224,OK,data\tracking\0022500224\tracking_data.csv,19132767,data\tracking\0022500224\ball_tracking.csv,504612,-89.638976,1497.599547,-42.517666,675.276800,9.000000,1590.570000,17.000000,496.000000,0.996429,0.667322,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500225,OK,data\tracking\0022500225\tracking_data.csv,21637581,data\tracking\0022500225\ball_tracking.csv,656673,-146.987339,1458.903777,-75.850510,709.955905,20.000000,1765.920000,13.000000,840.000000,1.087197,1.052422,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500227,OK,data\tracking\0022500227\tracking_data.csv,24263888,data\tracking\0022500227\ball_tracking.csv,331475,-84.729098,1408.566460,-54.510497,703.184952,20.730000,1580.000000,9.000000,560.270000,1.044180,0.727561,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
