clip_id,status,tracking_path,tracking_bytes,ball_path,ball_bytes,player_x_p01,player_x_p99,player_y_p01,player_y_p99,ball_x_p01,ball_x_p99,ball_y_p01,ball_y_p99,ratio_x,ratio_y,source_width,source_height,league,daemon_code_version,ball_frame,anomalous
0022500309,OK,data\tracking\0022500309\tracking_data.csv,14339070,data\tracking\0022500309\ball_tracking.csv,215342,-184.184471,1153.102606,-14.000000,684.130622,175.920000,3411.000000,523.000000,1576.920000,2.419137,1.509632,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500318,OK,data\tracking\0022500318\tracking_data.csv,5857963,data\tracking\0022500318\ball_tracking.csv,191769,-158.672201,1436.955692,-14.436964,718.817132,507.000000,3029.540000,403.380000,1580.000000,1.580907,1.604655,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500319,OK,data\tracking\0022500319\tracking_data.csv,8606683,data\tracking\0022500319\ball_tracking.csv,206190,-229.369561,1503.624283,-41.667092,746.720988,64.790000,2129.940000,10.000000,838.210000,1.191666,1.050511,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500320,OK,data\tracking\0022500320\tracking_data.csv,11246422,data\tracking\0022500320\ball_tracking.csv,158815,62.000000,1417.909537,-15.000000,704.878146,5.000000,2465.490000,16.510000,1299.470000,1.814642,1.782191,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500321,OK,data\tracking\0022500321\tracking_data.csv,7752897,data\tracking\0022500321\ball_tracking.csv,205436,-9.960453,1439.705617,-14.000000,695.510266,600.000000,1394.000000,441.000000,1321.000000,0.547712,1.240292,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500322,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500322\tracking_data.csv,,data\tracking\0022500322\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500323,OK,data\tracking\0022500323\tracking_data.csv,2893526,data\tracking\0022500323\ball_tracking.csv,193663,-96.163969,1483.296564,-15.000000,617.000000,2066.480000,3441.120000,1475.640000,2038.000000,0.870322,0.889810,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500324,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500324\tracking_data.csv,,data\tracking\0022500324\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500325,OK,data\tracking\0022500325\tracking_data.csv,4256450,data\tracking\0022500325\ball_tracking.csv,184558,-15.000000,1509.122810,-16.488815,692.811909,2.000000,1293.720000,7.000000,649.000000,0.847517,0.905117,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500326,OK,data\tracking\0022500326\tracking_data.csv,5507099,data\tracking\0022500326\ball_tracking.csv,190065,-82.807307,1295.000000,24.000000,675.000000,21.050000,4351.900000,44.150000,1936.000000,3.143292,2.906068,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500327,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500327\tracking_data.csv,,data\tracking\0022500327\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500328,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500328\tracking_data.csv,,data\tracking\0022500328\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500329,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500329\tracking_data.csv,,data\tracking\0022500329\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500330,OK,data\tracking\0022500330\tracking_data.csv,7766522,data\tracking\0022500330\ball_tracking.csv,186039,-15.000000,1423.239090,-15.000000,677.205228,2.000000,700.560000,359.480000,1358.000000,0.485705,1.442520,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500331,OK,data\tracking\0022500331\tracking_data.csv,9989707,data\tracking\0022500331\ball_tracking.csv,185131,-9.199167,1511.853775,-29.778849,695.361404,7.000000,2232.520000,53.280000,1847.720000,1.463144,2.474611,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500332,OK,data\tracking\0022500332\tracking_data.csv,8283342,data\tracking\0022500332\ball_tracking.csv,193314,46.000000,1465.271365,-15.000000,702.012942,0.000000,1389.000000,0.000000,546.000000,0.978671,0.761493,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500334,OK,data\tracking\0022500334\tracking_data.csv,20908717,data\tracking\0022500334\ball_tracking.csv,289614,33.010540,1445.305561,-21.374697,675.000000,11.000000,3682.000000,13.000000,1676.000000,2.599315,2.388082,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500338,OK,data\tracking\0022500338\tracking_data.csv,7412367,data\tracking\0022500338\ball_tracking.csv,184530,-15.000000,1399.763051,-69.096162,675.000000,54.420000,981.000000,56.710000,556.000000,0.654937,0.671002,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500339,OK,data\tracking\0022500339\tracking_data.csv,8763058,data\tracking\0022500339\ball_tracking.csv,918425,-15.000000,1447.120951,-15.000000,678.708543,12.000000,2738.000000,50.000000,1682.000000,1.864415,2.352573,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500340,OK,data\tracking\0022500340\tracking_data.csv,5770436,data\tracking\0022500340\ball_tracking.csv,194069,-68.552197,1550.823941,-15.000000,690.970133,35.270000,2811.000000,16.270000,1235.460000,1.714074,1.726971,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500341,OK,data\tracking\0022500341\tracking_data.csv,12369965,data\tracking\0022500341\ball_tracking.csv,178896,-97.130638,1421.739936,-15.000000,690.158427,41.000000,2643.170000,422.010000,1574.000000,1.713227,1.633661,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500342,OK,data\tracking\0022500342\tracking_data.csv,27426007,data\tracking\0022500342\ball_tracking.csv,572700,-83.029010,1463.015825,-15.000000,722.801562,18.000000,3371.000000,65.000000,1371.000000,2.168760,1.770124,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500343,OK,data\tracking\0022500343\tracking_data.csv,25257407,data\tracking\0022500343\ball_tracking.csv,826382,-42.257667,1453.884233,-17.357046,675.000000,10.000000,1969.000000,14.000000,1650.000000,1.309368,2.362943,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500344,OK,data\tracking\0022500344\tracking_data.csv,26738936,data\tracking\0022500344\ball_tracking.csv,919795,-15.000000,1393.848246,-20.284268,715.108376,35.640000,3047.080000,8.000000,1303.000000,2.137519,1.760964,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500345,OK,data\tracking\0022500345\tracking_data.csv,6561151,data\tracking\0022500345\ball_tracking.csv,188727,-77.001490,1473.021298,-23.931407,679.828112,8.000000,2144.540000,42.000000,1581.770000,1.378393,2.187921,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500347,OK,data\tracking\0022500347\tracking_data.csv,19428996,data\tracking\0022500347\ball_tracking.csv,891759,-18.755646,1399.024210,-15.000000,695.583430,137.050000,6238.000000,164.610000,1296.000000,4.303172,1.592199,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500348,OK,data\tracking\0022500348\tracking_data.csv,21726345,data\tracking\0022500348\ball_tracking.csv,917213,-16.297074,1449.942246,-15.000000,675.000000,823.000000,3327.000000,396.000000,3430.000000,1.707770,4.397101,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500349,OK,data\tracking\0022500349\tracking_data.csv,12918698,data\tracking\0022500349\ball_tracking.csv,199327,-15.000000,1371.118628,-15.000000,679.062333,181.000000,3713.000000,343.040000,1589.000000,2.548122,1.795170,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500350,OK,data\tracking\0022500350\tracking_data.csv,5061497,data\tracking\0022500350\ball_tracking.csv,185367,-183.295196,1549.683458,-24.120513,690.202618,76.000000,803.000000,474.000000,1063.560000,0.419509,0.825341,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500351,OK,data\tracking\0022500351\tracking_data.csv,9570918,data\tracking\0022500351\ball_tracking.csv,139855,-58.735704,1480.266039,-21.041471,698.207006,4.000000,1567.000000,12.000000,1671.000000,1.015593,2.306574,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500352,OK,data\tracking\0022500352\tracking_data.csv,10984087,data\tracking\0022500352\ball_tracking.csv,213921,129.000000,1422.848361,-50.488679,682.607685,12.000000,3843.770000,1.000000,669.130000,2.961529,0.911381,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500353,OK,data\tracking\0022500353\tracking_data.csv,8071850,data\tracking\0022500353\ball_tracking.csv,908592,-97.805652,1432.853790,-15.000000,712.838221,38.000000,1148.620000,77.000000,530.000000,0.725583,0.622391,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500354,OK,data\tracking\0022500354\tracking_data.csv,9647394,data\tracking\0022500354\ball_tracking.csv,199720,-101.853995,1411.339750,-15.000000,681.292543,121.760000,1444.620000,56.000000,489.000000,0.874217,0.621865,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500355,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500355\tracking_data.csv,,data\tracking\0022500355\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500356,OK,data\tracking\0022500356\tracking_data.csv,6944853,data\tracking\0022500356\ball_tracking.csv,188231,-63.004195,1416.311651,-15.000000,696.044874,104.000000,1734.000000,17.000000,1352.270000,1.101861,1.877898,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500358,OK,data\tracking\0022500358\tracking_data.csv,19407499,data\tracking\0022500358\ball_tracking.csv,982573,-159.009253,1392.507250,-15.000000,694.786758,1.000000,2209.000000,7.560000,1794.000000,1.423124,2.516869,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500359,OK,data\tracking\0022500359\tracking_data.csv,19370814,data\tracking\0022500359\ball_tracking.csv,948906,-15.000000,1432.070744,-15.000000,686.229147,15.000000,3237.000000,148.340000,983.000000,2.226567,1.190281,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500361,OK,data\tracking\0022500361\tracking_data.csv,26512736,data\tracking\0022500361\ball_tracking.csv,321153,-52.982029,1443.504356,-23.339219,694.040823,460.000000,1848.200000,232.720000,821.000000,0.927640,0.820040,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500369,OK,data\tracking\0022500369\tracking_data.csv,18269194,data\tracking\0022500369\ball_tracking.csv,894584,-15.000000,1421.026685,-15.000000,699.060974,338.000000,2775.000000,227.140000,487.000000,1.697044,0.363919,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500371,OK,data\tracking\0022500371\tracking_data.csv,16818421,data\tracking\0022500371\ball_tracking.csv,962728,-15.000000,1425.275449,-21.186247,681.554400,6.000000,2815.000000,46.250000,1228.500000,1.950321,1.682342,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500375,OK,data\tracking\0022500375\tracking_data.csv,27589829,data\tracking\0022500375\ball_tracking.csv,808665,34.463768,1421.758840,-15.000000,687.635730,75.250000,2038.000000,51.000000,800.000000,1.414804,1.065986,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500376,OK,data\tracking\0022500376\tracking_data.csv,15352591,data\tracking\0022500376\ball_tracking.csv,919717,-15.000000,1416.068929,-15.000000,688.909167,34.000000,2984.310000,23.000000,1387.870000,2.061613,1.938986,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500377,OK,data\tracking\0022500377\tracking_data.csv,10707892,data\tracking\0022500377\ball_tracking.csv,887482,-15.000000,1385.873610,-20.726272,703.721172,19.420000,2879.000000,14.000000,685.000000,2.041283,0.926223,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500378,OK,data\tracking\0022500378\tracking_data.csv,17097558,data\tracking\0022500378\ball_tracking.csv,929505,44.845027,1474.752072,-14.000000,736.917448,814.000000,1011.000000,230.000000,578.000000,0.137771,0.463433,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500379,OK,data\tracking\0022500379\tracking_data.csv,23281726,data\tracking\0022500379\ball_tracking.csv,856467,-103.217090,1421.798375,-15.000000,694.631693,6.000000,3938.000000,8.000000,1248.850000,2.578335,1.748583,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500381,OK,data\tracking\0022500381\tracking_data.csv,24367380,data\tracking\0022500381\ball_tracking.csv,864327,104.000000,1441.633239,-19.851741,707.330369,15.000000,1074.350000,13.000000,504.700000,0.791958,0.676172,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500382,OK,data\tracking\0022500382\tracking_data.csv,25569293,data\tracking\0022500382\ball_tracking.csv,596940,-15.000000,1419.797112,-15.000000,690.551263,817.580000,1212.000000,392.000000,504.000000,0.274896,0.158741,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500383,OK,data\tracking\0022500383\tracking_data.csv,20876162,data\tracking\0022500383\ball_tracking.csv,907498,-86.754052,1465.480055,-39.150358,720.050609,7.000000,2090.680000,10.000000,555.420000,1.342375,0.718413,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500384,OK,data\tracking\0022500384\tracking_data.csv,1612225,data\tracking\0022500384\ball_tracking.csv,563918,80.000000,1182.879467,103.000000,502.965365,106.640000,2917.400000,34.000000,1531.100000,2.548565,3.743074,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500385,OK,data\tracking\0022500385\tracking_data.csv,19525262,data\tracking\0022500385\ball_tracking.csv,1116394,-15.740836,1367.723078,-52.360685,677.329666,16.000000,1501.000000,25.560000,607.000000,1.073393,0.796831,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500478,OK,data\tracking\0022500478\tracking_data.csv,8749005,data\tracking\0022500478\ball_tracking.csv,199559,-15.000000,1411.913522,-15.000000,675.412158,8.000000,2842.090000,171.910000,1900.120000,1.986168,2.503157,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500479,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500479\tracking_data.csv,,data\tracking\0022500479\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500480,OK,data\tracking\0022500480\tracking_data.csv,10974254,data\tracking\0022500480\ball_tracking.csv,159780,-12.000000,1461.245760,-15.000000,698.577331,70.120000,2405.880000,31.000000,1112.000000,1.585452,1.514902,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500481,OK,data\tracking\0022500481\tracking_data.csv,8570138,data\tracking\0022500481\ball_tracking.csv,186108,55.268231,1486.009386,-14.000000,688.666122,11.000000,2132.920000,103.120000,1509.000000,1.483091,2.000780,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500482,OK,data\tracking\0022500482\tracking_data.csv,9394733,data\tracking\0022500482\ball_tracking.csv,212110,-69.112298,1332.767424,-14.000000,687.131140,169.360000,1831.000000,64.800000,655.000000,1.185294,0.841783,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500484,OK,data\tracking\0022500484\tracking_data.csv,5458467,data\tracking\0022500484\ball_tracking.csv,196423,-15.000000,1267.570647,-18.741599,679.419013,228.000000,3794.000000,584.040000,1816.000000,2.780354,1.764580,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500485,OK,data\tracking\0022500485\tracking_data.csv,12609898,data\tracking\0022500485\ball_tracking.csv,146763,12.882089,1423.004998,-16.734233,718.192619,1.000000,3727.000000,185.030000,1492.910000,2.642323,1.779606,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500486,OK,data\tracking\0022500486\tracking_data.csv,4506036,data\tracking\0022500486\ball_tracking.csv,195954,-55.217308,1300.459239,57.182279,690.124465,89.980000,1660.000000,775.330000,2400.030000,1.158108,2.566901,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500487,OK,data\tracking\0022500487\tracking_data.csv,10569889,data\tracking\0022500487\ball_tracking.csv,200839,-88.923694,1391.062805,-19.766929,694.572628,203.000000,3375.600000,318.350000,1038.750000,2.143668,1.008484,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500488,OK,data\tracking\0022500488\tracking_data.csv,8437996,data\tracking\0022500488\ball_tracking.csv,188766,-1.041342,1392.149988,-12.000000,671.428019,14.720000,2126.960000,52.000000,1686.000000,1.516116,2.390888,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500489,OK,data\tracking\0022500489\tracking_data.csv,10910668,data\tracking\0022500489\ball_tracking.csv,140605,-110.367345,1294.000000,-15.000000,637.627849,55.460000,4281.000000,10.000000,2050.020000,3.008857,3.125855,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500490,OK,data\tracking\0022500490\tracking_data.csv,6672985,data\tracking\0022500490\ball_tracking.csv,191303,62.159432,1462.863753,-45.542630,691.328533,405.000000,1539.360000,448.120000,491.000000,0.809850,0.058192,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500491,OK,data\tracking\0022500491\tracking_data.csv,12858447,data\tracking\0022500491\ball_tracking.csv,143603,-64.882955,1447.028624,-15.000000,696.403273,5.000000,2009.850000,18.000000,548.000000,1.326037,0.745006,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500492,OK,data\tracking\0022500492\tracking_data.csv,11639872,data\tracking\0022500492\ball_tracking.csv,153909,49.000000,1407.427437,-15.000000,675.824127,146.000000,2207.720000,27.000000,1406.000000,1.517726,1.996167,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500493,OK,data\tracking\0022500493\tracking_data.csv,12197986,data\tracking\0022500493\ball_tracking.csv,159453,-66.147367,1419.783459,-15.000000,673.000000,222.000000,3468.070000,210.860000,1364.070000,2.184536,1.676177,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500494,OK,data\tracking\0022500494\tracking_data.csv,11648232,data\tracking\0022500494\ball_tracking.csv,155012,-153.573575,1436.144478,-28.426935,681.676401,7.000000,3079.000000,171.500000,1393.500000,1.932418,1.720876,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500496,OK,data\tracking\0022500496\tracking_data.csv,19732136,data\tracking\0022500496\ball_tracking.csv,882893,-66.332531,1417.431145,-15.000000,684.989301,164.520000,2138.000000,283.840000,483.000000,1.330050,0.284519,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500497,OK,data\tracking\0022500497\tracking_data.csv,26718095,data\tracking\0022500497\ball_tracking.csv,793182,-45.273065,1488.850446,-15.000000,688.724190,43.000000,3064.260000,23.000000,2345.420000,1.969372,3.300185,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500503,OK,data\tracking\0022500503\tracking_data.csv,9998565,data\tracking\0022500503\ball_tracking.csv,189381,-5.435109,1325.607430,-15.060759,675.000000,7.540000,3006.000000,37.540000,1329.000000,2.252715,1.871516,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500504,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500504\tracking_data.csv,,data\tracking\0022500504\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500507,OK,data\tracking\0022500507\tracking_data.csv,11374133,data\tracking\0022500507\ball_tracking.csv,189482,13.000000,1388.307402,-14.000000,675.763123,2.000000,1306.480000,0.000000,1690.640000,0.948501,2.451044,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500508,OK,data\tracking\0022500508\tracking_data.csv,12620166,data\tracking\0022500508\ball_tracking.csv,194371,-28.409857,1443.041065,-67.454727,679.353565,5.000000,1663.370000,13.000000,492.000000,1.127030,0.641396,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500509,OK,data\tracking\0022500509\tracking_data.csv,18916794,data\tracking\0022500509\ball_tracking.csv,867183,77.597400,1405.996875,-15.000000,705.955554,28.000000,2405.000000,18.000000,1511.840000,1.789371,2.072028,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500510,OK,data\tracking\0022500510\tracking_data.csv,13356547,data\tracking\0022500510\ball_tracking.csv,148990,-15.000000,1445.123311,-29.674307,698.243603,13.000000,1976.000000,1.000000,479.000000,1.344407,0.656667,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500511,OK,data\tracking\0022500511\tracking_data.csv,12088948,data\tracking\0022500511\ball_tracking.csv,152023,-122.469889,1450.245432,-15.000000,698.604004,115.000000,3032.700000,14.000000,769.000000,1.855199,1.058010,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500512,OK,data\tracking\0022500512\tracking_data.csv,3716276,data\tracking\0022500512\ball_tracking.csv,193952,-15.000000,1509.429007,-15.000000,675.000000,2.000000,2359.760000,15.180000,1274.640000,1.546651,1.825304,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500513,OK,data\tracking\0022500513\tracking_data.csv,12068683,data\tracking\0022500513\ball_tracking.csv,159173,-148.208798,1439.463688,-14.735790,687.407846,61.000000,1237.180000,237.000000,1533.000000,0.740820,1.845776,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500514,OK,data\tracking\0022500514\tracking_data.csv,8192417,data\tracking\0022500514\ball_tracking.csv,179945,-63.823557,1502.175994,-52.266678,761.699961,34.000000,1868.000000,2.000000,486.000000,1.171137,0.594619,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500517,OK,data\tracking\0022500517\tracking_data.csv,15485775,data\tracking\0022500517\ball_tracking.csv,870702,-16.215087,1430.976925,-14.000000,675.000000,162.250000,1017.000000,260.000000,1117.750000,0.590627,1.244920,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500519,OK,data\tracking\0022500519\tracking_data.csv,19594974,data\tracking\0022500519\ball_tracking.csv,944862,-147.493264,1469.061225,-22.089260,721.919175,33.000000,4058.000000,57.340000,1436.000000,2.489863,1.853017,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500526,OK,data\tracking\0022500526\tracking_data.csv,9116209,data\tracking\0022500526\ball_tracking.csv,205553,-77.434925,1507.628585,-15.000000,661.178747,39.000000,3715.000000,418.620000,1652.000000,2.319150,1.824044,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500527,OK,data\tracking\0022500527\tracking_data.csv,22278381,data\tracking\0022500527\ball_tracking.csv,816153,63.000000,1360.295545,-20.218554,700.279020,8.000000,3346.550000,32.000000,2152.000000,2.573469,2.942411,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500564,OK,data\tracking\0022500564\tracking_data.csv,27156769,data\tracking\0022500564\ball_tracking.csv,795083,-26.580394,1474.310992,-14.000000,691.923248,28.000000,2877.000000,267.000000,892.000000,1.898205,0.885365,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500565,OK,data\tracking\0022500565\tracking_data.csv,26784771,data\tracking\0022500565\ball_tracking.csv,887261,-25.050531,1486.505102,-15.000000,705.956635,9.000000,3958.000000,13.670000,1552.660000,2.612540,2.134650,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500566,OK,data\tracking\0022500566\tracking_data.csv,24869487,data\tracking\0022500566\ball_tracking.csv,911722,-13.292759,1445.377415,-15.000000,694.609418,22.000000,2610.000000,50.000000,918.000000,1.774219,1.223208,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500567,OK,data\tracking\0022500567\tracking_data.csv,12069540,data\tracking\0022500567\ball_tracking.csv,840569,-15.000000,1468.760958,-15.000000,699.618843,2.370000,1131.630000,32.370000,1625.000000,0.761079,2.228643,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500570,OK,data\tracking\0022500570\tracking_data.csv,5323644,data\tracking\0022500570\ball_tracking.csv,064323,-228.770126,1473.714535,-23.539034,721.162699,104.400000,1474.800000,73.880000,642.240000,0.804941,0.763205,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500574,OK,data\tracking\0022500574\tracking_data.csv,23784228,data\tracking\0022500574\ball_tracking.csv,390389,-355.945134,990.844452,-169.746178,448.429698,,,,,,,,,,,UNKNOWN_NO_FINITE_BALL_COORDINATES,0
0022500575,OK,data\tracking\0022500575\tracking_data.csv,10918312,data\tracking\0022500575\ball_tracking.csv,169252,-78.524137,739.424500,-22.220519,324.864433,12.000000,2893.000000,12.000000,1516.000000,3.522226,4.333233,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500576,OK,data\tracking\0022500576\tracking_data.csv,11465419,data\tracking\0022500576\ball_tracking.csv,165429,-137.717392,674.546225,-48.558082,323.649039,59.340000,3250.000000,350.740000,1351.000000,3.928109,2.687375,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500577,OK,data\tracking\0022500577\tracking_data.csv,7735764,data\tracking\0022500577\ball_tracking.csv,160664,52.470232,756.461832,-59.962823,336.899005,0.000000,955.700000,9.000000,659.050000,1.357545,1.637976,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500581,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500581\tracking_data.csv,,data\tracking\0022500581\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500582,OK,data\tracking\0022500582\tracking_data.csv,10262615,data\tracking\0022500582\ball_tracking.csv,275990,-14.000000,712.751808,-41.789609,318.100883,7.320000,3386.000000,12.000000,1599.760000,4.649015,4.411786,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500583,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500583\tracking_data.csv,,data\tracking\0022500583\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500584,OK,data\tracking\0022500584\tracking_data.csv,12169545,data\tracking\0022500584\ball_tracking.csv,153666,-55.924560,706.657184,-23.875750,316.708007,26.000000,3342.000000,37.000000,1698.000000,4.348386,4.876921,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500585,MISSING_TRACKING_OR_BALL_TABLE,data\tracking\0022500585\tracking_data.csv,,data\tracking\0022500585\ball_tracking.csv,,,,,,,,,,,,,,,,,
0022500586,OK,data\tracking\0022500586\tracking_data.csv,9881562,data\tracking\0022500586\ball_tracking.csv,165552,-96.332443,679.667100,-30.424113,311.000000,22.000000,3308.000000,48.000000,1635.110000,4.234539,4.648500,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
0022500591,OK,data\tracking\0022500591\tracking_data.csv,28225989,data\tracking\0022500591\ball_tracking.csv,528142,-252.655065,977.572620,-133.831922,379.835279,910.000000,910.000000,453.000000,453.000000,0.000000,0.000000,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,0
0022500592,OK,data\tracking\0022500592\tracking_data.csv,20175964,data\tracking\0022500592\ball_tracking.csv,422673,-194.449922,937.399338,-135.994689,411.389907,,,,,,,,,,,UNKNOWN_NO_FINITE_BALL_COORDINATES,0
0022500593,OK,data\tracking\0022500593\tracking_data.csv,29151769,data\tracking\0022500593\ball_tracking.csv,421298,-15.000000,737.275062,-47.421034,326.385452,,,,,,,,,,,UNKNOWN_NO_FINITE_BALL_COORDINATES,0
0022500594,OK,data\tracking\0022500594\tracking_data.csv,21495147,data\tracking\0022500594\ball_tracking.csv,388063,-264.685466,947.801485,-193.446092,397.546795,,,,,,,,,,,UNKNOWN_NO_FINITE_BALL_COORDINATES,0
0022500601,OK,data\tracking\0022500601\tracking_data.csv,5993142,data\tracking\0022500601\ball_tracking.csv,164659,-162.289160,814.629163,-34.296368,312.000000,70.410000,5872.000000,61.000000,3126.000000,5.938664,8.850800,,,,,UNKNOWN_NO_SOURCE_DIMENSIONS,1
