game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made,player_name,team_abbrev,pbp_game_clock
22401196,1,2172,72.472,5,green,1271,234,mid_range,,0.0,384,3,,Robinson-Earl,NOP,1295.0
22401196,2,3591,119.82,3,green,3228,312,3pt_arc,,0.0,724,3,,Reeves,NOP,1345.0
22401196,3,4287,143.043,5,green,1136,457,mid_range,,0.0,884,5,,Alvarado,NOP,1366.0
22401196,5,4587,153.053,5,green,1330,212,mid_range,,0.0,970,5,,Wiggins,OKC,1378.0
22401196,6,4971,165.866,1,green,1856,1107,backcourt,,0.0,1031,5,,Alvarado,NOP,1394.0
22401196,9,6405,213.714,3,green,3228,312,3pt_arc,,0.0,1313,3,,Robinson-Earl,NOP,1439.0
22401196,12,8100,270.27,4,green,449,454,3pt_arc,,0.0,1684,3,,Carlson,OKC,1493.0
22401196,14,8670,289.289,5,green,2392,367,mid_range,,0.0,1794,13,,Reeves,NOP,1512.0
22401196,15,8919,297.597,4,green,998,502,mid_range,,0.0,1871,4,,,UNK,
22401196,18,10125,337.838,1,green,1856,1107,backcourt,,0.0,1990,2,,,UNK,
22401196,21,12063,402.502,3,green,3228,312,3pt_arc,,0.0,2341,4,,Alvarado,NOP,1625.0
22401196,25,12462,415.815,5,green,2392,367,mid_range,,0.0,2448,5,,Williams,OKC,1638.0
22401196,26,14142,471.871,4,green,743,56,corner_3,,0.0,2600,3,,Payton,NOP,1695.0
22401196,28,14577,486.386,2,green,3389,411,3pt_arc,,0.0,2704,8,,,UNK,
22401196,29,14979,499.799,4,green,952,169,corner_3,,0.0,2829,3,,Robinson-Earl,NOP,1728.0
22401196,30,15861,529.229,1,green,1856,1107,backcourt,,0.0,2978,6,,,UNK,
22401196,31,16572,552.952,3,green,3228,312,3pt_arc,,0.0,3205,8,,Williams,OKC,1781.0
22401196,32,17562,585.985,4,green,895,306,3pt_arc,,0.0,3410,5,,Robinson-Earl,NOP,1811.0
22401196,34,18963,632.732,7,white,317,429,3pt_arc,,0.0,3719,5,,Brooks Jr.,NOP,1857.0
22401196,35,19329,644.944,5,green,2392,367,mid_range,,0.0,3793,4,,Joe,OKC,1869.0
22401196,37,20463,682.782,6,white,350,383,3pt_arc,,0.0,4158,3,,Wiggins,OKC,1911.0
22401196,39,21165,706.206,1,green,1856,1107,backcourt,,0.0,4287,8,,Alvarado,NOP,1929.0
22401196,40,21705,724.224,5,green,2392,367,mid_range,,0.0,4426,3,,,UNK,
