game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22401196,724,green,3585,3692,108,3.6,,200.0,,0,1,3591.0,0,,
22401196,845,green,4143,4298,155,5.166666666666667,,200.0,,0,0,,0,,
22401196,970,green,4575,4778,204,6.81,,467.6,,0,1,4587.0,0,,
22401196,1031,green,4959,5318,359,11.966666666666669,,200.0,,0,1,4971.0,0,,
22401196,1467,green,6915,7004,89,2.966666666666667,,200.0,,0,0,,0,,
22401196,1871,green,8910,9128,218,7.266666666666667,,200.0,,0,1,8919.0,0,,
22401196,2318,green,11598,12119,521,17.366666666666667,,200.0,,0,0,,0,,
22401196,2448,green,12450,13655,1205,40.16666666666666,,200.0,,0,1,12462.0,0,,
22401196,2632,green,14256,14588,332,11.066666666666666,,1193.8,,0,1,14277.0,0,,
22401196,2811,green,14907,15020,113,3.7666666666666666,,200.0,,0,0,,0,,
22401196,2942,green,15627,15872,245,8.166666666666666,,200.0,,0,0,,0,,
22401196,3205,green,16551,16715,164,5.466666666666667,,200.0,,0,1,16572.0,0,,
22401196,3516,green,18264,18329,66,2.2,,200.0,-10.24,0,0,,0,,
22401196,3760,green,19095,19340,245,8.166666666666666,907955.4,200.0,,0,0,,0,,
22401196,4426,green,21699,21962,264,8.81,68606.4,200.0,28.11,3,1,21705.0,0,,
