source_name,arm,draw_j,endpoint_definition,float_extent_s,rational_extent_s,rational_extent_exact,extent_delta_s,float_within_bar,rational_within_bar,bar_outcome_changed,serialization_explains_change,float_reason,rational_reason
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,A_legacy_frame_cap_3000,16,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,A_legacy_frame_cap_3000,16,last_admitted,50.033322000000,50.033322222222,4502999/90000,0.000000222222,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,B_g401_fps_frame_cap,16,first_excluded,100.016589000000,100.016588888889,9001493/90000,-0.000000111111,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,B_g401_fps_frame_cap,16,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,C_proposed_pts_stop,16,first_excluded,100.016589000000,100.016588888889,9001493/90000,-0.000000111111,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,C_proposed_pts_stop,16,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__7blRl4zVfrY_s2356.mp4,A_legacy_frame_cap_3000,17,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__7blRl4zVfrY_s2356.mp4,A_legacy_frame_cap_3000,17,last_admitted,50.033311000000,50.033311111111,2251499/45000,0.000000111111,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__7blRl4zVfrY_s2356.mp4,B_g401_fps_frame_cap,17,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__7blRl4zVfrY_s2356.mp4,B_g401_fps_frame_cap,17,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__7blRl4zVfrY_s2356.mp4,C_proposed_pts_stop,17,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__7blRl4zVfrY_s2356.mp4,C_proposed_pts_stop,17,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__FyMWTVsJvv8_s90.mp4,A_legacy_frame_cap_3000,18,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s90.mp4,A_legacy_frame_cap_3000,18,last_admitted,50.033311000000,50.033311111111,2251499/45000,0.000000111111,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s90.mp4,B_g401_fps_frame_cap,18,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s90.mp4,B_g401_fps_frame_cap,18,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s90.mp4,C_proposed_pts_stop,18,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__FyMWTVsJvv8_s90.mp4,C_proposed_pts_stop,18,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,A_legacy_frame_cap_3000,19,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,A_legacy_frame_cap_3000,19,last_admitted,50.033311000000,50.033311111111,2251499/45000,0.000000111111,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,B_g401_fps_frame_cap,19,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,B_g401_fps_frame_cap,19,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,C_proposed_pts_stop,19,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,C_proposed_pts_stop,19,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,A_legacy_frame_cap_3000,20,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,A_legacy_frame_cap_3000,20,last_admitted,50.033322000000,50.033322222222,4502999/90000,0.000000222222,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,B_g401_fps_frame_cap,20,first_excluded,100.016589000000,100.016588888889,9001493/90000,-0.000000111111,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,B_g401_fps_frame_cap,20,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,C_proposed_pts_stop,20,first_excluded,100.016589000000,100.016588888889,9001493/90000,-0.000000111111,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,C_proposed_pts_stop,20,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,A_legacy_frame_cap_3000,21,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,A_legacy_frame_cap_3000,21,last_admitted,50.033311000000,50.033311111111,2251499/45000,0.000000111111,False,False,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,B_g401_fps_frame_cap,21,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,B_g401_fps_frame_cap,21,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,FRAME_CAP,FRAME_CAP
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,C_proposed_pts_stop,21,first_excluded,100.016578000000,100.016577777778,2250373/22500,-0.000000222222,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,C_proposed_pts_stop,21,last_admitted,99.999900000000,99.999900000000,999999/10000,0.000000000000,True,True,False,False,DEADLINE,DEADLINE
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,A_legacy_frame_cap_3000,22,first_excluded,50.050000000000,50.050000000000,1001/20,0.000000000000,False,False,False,False,FRAME_CAP,FRAME_CAP
