game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made
22400078,1,516,8.609,8,white,2529,1668,corner_3,,0.0,21,3,
22400078,5,1719,28.679,9,white,2609,1706,corner_3,,19440.0,218,3,
22400078,16,2610,43.544,10,white,480,707,paint,,0.0,285,13,
22400078,26,3123,52.102,3,green,2016,833,mid_range,,851592.0,382,3,
22400078,35,3603,60.11,6,white,272,1167,paint,,26175.5,442,5,
22400078,42,4104,68.468,9,white,2609,1706,corner_3,,0.0,576,3,
22400078,51,4593,76.627,8,white,2485,1655,corner_3,,114567.0,633,3,
22400078,60,5220,87.087,3,green,2099,914,mid_range,,0.0,766,3,
22400078,67,5856,97.698,7,white,2258,1527,mid_range,,117714.0,899,3,
22400078,73,6366,106.206,2,green,38,1032,paint,,18150.0,1034,3,
22400078,80,6870,114.615,1,green,2863,721,3pt_arc,,0.0,1168,3,
22400078,90,7584,126.526,3,green,1640,1068,backcourt,,1067749.5,1320,3,
