frame_key,section_id,prediction,recomputed_prediction,court_probability,recomputed_court_probability,margin,top_two_margin,legacy_margin_reproduces,prediction_reproduces,pool
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:1536,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.999693221,0.999693221,0.000270504,0.999407539,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:1843,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.994488748,0.994488748,0.004571202,0.989748526,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:2151,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.988188528,0.988188528,-0.001487157,0.982033764,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:2458,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.964408848,0.964408848,0.013811557,0.947225886,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:2765,ncaa_basketball__UzaYBYy3GZg_s2731,NON_COURT,NON_COURT,0.000001332,0.000001332,-0.001025707,0.996137969,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:3073,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.999892369,0.999892369,0.000105474,0.999786055,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:3380,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.999715048,0.999715048,0.000223457,0.999460965,0,1,screen_ticks
41442d101e873899a7750330ca63477b64a70dba595ab28ff84700e9a71d31c2:ncaa_basketball__UzaYBYy3GZg_s2731:3687,ncaa_basketball__UzaYBYy3GZg_s2731,COURT,COURT,0.999871056,0.999871056,0.000124169,0.999745030,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:311,ncaa_basketball__UzaYBYy3GZg_s4019,NON_COURT,NON_COURT,0.000000697,0.000000697,0.008547339,0.980735037,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:622,ncaa_basketball__UzaYBYy3GZg_s4019,NON_COURT,NON_COURT,0.000000198,0.000000198,0.000512676,0.998404213,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:933,ncaa_basketball__UzaYBYy3GZg_s4019,NON_COURT,NON_COURT,0.000017813,0.000017813,-0.081949962,0.802282681,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:1244,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.997371836,0.997371836,0.002168603,0.995046232,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:1556,ncaa_basketball__UzaYBYy3GZg_s4019,NON_COURT,NON_COURT,0.000324329,0.000324329,-0.252846498,0.367914076,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:1867,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999545774,0.999545774,0.000420113,0.999111854,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:2178,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999825791,0.999825791,0.000170674,0.999654745,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:2489,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.998696613,0.998696613,0.001095702,0.997503858,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:2801,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999701516,0.999701516,0.000091688,0.999506588,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:3112,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999894588,0.999894588,0.000098234,0.999792929,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:3423,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999287633,0.999287633,0.000265187,0.998802242,0,1,screen_ticks
f17f87263665f21889ab7a440bc8b502ec61d842bf6e56d8b9955c4295eeb40c:ncaa_basketball__UzaYBYy3GZg_s4019:3734,ncaa_basketball__UzaYBYy3GZg_s4019,COURT,COURT,0.999355400,0.999355400,0.000510394,0.998778566,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:294,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000007,0.000000007,0.000187365,0.998323017,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:588,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000003,0.000000003,-0.000033652,0.999452346,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:882,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000242,0.000000242,-0.001585269,0.988410482,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:1176,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000004,0.000000004,-0.000295510,0.998458567,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:1471,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000026,0.000000026,0.000013164,0.999090996,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:1765,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000002,0.000000002,-0.007114242,0.982142106,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:2059,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000013,0.000000013,-0.000186453,0.998428933,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:2353,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000009,0.000000009,0.000433938,0.997993847,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:2648,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000115190,0.000115190,-0.116536989,0.590258706,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:2942,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000106,0.000000106,0.001438674,0.988897033,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:3236,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000037,0.000000037,0.000615635,0.998248877,0,1,screen_ticks
46a125859e07e30116f3fc7cdbf5fa725b67edcaf00b7b0b3723d445b88849bb:ncaa_basketball__UzaYBYy3GZg_s5307:3530,ncaa_basketball__UzaYBYy3GZg_s5307,NON_COURT,NON_COURT,0.000000008,0.000000008,0.000292751,0.999308457,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:289,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000001,0.000000001,0.000206742,0.999405778,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:579,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000066326,0.000066326,-0.040868757,0.893364353,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:869,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000061,0.000000061,0.001574303,0.995904871,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:1158,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000040528,0.000040528,0.022821930,0.946757236,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:1448,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000199075,0.000199075,-0.708578980,0.490370136,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:1738,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000102076,0.000102076,0.022103275,0.934536713,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:2027,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000014,0.000000014,-0.014011476,0.964536058,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:2317,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000105,0.000000105,0.000820378,0.998317455,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:2607,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.133891461,0.133891461,-0.697964060,0.622974438,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:2896,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000380,0.000000380,-0.166727147,0.606580828,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:3186,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000003,0.000000003,0.000878891,0.997542052,0,1,screen_ticks
60ae1282c863626be423ca2b95a9729a9c4fea70f73ecc5ff9fdfe529b738bb8:ncaa_basketball__WeheQidCPXI_s5351:3476,ncaa_basketball__WeheQidCPXI_s5351,NON_COURT,NON_COURT,0.000000002,0.000000002,0.000266181,0.999079391,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:606,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.995677800,0.995677800,0.002261099,0.992390186,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:1212,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.996157602,0.996157602,0.002387376,0.993067234,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:1819,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.881992014,0.881992014,0.053116789,0.824281150,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:2425,ncaa_basketball__g7dzEFLiemQ_s1258,NON_COURT,NON_COURT,0.137832950,0.137832950,-0.775367501,0.677993914,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:3031,ncaa_basketball__g7dzEFLiemQ_s1258,NON_COURT,NON_COURT,0.000235349,0.000235349,0.015907069,0.963493964,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:3638,ncaa_basketball__g7dzEFLiemQ_s1258,ABSTAIN,ABSTAIN,0.000121572,0.000121572,-0.358278626,0.214503809,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:4244,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.870632766,0.870632766,-0.091057838,0.760708895,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:4851,ncaa_basketball__g7dzEFLiemQ_s1258,NON_COURT,NON_COURT,0.000061802,0.000061802,-0.078628243,0.825974297,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:5457,ncaa_basketball__g7dzEFLiemQ_s1258,NON_COURT,NON_COURT,0.000028137,0.000028137,-0.001270177,0.985633131,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:6063,ncaa_basketball__g7dzEFLiemQ_s1258,NON_COURT,NON_COURT,0.000017636,0.000017636,-0.003930223,0.979277456,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:6670,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.970979538,0.970979538,-0.020863667,0.946063102,0,1,screen_ticks
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:7276,ncaa_basketball__g7dzEFLiemQ_s1258,COURT,COURT,0.992157427,0.992157427,0.002535117,0.986995006,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:603,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.993015199,0.993015199,0.001919729,0.988580368,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:1206,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.999369008,0.999369008,0.000527848,0.998803453,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:1809,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.997106543,0.997106543,0.002607727,0.994363833,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:2413,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.993453691,0.993453691,0.003205637,0.988752894,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:3016,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.997932497,0.997932497,0.001228317,0.996389317,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:3619,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.965965476,0.965965476,-0.016513826,0.941514502,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:4223,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.998773880,0.998773880,0.000528331,0.997897797,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:4826,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.998792049,0.998792049,0.000451174,0.997976922,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:5429,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.983298802,0.983298802,-0.005406030,0.972341486,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:6033,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.996623897,0.996623897,-0.000051995,0.994917534,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:6636,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.993690193,0.993690193,0.003737967,0.988784851,0,1,screen_ticks
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:7239,ncaa_basketball__g7dzEFLiemQ_s155,COURT,COURT,0.990344544,0.990344544,-0.000194405,0.985486315,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:609,ncaa_basketball__g7dzEFLiemQ_s2361,ABSTAIN,ABSTAIN,0.000965887,0.000965887,-0.295995240,0.042256945,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:1219,ncaa_basketball__g7dzEFLiemQ_s2361,ABSTAIN,ABSTAIN,0.000113244,0.000113244,-0.531324643,0.237951354,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:1828,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.998535833,0.998535833,0.001310883,0.997152661,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:2438,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.999670543,0.999670543,0.000263309,0.999376144,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:3048,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.990841920,0.990841920,0.005825394,0.983632522,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:3657,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.799797115,0.799797115,-0.147956550,0.629052370,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:4267,ncaa_basketball__g7dzEFLiemQ_s2361,NON_COURT,NON_COURT,0.000000002,0.000000002,-0.004939267,0.986302412,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:4876,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.999348673,0.999348673,0.000607919,0.998721903,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:5486,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.987631823,0.987631823,-0.000320395,0.981313821,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:6096,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.999688496,0.999688496,0.000267866,0.999399459,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:6705,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.999504361,0.999504361,0.000245283,0.999134482,0,1,screen_ticks
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:7315,ncaa_basketball__g7dzEFLiemQ_s2361,COURT,COURT,0.996825681,0.996825681,0.002726090,0.993923131,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:607,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000002335,0.000002335,-0.052704628,0.855369224,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:1215,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.013449305,0.013449305,0.003799423,0.963408731,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:1823,ncaa_basketball__g7dzEFLiemQ_s3464,COURT,COURT,0.967863099,0.967863099,-0.004909244,0.949579960,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:2431,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000596641,0.000596641,-0.887870787,0.792685484,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:3039,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.263709441,0.263709441,-0.577625583,0.354885289,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:3647,ncaa_basketball__g7dzEFLiemQ_s3464,ABSTAIN,ABSTAIN,0.014912980,0.014912980,0.012351134,0.149093116,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:4255,ncaa_basketball__g7dzEFLiemQ_s3464,COURT,COURT,0.997979197,0.997979197,0.001616801,0.996210227,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:4863,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000001477,0.000001477,-0.846710632,0.713226988,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:5471,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000000080,0.000000080,-0.017773876,0.948315666,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:6079,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.140826090,0.140826090,0.072864585,0.524216322,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:6687,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000019460,0.000019460,0.024259635,0.819313196,0,1,screen_ticks
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:7295,ncaa_basketball__g7dzEFLiemQ_s3464,NON_COURT,NON_COURT,0.000000006,0.000000006,-0.004837776,0.988853503,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:598,ncaa_basketball__g7dzEFLiemQ_s4567,COURT,COURT,0.997451501,0.997451501,0.001632878,0.995374663,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:1196,ncaa_basketball__g7dzEFLiemQ_s4567,COURT,COURT,0.997083070,0.997083070,0.002289416,0.994514690,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:1794,ncaa_basketball__g7dzEFLiemQ_s4567,NON_COURT,NON_COURT,0.000000001,0.000000001,-0.000194557,0.999077782,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:2392,ncaa_basketball__g7dzEFLiemQ_s4567,COURT,COURT,0.996057427,0.996057427,0.002088747,0.993078870,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:2990,ncaa_basketball__g7dzEFLiemQ_s4567,NON_COURT,NON_COURT,0.000134227,0.000134227,0.038681457,0.891749975,0,1,screen_ticks
00c0cf47662eeec7f48ea43dd26eac08b81c2cdccab22c23594019f1995b3d45:ncaa_basketball__g7dzEFLiemQ_s4567:3588,ncaa_basketball__g7dzEFLiemQ_s4567,COURT,COURT,0.990707741,0.990707741,-0.000641182,0.985874386,0,1,screen_ticks
