frame_key,section_id,frame_index,stroke_id,side,family,n_supports,length_px
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b0a75c659e44be61,FIT,5,21,119.0405
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b1bf43ab12bef9c4,FIT,0,214,1277.6516
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b553bf0d0f2c4c69,FIT,0,175,1038.4136
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b6c896131765f91f,FIT,0,182,1084.9243
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b92c06b0b8cbc72e,FIT,0,169,1006.424
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,b9d39a23b0e20c15,FIT,0,8,40.4381
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,bf1113765842e9e1,FIT,8,50,292.4127
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,bf907d26b9a836bb,FIT,0,10,53.2499
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,c0a3a0339911786e,VALIDATION,9,9,42.7545
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,c1d9e22044038617,FIT,0,214,1277.507
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,c22afda489f1eaac,FIT,6,22,125.2076
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,c58f8edbfbb7cc37,VALIDATION,11,12,64.0009
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,c83dbc76f6e9b533,FIT,6,15,78.9081
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,cb2212ba7f044a22,FIT,0,214,1277.5915
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,cc542d6ac4fd0133,FIT,0,214,1277.4864
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,cd16c0b18923b932,FIT,0,204,1213.8625
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,cdf02e39bcbf3100,FIT,0,110,651.2877
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,d5a6c2f3e0dd1f2b,FIT,0,87,510.8988
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,d7d5e8793c0abd1a,FIT,11,13,66.995
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,d8776c3dde2df03c,FIT,0,214,1277.5322
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,d913cd31604d163b,FIT,0,214,1277.5293
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,d9a802b869ffbda3,FIT,0,214,1277.5472
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,da996e58dad61377,FIT,6,113,669.5006
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,dda66552180de56b,FIT,0,214,1277.6908
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,df146a9a5764f264,FIT,6,93,550.2677
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,e231152ad3f30a42,FIT,0,214,1277.6158
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,e2566d05336b7ac8,FIT,0,22,125.3167
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,e3f6bafab8390a79,FIT,0,186,1104.9825
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,e79652ad173dd3af,FIT,0,11,55.1946
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,f07d83e98eb79efe,FIT,0,127,750.0736
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,f1eec2f776bce2a7,FIT,0,214,1277.6861
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,f3bfa3858c677250,FIT,0,214,1277.5966
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,f645fc5cd4774f44,FIT,0,214,1277.5021
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,fd66d23e3c1fb6b1,FIT,0,148,877.7982
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5299,basketball__euroleague-a_GxgklBtEs_s2783,5299,ffa8a5659c4eb33f,FIT,0,92,543.8015
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,059e45217ff7d203,VALIDATION,0,22,125.5835
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,092cf63265666608,VALIDATION,0,90,529.8248
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,0a3fd5cf0f7b68fd,VALIDATION,6,11,55.056
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,0ff115634e266d75,VALIDATION,11,9,47.0403
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,166e37156ade2295,VALIDATION,1,68,397.8933
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,16bf112f8aea764d,VALIDATION,6,13,67.9217
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,1d1f17a38bb69c83,VALIDATION,11,23,127.9497
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,220f7e025be0d6e3,VALIDATION,6,8,41.5507
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,236d3b6531e209f6,FIT,6,9,42.5684
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,25ff4093e1254b84,FIT,6,10,50.0012
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,27d59f76ba7756cf,FIT,6,12,64.0161
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,283dbae3a58512af,VALIDATION,0,20,110.5573
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,2a351d8c431dc453,VALIDATION,0,206,1228.3479
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,2cef8e18bfdf8fce,VALIDATION,0,149,884.986
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,2ec82ae3ee283950,VALIDATION,0,177,1052.8726
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,30291b2e2d15e869,VALIDATION,0,151,899.2091
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,31f9ea29166eb5ae,VALIDATION,0,154,916.495
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,3699a31a78aab953,FIT,6,9,46.4018
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,39d5080130a844ed,FIT,6,9,43.7499
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,3c41571a158ee6ad,VALIDATION,0,96,568.2646
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,3ea31a61d5dc28e1,FIT,0,152,900.912
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,3ef1289f9124c694,FIT,0,143,850.4646
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,3f2e503ab2aa6f2b,FIT,11,119,707.4778
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,41f97c8efcccd2f0,FIT,0,134,794.2109
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,47df84a529bc456b,VALIDATION,5,99,587.4386
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,49a60c7e9ec2f37c,FIT,0,182,1082.021
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,4bc28eb0cc6c5a84,FIT,0,165,983.8563
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,4e56de4e516ff0d1,FIT,0,66,385.3979
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,4ff0fb567447a696,FIT,0,14,73.9675
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,508d9b3e87bb611b,FIT,5,43,246.2176
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,54bcbe70937f29ba,FIT,0,9,43.6623
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,5f403fb6830a16d6,FIT,0,87,510.247
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,603ff17671900d52,FIT,0,214,1277.6123
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,621e7314a761779b,VALIDATION,10,10,52.3994
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,62a69d3e133a9216,FIT,0,209,1246.5458
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,63f69c771b0cc827,VALIDATION,1,11,59.1132
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,6806c08b5ad75f9d,FIT,0,212,1264.9736
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,6ab720843042030e,FIT,0,181,1076.4782
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,6bbc887df39e9dc8,FIT,0,87,515.5931
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,6e0bb12c2154489c,VALIDATION,7,34,193.8282
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,707869eaeced7e06,FIT,6,9,43.75
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,7117bece99f920f0,FIT,11,12,65.777
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,7876b0c5e39d4b83,FIT,5,8,40.4619
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,7a7f13466b8c8002,FIT,0,11,58.5232
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,7eae7744fb1b2a20,FIT,0,188,1117.947
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,7f8e8e8c533b37e1,FIT,0,214,1277.6249
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,84cd087169483ec7,FIT,5,84,494.3266
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,8f52813ad937a2d2,FIT,0,70,408.6638
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,922eccd74b5445e6,FIT,0,145,859.9834
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,94275ab54ecbdbb4,FIT,1,16,89.1095
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,9ef7471721f14ce4,FIT,0,97,571.1567
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,a80d14df7cbbe4f6,FIT,0,206,1226.2491
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,ad0f5c77e9caa9d3,FIT,11,8,41.3392
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,ae11aa0efcf9199a,FIT,11,9,46.8342
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,b19e4c773846bd3c,VALIDATION,3,9,43.5256
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,b80421b06aa3ab8d,FIT,0,12,62.763
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,c0845ac12932d1ab,FIT,1,9,46.1275
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,c2170a9ea1bc5a05,FIT,0,118,697.7152
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,c4b035ba1b241cf9,FIT,1,9,42.1491
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,cd906bc1b80eb439,FIT,6,10,52.496
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,d34c6d8ec37197f7,FIT,11,61,358.529
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,d688f60d2a445fa7,FIT,0,18,101.2779
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,d8469430451aa18c,FIT,0,68,396.3044
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,e40d28face2d5209,FIT,11,16,85.6879
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,e8c2625132aaf1f8,FIT,6,12,65.2815
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,e8db46a26ba62eeb,FIT,0,10,48.7956
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,e8f8c8c93654764b,VALIDATION,2,8,40.1837
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,f0cb08bc468bbe24,FIT,1,9,43.8349
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,f86b58908252f905,FIT,0,214,1277.4984
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,fa392fba03f9c622,FIT,7,19,107.878
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5428,basketball__euroleague-a_GxgklBtEs_s2783,5428,fd790fa06c4e2ae5,FIT,1,40,231.7252
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,03c081c88c7641e1,VALIDATION,0,49,285.0518
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,084ed7b3f5f1dee8,VALIDATION,0,13,70.8505
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,0c7631f38413adab,VALIDATION,6,10,48.7998
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,0d48c6ce37bd713d,VALIDATION,6,16,85.2601
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,16120d55f3ea1533,VALIDATION,1,10,52.5721
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,1879040ea5da9a79,VALIDATION,6,14,72.7192
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:5557,basketball__euroleague-a_GxgklBtEs_s2783,5557,19192b19bb6a5aa5,VALIDATION,0,107,633.253
