frame_key,section_id,game_id,frame_index,source_sha256,raw_state,raw_reason,raw_forward_median_px,raw_inverse_median_px,presence_prediction,selection_status,orientation_status,selection_margin,winner_objective_j,runner_up_objective_j,validation_status,forward_median_px,inverse_median_px,n_strokes,n_fit_strokes,n_val_strokes,n_val_families,n_val_points,n_template_inframe,n_template_penalty,candidate_hypotheses_count,deduplicated_symmetry_images_count,seconds
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6720,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6720,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,18.28895,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.077481183,0.495005085,0.456651506,REFUSED,18.9104,64.0,127,91,36,9,1516,393,5,99484,1050,41.218
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6850,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6850,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,28.109299,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.055676761,0.410500991,0.387645626,REFUSED,28.109299,64.0,116,82,34,9,2077,398,0,41696,206,32.175
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:6979,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,6979,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,11.8111,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.044719948,0.322387235,0.307970095,REFUSED,11.8111,64.0,94,68,26,8,1474,398,0,116784,8,44.395
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7108,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7108,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,53.044621,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.066534033,0.343958179,0.321073254,REFUSED,48.992914,64.0,125,90,35,11,1514,398,0,95864,72,46.57
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7237,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7237,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,29.145049,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.091770337,0.375506991,0.341046587,REFUSED,29.208249,64.0,118,85,33,11,1649,398,0,115676,65,47.448
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7367,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7367,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,10.17145,64.0,NON_COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.453213792,,REFUSED,10.505,64.0,118,84,34,12,2544,398,0,109448,222,50.895
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7496,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7496,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,42.434319,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.001467659,0.853729938,0.852476954,REFUSED,41.479317,64.0,96,68,28,9,2825,398,0,102328,105698,86.87
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7625,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7625,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,18.496099,64.0,NON_COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.308119462,,REFUSED,18.70325,64.0,139,100,39,12,1936,398,0,107944,4,45.338
07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95:basketball__euroleague-a_GxgklBtEs_s2783:7754,basketball__euroleague-a_GxgklBtEs_s2783,basketball__euroleague-a_GxgklBtEs,7754,07815c5bfed011575e3fe4d88a2dc1888644e29c33fbc427a5a203c0e0693a95,REFUSED,heldout_residual,39.576311,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.015301466,0.331099084,0.326032782,REFUSED,14.6761,64.0,88,64,24,6,1892,398,0,96476,12,43.153
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:133,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,133,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,29.864799,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.034039412,0.295952246,0.285878205,REFUSED,28.720203,64.0,76,53,23,12,1010,398,0,107464,8,40.319
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:266,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,266,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,64.0,64.0,NON_COURT,REFUSED_VALIDATION,UNKNOWN,0.144242692,0.446346877,0.381964602,REFUSED,64.0,64.0,84,58,26,12,1334,398,0,112788,36,44.841
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:400,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,400,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,25.785,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.050873063,0.463346165,0.439774326,REFUSED,11.2072,64.0,97,69,28,10,1676,311,87,87824,1732,43.209
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:533,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,533,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.8561,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.077237789,0.455734406,0.420534489,REFUSED,10.8561,64.0,100,70,30,11,2230,392,6,106060,2300,43.014
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:666,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,666,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,8.8829,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.10652443,0.569758276,0.509065101,REFUSED,8.8829,64.0,100,70,30,11,1860,398,0,92528,6623,46.594
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:800,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,800,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,13.9458,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.055430946,0.457266036,0.431919347,REFUSED,12.7661,64.0,97,68,29,12,1830,324,74,114008,3444,47.298
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:933,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,933,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,15.87335,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.078160481,0.360271856,0.332112835,REFUSED,16.60365,64.0,107,76,31,12,1221,398,0,75792,60,32.105
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1067,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1067,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,16.2069,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.02143658,0.445629331,0.436076562,REFUSED,16.2069,64.0,94,67,27,11,1846,398,0,74660,809,32.688
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1200,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1200,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.7929,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.005254257,0.335961308,0.334196081,REFUSED,8.0543,24.83,101,71,30,10,1909,398,0,95708,106,38.142
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1333,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1333,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,6.685,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.080882347,0.490680867,0.450993447,REFUSED,6.6218,64.0,101,70,31,11,1543,398,0,85924,381,39.724
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1467,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1467,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.9193,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.022447365,0.371052536,0.362723384,REFUSED,11.3336,64.0,103,74,29,11,1564,398,0,103304,71,42.573
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1600,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1600,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,18.0186,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.36643035,,REFUSED,18.28895,64.0,109,76,33,12,1760,398,0,117772,405,45.684
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1734,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1734,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.3154,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.004327541,0.388875722,0.387192846,REFUSED,9.9643,64.0,119,85,34,12,1718,398,0,116524,76,48.929
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:1867,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,1867,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,19.514299,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.049172712,0.372839923,0.354506373,REFUSED,15.6943,64.0,112,80,32,11,1930,398,0,86212,204,38.306
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2000,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2000,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.4236,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.323433037,,REFUSED,9.4236,64.0,57,38,19,10,1102,398,0,17532,28,8.642
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2134,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2134,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,18.468,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.021958722,0.463671699,0.453490061,REFUSED,18.145,64.0,100,71,29,11,2139,352,46,117716,2486,54.4
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2267,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2267,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,12.8293,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.029126694,0.338008248,0.328163185,REFUSED,12.7661,64.0,108,76,32,11,2074,398,0,119484,384,51.659
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2401,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2401,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,19.6126,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.169429017,0.479047612,0.397883046,REFUSED,15.48715,64.0,86,60,26,12,1375,375,23,113608,171,47.73
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2534,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2534,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,47.388369,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.05765324,0.352582193,0.332254688,REFUSED,48.578629,64.0,133,94,39,12,1516,361,37,97680,111,45.802
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2667,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2667,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,29.5418,64.0,NON_COURT,REFUSED_MARGIN,UNKNOWN,0.008709125,0.404524568,0.401001513,REFUSED,40.875412,64.0,137,98,39,11,2000,398,0,99204,515,60.189
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2801,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2801,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,19.514299,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.393681473,,REFUSED,19.0368,64.0,81,58,23,10,1457,398,0,78004,1175,32.701
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:2934,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,2934,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,11.3336,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.010515034,0.320020168,0.316655145,REFUSED,18.35215,64.0,97,68,29,10,1875,398,0,104044,57,62.974
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3068,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3068,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,12.2886,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.017980471,0.506178659,0.497077328,REFUSED,12.2886,64.0,116,83,33,10,2520,398,0,104692,35081,67.324
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3201,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3201,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.9011,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.094481279,0.58401033,0.528832287,REFUSED,10.9193,64.0,101,70,31,11,2484,398,0,123312,20672,72.325
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3334,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3334,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.10825,58.360336,COURT,REFUSED_MARGIN,UNKNOWN,0.001926386,0.403649642,0.402872057,REFUSED,10.2522,58.279594,104,75,29,11,1894,398,0,102136,741,58.108
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3468,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3468,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,16.108601,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.40898393,,REFUSED,15.9822,64.0,87,59,28,11,1478,398,0,114404,1884,47.602
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3601,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3601,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,14.94645,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.420058859,,REFUSED,14.1986,64.0,99,70,29,12,1333,398,0,83512,3615,36.565
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3735,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3735,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,17.6043,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.449808974,,REFUSED,17.6043,64.0,99,71,28,11,1462,398,0,64192,7218,33.035
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:3868,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,3868,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,37.343304,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.02217103,0.374271412,0.365973429,REFUSED,37.388956,64.0,110,77,33,12,2036,398,0,112696,210,45.697
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4001,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4001,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.9643,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.014535866,0.524260248,0.516639671,REFUSED,10.3786,64.0,104,72,32,12,1609,398,0,99408,4073,52.31
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4135,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4135,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.4868,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.072124899,0.451423607,0.418864725,REFUSED,9.8379,64.0,140,98,42,10,2267,398,0,69884,1543,33.32
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4268,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4268,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,20.36045,64.0,NON_COURT,REFUSED_VALIDATION,UNKNOWN,0.108095595,0.339057961,0.302407289,REFUSED,16.235001,64.0,107,76,31,12,706,398,0,88168,10,42.878
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4401,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4401,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,37.532906,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.071165776,0.555885468,0.516325447,REFUSED,9.4236,64.0,118,84,34,12,2024,398,0,113364,7710,67.878
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4535,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4535,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,28.65,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.544693875,,REFUSED,28.65,64.0,114,80,34,11,1780,398,0,96256,21936,58.747
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4668,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4668,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,10.9193,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.324096443,0.363228956,0.245507743,REFUSED,13.1172,64.0,131,91,40,12,2218,398,0,107644,2286,71.232
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4802,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4802,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.4236,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.468425271,,REFUSED,18.0186,64.0,96,69,27,10,1684,398,0,100628,12792,43.171
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:4935,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,4935,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,9.8379,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.116807834,0.526893846,0.465348517,REFUSED,9.69395,64.0,108,76,32,12,2088,398,0,124280,29478,63.815
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5068,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5068,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,18.9736,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.419303281,,REFUSED,18.0186,64.0,107,77,30,10,2634,398,0,47504,8152,45.723
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5202,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5202,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,5.6668,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.047947584,0.631832257,0.601537427,REFUSED,5.87395,64.0,91,64,27,9,2519,398,0,89732,9127,48.349
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5335,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5335,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,14.325,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.012548543,0.413647369,0.408456697,REFUSED,13.7843,64.0,91,65,26,9,1485,398,0,118200,3475,99.355
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5469,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5469,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,20.216499,64.0,COURT,NO_DISTINCT_RUNNER_UP,UNKNOWN,,0.382218864,,REFUSED,13.2436,64.0,103,74,29,11,2388,347,51,109100,4758,96.771
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5602,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5602,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,5.0629,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.052297758,0.457215889,0.433304523,REFUSED,14.1986,64.0,98,68,30,11,2265,354,44,110116,1092,57.789
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5735,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5735,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,26.6136,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.138325227,0.65577207,0.56506225,REFUSED,27.982899,64.0,87,60,27,11,1745,398,0,115704,4860,97.513
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:5869,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5869,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,27.298249,64.0,COURT,REFUSED_MARGIN,UNKNOWN,0.056591238,0.490668637,0.462901091,REFUSED,27.5686,64.0,90,62,28,10,1307,398,0,107924,283,81.241
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:6002,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,6002,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,27.775749,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.128207191,0.40454922,0.352683101,REFUSED,27.5054,64.0,103,72,31,11,1582,297,101,114820,10329,59.228
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:6136,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,6136,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,REFUSED,heldout_residual,43.803619,64.0,COURT,REFUSED_VALIDATION,UNKNOWN,0.133133312,0.488012036,0.423041377,REFUSED,43.803619,64.0,85,59,26,9,1448,398,0,108492,2973,72.543
