game_id,source_id,competition,requested_start_s,source_path,source_sha256,source_bytes,codec,fps,width,height,nb_frames,first_pts,crop_rule,producer_config,pixel_transform,ledger_row_json
6FlZaoWSfFw_s337,6FlZaoWSfFw,untagged,337,data/footage_corpus/wnba__6FlZaoWSfFw_s337.mp4,54ef6dd12d3be73e9ae3ae479695db0eab24fbac0331372ff32dbf5645b8f41b,61848075,h264,29.97002997002997,1920,1080,3937,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2565, ""decoded_frames"": 3898, ""degenerate"": false, ""evaluated_at"": 1789054082, ""evaluated_frames"": 1300, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s337/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s337/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789054100, ""fresh_solves"": null, ""game_id"": ""6FlZaoWSfFw_s337"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 4015, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 444, ""source_duration"": 131.36456666666666, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""wnba"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
6FlZaoWSfFw_s584,6FlZaoWSfFw,untagged,584,data/footage_corpus/wnba__6FlZaoWSfFw_s584.mp4,35984bc98542b46116b4b5ce2695e8e0b5a60587ec031fedc6358bd0cf7275ac,59564403,h264,29.97002997002997,1920,1080,4043,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2055, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789054119, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s584/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s584/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789054121, ""fresh_solves"": null, ""game_id"": ""6FlZaoWSfFw_s584"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 4309, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 444, ""source_duration"": 134.90143333333333, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""wnba"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
6FlZaoWSfFw_s90,6FlZaoWSfFw,untagged,90,data/footage_corpus/wnba__6FlZaoWSfFw_s90.mp4,8bcb4ee0a80fadfa0da28078feae6ce75ff30522eb764ccf6e0b64b449228e24,61722788,h264,29.97002997002997,1920,1080,3909,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2566, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789054080, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s90/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/6FlZaoWSfFw_s90/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789054080, ""fresh_solves"": null, ""game_id"": ""6FlZaoWSfFw_s90"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 4180, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 404, ""source_duration"": 130.4303, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""wnba"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
G8bPOW37Sp0_s550,G8bPOW37Sp0,untagged,550,data/footage_corpus/wnba__G8bPOW37Sp0_s550.mp4,95ad1ce76d33f23cdf245b74b3a69ef94ed69bb9b8f43109a2a01587a032afe2,70954051,h264,29.97002997002997,1920,1080,3993,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2566, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789055201, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/G8bPOW37Sp0_s550/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/G8bPOW37Sp0_s550/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789055211, ""fresh_solves"": null, ""game_id"": ""G8bPOW37Sp0_s550"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 4639, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 644, ""source_duration"": 133.2331, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""wnba"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
G8bPOW37Sp0_s90,G8bPOW37Sp0,untagged,90,data/footage_corpus/wnba__G8bPOW37Sp0_s90.mp4,fe4409aaa85f2afc82b7046d2e351f3d06cb82c175a628456cd7a953a0d3a4b6,68458003,h264,29.97002997002997,1920,1080,3960,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2415, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789055019, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/G8bPOW37Sp0_s90/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/G8bPOW37Sp0_s90/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789055030, ""fresh_solves"": null, ""game_id"": ""G8bPOW37Sp0_s90"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 3430, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 462, ""source_duration"": 132.132, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""wnba"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
N-eE7ZwTuno_s2526,N-eE7ZwTuno,N,2526,data/footage_corpus/ncaa_basketball__N-eE7ZwTuno_s2526.mp4,ff07eb391e921ec49b935214be101e3f0dcad3addc9c339dd3643b76e952e381,58398759,h264,29.97002997002997,1920,1080,3919,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2469, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789053713, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/N-eE7ZwTuno_s2526/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/N-eE7ZwTuno_s2526/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789053716, ""fresh_solves"": null, ""game_id"": ""N-eE7ZwTuno_s2526"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 2696, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 442, ""source_duration"": 130.76396666666668, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""ncaa_basketball"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
N-eE7ZwTuno_s3744,N-eE7ZwTuno,N,3744,data/footage_corpus/ncaa_basketball__N-eE7ZwTuno_s3744.mp4,3f446464d9928c77c6f17698b0500cc348c2475ade04d7604544e8c2d40d21c1,65819712,h264,29.97002997002997,1920,1080,3972,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.2535, ""decoded_frames"": 3897, ""degenerate"": false, ""evaluated_at"": 1789053711, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/N-eE7ZwTuno_s3744/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/N-eE7ZwTuno_s3744/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789053716, ""fresh_solves"": null, ""game_id"": ""N-eE7ZwTuno_s3744"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 5328, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 422, ""source_duration"": 132.5324, ""source_fps"": 29.97002997002997, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""ncaa_basketball"", ""status"": ""tracked"", ""stride"": 3, ""verdict"": null}"
XCaGht2GmPg_s1416,XCaGht2GmPg,untagged,1416,data/footage_corpus/nba__XCaGht2GmPg_s1416.mp4,7f6f7608f46dd0f6017982a7e91a01f5f6e4b6c22705568dcc5975f1ac31042a,77310410,h264,59.940062481771484,1920,1080,7853,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.0633, ""decoded_frames"": 7793, ""degenerate"": false, ""evaluated_at"": 1789055480, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s1416/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s1416/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789055494, ""fresh_solves"": null, ""game_id"": ""XCaGht2GmPg_s1416"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 2212, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 283, ""source_duration"": 131.0142111111111, ""source_fps"": 59.940062481771484, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""nba"", ""status"": ""tracked"", ""stride"": 6, ""verdict"": null}"
XCaGht2GmPg_s2742,XCaGht2GmPg,untagged,2742,data/footage_corpus/nba__XCaGht2GmPg_s2742.mp4,af44ca5fae6beb8e373237dd1e5ee11bac5206de4a1369c845fba71258528dc5,54520568,h264,59.94006243850289,1920,1080,7989,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.0642, ""decoded_frames"": 7793, ""degenerate"": false, ""evaluated_at"": 1789055497, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s2742/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s2742/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789055515, ""fresh_solves"": null, ""game_id"": ""XCaGht2GmPg_s2742"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 2654, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 283, ""source_duration"": 133.28314444444445, ""source_fps"": 59.94006243850289, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""nba"", ""status"": ""tracked"", ""stride"": 6, ""verdict"": null}"
XCaGht2GmPg_s4068,XCaGht2GmPg,untagged,4068,data/footage_corpus/nba__XCaGht2GmPg_s4068.mp4,6759cdb741db48cdee082f762d513ca6408506190c56bb61a06cd9b070bcd848,77444311,h264,59.94006504362977,1920,1080,7822,0.000000,TOPCUT = 60,"src/tracking/video_handler.py:11,61","(x, y) -> (x, y-60) after frame[TOPCUT:]","{""adjudicated"": true, ""adjudication_timed_out"": false, ""coordinate_space"": ""image_px"", ""coverage_pct"": 0.0635, ""decoded_frames"": 7793, ""degenerate"": false, ""evaluated_at"": 1789055676, ""evaluated_frames"": 1299, ""failure_heads"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s4068/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""failures"": [""coordinate_contract: no court calibration sidecar at data/tracking/XCaGht2GmPg_s4068/court_calibration.json; NBA production x_position/y_position are map_2d pixels and ft_x/ft_y are an image-affine rescale, so no court anchor is available""], ""finished_at"": 1789055696, ""fresh_solves"": null, ""game_id"": ""XCaGht2GmPg_s4068"", ""harness_coverage_pct"": 0.0, ""passed"": false, ""probe_status"": ""ok"", ""resumed_partial"": false, ""rows"": 1748, ""rows_per_decoded_frame_step_change"": null, ""rung"": ""IMAGE_PX_DECLARED"", ""seconds"": 263, ""source_duration"": 130.49702222222223, ""source_fps"": 59.94006504362977, ""source_height"": 1080, ""source_resolution"": ""1920x1080"", ""source_variants"": [], ""sport"": ""nba"", ""status"": ""tracked"", ""stride"": 6, ""verdict"": null}"
