game_id,landmark,archived_frame,archived_timestamp,refetched_pts,mode,error_frames,within_bar
6FlZaoWSfFw_s337,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,1,99,3.303000,3.303000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,2,198,6.607000,6.607000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,3,297,9.910000,9.910000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,4,396,13.213000,13.213000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,5,495,16.517000,16.517000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,6,594,19.820000,19.820000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,7,783,26.126000,26.126000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,8,882,29.429000,29.429000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,9,981,32.733000,32.733000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,10,1080,36.036000,36.036000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,11,1179,39.339000,39.339000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,12,1278,42.643000,42.643000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,13,1377,45.946000,45.946000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,14,1476,49.249000,49.249000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,15,1575,52.553000,52.553000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,16,1674,55.856000,55.856000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,17,1773,59.159000,59.159000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,18,1872,62.462000,62.462000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,19,1971,65.766000,65.766000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,20,2070,69.069000,69.069000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,21,2169,72.372000,72.372000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,22,2268,75.676000,75.676000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,23,2367,78.979000,78.979000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,24,2466,82.282000,82.282000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,25,2565,85.585000,85.585000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,26,2754,91.892000,91.892000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,27,2853,95.195000,95.195000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,28,2952,98.498000,98.498000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,29,3051,101.802000,101.802000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s337,30,3150,105.105000,105.105000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,0,9,0.300000,0.300000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,1,108,3.604000,3.604000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,2,225,7.508000,7.508000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,3,303,10.110000,10.110000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,4,381,12.713000,12.713000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,5,459,15.315000,15.315000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,6,537,17.918000,17.918000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,7,615,20.521000,20.521000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,8,693,23.123000,23.123000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,9,771,25.726000,25.726000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,10,849,28.328000,28.328000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,11,927,30.931000,30.931000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,12,1005,33.534000,33.534000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,13,1083,36.136000,36.136000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,14,1161,38.739000,38.739000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,15,1239,41.341000,41.341000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,16,1317,43.944000,43.944000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,17,1395,46.547000,46.547000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,18,1473,49.149000,49.149000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,19,1551,51.752000,51.752000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,20,1629,54.354000,54.354000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,21,1707,56.957000,56.957000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,22,1785,59.559000,59.559000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,23,1863,62.162000,62.162000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,24,1941,64.765000,64.765000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,25,2019,67.367000,67.367000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,26,2097,69.970000,69.970000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,27,2175,72.573000,72.573000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,28,2253,75.175000,75.175000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,29,2331,77.778000,77.778000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s584,30,2409,80.380000,80.380000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,1,99,3.303000,3.303000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,2,198,6.607000,6.607000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,3,297,9.910000,9.910000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,4,396,13.213000,13.213000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,5,495,16.517000,16.517000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,6,594,19.820000,19.820000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,7,693,23.123000,23.123000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,8,792,26.426000,26.426000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,9,891,29.730000,29.730000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,10,990,33.033000,33.033000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,11,1089,36.336000,36.336000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,12,1188,39.640000,39.640000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,13,1287,42.943000,42.943000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,14,1476,49.249000,49.249000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,15,1575,52.553000,52.553000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,16,1674,55.856000,55.856000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,17,1773,59.159000,59.159000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,18,1872,62.462000,62.462000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,19,1971,65.766000,65.766000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,20,2070,69.069000,69.069000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,21,2169,72.372000,72.372000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,22,2268,75.676000,75.676000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,23,2367,78.979000,78.979000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,24,2466,82.282000,82.282000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,25,2565,85.585000,85.585000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,26,2754,91.892000,91.892000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,27,2853,95.195000,95.195000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,28,2952,98.498000,98.498000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,29,3051,101.802000,101.802000,EXACT_BY_CONSTRUCTION,0.0000,1
6FlZaoWSfFw_s90,30,3150,105.105000,105.105000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,1,99,3.303000,3.303000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,2,288,9.610000,9.610000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,3,387,12.913000,12.913000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,4,486,16.216000,16.216000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,5,765,25.526000,25.526000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,6,864,28.829000,28.829000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,7,963,32.132000,32.132000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,8,1062,35.435000,35.435000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,9,1161,38.739000,38.739000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,10,1260,42.042000,42.042000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,11,1449,48.348000,48.348000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,12,1638,54.655000,54.655000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,13,1737,57.958000,57.958000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,14,1836,61.261000,61.261000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,15,1935,64.564000,64.564000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,16,2034,67.868000,67.868000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,17,2133,71.171000,71.171000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,18,2232,74.474000,74.474000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,19,2331,77.778000,77.778000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,20,2430,81.081000,81.081000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,21,2529,84.384000,84.384000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,22,2628,87.688000,87.688000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,23,2727,90.991000,90.991000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,24,2826,94.294000,94.294000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,25,2925,97.597000,97.597000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,26,3024,100.901000,100.901000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,27,3123,104.204000,104.204000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,28,3222,107.507000,107.507000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,29,3321,110.811000,110.811000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s550,30,3420,114.114000,114.114000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,1,93,3.103000,3.103000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,2,186,6.206000,6.206000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,3,279,9.309000,9.309000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,4,372,12.412000,12.412000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,5,465,15.515000,15.515000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,6,558,18.619000,18.619000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,7,651,21.722000,21.722000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,8,744,24.825000,24.825000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,9,837,27.928000,27.928000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,10,930,31.031000,31.031000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,11,1023,34.134000,34.134000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,12,1116,37.237000,37.237000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,13,1209,40.340000,40.340000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,14,1404,46.847000,46.847000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,15,1497,49.950000,49.950000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,16,1590,53.053000,53.053000,EXACT_BY_CONSTRUCTION,0.0000,1
