game_id,landmark,archived_frame,archived_timestamp,refetched_pts,mode,error_frames,within_bar
G8bPOW37Sp0_s90,17,1683,56.156000,56.156000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,18,1776,59.259000,59.259000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,19,1878,62.663000,62.663000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,20,2061,68.769000,68.769000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,21,2154,71.872000,71.872000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,22,2247,74.975000,74.975000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,23,2340,78.078000,78.078000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,24,2433,81.181000,81.181000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,25,2526,84.284000,84.284000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,26,2619,87.387000,87.387000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,27,2712,90.490000,90.490000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,28,2805,93.594000,93.594000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,29,3012,100.500000,100.500000,EXACT_BY_CONSTRUCTION,0.0000,1
G8bPOW37Sp0_s90,30,3135,104.605000,104.605000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,0,90,3.003000,3.003000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,1,186,6.206000,6.206000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,2,282,9.409000,9.409000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,3,381,12.713000,12.713000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,4,477,15.916000,15.916000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,5,579,19.319000,19.319000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,6,765,25.526000,25.526000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,7,867,28.929000,28.929000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,8,966,32.232000,32.232000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,9,1068,35.636000,35.636000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,10,1164,38.839000,38.839000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,11,1260,42.042000,42.042000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,12,1356,45.245000,45.245000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,13,1452,48.448000,48.448000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,14,1548,51.652000,51.652000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,15,1644,54.855000,54.855000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,16,1740,58.058000,58.058000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,17,1836,61.261000,61.261000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,18,1932,64.464000,64.464000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,19,2028,67.668000,67.668000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,20,2124,70.871000,70.871000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,21,2220,74.074000,74.074000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,22,2406,80.280000,80.280000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,23,2502,83.483000,83.483000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,24,2598,86.687000,86.687000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,25,2694,89.890000,89.890000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,26,2790,93.093000,93.093000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,27,2886,96.296000,96.296000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,28,2982,99.499000,99.499000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,29,3168,105.706000,105.706000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s2526,30,3264,108.909000,108.909000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,0,30,1.001000,1.001000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,1,132,4.404000,4.404000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,2,228,7.608000,7.608000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,3,324,10.811000,10.811000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,4,420,14.014000,14.014000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,5,516,17.217000,17.217000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,6,612,20.420000,20.420000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,7,708,23.624000,23.624000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,8,804,26.827000,26.827000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,9,990,33.033000,33.033000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,10,1086,36.236000,36.236000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,11,1182,39.439000,39.439000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,12,1278,42.643000,42.643000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,13,1374,45.846000,45.846000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,14,1470,49.049000,49.049000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,15,1566,52.252000,52.252000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,16,1662,55.455000,55.455000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,17,2118,70.671000,70.671000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,18,2214,73.874000,73.874000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,19,2310,77.077000,77.077000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,20,2406,80.280000,80.280000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,21,2502,83.483000,83.483000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,22,2598,86.687000,86.687000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,23,2694,89.890000,89.890000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,24,2790,93.093000,93.093000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,25,2886,96.296000,96.296000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,26,2982,99.499000,99.499000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,27,3078,102.703000,102.703000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,28,3174,105.906000,105.906000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,29,3270,109.109000,109.109000,EXACT_BY_CONSTRUCTION,0.0000,1
N-eE7ZwTuno_s3744,30,3456,115.315000,115.315000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,1,96,1.602000,1.602000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,2,192,3.203000,3.203000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,3,294,4.905000,4.905000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,4,426,7.107000,7.107000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,5,522,8.709000,8.709000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,6,618,10.310000,10.310000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,7,714,11.912000,11.912000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,8,810,13.513000,13.513000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,9,906,15.115000,15.115000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,10,1002,16.717000,16.717000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,11,1098,18.318000,18.318000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,12,1194,19.920000,19.920000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,13,1290,21.521000,21.521000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,14,1386,23.123000,23.123000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,15,1482,24.725000,24.725000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,16,1578,26.326000,26.326000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,17,1674,27.928000,27.928000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,18,1770,29.529000,29.529000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,19,1866,31.131000,31.131000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,20,1962,32.733000,32.733000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,21,2058,34.334000,34.334000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,22,2154,35.936000,35.936000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,23,2340,39.039000,39.039000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,24,2436,40.641000,40.641000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,25,2532,42.242000,42.242000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,26,2628,43.844000,43.844000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,27,2724,45.445000,45.445000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,28,2820,47.047000,47.047000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,29,2916,48.649000,48.649000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s1416,30,3012,50.250000,50.250000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s2742,0,0,0.000000,0.000000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s2742,1,96,1.602000,1.602000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s2742,2,192,3.203000,3.203000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s2742,3,288,4.805000,4.805000,EXACT_BY_CONSTRUCTION,0.0000,1
XCaGht2GmPg_s2742,4,384,6.406000,6.406000,EXACT_BY_CONSTRUCTION,0.0000,1
