game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400408,111,white,2493,2678,185,6.166666666666667,,371.9,31.78,6,1,2514.0,0,,
22400408,330,green,4659,4796,138,2.3,,448.1,,0,1,4665.0,0,,
22400408,439,green,5301,5390,89,2.966666666666667,45315.8,322.1,,0,0,,0,,
22400408,462,white,5397,5567,170,5.666666666666667,,258.3,26.38,1,0,,0,,
22400408,717,green,6717,6806,89,2.966666666666667,,398.4,,0,1,6723.0,0,,
22400408,902,green,7875,8069,194,6.466666666666667,,520.7,,0,0,,0,,
22400408,1017,green,8718,8810,92,3.066666666666667,,583.2,,0,0,,0,,
22400408,1073,white,9003,9107,104,3.466666666666667,22993.0,531.6,,0,0,,0,,
22400408,1213,white,9708,10019,311,10.366666666666667,153409.6,511.5,,0,0,,0,,
22400408,1344,white,10617,10778,161,5.366666666666666,242087.6,200.0,,0,1,10710.0,0,,
22400408,1454,green,12090,12167,77,2.566666666666667,214306.0,326.8,,0,0,,0,,
