B,543,0,1,green,,,,,,
B,543,1,2,green,36,654,850,1533,,
B,543,2,3,green,79.2021,1241.06,521.86,1651.99,,
B,543,3,4,green,-14,1669,534,1930,,
B,543,4,5,green,-15,194,486,597,,
B,543,5,6,white,,,,,,
B,543,6,7,white,,,,,,
B,543,7,8,white,,,,,,
B,543,8,9,white,,,,,,
B,543,9,10,white,,,,,,
B,543,10,0,referee,,,,,,
B,543,0,1,green,,,,,,
B,543,1,2,green,36,654,850,1533,,
B,543,2,3,green,79.2021,1241.06,521.86,1651.99,,
B,543,3,4,green,-14,1669,534,1930,,
B,543,4,5,green,-15,194,486,597,,
B,543,5,6,white,,,,,,
B,543,6,7,white,,,,,,
B,543,7,8,white,,,,,,
B,543,8,9,white,,,,,,
B,543,9,10,white,,,,,,
B,543,10,0,referee,,,,,,
B,543,0,1,green,,,,,,
B,543,1,2,green,36,654,850,1533,,
B,543,2,3,green,79.2021,1241.06,521.86,1651.99,,
B,543,3,4,green,-14,1669,534,1930,,
B,543,4,5,green,-15,194,486,597,,
B,543,5,6,white,,,,,,
B,543,6,7,white,,,,,,
B,543,7,8,white,,,,,,
B,543,8,9,white,,,,,,
B,543,9,10,white,,,,,,
B,543,10,0,referee,,,,,,
B,543,0,1,green,,,,,,
B,543,1,2,green,36,654,850,1533,,
B,543,2,3,green,79.2021,1241.06,521.86,1651.99,,
B,543,3,4,green,-14,1669,534,1930,,
B,543,4,5,green,-15,194,486,597,,
B,543,5,6,white,,,,,,
B,543,6,7,white,,,,,,
B,543,7,8,white,,,,,,
B,543,8,9,white,,,,,,
B,543,9,10,white,,,,,,
B,543,10,0,referee,,,,,,
M,543,-0.548039693248,-6.88857898132,3072.74101539,-0.0349305744088,-0.341375654148,150.057159779,-0.00026442723284,-0.00221579713866,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,543,0,1,green,,,,,,
P,543,1,2,green,21,702,847,1557,3323,598
P,543,2,3,green,95.7254,1204.07,538.383,1615,,
P,543,3,4,green,-12,1368,541,1902,2603,581
P,543,4,5,green,-15,184,487,583,2916,685
P,543,5,6,white,,,,,,
P,543,6,7,white,,,,,,
P,543,7,8,white,,,,,,
P,543,8,9,white,,,,,,
P,543,9,10,white,,,,,,
P,543,10,0,referee,,,,,,
M,543,-0.548039693248,-6.88857898132,3072.74101539,-0.0349305744088,-0.341375654148,150.057159779,-0.00026442723284,-0.00221579713866,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,543,0,1,green,,,,,,
P,543,1,2,green,21,702,847,1557,3323,598
P,543,2,3,green,95.7254,1204.07,538.383,1615,,
P,543,3,4,green,-12,1368,541,1902,2603,581
P,543,4,5,green,-15,184,487,583,2916,685
P,543,5,6,white,,,,,,
P,543,6,7,white,,,,,,
P,543,7,8,white,,,,,,
P,543,8,9,white,,,,,,
P,543,9,10,white,,,,,,
P,543,10,0,referee,,,,,,
M,543,-0.548039693248,-6.88857898132,3072.74101539,-0.0349305744088,-0.341375654148,150.057159779,-0.00026442723284,-0.00221579713866,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,543,0,1,green,,,,,,
P,543,1,2,green,21,702,847,1557,3323,598
P,543,2,3,green,95.7254,1204.07,538.383,1615,,
P,543,3,4,green,-12,1368,541,1902,2603,581
P,543,4,5,green,-15,184,487,583,2916,685
P,543,5,6,white,,,,,,
P,543,6,7,white,,,,,,
P,543,7,8,white,,,,,,
P,543,8,9,white,,,,,,
P,543,9,10,white,,,,,,
P,543,10,0,referee,,,,,,
M,543,-0.548039693248,-6.88857898132,3072.74101539,-0.0349305744088,-0.341375654148,150.057159779,-0.00026442723284,-0.00221579713866,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,543,0,1,green,,,,,,
P,543,1,2,green,21,702,847,1557,3323,598
P,543,2,3,green,95.7254,1204.07,538.383,1615,,
P,543,3,4,green,-12,1368,541,1902,2603,581
P,543,4,5,green,-15,184,487,583,2916,685
P,543,5,6,white,,,,,,
P,543,6,7,white,,,,,,
P,543,7,8,white,,,,,,
P,543,8,9,white,,,,,,
P,543,9,10,white,,,,,,
P,543,10,0,referee,,,,,,
B,546,0,1,green,,,,,,
B,546,1,2,green,21,702,847,1557,,
B,546,2,3,green,95.7254,1204.07,538.383,1615,,
B,546,3,4,green,-12,1368,541,1902,,
B,546,4,5,green,-15,184,487,583,,
B,546,5,6,white,,,,,,
B,546,6,7,white,,,,,,
B,546,7,8,white,,,,,,
B,546,8,9,white,,,,,,
B,546,9,10,white,,,,,,
B,546,10,0,referee,,,,,,
B,546,0,1,green,,,,,,
B,546,1,2,green,21,702,847,1557,,
B,546,2,3,green,95.7254,1204.07,538.383,1615,,
B,546,3,4,green,-12,1368,541,1902,,
B,546,4,5,green,-15,184,487,583,,
B,546,5,6,white,,,,,,
B,546,6,7,white,,,,,,
B,546,7,8,white,,,,,,
B,546,8,9,white,,,,,,
B,546,9,10,white,,,,,,
B,546,10,0,referee,,,,,,
B,546,0,1,green,,,,,,
B,546,1,2,green,21,702,847,1557,,
B,546,2,3,green,95.7254,1204.07,538.383,1615,,
B,546,3,4,green,-12,1368,541,1902,,
B,546,4,5,green,-15,184,487,583,,
B,546,5,6,white,,,,,,
B,546,6,7,white,,,,,,
B,546,7,8,white,,,,,,
B,546,8,9,white,,,,,,
B,546,9,10,white,,,,,,
B,546,10,0,referee,,,,,,
B,546,0,1,green,,,,,,
B,546,1,2,green,21,702,847,1557,,
B,546,2,3,green,95.7254,1204.07,538.383,1615,,
