B,1935,0,1,green,348,1036,616,1249,,
B,1935,1,2,green,658.459,-1070,897.223,-954.851,,
B,1935,2,3,green,273.11,831.098,580.206,970.241,,
B,1935,3,4,green,302,993,528,1119,,
B,1935,4,5,green,417,713,658,884,,
B,1935,5,6,white,138,1617,384,1746,,
B,1935,6,7,white,196,870,358,972,,
B,1935,7,8,white,217,1446,403,1608,,
B,1935,8,9,white,124,1177,207,1252,,
B,1935,9,10,white,268,813,505,918,,
B,1935,10,0,referee,,,,,,
B,1935,0,1,green,348,1036,616,1249,,
B,1935,1,2,green,658.459,-1070,897.223,-954.851,,
B,1935,2,3,green,273.11,831.098,580.206,970.241,,
B,1935,3,4,green,302,993,528,1119,,
B,1935,4,5,green,417,713,658,884,,
B,1935,5,6,white,138,1617,384,1746,,
B,1935,6,7,white,196,870,358,972,,
B,1935,7,8,white,217,1446,403,1608,,
B,1935,8,9,white,124,1177,207,1252,,
B,1935,9,10,white,268,813,505,918,,
B,1935,10,0,referee,,,,,,
B,1935,0,1,green,348,1036,616,1249,,
B,1935,1,2,green,658.459,-1070,897.223,-954.851,,
B,1935,2,3,green,273.11,831.098,580.206,970.241,,
B,1935,3,4,green,302,993,528,1119,,
B,1935,4,5,green,417,713,658,884,,
B,1935,5,6,white,138,1617,384,1746,,
B,1935,6,7,white,196,870,358,972,,
B,1935,7,8,white,217,1446,403,1608,,
B,1935,8,9,white,124,1177,207,1252,,
B,1935,9,10,white,268,813,505,918,,
B,1935,10,0,referee,,,,,,
B,1935,0,1,green,348,1036,616,1249,,
B,1935,1,2,green,658.459,-1070,897.223,-954.851,,
B,1935,2,3,green,273.11,831.098,580.206,970.241,,
B,1935,3,4,green,302,993,528,1119,,
B,1935,4,5,green,417,713,658,884,,
B,1935,5,6,white,138,1617,384,1746,,
B,1935,6,7,white,196,870,358,972,,
B,1935,7,8,white,217,1446,403,1608,,
B,1935,8,9,white,124,1177,207,1252,,
B,1935,9,10,white,268,813,505,918,,
B,1935,10,0,referee,,,,,,
M,1935,-0.517653362452,-1.57300860066,1727.69472219,0.00785161734533,-0.0369080464556,38.8384990021,-0.000268163337716,-0.000958674181154,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,1935,0,1,green,369,1137,640,1320,1281,1443
P,1935,1,2,green,679.674,-1213.46,918.438,-1098.31,,
P,1935,2,3,green,267.653,840.419,574.749,979.562,,
P,1935,3,4,green,302,993,528,1119,1343,540
P,1935,4,5,green,420,730,652,888,1540,502
P,1935,5,6,white,132,1617,379,1743,,
P,1935,6,7,white,273,831,487,942,1379,286
P,1935,7,8,white,201,1453,403,1639,1088,767
P,1935,8,9,white,123,1176,205,1251,1236,236
P,1935,9,10,white,266,786,445,883,845,1679
P,1935,10,0,referee,,,,,,
M,1935,-0.517653362452,-1.57300860066,1727.69472219,0.00785161734533,-0.0369080464556,38.8384990021,-0.000268163337716,-0.000958674181154,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,1935,0,1,green,369,1137,640,1320,1281,1443
P,1935,1,2,green,679.674,-1213.46,918.438,-1098.31,,
P,1935,2,3,green,267.653,840.419,574.749,979.562,,
P,1935,3,4,green,302,993,528,1119,1343,540
P,1935,4,5,green,420,730,652,888,1540,502
P,1935,5,6,white,132,1617,379,1743,,
P,1935,6,7,white,273,831,487,942,1379,286
P,1935,7,8,white,201,1453,403,1639,1088,767
P,1935,8,9,white,123,1176,205,1251,1236,236
P,1935,9,10,white,266,786,445,883,845,1679
P,1935,10,0,referee,,,,,,
M,1935,-0.517653362452,-1.57300860066,1727.69472219,0.00785161734533,-0.0369080464556,38.8384990021,-0.000268163337716,-0.000958674181154,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,1935,0,1,green,369,1137,640,1320,1281,1443
P,1935,1,2,green,679.674,-1213.46,918.438,-1098.31,,
P,1935,2,3,green,267.653,840.419,574.749,979.562,,
P,1935,3,4,green,302,993,528,1119,1343,540
P,1935,4,5,green,420,730,652,888,1540,502
P,1935,5,6,white,132,1617,379,1743,,
P,1935,6,7,white,273,831,487,942,1379,286
P,1935,7,8,white,201,1453,403,1639,1088,767
P,1935,8,9,white,123,1176,205,1251,1236,236
P,1935,9,10,white,266,786,445,883,845,1679
P,1935,10,0,referee,,,,,,
M,1935,-0.517653362452,-1.57300860066,1727.69472219,0.00785161734533,-0.0369080464556,38.8384990021,-0.000268163337716,-0.000958674181154,1,2.33154178404,4.68057013146,-2654.15139184,-0.0675986738465,9.5145133439,-395.908533051,1.07158254698e-06,0.00279979264174,1,1920,1020,3404,1711
P,1935,0,1,green,369,1137,640,1320,1281,1443
P,1935,1,2,green,679.674,-1213.46,918.438,-1098.31,,
P,1935,2,3,green,267.653,840.419,574.749,979.562,,
P,1935,3,4,green,302,993,528,1119,1343,540
P,1935,4,5,green,420,730,652,888,1540,502
P,1935,5,6,white,132,1617,379,1743,,
P,1935,6,7,white,273,831,487,942,1379,286
P,1935,7,8,white,201,1453,403,1639,1088,767
P,1935,8,9,white,123,1176,205,1251,1236,236
P,1935,9,10,white,266,786,445,883,845,1679
