B,6925,0,1,green,7.76158,991.882,168.809,1088.78,,
B,6925,1,2,green,383.083,1200.44,540.929,1300.5,,
B,6925,2,3,green,75.0435,238.87,256.957,342.13,,
B,6925,3,4,green,-21.652,1315.92,104.663,1393.04,,
B,6925,4,5,green,283,1165,458,1287,,
B,6925,5,6,white,112,779,243,877,,
B,6925,6,7,white,276,622,407,701,,
B,6925,7,8,white,166.317,181.283,352.825,300.789,,
B,6925,8,9,white,369.363,6319.47,566.495,6437.79,,
B,6925,9,10,white,255.188,582.498,431.567,680.072,,
B,6925,10,0,referee,,,,,,
B,6925,0,1,green,7.76158,991.882,168.809,1088.78,,
B,6925,1,2,green,383.083,1200.44,540.929,1300.5,,
B,6925,2,3,green,75.0435,238.87,256.957,342.13,,
B,6925,3,4,green,-21.652,1315.92,104.663,1393.04,,
B,6925,4,5,green,283,1165,458,1287,,
B,6925,5,6,white,112,779,243,877,,
B,6925,6,7,white,276,622,407,701,,
B,6925,7,8,white,166.317,181.283,352.825,300.789,,
B,6925,8,9,white,369.363,6319.47,566.495,6437.79,,
B,6925,9,10,white,255.188,582.498,431.567,680.072,,
B,6925,10,0,referee,,,,,,
B,6925,0,1,green,7.76158,991.882,168.809,1088.78,,
B,6925,1,2,green,383.083,1200.44,540.929,1300.5,,
B,6925,2,3,green,75.0435,238.87,256.957,342.13,,
B,6925,3,4,green,-21.652,1315.92,104.663,1393.04,,
B,6925,4,5,green,283,1165,458,1287,,
B,6925,5,6,white,112,779,243,877,,
B,6925,6,7,white,276,622,407,701,,
B,6925,7,8,white,166.317,181.283,352.825,300.789,,
B,6925,8,9,white,369.363,6319.47,566.495,6437.79,,
B,6925,9,10,white,255.188,582.498,431.567,680.072,,
B,6925,10,0,referee,,,,,,
B,6925,0,1,green,7.76158,991.882,168.809,1088.78,,
B,6925,1,2,green,383.083,1200.44,540.929,1300.5,,
B,6925,2,3,green,75.0435,238.87,256.957,342.13,,
B,6925,3,4,green,-21.652,1315.92,104.663,1393.04,,
B,6925,4,5,green,283,1165,458,1287,,
B,6925,5,6,white,112,779,243,877,,
B,6925,6,7,white,276,622,407,701,,
B,6925,7,8,white,166.317,181.283,352.825,300.789,,
B,6925,8,9,white,369.363,6319.47,566.495,6437.79,,
B,6925,9,10,white,255.188,582.498,431.567,680.072,,
B,6925,10,0,referee,,,,,,
M,6925,-4.57048917043,5.47361104784,541.78198313,-0.401218987344,-0.0224773499196,262.552981169,-0.00318141302707,0.00163554040742,1,0.0334660163552,-0.0338732224974,-446.469261093,0.364793890068,2.16201015133,-807.030507146,0.00076617930481,0.0128288300224,-2.78334971049,1280,660,3404,1711
P,6925,0,1,green,35,1000,188,1083,727,91
P,6925,1,2,green,481.117,1297.89,638.962,1397.96,793,254
P,6925,2,3,green,79.4621,249.102,261.375,352.363,,
P,6925,3,4,green,-23.0041,1341.84,103.311,1418.96,,
P,6925,4,5,green,378.489,1218.03,545.51,1330.6,985,376
P,6925,5,6,white,108,795,243,888,502,125
P,6925,6,7,white,284,634,425,712,230,272
P,6925,7,8,white,170.514,184.236,357.021,303.742,,
P,6925,8,9,white,359,743,516,827,351,356
P,6925,9,10,white,258.206,598.498,434.585,696.073,,
P,6925,10,0,referee,,,,,,
M,6925,-4.57048917043,5.47361104784,541.78198313,-0.401218987344,-0.0224773499196,262.552981169,-0.00318141302707,0.00163554040742,1,0.0334660163552,-0.0338732224974,-446.469261093,0.364793890068,2.16201015133,-807.030507146,0.00076617930481,0.0128288300224,-2.78334971049,1280,660,3404,1711
P,6925,0,1,green,35,1000,188,1083,727,91
P,6925,1,2,green,481.117,1297.89,638.962,1397.96,793,254
P,6925,2,3,green,79.4621,249.102,261.375,352.363,,
P,6925,3,4,green,-23.0041,1341.84,103.311,1418.96,,
P,6925,4,5,green,378.489,1218.03,545.51,1330.6,985,376
P,6925,5,6,white,108,795,243,888,502,125
P,6925,6,7,white,284,634,425,712,230,272
P,6925,7,8,white,170.514,184.236,357.021,303.742,,
P,6925,8,9,white,359,743,516,827,351,356
P,6925,9,10,white,258.206,598.498,434.585,696.073,,
P,6925,10,0,referee,,,,,,
M,6925,-4.57048917043,5.47361104784,541.78198313,-0.401218987344,-0.0224773499196,262.552981169,-0.00318141302707,0.00163554040742,1,0.0334660163552,-0.0338732224974,-446.469261093,0.364793890068,2.16201015133,-807.030507146,0.00076617930481,0.0128288300224,-2.78334971049,1280,660,3404,1711
P,6925,0,1,green,35,1000,188,1083,727,91
P,6925,1,2,green,481.117,1297.89,638.962,1397.96,793,254
P,6925,2,3,green,79.4621,249.102,261.375,352.363,,
P,6925,3,4,green,-23.0041,1341.84,103.311,1418.96,,
P,6925,4,5,green,378.489,1218.03,545.51,1330.6,985,376
P,6925,5,6,white,108,795,243,888,502,125
P,6925,6,7,white,284,634,425,712,230,272
P,6925,7,8,white,170.514,184.236,357.021,303.742,,
P,6925,8,9,white,359,743,516,827,351,356
P,6925,9,10,white,258.206,598.498,434.585,696.073,,
P,6925,10,0,referee,,,,,,
M,6925,-4.57048917043,5.47361104784,541.78198313,-0.401218987344,-0.0224773499196,262.552981169,-0.00318141302707,0.00163554040742,1,0.0334660163552,-0.0338732224974,-446.469261093,0.364793890068,2.16201015133,-807.030507146,0.00076617930481,0.0128288300224,-2.78334971049,1280,660,3404,1711
P,6925,0,1,green,35,1000,188,1083,727,91
P,6925,1,2,green,481.117,1297.89,638.962,1397.96,793,254
P,6925,2,3,green,79.4621,249.102,261.375,352.363,,
P,6925,3,4,green,-23.0041,1341.84,103.311,1418.96,,
P,6925,4,5,green,378.489,1218.03,545.51,1330.6,985,376
P,6925,5,6,white,108,795,243,888,502,125
P,6925,6,7,white,284,634,425,712,230,272
P,6925,7,8,white,170.514,184.236,357.021,303.742,,
P,6925,8,9,white,359,743,516,827,351,356
P,6925,9,10,white,258.206,598.498,434.585,696.073,,
P,6925,10,0,referee,,,,,,
B,6931,0,1,green,35,1000,188,1083,,
B,6931,1,2,green,481.117,1297.89,638.962,1397.96,,
B,6931,2,3,green,79.4621,249.102,261.375,352.363,,
B,6931,3,4,green,-23.0041,1341.84,103.311,1418.96,,
B,6931,4,5,green,378.489,1218.03,545.51,1330.6,,
B,6931,5,6,white,108,795,243,888,,
B,6931,6,7,white,284,634,425,712,,
B,6931,7,8,white,170.514,184.236,357.021,303.742,,
B,6931,8,9,white,359,743,516,827,,
B,6931,9,10,white,258.206,598.498,434.585,696.073,,
B,6931,10,0,referee,,,,,,
B,6931,0,1,green,35,1000,188,1083,,
B,6931,1,2,green,481.117,1297.89,638.962,1397.96,,
B,6931,2,3,green,79.4621,249.102,261.375,352.363,,
B,6931,3,4,green,-23.0041,1341.84,103.311,1418.96,,
B,6931,4,5,green,378.489,1218.03,545.51,1330.6,,
B,6931,5,6,white,108,795,243,888,,
B,6931,6,7,white,284,634,425,712,,
B,6931,7,8,white,170.514,184.236,357.021,303.742,,
B,6931,8,9,white,359,743,516,827,,
B,6931,9,10,white,258.206,598.498,434.585,696.073,,
B,6931,10,0,referee,,,,,,
B,6931,0,1,green,35,1000,188,1083,,
B,6931,1,2,green,481.117,1297.89,638.962,1397.96,,
B,6931,2,3,green,79.4621,249.102,261.375,352.363,,
B,6931,3,4,green,-23.0041,1341.84,103.311,1418.96,,
B,6931,4,5,green,378.489,1218.03,545.51,1330.6,,
B,6931,5,6,white,108,795,243,888,,
B,6931,6,7,white,284,634,425,712,,
B,6931,7,8,white,170.514,184.236,357.021,303.742,,
B,6931,8,9,white,359,743,516,827,,
B,6931,9,10,white,258.206,598.498,434.585,696.073,,
B,6931,10,0,referee,,,,,,
B,6931,0,1,green,35,1000,188,1083,,
B,6931,1,2,green,481.117,1297.89,638.962,1397.96,,
B,6931,2,3,green,79.4621,249.102,261.375,352.363,,
B,6931,3,4,green,-23.0041,1341.84,103.311,1418.96,,
B,6931,4,5,green,378.489,1218.03,545.51,1330.6,,
B,6931,5,6,white,108,795,243,888,,
B,6931,6,7,white,284,634,425,712,,
B,6931,7,8,white,170.514,184.236,357.021,303.742,,
B,6931,8,9,white,359,743,516,827,,
B,6931,9,10,white,258.206,598.498,434.585,696.073,,
B,6931,10,0,referee,,,,,,
M,6931,-4.57048917043,5.47361104784,541.78198313,-0.401218987344,-0.0224773499196,262.552981169,-0.00318141302707,0.00163554040742,1,0.0334660163552,-0.0338732224974,-446.469261093,0.364793890068,2.16201015133,-807.030507146,0.00076617930481,0.0128288300224,-2.78334971049,1280,660,3404,1711
P,6931,0,1,green,37,1000,190,1076,724,92
P,6931,1,2,green,579.151,1395.35,736.996,1495.41,,
P,6931,2,3,green,238,1014,410,1112,735,250
