frame,track_id,cls,x,y,calibration_provenance,projection_status,projection_rejection_reason,raw_projected_x_ft,raw_projected_y_ft,coordinate_space,observation,calibration,source_fps,source_height,source_duration
0,1,player,681.6112060546875,700.3287353515625,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,2,player,526.1428833007812,469.4873046875,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,3,player,410.58697509765625,564.089111328125,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,4,player,450.6672668457031,339.55877685546875,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,5,player,656.7024536132812,367.0318603515625,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,6,player,975.5411376953125,288.3066101074219,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,7,player,379.19354248046875,382.2472229003906,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,8,player,862.4134521484375,334.6097106933594,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,9,player,305.3841552734375,445.90118408203125,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,10,player,617.4521484375,328.3926696777344,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,11,player,811.114990234375,301.30224609375,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,12,player,137.80416870117188,328.72674560546875,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,13,player,494.2048034667969,326.29010009765625,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,14,player,573.6342163085938,677.2766723632812,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,15,player,251.59397888183594,529.46435546875,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,16,player,515.4083404541016,669.551025390625,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,17,player,492.88739013671875,675.0465087890625,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,18,player,454.3516845703125,645.4337158203125,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,19,player,340.9061279296875,261.62982177734375,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,20,player,433.90899658203125,679.0577392578125,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,21,player,1122.6785888671875,229.1921844482422,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,22,player,18.99897003173828,405.0301513671875,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
0,23,player,82.88333892822266,360.4076843261719,unavailable,not_projected,calibration_unavailable,,,image_px,observed,none,30.0,720,124.3
