state_id,cluster_id,timestamp,raw_checkpoint_count,path_evaluation_count,static_loss_sum,score_loss_sum,conditional_loss_sum,split_ids
401809243:1,401809243,2025-10-21,1,7,0.1760256179330648,0.36150908860488035,0.283134526351193,0|1|2|3|4|5|6
401810075:2,401810075,2025-11-12,1,7,0.4264760052810379,0.5903018217590325,0.7122329630726764,0|1|2|3|4|5|6
401810075:3,401810075,2025-11-12,1,7,0.4264760052810379,0.013917420639854947,0.026149477174816076,0|1|2|3|4|5|6
401810076:1,401810076,2025-11-12,1,7,0.169152334259659,0.1866980015540252,0.12777818553414053,0|1|2|3|4|5|6
401810076:2,401810076,2025-11-12,1,7,0.169152334259659,0.021732478418567076,0.012980987556011939,0|1|2|3|4|5|6
401810076:3,401810076,2025-11-12,1,7,0.169152334259659,0.0003623775187479225,0.000207643762999644,0|1|2|3|4|5|6
401810077:1,401810077,2025-11-12,1,7,0.18206884933364006,0.02321095708918745,0.013891079125932296,0|1|2|3|4|5|6
401810077:2,401810077,2025-11-12,1,7,0.18206884933364006,1.606775328524525e-07,6.226775005158317e-08,0|1|2|3|4|5|6
401810077:3,401810077,2025-11-12,1,7,0.18206884933364006,2.3244966162937516e-15,8.44724377055763e-16,0|1|2|3|4|5|6
401810078:1,401810078,2025-11-12,1,7,0.14833721026639848,0.15899657123987532,0.09317914218815058,0|1|2|3|4|5|6
401810078:2,401810078,2025-11-12,1,7,0.14833721026639848,0.0003268743009542668,0.00011491451893225156,0|1|2|3|4|5|6
401810078:3,401810078,2025-11-12,1,7,0.14833721026639848,4.447435581919035e-16,8.56416363251366e-17,0|1|2|3|4|5|6
401810079:1,401810079,2025-11-12,1,7,0.22135532075220862,0.13404767417557015,0.11726949421147734,0|1|2|3|4|5|6
401810079:2,401810079,2025-11-12,1,7,0.22135532075220862,0.4896993140797036,0.46377666364677567,0|1|2|3|4|5|6
401810079:3,401810079,2025-11-12,1,7,0.22135532075220862,7.894566071240843e-05,6.498104151036827e-05,0|1|2|3|4|5|6
401810080:1,401810080,2025-11-13,1,7,0.28015207531268443,0.28524285386816967,0.31276758140219313,0|1|2|3|4|5|6
401810080:2,401810080,2025-11-13,1,7,0.28015207531268443,0.007503879719688361,0.009067961965437327,0|1|2|3|4|5|6
401810080:3,401810080,2025-11-13,1,7,0.28015207531268443,0.05263598019402433,0.0579595502038733,0|1|2|3|4|5|6
401810081:1,401810081,2025-11-13,1,7,0.14409994916210883,0.06096123712447947,0.02936274922470476,0|1|2|3|4|5|6
401810081:2,401810081,2025-11-13,1,7,0.14409994916210883,0.0008804999493207779,0.0003182474410501239,0|1|2|3|4|5|6
401810081:3,401810081,2025-11-13,1,7,0.14409994916210883,3.1194201062758885e-07,1.0470783750925354e-07,0|1|2|3|4|5|6
401810082:1,401810082,2025-11-13,1,7,0.13401306498431798,0.04871253480476694,0.02060256306960038,0|1|2|3|4|5|6
401810082:2,401810082,2025-11-13,1,7,0.13401306498431798,0.007503879719688361,0.002977523675185133,0|1|2|3|4|5|6
401810082:3,401810082,2025-11-13,1,7,0.13401306498431798,0.25,0.18639278535802187,0|1|2|3|4|5|6
401809781:1,401809781,2025-11-14,1,7,0.17247764485790176,0.36150908860488035,0.27917233585036383,0|1|2|3|4|5|6
401809781:2,401809781,2025-11-14,1,7,0.17247764485790176,0.021732478418567076,0.01330355960813007,0|1|2|3|4|5|6
401809781:3,401809781,2025-11-14,1,7,0.17247764485790176,0.03498074411667625,0.025493448189128937,0|1|2|3|4|5|6
401809782:1,401809782,2025-11-14,1,7,0.1350610651595555,0.6072942080227134,0.4664157992247449,0|1|2|3|4|5|6
401809782:2,401809782,2025-11-14,1,7,0.1350610651595555,0.43877577706650955,0.3261861695223865,0|1|2|3|4|5|6
401809782:3,401809782,2025-11-14,1,7,0.1350610651595555,0.451099425492723,0.3700022955920074,0|1|2|3|4|5|6
401809783:1,401809783,2025-11-14,1,7,0.18165928926496203,0.21708021855804113,0.1620834736934876,0|1|2|3|4|5|6
401809783:2,401809783,2025-11-14,1,7,0.18165928926496203,0.02989070766017387,0.019977546725659347,0|1|2|3|4|5|6
401809783:3,401809783,2025-11-14,1,7,0.18165928926496203,0.38006989857038176,0.3370195651789435,0|1|2|3|4|5|6
401809784:1,401809784,2025-11-14,1,7,0.21227181814528354,0.04871253480476694,0.038615880743436914,0|1|2|3|4|5|6
401809784:2,401809784,2025-11-14,1,7,0.21227181814528354,0.02989070766017387,0.02427730391263832,0|1|2|3|4|5|6
401809784:3,401809784,2025-11-14,1,7,0.21227181814528354,0.0003623775187479246,0.0002854285002897944,0|1|2|3|4|5|6
401809785:1,401809785,2025-11-14,1,7,0.3692737838937183,0.21708021855804113,0.31373055588280835,0|1|2|3|4|5|6
401809785:2,401809785,2025-11-14,1,7,0.3692737838937183,0.6384000179860677,0.7201325920787031,0|1|2|3|4|5|6
401809785:3,401809785,2025-11-14,1,7,0.3692737838937183,0.05263598019402433,0.07453276603901748,0|1|2|3|4|5|6
401809786:1,401809786,2025-11-14,1,7,0.1318182467780422,0.11185468757176911,0.05405294088590434,0|1|2|3|4|5|6
401809786:2,401809786,2025-11-14,1,7,0.1318182467780422,0.25,0.1616407800163985,0|1|2|3|4|5|6
401809786:3,401809786,2025-11-14,1,7,0.1318182467780422,0.19458061345051372,0.1392067264456231,0|1|2|3|4|5|6
401809787:1,401809787,2025-11-14,1,7,0.14478355036862328,0.038487851558991364,0.017393371855386128,0|1|2|3|4|5|6
401809787:2,401809787,2025-11-14,1,7,0.14478355036862328,0.007503879719688361,0.003310803274668554,0|1|2|3|4|5|6
401809787:3,401809787,2025-11-14,1,7,0.14478355036862328,1.4671815292568941e-05,5.850546583100918e-06,0|1|2|3|4|5|6
401809788:1,401809788,2025-11-14,1,7,0.15867321857930675,0.15899657123987532,0.09973723825827473,0|1|2|3|4|5|6
401809788:2,401809788,2025-11-14,1,7,0.15867321857930675,0.0536797839643997,0.03245108940498607,0|1|2|3|4|5|6
401809788:3,401809788,2025-11-14,1,7,0.15867321857930675,0.02245780928864816,0.014852133623378469,0|1|2|3|4|5|6
401809789:1,401809789,2025-11-14,1,7,0.4264760052810379,0.3225267186383634,0.4837928876430172,0|1|2|3|4|5|6
401809789:2,401809789,2025-11-14,1,7,0.4264760052810379,0.1739088890099055,0.27833303552048455,0|1|2|3|4|5|6
401809789:3,401809789,2025-11-14,1,7,0.4264760052810379,0.38006989857038176,0.4746892848176641,0|1|2|3|4|5|6
401810083:1,401810083,2025-11-15,1,7,0.13251805501427993,0.4017972411253189,0.26611171026575536,0|1|2|3|4|5|6
401810083:2,401810083,2025-11-15,1,7,0.13251805501427993,0.5903018217590325,0.4710940413925012,0|1|2|3|4|5|6
401810083:3,401810083,2025-11-15,1,7,0.10828535481912509,0.7779731845173766,0.6925692756036603,0|7|8|9|10|11|12
401810084:1,401810084,2025-11-15,1,7,0.17324193986165212,0.25,0.1825092560115728,0|1|2|3|4|5|6
401810084:2,401810084,2025-11-15,1,7,0.17324193986165212,0.1418713333095474,0.10327435759304814,0|1|2|3|4|5|6
401810084:3,401810084,2025-11-15,1,7,0.18264180148312628,3.472137133667609e-05,2.0591360444751754e-05,0|7|8|9|10|11|12
401810085:1,401810085,2025-11-15,1,7,0.13655351501597993,0.15899657123987532,0.08579054182451917,0|1|2|3|4|5|6
401810085:2,401810085,2025-11-15,1,7,0.13655351501597993,0.02989070766017387,0.01426534461589142,0|1|2|3|4|5|6
401810085:3,401810085,2025-11-15,1,7,0.11293447294341853,7.894566071240843e-05,2.4216563731166806e-05,0|7|8|9|10|11|12
401810086:1,401810086,2025-11-15,1,7,0.14634444722139844,0.02321095708918745,0.009956202915165314,0|1|2|3|4|5|6
401810086:2,401810086,2025-11-15,1,7,0.14634444722139844,3.3897281957865085e-07,7.673203838883865e-08,0|1|2|3|4|5|6
401810086:3,401810086,2025-11-15,1,7,0.16965963517545823,2.3209490858198446e-06,1.128433211315114e-06,0|7|8|9|10|11|12
401810087:1,401810087,2025-11-15,1,7,0.23467779054688442,0.3225267186383634,0.3074436553183964,0|1|2|3|4|5|6
401810087:2,401810087,2025-11-15,1,7,0.23467779054688442,0.4896993140797036,0.47599108604547524,0|1|2|3|4|5|6
401810087:3,401810087,2025-11-15,1,7,0.22437743598293866,0.19458061345051367,0.18322456706497642,0|7|8|9|10|11|12
401810088:1,401810088,2025-11-16,1,7,0.21135071334818864,0.0754465036602814,0.06071378235451251,0|7|8|9|10|11|12
401810088:2,401810088,2025-11-16,1,7,0.21135071334818864,0.005075644875152176,0.0038569480139524124,0|7|8|9|10|11|12
401810088:3,401810088,2025-11-16,1,7,0.21135071334818864,0.05263598019402433,0.04596553796417877,0|7|8|9|10|11|12
401810089:1,401810089,2025-11-16,1,7,0.07908185366666573,0.02321095708918745,0.004014731386848333,0|7|8|9|10|11|12
401810089:2,401810089,2025-11-16,1,7,0.07908185366666573,0.04040124704027289,0.01126095332738777,0|7|8|9|10|11|12
401810089:3,401810089,2025-11-16,1,7,0.07908185366666573,0.00479406100517558,0.0014652896623314968,0|7|8|9|10|11|12
401810090:1,401810090,2025-11-16,1,7,0.24555614862957031,0.25,0.2461217744442544,0|7|8|9|10|11|12
401810090:2,401810090,2025-11-16,1,7,0.24555614862957031,0.021732478418567076,0.02123640298800304,0|7|8|9|10|11|12
401810090:3,401810090,2025-11-16,1,7,0.24555614862957031,0.004794061005175573,0.004697834541109574,0|7|8|9|10|11|12
401810091:1,401810091,2025-11-16,1,7,0.21399322216963806,0.5260959647134942,0.4865160616694585,0|7|8|9|10|11|12
401810091:2,401810091,2025-11-16,1,7,0.21399322216963806,0.6841121215090135,0.6553629250165086,0|7|8|9|10|11|12
401810091:3,401810091,2025-11-16,1,7,0.21399322216963806,0.451099425492723,0.42832577728957916,0|7|8|9|10|11|12
401810092:1,401810092,2025-11-16,1,7,0.2105849979139943,0.007322652409599296,0.005280872043390168,0|7|8|9|10|11|12
401810092:2,401810092,2025-11-16,1,7,0.2105849979139943,0.010891545096038863,0.008445167153848307,0|7|8|9|10|11|12
401810092:3,401810092,2025-11-16,1,7,0.2105849979139943,0.0003623775187479225,0.00028202315725006915,0|7|8|9|10|11|12
401810093:1,401810093,2025-11-16,1,7,0.39451055576333377,0.5671546469518515,0.6941124932564255,0|7|8|9|10|11|12
401810093:2,401810093,2025-11-16,1,7,0.39451055576333377,0.43877577706650955,0.5507207101085846,0|7|8|9|10|11|12
401810093:3,401810093,2025-11-16,1,7,0.39451055576333377,0.6609179466257936,0.7286318944411171,0|7|8|9|10|11|12
401810094:1,401810094,2025-11-16,1,7,0.2359630257092053,0.13404767417557015,0.12584351136557603,0|7|8|9|10|11|12
401810094:2,401810094,2025-11-16,1,7,0.2359630257092053,0.29345569362301765,0.2825098889230498,0|7|8|9|10|11|12
401810094:3,401810094,2025-11-16,1,7,0.2359630257092053,0.9923539106801132,0.9918977779375285,0|7|8|9|10|11|12
401810095:1,401810095,2025-11-16,1,7,0.3271591491279854,0.25,0.31630967034831375,0|7|8|9|10|11|12
401810095:2,401810095,2025-11-16,1,7,0.3271591491279854,0.6841121215090135,0.7358788401688854,0|7|8|9|10|11|12
401810095:3,401810095,2025-11-16,1,7,0.3271591491279854,0.5231239499772599,0.5666056092591074,0|7|8|9|10|11|12
401810096:1,401810096,2025-11-17,1,7,0.16330182009342886,0.5260959647134942,0.4235573512743697,0|7|8|9|10|11|12
401810096:2,401810096,2025-11-17,1,7,0.16330182009342886,0.1739088890099055,0.12354676261903139,0|7|8|9|10|11|12
401810096:3,401810096,2025-11-17,1,7,0.16330182009342886,0.07657778759285828,0.056450756847271126,0|7|8|9|10|11|12
401810097:1,401810097,2025-11-17,1,7,0.07150732683560324,0.11185468757176911,0.02799178455623832,0|7|8|9|10|11|12
401810097:2,401810097,2025-11-17,1,7,0.07150732683560324,0.002195748770203692,0.0002982963612174154,0|7|8|9|10|11|12
401810097:3,401810097,2025-11-17,1,7,0.07150732683560324,1.4671815292568517e-05,2.1298542421168833e-06,0|7|8|9|10|11|12
401810098:1,401810098,2025-11-17,1,7,0.26808766368308934,0.5671546469518515,0.5851250885508248,0|7|8|9|10|11|12
401810098:2,401810098,2025-11-17,1,7,0.26808766368308934,0.7268936857296328,0.7388844922741651,0|7|8|9|10|11|12
401810098:3,401810098,2025-11-17,1,7,0.26808766368308934,0.8663157449383547,0.8716420053052512,0|7|8|9|10|11|12
401810099:1,401810099,2025-11-17,1,7,0.32743070449067685,0.11185468757176911,0.15494414108117385,0|7|8|9|10|11|12
401810099:2,401810099,2025-11-17,1,7,0.32743070449067685,0.11397273198167948,0.1488576404193148,0|7|8|9|10|11|12
401810099:3,401810099,2025-11-17,1,7,0.32743070449067685,0.19458061345051372,0.22773169297035173,0|7|8|9|10|11|12
401810100:1,401810100,2025-11-17,1,7,0.27642374742669695,0.13404767417557015,0.1501568557365233,0|7|8|9|10|11|12
401810100:2,401810100,2025-11-17,1,7,0.27642374742669695,0.09012893131261515,0.10010723431760783,0|7|8|9|10|11|12
401810100:3,401810100,2025-11-17,1,7,0.27642374742669695,0.14707371273624584,0.15672274907281708,0|7|8|9|10|11|12
401810101:1,401810101,2025-11-17,1,7,0.1322713718894862,0.017711163736687404,0.006222666097923118,0|7|8|9|10|11|12
401810101:2,401810101,2025-11-17,1,7,0.1322713718894862,0.0014038163942713827,0.00045683136955354477,0|7|8|9|10|11|12
401810101:3,401810101,2025-11-17,1,7,0.1322713718894862,1.1335676603039191e-12,2.0053251365549825e-13,0|7|8|9|10|11|12
401810102:1,401810102,2025-11-17,1,7,0.09886640504987623,0.0002638938219524484,2.834802611158121e-05,0|7|8|9|10|11|12
401810102:2,401810102,2025-11-17,1,7,0.09886640504987623,0.007503879719688361,0.0019629414787255906,0|7|8|9|10|11|12
401810102:3,401810102,2025-11-17,1,7,0.09886640504987623,1.128634424672942e-08,1.6047035123272627e-09,0|7|8|9|10|11|12
401810103:1,401810103,2025-11-17,1,7,0.37389956917993467,0.1866980015540252,0.2804993027779137,0|7|8|9|10|11|12
401810103:2,401810103,2025-11-17,1,7,0.37389956917993467,0.29345569362301765,0.38413246045395966,0|7|8|9|10|11|12
401810103:3,401810103,2025-11-17,1,7,0.37389956917993467,0.004794061005175573,0.00813883846646368,0|7|8|9|10|11|12
401810104:1,401810104,2025-11-18,1,7,0.221859218813532,0.13404767417557015,0.11753664978950684,0|7|8|9|10|11|12
401810104:2,401810104,2025-11-18,1,7,0.221859218813532,0.0536797839643997,0.04685354064938344,0|7|8|9|10|11|12
401810104:3,401810104,2025-11-18,1,7,0.221859218813532,0.013917420639854959,0.012321368141935662,0|7|8|9|10|11|12
401810105:1,401810105,2025-11-18,1,7,0.08746343540868143,0.25,0.10301610470101255,0|7|8|9|10|11|12
401810105:2,401810105,2025-11-18,1,7,0.08746343540868143,0.2100246739027631,0.09859180393952557,0|7|8|9|10|11|12
401810105:3,401810105,2025-11-18,1,7,0.08746343540868143,0.07657778759285831,0.0378598876159878,0|7|8|9|10|11|12
401810106:1,401810106,2025-11-18,1,7,0.19193764240866606,0.11185468757176917,0.08237593905496876,0|7|8|9|10|11|12
401810106:2,401810106,2025-11-18,1,7,0.19193764240866606,0.007503879719688361,0.004991517083093025,0|7|8|9|10|11|12
401810106:3,401810106,2025-11-18,1,7,0.19193764240866606,0.0014228119651552439,0.0010105310648868902,0|7|8|9|10|11|12
401810107:1,401810107,2025-11-18,1,7,0.07318734432068516,0.28524285386816967,0.10778708217405322,0|7|8|9|10|11|12
401810107:2,401810107,2025-11-18,1,7,0.07318734432068516,0.1739088890099055,0.06776775623643876,0|7|8|9|10|11|12
401810107:3,401810107,2025-11-18,1,7,0.07318734432068516,0.312354761527065,0.19094189562274652,0|7|8|9|10|11|12
401810108:1,401810108,2025-11-18,1,7,0.10878461116947506,0.6072942080227134,0.42327113760215374,0|7|8|9|10|11|12
401810108:2,401810108,2025-11-18,1,7,0.10878461116947506,0.43877577706650955,0.2942740278959045,0|7|8|9|10|11|12
401810108:3,401810108,2025-11-18,1,7,0.10878461116947506,0.0026615176924436874,0.0010364531353982249,0|7|8|9|10|11|12
401810109:1,401810109,2025-11-18,1,7,0.26181016739000157,0.15899657123987532,0.16696063625929702,0|7|8|9|10|11|12
401810109:2,401810109,2025-11-18,1,7,0.26181016739000157,0.1418713333095474,0.14789028267448126,0|7|8|9|10|11|12
401810109:3,401810109,2025-11-18,1,7,0.26181016739000157,1.4671815292568941e-05,1.6056496174305334e-05,0|7|8|9|10|11|12
401810110:1,401810110,2025-11-19,1,7,0.2632349640902184,0.013354633037271472,0.014706447605248025,0|7|8|9|10|11|12
401810110:2,401810110,2025-11-19,1,7,0.2632349640902184,0.0014038163942713866,0.0015551687575484504,0|7|8|9|10|11|12
401810110:3,401810110,2025-11-19,1,7,0.2632349640902184,0.07657778759285831,0.07966052223476273,0|7|8|9|10|11|12
401810111:1,401810111,2025-11-19,1,7,0.4761028974907885,0.11185468757176911,0.2508923000939907,0|7|8|9|10|11|12
401810111:2,401810111,2025-11-19,1,7,0.4761028974907885,0.002195748770203692,0.008596211801554288,0|7|8|9|10|11|12
401810111:3,401810111,2025-11-19,1,7,0.4761028974907885,2.3209490858198446e-06,1.10564613792902e-05,0|7|8|9|10|11|12
401810112:1,401810112,2025-11-19,1,7,0.22099975766161695,0.04871253480476694,0.04083371039318571,0|7|8|9|10|11|12
401810112:2,401810112,2025-11-19,1,7,0.22099975766161695,0.11397273198167948,0.10142416775848731,0|7|8|9|10|11|12
401810112:3,401810112,2025-11-19,1,7,0.22099975766161695,0.38006989857038176,0.36242557263220754,0|7|8|9|10|11|12
401810113:1,401810113,2025-11-19,1,7,0.2418084055214749,0.11185468757176917,0.10756007134705177,0|7|8|9|10|11|12
401810113:2,401810113,2025-11-19,1,7,0.2418084055214749,0.3885551093781961,0.38161430742866725,0|7|8|9|10|11|12
401810113:3,401810113,2025-11-19,1,7,0.2418084055214749,0.0001725057830329685,0.00016362896894217107,0|7|8|9|10|11|12
401810114:1,401810114,2025-11-19,1,7,0.10813604233413494,0.11185468757176911,0.04352819533254818,0|7|8|9|10|11|12
401810114:2,401810114,2025-11-19,1,7,0.10813604233413494,1.945259029935055e-05,2.8604102286740083e-06,0|7|8|9|10|11|12
401810114:3,401810114,2025-11-19,1,7,0.10813604233413494,0.0014228119651552398,0.0005198422506842635,0|7|8|9|10|11|12
401810115:1,401810115,2025-11-19,1,7,0.140218953992578,0.4017972411253189,0.27612217278561785,0|7|8|9|10|11|12
401810115:2,401810115,2025-11-19,1,7,0.140218953992578,0.11397273198167948,0.06726228483406205,0|7|8|9|10|11|12
401810115:3,401810115,2025-11-19,1,7,0.140218953992578,0.0003623775187479225,0.00016297282957324029,0|7|8|9|10|11|12
401810116:1,401810116,2025-11-19,1,7,0.0757233730658692,0.1866980015540252,0.060333338990931004,0|7|8|9|10|11|12
401810116:2,401810116,2025-11-19,1,7,0.0757233730658692,0.04040124704027289,0.010771427020935451,0|7|8|9|10|11|12
401810116:3,401810116,2025-11-19,1,7,0.0757233730658692,0.0003623775187479246,7.801933550778671e-05,0|7|8|9|10|11|12
401810117:1,401810117,2025-11-19,1,7,0.10209704262863385,0.28524285386816967,0.13995359953731615,0|7|8|9|10|11|12
401810117:2,401810117,2025-11-19,1,7,0.10209704262863385,0.1739088890099055,0.08650153470469954,0|7|8|9|10|11|12
401810117:3,401810117,2025-11-19,1,7,0.10209704262863385,0.14707371273624584,0.08859874622310253,0|7|8|9|10|11|12
401810118:1,401810118,2025-11-19,1,7,0.3318198080570059,0.28524285386816967,0.35914888847960075,0|7|8|9|10|11|12
401810118:2,401810118,2025-11-19,1,7,0.3318198080570059,0.11397273198167948,0.15094033374281657,0|7|8|9|10|11|12
401810118:3,401810118,2025-11-19,1,7,0.3318198080570059,7.894566071240843e-05,0.0001320412957191197,0|7|8|9|10|11|12
401810119:1,401810119,2025-11-20,1,7,0.27694200684773945,0.09235863152078065,0.10519426201490055,0|7|8|9|10|11|12
401810119:2,401810119,2025-11-20,1,7,0.27694200684773945,0.010891545096038863,0.01281917352708883,0|7|8|9|10|11|12
401810119:3,401810119,2025-11-20,1,7,0.27694200684773945,3.472137133667609e-05,4.204439857619665e-05,0|7|8|9|10|11|12
401810120:1,401810120,2025-11-20,1,7,0.26162110788613757,0.017711163736687404,0.019286931598630704,0|7|8|9|10|11|12
401810120:2,401810120,2025-11-20,1,7,0.26162110788613757,2.8140957096844046e-06,3.268629237977248e-06,0|7|8|9|10|11|12
401810120:3,401810120,2025-11-20,1,7,0.26162110788613757,4.447435558505604e-16,5.399630067196686e-16,0|7|8|9|10|11|12
401810121:1,401810121,2025-11-20,1,7,0.19890823577638975,0.017711163736687418,0.012014326810147037,0|7|8|9|10|11|12
401810121:2,401810121,2025-11-20,1,7,0.19890823577638975,0.3398611949062516,0.29709644633595333,0|7|8|9|10|11|12
401810121:3,401810121,2025-11-20,1,7,0.19890823577638975,0.5231239499772599,0.4899693495668912,0|7|8|9|10|11|12
401810122:1,401810122,2025-11-20,1,7,0.17138185797377964,0.4845473729189655,0.3934978287258947,0|7|8|9|10|11|12
401810122:2,401810122,2025-11-20,1,7,0.17138185797377964,0.005075644875152176,0.0027699989788420518,0|7|8|9|10|11|12
401810122:3,401810122,2025-11-20,1,7,0.17138185797377964,0.10782071205649345,0.0841452437969983,0|7|8|9|10|11|12
401809790:1,401809790,2025-11-21,1,7,0.09132837373928368,0.1866980015540252,0.07166433895944872,0|7|8|9|10|11|12
401809790:2,401809790,2025-11-21,1,7,0.09132837373928368,0.0536797839643997,0.018435509756341957,0|7|8|9|10|11|12
401809790:3,401809790,2025-11-21,1,7,0.09132837373928368,5.954905166871923e-06,1.121016622711902e-06,0|7|8|9|10|11|12
401809791:1,401809791,2025-11-21,1,7,0.4966121621392344,0.4845473729189655,0.6991404214114905,0|7|8|9|10|11|12
401809791:2,401809791,2025-11-21,1,7,0.4966121621392344,0.02989070766017387,0.08245989017148718,0|7|8|9|10|11|12
401809791:3,401809791,2025-11-21,1,7,0.4966121621392344,0.0001725057830329685,0.000647449048741662,0|7|8|9|10|11|12
401809792:1,401809792,2025-11-21,1,7,0.11610806290274125,0.030062872606085835,0.009513965445970054,0|7|8|9|10|11|12
401809792:2,401809792,2025-11-21,1,7,0.11610806290274125,0.021732478418567076,0.008196531262939065,0|7|8|9|10|11|12
401809792:3,401809792,2025-11-21,1,7,0.11610806290274125,2.808565140983604e-10,4.529827552325809e-11,0|7|8|9|10|11|12
401809793:1,401809793,2025-11-21,1,7,0.19684692261738018,0.13404767417557015,0.10312829078722618,0|7|8|9|10|11|12
401809793:2,401809793,2025-11-21,1,7,0.19684692261738018,0.0008804999493207779,0.0005573832297016669,0|7|8|9|10|11|12
401809793:3,401809793,2025-11-21,1,7,0.19684692261738018,1.003067559251969e-09,5.561931627756672e-10,0|7|8|9|10|11|12
401809794:1,401809794,2025-11-21,1,7,0.28894231393555386,0.6072942080227134,0.6438473754063793,0|7|8|9|10|11|12
401809794:2,401809794,2025-11-21,1,7,0.28894231393555386,0.8625885244024277,0.8783610477150391,0|7|8|9|10|11|12
401809794:3,401809794,2025-11-21,1,7,0.28894231393555386,0.25,0.2690644895029771,0|7|8|9|10|11|12
401809795:1,401809795,2025-11-21,1,7,0.27088506205521806,0.06096123712447947,0.06826954503103863,0|7|8|9|10|11|12
401809795:2,401809795,2025-11-21,1,7,0.27088506205521806,0.007503879719688361,0.008572764026104846,0|7|8|9|10|11|12
401809795:3,401809795,2025-11-21,1,7,0.27088506205521806,0.312354761527065,0.32369619823111145,0|7|8|9|10|11|12
401809796:1,401809796,2025-11-21,1,7,0.23260977165255187,0.017711163736687418,0.015659303213859364,0|7|8|9|10|11|12
401809796:2,401809796,2025-11-21,1,7,0.23260977165255187,0.3885551093781961,0.3736570536225991,0|7|8|9|10|11|12
401809796:3,401809796,2025-11-21,1,7,0.23260977165255187,0.14707371273624584,0.14065076488801262,0|7|8|9|10|11|12
401809797:1,401809797,2025-11-21,1,7,0.06629099032621609,0.78223013812363,0.5420459268953454,0|7|8|9|10|11|12
401809797:2,401809797,2025-11-21,1,7,0.06629099032621609,0.29345569362301765,0.13017712680159965,0|7|8|9|10|11|12
401809797:3,401809797,2025-11-21,1,7,0.06629099032621609,3.119420106275269e-07,2.8625522678734542e-08,0|7|8|9|10|11|12
401809798:1,401809798,2025-11-21,1,7,0.20342201645481742,0.07544650366028142,0.057825069021206536,0|7|8|9|10|11|12
401809798:2,401809798,2025-11-21,1,7,0.20342201645481742,0.5903018217590325,0.5486805016813541,0|7|8|9|10|11|12
401809798:3,401809798,2025-11-21,1,7,0.20342201645481742,0.451099425492723,0.4211575490662658,0|7|8|9|10|11|12
401810123:1,401810123,2025-11-22,1,7,0.26663338421417293,0.06096123712447947,0.06676014475578138,0|7|8|9|10|11|12
401810123:2,401810123,2025-11-22,1,7,0.26663338421417293,0.09012893131261515,0.09636874481246471,0|7|8|9|10|11|12
401810123:3,401810123,2025-11-22,1,7,0.26663338421417293,0.0003623775187479225,0.0004010774955837259,0|7|8|9|10|11|12
401810124:1,401810124,2025-11-22,1,7,0.32832394461525166,0.1866980015540252,0.24538500084700887,0|7|8|9|10|11|12
401810124:2,401810124,2025-11-22,1,7,0.32832394461525166,0.3398611949062516,0.4005439825961385,0|7|8|9|10|11|12
401810124:3,401810124,2025-11-22,1,7,0.32832394461525166,0.05263598019402433,0.06671391632326307,0|7|8|9|10|11|12
401810125:1,401810125,2025-11-22,1,7,0.16509519427617766,0.4017972411253189,0.3071882794345579,0|7|8|9|10|11|12
401810125:2,401810125,2025-11-22,1,7,0.16509519427617766,0.021732478418567076,0.012598627504046554,0|7|8|9|10|11|12
401810125:3,401810125,2025-11-22,1,7,0.16509519427617766,1.4671815292568941e-05,7.185547725072939e-06,0|7|8|9|10|11|12
401810126:1,401810126,2025-11-22,1,7,0.17097761876064374,0.28524285386816967,0.21029124990781795,0|7|8|9|10|11|12
401810126:2,401810126,2025-11-22,1,7,0.17097761876064374,0.5404817880186461,0.46507827434605986,0|7|8|9|10|11|12
401810126:3,401810126,2025-11-22,1,7,0.17097761876064374,0.6609179466257936,0.6115089436527337,0|7|8|9|10|11|12
401810127:1,401810127,2025-11-22,1,7,0.1361157959952163,0.13404767417557015,0.06956603762761189,0|7|8|9|10|11|12
401810127:2,401810127,2025-11-22,1,7,0.1361157959952163,0.0014038163942713866,0.00047800508057876007,0|7|8|9|10|11|12
401810127:3,401810127,2025-11-22,1,7,0.1361157959952163,5.954905166871923e-06,2.0559289940530272e-06,0|7|8|9|10|11|12
401810128:1,401810128,2025-11-22,1,7,0.2632745765119346,0.28524285386816967,0.2973860293595392,0|7|8|9|10|11|12
401810128:2,401810128,2025-11-22,1,7,0.2632745765119346,0.43877577706650955,0.44990023817023966,0|7|8|9|10|11|12
401810128:3,401810128,2025-11-22,1,7,0.2632745765119346,0.10782071205649345,0.11177047216072104,0|7|8|9|10|11|12
401810129:1,401810129,2025-11-22,1,7,0.4424956502642624,0.4429610112022907,0.6198463940838915,0|7|8|9|10|11|12
401810129:2,401810129,2025-11-22,1,7,0.4424956502642624,0.43877577706650955,0.5843843832946113,0|7|8|9|10|11|12
401810129:3,401810129,2025-11-22,1,7,0.4424956502642624,0.312354761527065,0.4110564851944902,0|7|8|9|10|11|12
401810130:1,401810130,2025-11-23,1,7,0.2577734119272433,0.038487851558991364,0.04035933676409238,0|7|8|9|10|11|12
401810130:2,401810130,2025-11-23,1,7,0.2577734119272433,0.11397273198167948,0.11738895819872906,0|7|8|9|10|11|12
401810130:3,401810130,2025-11-23,1,7,0.2577734119272433,0.03498074411667625,0.03596687551337254,0|7|8|9|10|11|12
