target,game,game_date,player,favourite,actual,model_log_loss,prior_game_clusters,base_log_loss,attempt2_prereg_seal
outscores_pregame_favourite,0022501204,2025-12-11,Harrison Barnes,Luka Doncic,0,0.025059009891272632,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Jake LaRavia,Luka Doncic,0,0.01133488782173146,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Julian Champagnie,Luka Doncic,0,0.005665737535677308,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Keldon Johnson,Luka Doncic,0,0.026982224031812187,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,LeBron James,Luka Doncic,0,0.20601255459353232,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Luke Kornet,Luka Doncic,0,0.0008780683062665312,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Marcus Smart,Luka Doncic,0,0.012838978073008265,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Rui Hachimura,Luka Doncic,0,0.026298980138390632,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Stephon Castle,Luka Doncic,0,0.039371002979720286,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022501204,2025-12-11,Jaxson Hayes,Luka Doncic,0,0.0009907530533017812,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Andre Drummond,Tyrese Maxey,0,0.03869352396927412,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Danny Wolf,Tyrese Maxey,0,0.05485245884497792,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Day'Ron Sharpe,Tyrese Maxey,0,0.02942722541724667,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Egor Demin,Tyrese Maxey,1,3.2813648333957945,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Jared McCain,Tyrese Maxey,0,0.12741111878535916,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Joel Embiid,Tyrese Maxey,1,0.5775464624249138,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Justin Edwards,Tyrese Maxey,0,0.05384493483105614,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Michael Porter Jr,Tyrese Maxey,1,1.5415857421632795,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Noah Clowney,Tyrese Maxey,0,0.07121229078875939,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Paul George,Tyrese Maxey,1,1.3224039281449906,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Terance Mann,Tyrese Maxey,0,0.04201250016716442,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500410,2025-12-24,Ziaire Williams,Tyrese Maxey,0,0.05637579829899916,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Asa Newell,Jalen Johnson,0,0.05890470341931512,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Ayo Dosunmu,Jalen Johnson,0,0.28705452301166917,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Coby White,Jalen Johnson,0,0.7565427153676247,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Isaac Okoro,Jalen Johnson,0,0.10286572273121118,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Josh Giddey,Jalen Johnson,0,0.37448335805088334,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Kevin Huerter,Jalen Johnson,0,0.20713803624716504,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Luke Kennard,Jalen Johnson,0,0.15428007104177538,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Matas Buzelis,Jalen Johnson,0,0.20018256742345028,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Nickeil Alexander-Walker,Jalen Johnson,0,0.20108764521103176,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Nikola Vucevic,Jalen Johnson,0,0.5884077672948649,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Onyeka Okongwu,Jalen Johnson,0,0.2830506893012146,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Trae Young,Jalen Johnson,0,1.127887606668389,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Tre Jones,Jalen Johnson,0,0.15674184166195415,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Vit Krejci,Jalen Johnson,0,0.14143176796161633,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Zaccharie Risacher,Jalen Johnson,0,0.25180600258746405,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500411,2025-12-24,Zach Collins,Jalen Johnson,0,0.15370044139794278,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Darius Garland,Donovan Mitchell,0,0.3043844875448005,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,De'Andre Hunter,Donovan Mitchell,0,0.1950805556352979,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Dean Wade,Donovan Mitchell,0,0.013909858329028817,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Derik Queen,Donovan Mitchell,0,0.1344010839389423,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Jarrett Allen,Donovan Mitchell,0,0.15254246597348214,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Jaylon Tyson,Donovan Mitchell,0,0.050452765569057804,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Jeremiah Fears,Donovan Mitchell,0,0.13957038984129072,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Saddiq Bey,Donovan Mitchell,0,0.1299773173206148,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Sam Merrill,Donovan Mitchell,0,0.04324774247305117,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Trey Murphy III,Donovan Mitchell,0,0.28094622588727725,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Zion Williamson,Donovan Mitchell,0,0.4894788247734309,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Craig Porter Jr,Donovan Mitchell,0,0.01813734797711855,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Jose Alvarado,Donovan Mitchell,0,0.04297377884799214,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500412,2025-12-24,Thomas Bryant,Donovan Mitchell,0,0.017064444060025153,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,A.J. Green,Pascal Siakam,0,0.039556737982747926,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Andrew Nembhard,Pascal Siakam,0,0.10719763309388511,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Bennedict Mathurin,Pascal Siakam,0,0.3063909473294799,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Bobby Portis,Pascal Siakam,0,0.19485157431479738,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Gary Trent Jr,Pascal Siakam,0,0.15329790906035715,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Jarace Walker,Pascal Siakam,0,0.02945534543557437,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Jay Huff,Pascal Siakam,0,0.03648878071685,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Kevin Porter Jr.,Pascal Siakam,1,1.9468163566388514,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Kyle Kuzma,Pascal Siakam,0,0.41397406667943193,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Myles Turner,Pascal Siakam,0,0.2800919031851052,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Ryan Rollins,Pascal Siakam,1,2.2342647918720955,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,T.J. McConnell,Pascal Siakam,1,2.709655732337182,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500413,2025-12-24,Jericho Sims,Pascal Siakam,0,0.0019039853433093048,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Andrew Wiggins,Norman Powell,0,0.4693628089738863,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Bam Adebayo,Norman Powell,0,0.6890619691591754,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Brandon Ingram,Norman Powell,0,0.8955803409497693,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Collin Murray-Boyles,Norman Powell,0,0.10702857275852336,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Davion Mitchell,Norman Powell,0,0.11394737376507018,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Immanuel Quickley,Norman Powell,1,0.856684728220607,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Ja'Kobe Walter,Norman Powell,0,0.13217607278751195,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Jaime Jaquez Jr,Norman Powell,1,1.4702260695761062,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Jamal Shead,Norman Powell,0,0.09346070066953688,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Kel'el Ware,Norman Powell,0,0.23665149373038943,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Ochai Agbaji,Norman Powell,0,0.1302267544314623,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Sandro Mamukelashvili,Norman Powell,0,0.11144240574990172,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Scottie Barnes,Norman Powell,1,0.6404476173675216,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Simone Fontecchio,Norman Powell,0,0.1536823476972769,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Dru Smith,Norman Powell,0,0.07452283949641252,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500414,2025-12-24,Gradey Dick,Norman Powell,0,0.2380655302500307,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Anthony Davis,Nikola Jokic,1,0.9422688104586195,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Brandon Williams,Nikola Jokic,0,0.048159050232422236,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Bruce Brown,Nikola Jokic,0,0.04395618767044239,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Caleb Martin,Nikola Jokic,0,0.03490344664764733,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Cameron Johnson,Nikola Jokic,0,0.13311870432963355,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Cooper Flagg,Nikola Jokic,1,1.6359680999433368,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,D'Angelo Russell,Nikola Jokic,0,0.15447510140118886,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Daniel Gafford,Nikola Jokic,0,0.06365002707645596,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Jaden Hardy,Nikola Jokic,0,0.03717115800700733,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Jalen Pickett,Nikola Jokic,0,0.008672537508171343,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Jamal Murray,Nikola Jokic,1,1.2359101640881092,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Jonas Valanciunas,Nikola Jokic,0,0.06528633720967605,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Naji Marshall,Nikola Jokic,0,0.07526550966538056,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Peyton Watson,Nikola Jokic,0,0.0352423389517994,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500415,2025-12-24,Tim Hardaway Jr,Nikola Jokic,0,0.10001156007760442,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Donte DiVincenzo,Anthony Edwards,0,0.14709659181041743,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Jordan Clarkson,Anthony Edwards,0,0.1792706599606983,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Josh Hart,Anthony Edwards,0,0.0892866908267653,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Julius Randle,Anthony Edwards,0,0.3504115313411849,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Karl-Anthony Towns,Anthony Edwards,1,1.0530017774160574,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Mikal Bridges,Anthony Edwards,0,0.2506821877109122,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Mike Conley,Anthony Edwards,0,0.05251803428344636,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Mitchell Robinson,Anthony Edwards,0,0.01874845676107615,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
outscores_pregame_favourite,0022500416,2025-12-24,Naz Reid,Anthony Edwards,0,0.13396590639374678,0,0.6931471805599453,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
