sport,cluster_id,captured_at,source_ts,lag_seconds,source_file
mlb,822713,2026-07-07T23:10:07Z,20260707_230931,36.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:10:26Z,20260707_230931,55.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:10:42Z,20260707_230957,45.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:11:08Z,20260707_231040,28.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:11:27Z,20260707_231120,7.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:11:44Z,20260707_231120,24.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:11:53Z,20260707_231120,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:12:14Z,20260707_231120,54.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:12:30Z,20260707_231120,70.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:12:39Z,20260707_231209,30.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:13:01Z,20260707_231227,34.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:13:22Z,20260707_231248,34.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:13:47Z,20260707_231309,38.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:14:04Z,20260707_231326,38.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:14:13Z,20260707_231352,21.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:14:34Z,20260707_231352,42.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:14:51Z,20260707_231412,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:15:00Z,20260707_231447,13.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:15:20Z,20260707_231447,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:15:37Z,20260707_231447,50.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:15:46Z,20260707_231447,59.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:16:12Z,20260707_231557,15.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:16:29Z,20260707_231557,32.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:16:38Z,20260707_231557,41.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:16:59Z,20260707_231620,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:17:16Z,20260707_231701,15.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:17:25Z,20260707_231715,10.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:17:45Z,20260707_231715,30.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:18:03Z,20260707_231715,48.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:18:10Z,20260707_231715,55.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:18:30Z,20260707_231715,75.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:18:48Z,20260707_231715,93.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:18:56Z,20260707_231715,101.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:19:16Z,20260707_231715,121.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:19:34Z,20260707_231909,25.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:19:43Z,20260707_231909,34.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:20:02Z,20260707_231909,53.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:20:20Z,20260707_231954,26.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:20:29Z,20260707_231954,35.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:20:50Z,20260707_231954,56.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:21:07Z,20260707_232057,10.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:21:16Z,20260707_232057,19.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:21:36Z,20260707_232057,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:21:53Z,20260707_232057,56.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:22:02Z,20260707_232120,42.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:22:22Z,20260707_232206,16.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:22:39Z,20260707_232206,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:22:49Z,20260707_232206,43.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:23:09Z,20260707_232229,40.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:23:26Z,20260707_232248,38.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:23:35Z,20260707_232304,31.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:23:55Z,20260707_232304,51.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:24:12Z,20260707_232304,68.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:24:21Z,20260707_232344,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:24:41Z,20260707_232419,22.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:24:58Z,20260707_232419,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:25:07Z,20260707_232438,29.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:25:28Z,20260707_232512,16.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:25:46Z,20260707_232533,13.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:25:56Z,20260707_232533,23.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:26:16Z,20260707_232533,43.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:26:33Z,20260707_232533,60.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:26:42Z,20260707_232533,69.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:27:01Z,20260707_232533,88.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:27:18Z,20260707_232533,105.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:27:26Z,20260707_232533,113.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:27:50Z,20260707_232533,137.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:28:07Z,20260707_232734,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:28:16Z,20260707_232803,13.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:28:36Z,20260707_232803,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:28:53Z,20260707_232803,50.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:29:02Z,20260707_232803,59.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:29:24Z,20260707_232803,81.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:29:42Z,20260707_232857,45.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:29:51Z,20260707_232929,22.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:30:12Z,20260707_232929,43.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:30:34Z,20260707_232929,65.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:30:59Z,20260707_233026,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:31:17Z,20260707_233040,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:31:27Z,20260707_233040,47.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:31:49Z,20260707_233040,69.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:32:07Z,20260707_233141,26.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:32:17Z,20260707_233141,36.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:32:38Z,20260707_233141,57.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:32:57Z,20260707_233217,40.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:33:08Z,20260707_233256,12.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:33:30Z,20260707_233256,34.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:33:50Z,20260707_233307,43.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:34:05Z,20260707_233331,34.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:34:31Z,20260707_233331,60.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:34:54Z,20260707_233331,83.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:35:15Z,20260707_233331,104.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:35:34Z,20260707_233331,123.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:35:45Z,20260707_233508,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:36:06Z,20260707_233508,58.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:36:25Z,20260707_233547,38.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:36:36Z,20260707_233547,49.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:36:57Z,20260707_233636,21.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:37:15Z,20260707_233636,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:37:26Z,20260707_233636,50.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:37:53Z,20260707_233636,77.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:38:12Z,20260707_233737,35.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:38:23Z,20260707_233737,46.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:38:44Z,20260707_233800,44.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:39:03Z,20260707_233843,20.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:39:14Z,20260707_233843,31.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:39:36Z,20260707_233843,53.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:39:55Z,20260707_233932,23.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:40:06Z,20260707_233948,18.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:40:27Z,20260707_234002,25.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:40:50Z,20260707_234002,48.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:41:13Z,20260707_234002,71.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:41:35Z,20260707_234059,36.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:41:59Z,20260707_234124,35.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:42:22Z,20260707_234145,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:42:45Z,20260707_234216,29.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:43:09Z,20260707_234232,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:43:59Z,20260707_234316,43.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:44:21Z,20260707_234337,44.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:44:45Z,20260707_234413,32.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:45:08Z,20260707_234441,27.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:45:32Z,20260707_234441,51.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:45:55Z,20260707_234526,29.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:46:26Z,20260707_234548,38.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:46:48Z,20260707_234616,32.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:47:13Z,20260707_234642,31.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:47:36Z,20260707_234704,32.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:48:00Z,20260707_234729,31.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:48:23Z,20260707_234753,30.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:48:47Z,20260707_234814,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:49:09Z,20260707_234836,33.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:49:32Z,20260707_234845,47.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:49:56Z,20260707_234926,30.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:50:20Z,20260707_234926,54.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:50:43Z,20260707_234926,77.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:51:07Z,20260707_235007,60.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:51:30Z,20260707_235007,83.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:51:54Z,20260707_235007,107.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:52:17Z,20260707_235007,130.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:52:40Z,20260707_235007,153.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:53:04Z,20260707_235208,56.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:53:28Z,20260707_235241,47.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:53:51Z,20260707_235315,36.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:54:16Z,20260707_235336,40.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:54:38Z,20260707_235413,25.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:55:02Z,20260707_235413,49.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:55:25Z,20260707_235413,72.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:55:49Z,20260707_235514,35.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:56:11Z,20260707_235514,57.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:56:38Z,20260707_235514,84.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:57:00Z,20260707_235623,37.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:57:25Z,20260707_235646,39.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:57:48Z,20260707_235725,23.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:58:11Z,20260707_235725,46.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:58:35Z,20260707_235725,70.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:58:59Z,20260707_235811,48.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:59:22Z,20260707_235851,31.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-07T23:59:46Z,20260707_235921,25.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:37:54Z,20260708_003612,102.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:39:59Z,20260708_003847,72.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:40:25Z,20260708_003847,98.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:40:48Z,20260708_003847,121.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:41:14Z,20260708_003847,147.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:41:38Z,20260708_003847,171.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:42:03Z,20260708_003847,196.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:42:27Z,20260708_004132,55.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:42:52Z,20260708_004202,50.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:43:16Z,20260708_004227,49.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:43:42Z,20260708_004227,75.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:44:06Z,20260708_004315,51.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:44:32Z,20260708_004315,77.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:44:56Z,20260708_004315,101.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:45:23Z,20260708_004315,128.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:45:47Z,20260708_004440,67.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:46:13Z,20260708_004440,93.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
mlb,822713,2026-07-08T00:46:37Z,20260708_004440,117.0,C:\Users\neelj\nba-ai-system\data\domains\mlb\gumbo_live\_archive\822713.jsonl
