event_id,corpus_unit,event_date,y,p_model,p_close,loss_model,loss_close,brier_delta_close_minus_model
2026-04-26-KAN-LAA-15,era_2022_2026,2026-04-26,1.0,0.5080645161290324,0.27272727272727276,0.24200052029136307,0.5289256198347108,0.28692509954334766
2026-04-27-CLE-TAM-1,era_2022_2026,2026-04-27,0.0,0.5543859649122809,0.5643564356435644,0.30734379809172074,0.31849818645230865,0.011154388360587908
2026-04-27-CWS-LAA-5,era_2022_2026,2026-04-27,1.0,0.5087719298245615,0.5098039215686274,0.2413050169282855,0.2402921953094964,-0.0010128216187891004
2026-04-27-LAD-MIA-8,era_2022_2026,2026-04-27,1.0,0.635028841111694,0.7227722772277227,0.13320394682027312,0.07685521027350262,-0.0563487365467705
2026-04-27-MIN-SEA-4,era_2022_2026,2026-04-27,1.0,0.46333808844507846,0.46534653465346537,0.2880060073137825,0.2858543280070582,-0.00215167930672433
2026-04-27-PIT-STL-2,era_2022_2026,2026-04-27,0.0,0.5527472527472531,0.5346534653465347,0.30552952541963574,0.2858543280070582,-0.01967519741257756
2026-04-27-SDG-CUB-7,era_2022_2026,2026-04-27,1.0,0.5525833638695495,0.5196078431372549,0.2001816462862879,0.23077662437524024,0.03059497808895234
2026-04-27-TEX-NYY-6,era_2022_2026,2026-04-27,0.0,0.4634703196347032,0.4019607843137255,0.21480473718229395,0.16157247212610534,-0.05323226505618861
2026-04-27-TOR-BOS-3,era_2022_2026,2026-04-27,0.0,0.554548113483475,0.5544554455445545,0.30752361016808105,0.30742084109401047,-0.00010276907407058555
2026-04-28-ATL-DET-8,era_2022_2026,2026-04-28,1.0,0.554322429906542,0.5392156862745099,0.19862849648440917,0.2123221837754709,0.01369368729106174
2026-04-28-BAL-HOU-2,era_2022_2026,2026-04-28,1.0,0.5272084805653711,0.5544554455445545,0.22353182084930512,0.19850995000490143,-0.025021870844403687
2026-04-28-CIN-COL-3,era_2022_2026,2026-04-28,1.0,0.6501766784452296,0.6435643564356436,0.12237635630361227,0.12704636800313693,0.004670011699524662
2026-04-28-CLE-TAM-1,era_2022_2026,2026-04-28,0.0,0.5544525547445255,0.5392156862745099,0.30741763546273104,0.2907535563244907,-0.016664079138240362
2026-04-28-CWS-LAA-10,era_2022_2026,2026-04-28,1.0,0.5127272727272728,0.45544554455445546,0.23743471074380157,0.2965395549455936,0.05910484420179202
2026-04-28-LAD-MIA-15,era_2022_2026,2026-04-28,0.0,0.6352201257861635,0.7128712871287128,0.40350460820378936,0.5081854720125477,0.10468086380875835
2026-04-28-MIL-ARI-11,era_2022_2026,2026-04-28,1.0,0.579333986287953,0.5544554455445545,0.17695989509238413,0.19850995000490143,0.021550054912517297
2026-04-28-MIN-SEA-9,era_2022_2026,2026-04-28,0.0,0.46335899629312804,0.46534653465346537,0.21470155944577504,0.21654739731398884,0.0018458378682137955
2026-04-28-NYM-WAS-7,era_2022_2026,2026-04-28,1.0,0.5541922290388548,0.6237623762376238,0.1987445686493449,0.14155474953435937,-0.057189819114985524
2026-04-28-PHI-SFO-5,era_2022_2026,2026-04-28,1.0,0.5540619520748099,0.5841584158415841,0.19886074258732914,0.1729242231153809,-0.02593651947194825
2026-04-28-PIT-STL-4,era_2022_2026,2026-04-28,0.0,0.5187969924812028,0.5882352941176471,0.2691503194075412,0.34602076124567477,0.07687044183813357
2026-04-28-SDG-CUB-14,era_2022_2026,2026-04-28,0.0,0.5542239111370946,0.48039215686274506,0.3071641436760981,0.23077662437524024,-0.07638751930085788
2026-04-28-TEX-NYY-12,era_2022_2026,2026-04-28,0.0,0.4634911580148317,0.47058823529411764,0.2148240535579297,0.22145328719723184,0.006629233639302151
2026-04-28-TOR-BOS-6,era_2022_2026,2026-04-28,1.0,0.5523426061493412,0.5098039215686274,0.20039714226916389,0.2402921953094964,0.0398950530403325
2026-04-29-ATL-DET-11,era_2022_2026,2026-04-29,1.0,0.55,0.4356435643564357,0.20249999999999996,0.31849818645230854,0.11599818645230858
2026-04-29-CIN-COL-8,era_2022_2026,2026-04-29,0.0,0.6785714285714286,0.5841584158415841,0.46045918367346944,0.3412410547985491,-0.11921812887492034
2026-04-29-CLE-TAM-1,era_2022_2026,2026-04-29,1.0,0.5526315789473685,0.5148514851485149,0.2001385041551246,0.2353690814626017,0.035230577307477084
2026-04-29-CWS-LAA-2,era_2022_2026,2026-04-29,1.0,0.4915254237288136,0.49504950495049505,0.2585463947141626,0.2549750024507401,-0.003571392263422457
2026-04-29-LAD-MIA-6,era_2022_2026,2026-04-29,0.0,0.6182432432432432,0.7029702970297029,0.382224707815924,0.4941672385060288,0.11194253069010479
2026-04-29-MIL-ARI-12,era_2022_2026,2026-04-29,0.0,0.5795398923152227,0.5445544554455446,0.33586648678473996,0.2965395549455936,-0.03932693183914637
2026-04-29-MIN-SEA-3,era_2022_2026,2026-04-29,0.0,0.46322690992018245,0.4455445544554455,0.21457917007420083,0.19850995000490143,-0.016069220069299395
2026-04-29-NYM-WAS-10,era_2022_2026,2026-04-29,0.0,0.583529411764706,0.5882352941176471,0.34050657439446375,0.34602076124567477,0.005514186851211023
2026-04-29-OAK-KAN-13,era_2022_2026,2026-04-29,1.0,0.5524680073126141,0.5196078431372549,0.2002848844787424,0.23077662437524024,0.030491739896497838
2026-04-29-PIT-STL-9,era_2022_2026,2026-04-29,0.0,0.5012953367875647,0.5445544554455446,0.25129701468495785,0.2965395549455936,0.04524254026063573
2026-04-29-SDG-CUB-7,era_2022_2026,2026-04-29,0.0,0.5526700804681781,0.5148514851485149,0.3054442178447025,0.26507205175963144,-0.04037216608507105
2026-04-29-TEX-NYY-4,era_2022_2026,2026-04-29,1.0,0.46309489883157595,0.48039215686274506,0.28826708766067566,0.26999231064975016,-0.018274777010925503
2026-04-29-TOR-BOS-5,era_2022_2026,2026-04-29,1.0,0.5525064032199046,0.52,0.20025051915918657,0.2304,0.030149480840813425
2026-04-30-ATL-DET-1,era_2022_2026,2026-04-30,0.0,0.5794621026894865,0.5392156862745099,0.335776328453321,0.2907535563244907,-0.045022772128830324
2026-04-30-CIN-COL-7,era_2022_2026,2026-04-30,1.0,0.6507936507936509,0.594059405940594,0.12194507432602661,0.16478776590530342,0.04284269157927681
2026-04-30-MIL-ARI-9,era_2022_2026,2026-04-30,1.0,0.5791788856304986,0.5346534653465347,0.177090410299189,0.2165473973139888,0.0394569870147998
2026-04-30-MIN-TOR-11,era_2022_2026,2026-04-30,1.0,0.46324786324786327,0.4455445544554455,0.2881028563079845,0.30742084109401047,0.019317984786025977
2026-04-30-NYM-WAS-8,era_2022_2026,2026-04-30,0.0,0.5542907180385289,0.6336633663366337,0.307238200103668,0.4015292618370748,0.09429106173340684
2026-04-30-OAK-KAN-10,era_2022_2026,2026-04-30,1.0,0.5527950310559007,0.5294117647058824,0.19999228424829285,0.22145328719723184,0.02146100294893899
2026-04-30-PIT-STL-4,era_2022_2026,2026-04-30,0.0,0.501078981441519,0.676470588235294,0.2510801456424701,0.45761245674740475,0.20653231110493464
2026-05-01-BOS-HOU-6,era_2022_2026,2026-05-01,1.0,0.5540581012279127,0.5247524752475248,0.1988641770804546,0.22586020978335455,0.026996032702899964
2026-05-01-COL-ATL-11,era_2022_2026,2026-05-01,0.0,0.4198218262806236,0.38613861386138615,0.1762503658215981,0.14910302911479267,-0.027147336706805414
2026-05-01-CUB-ARI-1,era_2022_2026,2026-05-01,1.0,0.5793844650708354,0.5784313725490196,0.1769174282237473,0.17772010765090354,0.0008026794271562554
2026-05-01-DET-TEX-2,era_2022_2026,2026-05-01,0.0,0.5541289757805664,0.504950495049505,0.3070589217996196,0.2549750024507401,-0.05208391934887946
2026-05-01-LAA-NYM-12,era_2022_2026,2026-05-01,0.0,0.5126964933494558,0.504950495049505,0.26285769429282857,0.2549750024507401,-0.007882691842088452
2026-05-01-MIA-PHI-8,era_2022_2026,2026-05-01,0.0,0.5092024539877301,0.49504950495049505,0.2592871391471264,0.2450740123517302,-0.014213126795396214
2026-05-01-MIN-TOR-9,era_2022_2026,2026-05-01,0.0,0.46355272469922154,0.49504950495049505,0.21488112857607228,0.2450740123517302,0.03019288377565793
2026-05-01-NYY-BAL-5,era_2022_2026,2026-05-01,1.0,0.6068012752391073,0.6237623762376238,0.15460523715359223,0.14155474953435937,-0.013050487619232859
2026-05-01-OAK-CLE-13,era_2022_2026,2026-05-01,0.0,0.5133171912832929,0.48514851485148514,0.2634945388669687,0.2353690814626017,-0.028125457404367032
2026-05-01-PIT-CIN-3,era_2022_2026,2026-05-01,1.0,0.4825949367088608,0.5544554455445545,0.2677079995193078,0.19850995000490143,-0.06919804951440636
2026-05-01-SDG-CWS-14,era_2022_2026,2026-05-01,0.0,0.6751269035532996,0.57,0.45579633590146634,0.32489999999999997,-0.13089633590146638
2026-05-01-SEA-KAN-15,era_2022_2026,2026-05-01,0.0,0.5830370746571863,0.5643564356435644,0.33993223042480947,0.31849818645230865,-0.021434043972500816
2026-05-01-STL-LAD-10,era_2022_2026,2026-05-01,1.0,0.4634007405297636,0.39215686274509803,0.28793876526400614,0.36947327950788167,0.08153451424387553
2026-05-01-TAM-SFO-7,era_2022_2026,2026-05-01,1.0,0.5789473684210527,0.5643564356435644,0.17728531855955676,0.18978531516517982,0.012499996605623065
2026-05-01-WAS-MIL-4,era_2022_2026,2026-05-01,0.0,0.43162983425414364,0.4117647058823529,0.18630431381825951,0.1695501730103806,-0.016754140807878903
2026-05-02-BOS-HOU-7,era_2022_2026,2026-05-02,0.0,0.554191616766467,0.5544554455445545,0.3071283480942306,0.30742084109401047,0.00029249299977984755
2026-05-02-COL-ATL-12,era_2022_2026,2026-05-02,0.0,0.41958820255982193,0.33,0.17605425972738217,0.10890000000000001,-0.06715425972738216
2026-05-02-CUB-ARI-3,era_2022_2026,2026-05-02,1.0,0.5795121951219512,0.5980392156862745,0.17680999405116005,0.16157247212610534,-0.015237521925054703
2026-05-02-DET-TEX-11,era_2022_2026,2026-05-02,1.0,0.5528455284552845,0.5445544554455446,0.19994712142243382,0.20743064405450443,0.0074835226320706105
2026-05-02-LAA-NYM-14,era_2022_2026,2026-05-02,1.0,0.5083114610673665,0.4752475247524752,0.2417576193177079,0.2753651602784041,0.03360754096069618
2026-05-02-MIA-PHI-8,era_2022_2026,2026-05-02,1.0,0.5043859649122807,0.5490196078431373,0.24563327177593106,0.20338331410995766,-0.04224995766597339
2026-05-02-MIN-TOR-2,era_2022_2026,2026-05-02,0.0,0.46338875132649454,0.4411764705882352,0.2147291348559278,0.19463667820069197,-0.02009245665523582
2026-05-02-NYY-BAL-1,era_2022_2026,2026-05-02,1.0,0.6172006745362564,0.6078431372549019,0.14653532357549712,0.1537870049980777,0.0072516814225805915
2026-05-02-OAK-CLE-4,era_2022_2026,2026-05-02,0.0,0.5087565674255694,0.5544554455445545,0.25883324489864795,0.30742084109401047,0.048587596195362515
2026-05-02-PIT-CIN-5,era_2022_2026,2026-05-02,1.0,0.4831401475237092,0.5544554455445545,0.26714410710181313,0.19850995000490143,-0.0686341570969117
2026-05-02-SDG-CWS-13,era_2022_2026,2026-05-02,0.0,0.6514084507042256,0.6138613861386139,0.4243329696488795,0.3768258013920204,-0.047507168256859134
2026-05-02-SEA-KAN-15,era_2022_2026,2026-05-02,0.0,0.5797950219619327,0.5643564356435644,0.336162267491838,0.31849818645230865,-0.017664081039529322
2026-05-02-STL-LAD-10,era_2022_2026,2026-05-02,1.0,0.48286768581971534,0.45098039215686275,0.2674258303694566,0.3014225297962323,0.03399669942677569
2026-05-02-TAM-SFO-9,era_2022_2026,2026-05-02,1.0,0.57958984375,0.49019607843137253,0.17674469947814941,0.2599000384467512,0.08315533896860178
2026-05-02-WAS-MIL-6,era_2022_2026,2026-05-02,0.0,0.4313319530710835,0.45544554455445546,0.18604725374011538,0.20743064405450448,0.0213833903143891
2026-05-03-BOS-HOU-2,era_2022_2026,2026-05-03,0.0,0.554025740796169,0.6176470588235294,0.30694452146474377,0.3814878892733564,0.07454336780861265
2026-05-03-COL-ATL-10,era_2022_2026,2026-05-03,0.0,0.4196775986659255,0.4356435643564357,0.17612928682199766,0.18978531516517994,0.013656028343182275
2026-05-03-CUB-ARI-9,era_2022_2026,2026-05-03,1.0,0.582741116751269,0.594059405940594,0.1741049756499781,0.16478776590530342,-0.009317209744674676
