game,n_ticks,record_type,date,timestamp_start,timestamp_end,incumbent_brier,market_brier,arm,nominal,cell,group_id,cluster_id,mean_probability,observed_frequency,mean_lo,mean_hi,covered
,402,grouped_coverage,,2025-01-05T23:33:03Z,2026-06-09T01:15:04Z,,,ladder_base,0.90,P1,2.0,401705055;401705061;401705068;401705095;401705145;401705174;401705224;401705755;401705759;401766124;401766125;401766462;401768045;401809236;401809795;401809952;401810052;401810058;401810154;401810229;401810284;401810365;401810391;401810398;401810504;401810537;401810538;401810569;401810645;401810652;401810665;401810667;401810675;401810691;401810696;401810783;401810921;401812692;401812724;401812729;401859965;401869391;401869397;401869402;401869406;401869410,0.3284162087127178,0.4427860696517413,0.10749057643973198,0.5493418409857036,1.0
,402,grouped_coverage,,2025-01-05T23:32:03Z,2026-06-09T01:09:04Z,,,ladder_base,0.90,P1,3.0,401705055;401705068;401705095;401705145;401705159;401705174;401705224;401705755;401705759;401748705;401766124;401766125;401766462;401768045;401809795;401809802;401809952;401810034;401810052;401810058;401810066;401810068;401810123;401810154;401810229;401810284;401810365;401810370;401810389;401810391;401810398;401810491;401810537;401810538;401810569;401810639;401810665;401810667;401810675;401810688;401810696;401810783;401810921;401812680;401812692;401812724;401850920;401859965;401869391;401869397;401869410;401869417,0.37071334680204376,0.31094527363184077,0.15364576256076778,0.5877809310433197,1.0
,402,grouped_coverage,,2025-01-05T23:12:03Z,2026-06-09T01:06:04Z,,,ladder_base,0.90,P1,4.0,401705055;401705068;401705145;401705159;401705174;401705755;401748705;401766462;401768045;401809795;401809802;401809813;401809952;401810034;401810058;401810066;401810068;401810076;401810123;401810154;401810229;401810233;401810241;401810284;401810365;401810370;401810389;401810391;401810398;401810491;401810536;401810538;401810639;401810649;401810665;401810675;401810684;401810688;401810829;401810910;401810921;401812680;401836805;401850920;401859965;401866758;401869391;401869397;401869410;401869417,0.41369141572223606,0.40298507462686567,0.1930524870053199,0.6343303444391521,1.0
,402,grouped_coverage,,2025-01-05T23:11:03Z,2026-06-09T00:50:03Z,,,ladder_base,0.90,P1,5.0,401705055;401705068;401705086;401705095;401705133;401705138;401705145;401705159;401705171;401705174;401748705;401767910;401768045;401809802;401809813;401810034;401810055;401810066;401810068;401810076;401810123;401810182;401810233;401810241;401810370;401810398;401810400;401810419;401810536;401810564;401810639;401810649;401810665;401810684;401810688;401810829;401810910;401810913;401810921;401810940;401810947;401810958;401812678;401812680;401812712;401812720;401836805;401859965;401866758;401869389;401869391;401869417,0.46360885930326284,0.42039800995024873,0.24860971450923194,0.6786080040972935,1.0
,402,grouped_coverage,,2025-01-05T23:22:03Z,2026-06-09T00:46:04Z,,,ladder_base,0.90,P1,6.0,401705055;401705086;401705095;401705112;401705126;401705133;401705138;401705144;401705145;401705159;401705171;401748705;401767910;401768045;401809813;401809839;401810055;401810076;401810123;401810182;401810241;401810269;401810349;401810350;401810383;401810400;401810419;401810526;401810563;401810564;401810649;401810684;401810702;401810807;401810829;401810910;401810913;401810921;401810939;401810940;401810947;401810958;401812678;401812680;401812712;401812720;401836805;401859965;401866758;401869389,0.5065652360696298,0.43283582089552236,0.2934657973093304,0.7196646748299291,1.0
,401,grouped_coverage,,2025-01-03T00:36:03Z,2026-04-23T23:30:10Z,,,ladder_base,0.90,P1,7.0,401705030;401705055;401705086;401705095;401705112;401705126;401705133;401705138;401705144;401705145;401705171;401705174;401705220;401705238;401748705;401767910;401809839;401810048;401810055;401810182;401810239;401810269;401810349;401810350;401810383;401810419;401810526;401810563;401810564;401810671;401810679;401810690;401810697;401810702;401810759;401810807;401810829;401810910;401810939;401810940;401810947;401810958;401812678;401812680;401812710;401812712;401812720;401812734;401836805;401836807;401839023;401866758;401869389,0.552925456454004,0.4688279301745636,0.34245230243321517,0.7633986104747928,1.0
,402,grouped_coverage,,2025-01-03T00:39:03Z,2026-05-08T23:38:05Z,,,ladder_base,0.90,P1,8.0,401705030;401705086;401705095;401705112;401705118;401705126;401705133;401705138;401705144;401705171;401705190;401705208;401705220;401705238;401705764;401768063;401809808;401809816;401809818;401809934;401809955;401810007;401810048;401810148;401810239;401810269;401810349;401810350;401810360;401810563;401810646;401810671;401810679;401810690;401810697;401810759;401810807;401810819;401810843;401810939;401812678;401812680;401812710;401812734;401836754;401836807;401839023;401866758;401869389;401871161,0.6025842841611964,0.4253731343283582,0.3936584044097867,0.8115101639126061,1.0
,402,grouped_coverage,,2025-01-03T00:41:03Z,2026-05-08T23:39:10Z,,,ladder_base,0.90,P1,9.0,401705030;401705086;401705095;401705110;401705112;401705118;401705119;401705126;401705133;401705171;401705190;401705206;401705208;401705220;401705238;401705764;401768063;401768065;401809808;401809816;401809818;401809934;401809955;401810007;401810048;401810131;401810148;401810184;401810239;401810349;401810360;401810372;401810545;401810646;401810679;401810690;401810697;401810759;401810770;401810784;401810807;401810819;401810843;401810939;401812710;401836754;401836807;401839023;401866758;401869389;401871161,0.6427737885856695,0.5621890547263682,0.443469027318752,0.8420785498525867,1.0
,402,grouped_coverage,,2025-01-03T01:02:03Z,2026-05-08T23:37:05Z,,,ladder_base,0.90,P1,10.0,401705030;401705046;401705086;401705105;401705110;401705112;401705118;401705119;401705126;401705144;401705190;401705206;401705208;401705220;401705238;401705764;401768063;401768065;401809816;401809818;401809934;401810008;401810131;401810148;401810184;401810347;401810372;401810387;401810486;401810521;401810545;401810646;401810679;401810697;401810759;401810770;401810784;401810807;401810819;401810843;401810939;401836754;401836799;401866758;401869389;401869418;401871161,0.6835574103892327,0.6169154228855721,0.4843845977630537,0.8827302230154115,1.0
,402,grouped_coverage,,2025-01-04T01:11:03Z,2026-05-03T20:04:04Z,,,ladder_base,0.90,P1,11.0,401705039;401705046;401705086;401705105;401705110;401705118;401705119;401705126;401705129;401705142;401705171;401705190;401705206;401705227;401705764;401767820;401768063;401768065;401769743;401809818;401809934;401810008;401810044;401810131;401810347;401810372;401810387;401810476;401810486;401810500;401810509;401810521;401810522;401810545;401810697;401810759;401810770;401810784;401810824;401810831;401810843;401810987;401836799;401866758;401869408;401869418,0.7261972169753207,0.7238805970149254,0.5213055812682994,0.9310888526823421,1.0
,402,grouped_coverage,,2025-01-04T01:12:03Z,2026-05-03T19:48:04Z,,,ladder_base,0.90,P1,12.0,401705039;401705046;401705074;401705105;401705110;401705118;401705119;401705129;401705142;401705171;401705190;401705206;401705227;401705764;401767820;401769743;401769746;401769987;401810008;401810013;401810026;401810044;401810126;401810387;401810476;401810486;401810500;401810509;401810522;401810545;401810661;401810685;401810705;401810756;401810824;401810831;401810843;401810915;401810933;401810987;401836799;401869386;401869408;401869418,0.7729546405626643,0.7686567164179104,0.5735885936043845,0.9635611025072065,1.0
,402,grouped_coverage,,2025-01-03T01:32:03Z,2026-04-29T02:03:04Z,,,ladder_base,0.90,P1,13.0,401705032;401705039;401705074;401705091;401705108;401705118;401705119;401705142;401705147;401705171;401705227;401769743;401769746;401769838;401769987;401810013;401810026;401810044;401810126;401810380;401810661;401810685;401810705;401810756;401810763;401810811;401810816;401810824;401810915;401810933;401810952;401810987;401869191;401869386;401869408,0.8313406818915899,0.835820895522388,0.6307911434162202,0.9948870324912021,1.0
,401,grouped_coverage,,2025-01-03T01:11:03Z,2026-04-29T02:15:04Z,,,ladder_base,0.90,P1,14.0,401705032;401705074;401705091;401705108;401705147;401705161;401705176;401705191;401705223;401769743;401769838;401810380;401810661;401810685;401810811;401810816;401810826;401810949;401810965;401810979;401869191;401869386,0.9147194864262999,0.9152119700748129,0.7506771100279055,1.0,1.0
,415,grouped_coverage,,2025-01-07T01:31:03Z,2026-04-28T02:55:03Z,,,ladder_base,0.90,P2,0.0,401705061;401705095;401705170;401705172;401705224;401705759;401809511;401810052;401810138;401810147;401810504;401810533;401810665;401810981;401812483;401869373;401869406,0.06890127546660077,0.05060240963855422,0.0,0.2928600030025206,1.0
,415,grouped_coverage,,2025-01-05T23:41:03Z,2026-04-28T02:40:04Z,,,ladder_base,0.90,P2,1.0,401705055;401705061;401705095;401705138;401705145;401705170;401705172;401705224;401705759;401766462;401809236;401809773;401810031;401810052;401810138;401810147;401810504;401810533;401810652;401810665;401810677;401810806;401810910;401812483;401869373;401869391;401869404;401869406,0.143346259836901,0.05542168674698795,0.0,0.3638423951292972,1.0
,415,grouped_coverage,,2025-01-03T01:28:03Z,2026-04-28T02:36:03Z,,,ladder_base,0.90,P2,2.0,401705030;401705055;401705061;401705095;401705138;401705145;401705171;401705172;401705224;401705759;401766462;401809236;401809773;401810031;401810052;401810076;401810138;401810389;401810504;401810533;401810652;401810665;401810667;401810677;401810688;401810696;401810806;401810910;401810940;401812483;401812680;401850920;401869373;401869391;401869404,0.2023187376419654,0.08433734939759036,0.00388757293018921,0.42294501676270985,1.0
,415,grouped_coverage,,2025-01-03T01:26:03Z,2026-05-01T02:31:03Z,,,ladder_base,0.90,P2,3.0,401705030;401705055;401705061;401705086;401705095;401705138;401705145;401705159;401705171;401705174;401705224;401705759;401766124;401766125;401766462;401767910;401768045;401809236;401809773;401810031;401810052;401810060;401810076;401810123;401810182;401810229;401810241;401810284;401810389;401810417;401810504;401810537;401810538;401810645;401810652;401810665;401810667;401810688;401810691;401810696;401810783;401810806;401810910;401810940;401812680;401812729;401850920;401869373;401869391;401869402;401869410,0.2615293976836121,0.17349397590361446,0.040697710668197835,0.4861509288559039,1.0
,415,grouped_coverage,,2025-01-03T01:22:03Z,2026-06-09T01:19:04Z,,,ladder_base,0.90,P2,4.0,401705030;401705068;401705086;401705095;401705138;401705145;401705159;401705171;401705174;401705206;401748705;401766124;401766125;401766462;401767910;401768045;401809236;401810052;401810060;401810076;401810123;401810154;401810229;401810233;401810241;401810284;401810349;401810365;401810389;401810417;401810504;401810537;401810538;401810639;401810645;401810649;401810652;401810665;401810667;401810688;401810691;401810696;401810783;401810910;401810940;401812678;401812680;401812724;401812729;401836807;401859965;401869373;401869391;401869402;401869410;401871161,0.3060400714895154,0.2,0.0729944410094859,0.539085701969545,1.0
,415,grouped_coverage,,2025-01-03T01:21:03Z,2026-06-09T01:22:04Z,,,ladder_base,0.90,P2,5.0,401705030;401705039;401705068;401705086;401705126;401705129;401705138;401705145;401705159;401705171;401705174;401705206;401748705;401766124;401766125;401766462;401767910;401768045;401809802;401810058;401810060;401810076;401810123;401810154;401810182;401810229;401810233;401810241;401810284;401810349;401810365;401810389;401810417;401810491;401810537;401810538;401810564;401810569;401810639;401810645;401810649;401810652;401810665;401810667;401810688;401810691;401810783;401810910;401810940;401812678;401812692;401812729;401850920;401859965;401869391;401869397;401869402;401869410;401871161,0.35013478506046103,0.3180722891566265,0.11525795658553029,0.5850116135353918,1.0
,415,grouped_coverage,,2025-01-03T01:20:03Z,2026-06-09T01:37:04Z,,,ladder_base,0.90,P2,6.0,401705030;401705039;401705068;401705086;401705138;401705144;401705145;401705159;401705171;401705174;401748705;401766124;401766125;401767910;401768045;401809802;401809839;401809952;401810034;401810048;401810058;401810060;401810076;401810123;401810154;401810182;401810229;401810233;401810239;401810241;401810284;401810349;401810365;401810389;401810417;401810491;401810526;401810538;401810564;401810569;401810639;401810645;401810667;401810675;401810684;401810688;401810691;401810783;401810910;401812678;401812680;401812692;401812712;401812724;401812729;401836805;401836807;401850920;401859965;401869397;401869402;401869410;401869417;401871161,0.39032987249166806,0.38072289156626504,0.15618207911175033,0.6244776658715858,1.0
,415,grouped_coverage,,2025-01-04T02:01:03Z,2026-06-09T01:42:04Z,,,ladder_base,0.90,P2,7.0,401705039;401705068;401705086;401705126;401705129;401705138;401705144;401705159;401705171;401705174;401705208;401705755;401748705;401766124;401766125;401767910;401768045;401809795;401809802;401809839;401809952;401810034;401810048;401810058;401810060;401810066;401810076;401810148;401810154;401810182;401810184;401810233;401810239;401810269;401810284;401810349;401810365;401810370;401810389;401810391;401810417;401810491;401810526;401810564;401810569;401810639;401810645;401810675;401810679;401810684;401810691;401810702;401810770;401810783;401810910;401810940;401812678;401812680;401812692;401812712;401812729;401836805;401836807;401859965;401869397;401869402;401869410;401869417;401871161,0.42239930955611077,0.4891566265060241,0.18615513352265237,0.6586434855895693,1.0
,415,grouped_coverage,,2025-01-10T01:47:03Z,2026-06-09T01:43:04Z,,,ladder_base,0.90,P2,8.0,401705086;401705126;401705129;401705138;401705144;401705171;401705174;401705206;401705208;401705755;401748705;401766124;401767910;401768045;401809795;401809802;401809813;401809839;401809952;401809955;401810034;401810048;401810058;401810066;401810068;401810076;401810148;401810182;401810184;401810239;401810370;401810383;401810391;401810398;401810417;401810491;401810526;401810536;401810563;401810564;401810569;401810639;401810649;401810675;401810679;401810684;401810702;401810913;401810940;401812678;401812680;401812712;401812724;401812729;401836805;401836807;401859965;401869397;401869402;401869410;401869417;401871161,0.45609796159496024,0.46987951807228917,0.22855003563733572,0.6836458875525848,1.0
,415,grouped_coverage,,2025-01-03T01:18:03Z,2026-06-09T01:45:04Z,,,ladder_base,0.90,P2,9.0,401705030;401705039;401705074;401705086;401705112;401705126;401705129;401705138;401705144;401705159;401705171;401705206;401705755;401766124;401767910;401768045;401809795;401809802;401809813;401809839;401809952;401810034;401810048;401810055;401810058;401810066;401810068;401810148;401810182;401810184;401810239;401810241;401810269;401810350;401810365;401810370;401810383;401810391;401810398;401810400;401810417;401810491;401810526;401810536;401810563;401810564;401810569;401810639;401810649;401810675;401810679;401810684;401810702;401810770;401810913;401810921;401810947;401810958;401812678;401812680;401812712;401812720;401812724;401836805;401836807;401859965;401869397;401869410;401869417;401871161,0.48756584779425793,0.46265060240963857,0.24987741730363974,0.7252542782848761,1.0
,415,grouped_coverage,,2025-01-03T01:07:03Z,2026-06-09T01:44:05Z,,,ladder_base,0.90,P2,10.0,401705030;401705086;401705112;401705126;401705129;401705144;401705159;401705174;401705206;401705208;401705755;401748705;401768045;401809795;401809802;401809813;401809816;401809952;401809955;401810048;401810055;401810058;401810066;401810068;401810148;401810182;401810184;401810239;401810241;401810269;401810347;401810350;401810360;401810370;401810383;401810391;401810398;401810400;401810419;401810491;401810509;401810526;401810536;401810563;401810639;401810671;401810675;401810679;401810702;401810913;401810921;401810947;401810958;401812678;401812680;401812712;401812720;401812724;401812734;401836799;401836805;401836807;401859965;401869397;401869410;401869417;401871161,0.5238134384332797,0.4650602409638554,0.2868339198283802,0.760792957038179,1.0
,414,grouped_coverage,,2025-01-03T01:06:03Z,2026-06-09T01:46:04Z,,,ladder_base,0.90,P2,11.0,401705030;401705039;401705112;401705126;401705129;401705133;401705144;401705159;401705206;401705208;401748705;401768045;401809795;401809813;401809816;401809952;401809955;401810048;401810055;401810068;401810148;401810184;401810239;401810269;401810347;401810349;401810350;401810360;401810370;401810383;401810391;401810398;401810400;401810419;401810509;401810526;401810536;401810563;401810639;401810671;401810675;401810679;401810697;401810702;401810807;401810829;401810831;401810913;401810921;401810947;401810958;401812678;401812680;401812720;401812724;401812734;401836799;401836807;401839023;401859965;401869397;401869410;401869417,0.5599145465199288,0.4975845410628019,0.3292860864638038,0.7905430065760538,1.0
,415,grouped_coverage,,2025-01-04T01:57:03Z,2026-05-08T23:48:09Z,,,ladder_base,0.90,P2,12.0,401705039;401705068;401705074;401705112;401705119;401705126;401705129;401705133;401705144;401705159;401705206;401705208;401705220;401705238;401705755;401705764;401768063;401809795;401809813;401809816;401809818;401809952;401809955;401810048;401810055;401810066;401810068;401810126;401810131;401810148;401810184;401810269;401810347;401810349;401810350;401810360;401810370;401810383;401810391;401810398;401810400;401810419;401810509;401810526;401810536;401810563;401810646;401810671;401810679;401810690;401810697;401810770;401810807;401810829;401810831;401810913;401810921;401810947;401810958;401812680;401812710;401812720;401812724;401812734;401836799;401839023;401869397;401869417;401871161,0.5985576131543426,0.4987951807228916,0.3607445767377425,0.8363706495709428,1.0
,415,grouped_coverage,,2025-01-04T01:53:03Z,2026-06-09T01:47:03Z,,,ladder_base,0.90,P2,13.0,401705039;401705046;401705068;401705074;401705112;401705119;401705126;401705129;401705133;401705144;401705206;401705208;401705220;401705238;401705755;401705764;401768063;401768065;401809795;401809808;401809813;401809816;401809818;401809934;401809952;401809955;401810007;401810055;401810066;401810126;401810131;401810148;401810184;401810347;401810349;401810350;401810360;401810370;401810372;401810391;401810398;401810419;401810509;401810536;401810646;401810671;401810690;401810697;401810807;401810819;401810829;401810915;401810921;401810947;401810958;401810987;401812680;401812710;401812720;401812734;401836754;401839023;401859965;401869397;401869417;401869418;401871161,0.641772379045526,0.5975903614457831,0.40353153352495436,0.8800132245660974,1.0
,415,grouped_coverage,,2025-01-03T01:05:03Z,2026-06-09T02:05:04Z,,,ladder_base,0.90,P2,14.0,401705030;401705032;401705039;401705046;401705068;401705074;401705110;401705112;401705118;401705119;401705129;401705133;401705142;401705144;401705206;401705208;401705220;401705238;401705755;401705764;401767820;401768063;401768065;401809808;401809816;401809818;401809934;401809952;401810007;401810008;401810066;401810126;401810131;401810148;401810347;401810350;401810372;401810387;401810391;401810398;401810419;401810486;401810509;401810646;401810671;401810690;401810697;401810759;401810770;401810784;401810807;401810819;401810829;401810831;401810915;401810939;401810958;401810987;401812680;401812710;401812720;401812734;401836754;401836799;401839023;401859965;401869389;401869417;401869418,0.6806277500341207,0.6289156626506024,0.4565701763658849,0.9046853237023564,1.0
,415,grouped_coverage,,2025-01-03T01:41:03Z,2026-05-03T20:35:06Z,,,ladder_base,0.90,P2,15.0,401705032;401705039;401705046;401705068;401705074;401705110;401705112;401705118;401705119;401705129;401705133;401705142;401705208;401705238;401705755;401705764;401767820;401768063;401768065;401809818;401809934;401810007;401810008;401810066;401810126;401810131;401810347;401810372;401810387;401810391;401810419;401810486;401810509;401810521;401810536;401810646;401810671;401810690;401810697;401810759;401810770;401810784;401810807;401810819;401810829;401810831;401810915;401810933;401810958;401810987;401812710;401812720;401812734;401836754;401836799;401839023;401866758;401869389;401869417;401869418,0.7071464594328923,0.672289156626506,0.47368476492376616,0.9406081539420185,1.0
,415,grouped_coverage,,2025-01-03T01:39:03Z,2026-05-03T20:37:05Z,,,ladder_base,0.90,P2,16.0,401705032;401705039;401705046;401705074;401705105;401705110;401705112;401705118;401705119;401705129;401705133;401705142;401705190;401705208;401705238;401705755;401705764;401767820;401768065;401809808;401809818;401809934;401810007;401810008;401810347;401810350;401810372;401810387;401810419;401810486;401810500;401810509;401810521;401810522;401810536;401810545;401810646;401810697;401810759;401810770;401810784;401810807;401810819;401810829;401810831;401810843;401810915;401810933;401810939;401810987;401812710;401812720;401812734;401836754;401836799;401866758;401869389;401869417;401869418,0.7388488701160822,0.7686746987951807,0.521912149889223,0.9542230790887383,1.0
,415,grouped_coverage,,2025-01-03T01:38:03Z,2026-05-03T20:41:06Z,,,ladder_base,0.90,P2,17.0,401705032;401705039;401705046;401705074;401705105;401705110;401705118;401705129;401705133;401705142;401705190;401705238;401705755;401705764;401767820;401768065;401769743;401769746;401809808;401809818;401809934;401810007;401810008;401810013;401810026;401810126;401810350;401810387;401810419;401810476;401810486;401810500;401810521;401810522;401810536;401810545;401810646;401810697;401810759;401810763;401810819;401810829;401810831;401810843;401810915;401810933;401810939;401810958;401810987;401812710;401866758;401869389;401869408;401869417;401869418,0.7860986434643297,0.8240963855421687,0.5697804299595767,0.990778089694178,1.0
,415,grouped_coverage,,2025-01-03T01:35:03Z,2026-05-03T20:40:07Z,,,ladder_base,0.90,P2,18.0,401705032;401705039;401705068;401705091;401705105;401705110;401705118;401705142;401705190;401705220;401705227;401705238;401705755;401705764;401767820;401768065;401769743;401769746;401769987;401809808;401809818;401810008;401810013;401810026;401810044;401810126;401810350;401810387;401810476;401810500;401810521;401810522;401810545;401810646;401810685;401810697;401810705;401810756;401810759;401810763;401810784;401810816;401810819;401810824;401810843;401810933;401810939;401810958;401810987;401812710;401866758;401869389;401869408;401869417;401869418,0.8263738791577039,0.8578313253012049,0.6046683172690741,0.9998534902852981,1.0
,415,grouped_coverage,,2025-01-11T00:41:04Z,2026-05-03T21:00:05Z,,,ladder_base,0.90,P2,19.0,401705091;401705105;401705108;401705118;401705133;401705142;401705190;401705220;401705227;401769743;401769746;401769987;401809818;401810013;401810026;401810044;401810380;401810476;401810500;401810522;401810661;401810685;401810705;401810756;401810759;401810763;401810784;401810811;401810816;401810824;401810843;401810933;401810939;401810952;401810987;401812710;401866758;401869386;401869408;401869417;401869418,0.8736124795997912,0.7662650602409639,0.6662587803524719,1.0,1.0
,415,grouped_coverage,,2025-01-11T00:40:03Z,2026-05-02T00:24:05Z,,,ladder_base,0.90,P2,20.0,401705091;401705105;401705108;401705118;401705142;401705190;401705191;401705220;401705227;401769743;401769746;401769838;401769987;401809818;401810013;401810044;401810380;401810476;401810661;401810685;401810705;401810756;401810784;401810811;401810816;401810824;401810826;401810843;401810933;401810939;401810952;401866758;401869386;401869408;401869417,0.9068710689241577,0.7132530120481928,0.6903847586430741,1.0,1.0
,415,grouped_coverage,,2025-01-11T00:51:03Z,2026-04-29T02:37:03Z,,,ladder_base,0.90,P2,21.0,401705091;401705105;401705108;401705142;401705147;401705176;401705190;401705191;401705227;401769746;401769838;401769987;401810380;401810476;401810661;401810685;401810705;401810784;401810811;401810816;401810824;401810826;401810843;401810933;401810939;401810949;401810952;401810965;401866758;401869191;401869386,0.9387019218372679,0.8963855421686747,0.7249855141984807,1.0,1.0
,414,grouped_coverage,,2025-01-11T00:57:03Z,2026-04-29T03:01:03Z,,,ladder_base,0.90,P2,22.0,401705091;401705147;401705161;401705176;401705190;401705191;401705223;401769838;401810685;401810824;401810826;401810949;401810965;401810979;401866758;401869191;401869386,0.9763138646970506,0.9975845410628019,0.7655052553566188,1.0,1.0
,422,grouped_coverage,,2025-01-06T00:41:03Z,2026-04-28T03:19:04Z,,,ladder_base,0.90,P3,0.0,401705055;401705061;401705095;401705159;401705170;401705172;401705206;401705224;401705759;401768063;401809511;401809773;401810031;401810052;401810060;401810076;401810138;401810182;401810389;401810504;401810533;401810645;401810665;401810677;401810691;401810981;401812483;401869373;401869391;401869406,0.013779475289668618,0.0,0.0,0.14624890903410528,1.0
,421,grouped_coverage,,2025-01-06T00:21:02Z,2026-04-28T03:35:03Z,,,ladder_base,0.90,P3,1.0,401705055;401705061;401705095;401705138;401705145;401705159;401705170;401705172;401705206;401705224;401705759;401748705;401768045;401768063;401809773;401810031;401810034;401810052;401810060;401810076;401810123;401810138;401810147;401810154;401810182;401810241;401810269;401810389;401810504;401810533;401810537;401810564;401810639;401810645;401810652;401810665;401810671;401810675;401810677;401810679;401810691;401810770;401810806;401810940;401812483;401836807;401869373;401869391;401869406,0.05503002105942765,0.05938242280285035,0.0,0.18774136979151856,1.0
,421,grouped_coverage,,2025-01-03T01:46:03Z,2026-04-28T03:03:04Z,,,ladder_base,0.90,P3,2.0,401705030;401705055;401705086;401705126;401705138;401705145;401705159;401705171;401705172;401705206;401705224;401705759;401748705;401766462;401768045;401768063;401809236;401809773;401809795;401810031;401810034;401810052;401810060;401810076;401810123;401810138;401810147;401810154;401810182;401810229;401810241;401810269;401810389;401810491;401810504;401810509;401810533;401810537;401810538;401810564;401810639;401810645;401810652;401810671;401810675;401810677;401810679;401810688;401810691;401810696;401810770;401810806;401810910;401810940;401812680;401812712;401812729;401836807;401850920;401869373;401869391;401869404,0.11725348242039543,0.15676959619952494,0.005083419659051643,0.24821089931633486,1.0
,421,grouped_coverage,,2025-01-03T01:49:03Z,2026-05-09T01:12:07Z,,,ladder_base,0.90,P3,3.0,401705030;401705039;401705086;401705126;401705129;401705138;401705145;401705159;401705171;401705206;401748705;401766124;401766462;401768045;401768063;401809236;401809795;401809839;401810031;401810076;401810123;401810154;401810182;401810229;401810233;401810241;401810269;401810284;401810389;401810509;401810537;401810538;401810564;401810639;401810645;401810652;401810667;401810671;401810675;401810679;401810684;401810688;401810691;401810696;401810770;401810806;401810910;401810940;401812680;401812692;401812712;401812729;401836805;401836807;401850920;401869391;401869404;401871161,0.1862614351513241,0.14014251781472684,0.0555059413437436,0.3170169289589046,1.0
,421,grouped_coverage,,2025-01-03T01:51:03Z,2026-05-09T01:10:07Z,,,ladder_base,0.90,P3,4.0,401705030;401705039;401705110;401705126;401705129;401705133;401705144;401705159;401705171;401705206;401748705;401766124;401766462;401767820;401767910;401768045;401768063;401769743;401809236;401809795;401809813;401809839;401810034;401810060;401810076;401810123;401810154;401810182;401810184;401810229;401810233;401810239;401810241;401810269;401810284;401810383;401810389;401810491;401810509;401810537;401810538;401810564;401810639;401810645;401810649;401810652;401810667;401810671;401810675;401810679;401810684;401810688;401810691;401810696;401810770;401810806;401810910;401810921;401812680;401812692;401812712;401812720;401812729;401836799;401836805;401836807;401850920;401869391;401869402;401869404;401871161,0.2651169821254474,0.27790973871733965,0.13291737818751034,0.3973165860633843,1.0
,422,grouped_coverage,,2025-01-03T01:56:03Z,2026-06-09T02:37:15Z,,,ladder_base,0.90,P3,5.0,401705030;401705039;401705074;401705086;401705110;401705126;401705129;401705133;401705144;401705159;401705171;401705206;401705208;401705238;401748705;401766124;401766462;401767820;401767910;401768045;401768063;401769743;401809236;401809795;401809813;401809839;401809955;401810034;401810058;401810123;401810148;401810154;401810184;401810229;401810233;401810239;401810241;401810269;401810284;401810349;401810360;401810383;401810417;401810491;401810509;401810537;401810538;401810564;401810569;401810639;401810645;401810649;401810667;401810671;401810675;401810679;401810684;401810696;401810770;401810910;401810915;401810921;401812680;401812712;401812720;401812724;401812729;401812734;401836799;401836805;401836807;401859965;401869397;401869402;401869404;401871161,0.3365833850293163,0.3033175355450237,0.20523399188107055,0.46793277817756196,1.0
,421,grouped_coverage,,2025-01-04T02:21:02Z,2026-06-09T02:36:03Z,,,ladder_base,0.90,P3,6.0,401705039;401705074;401705086;401705110;401705126;401705129;401705133;401705144;401705159;401705171;401705174;401705191;401705206;401705208;401705238;401748705;401766124;401766125;401767820;401767910;401768045;401768063;401769743;401809795;401809802;401809813;401809839;401809955;401810034;401810058;401810123;401810148;401810184;401810229;401810233;401810239;401810269;401810349;401810360;401810365;401810370;401810372;401810383;401810417;401810491;401810509;401810538;401810564;401810569;401810639;401810645;401810649;401810667;401810671;401810675;401810679;401810684;401810696;401810702;401810770;401810783;401810831;401810910;401810913;401810915;401810921;401812678;401812680;401812692;401812712;401812720;401812724;401812729;401812734;401836754;401836799;401836805;401836807;401839023;401859965;401869397;401869402;401871161,0.40484144999902405,0.4156769596199525,0.2746185686878664,0.5350643313101818,1.0
,421,grouped_coverage,,2025-01-04T02:20:03Z,2026-06-09T02:41:04Z,,,ladder_base,0.90,P3,7.0,401705039;401705074;401705086;401705110;401705126;401705129;401705144;401705171;401705174;401705191;401705206;401705208;401705220;401705238;401705764;401748705;401766124;401766125;401767910;401768045;401768063;401769743;401809795;401809802;401809813;401809839;401809955;401810034;401810048;401810058;401810126;401810131;401810148;401810184;401810229;401810233;401810239;401810349;401810360;401810365;401810370;401810372;401810383;401810398;401810400;401810417;401810419;401810491;401810509;401810563;401810569;401810667;401810671;401810675;401810679;401810684;401810702;401810770;401810783;401810829;401810831;401810913;401810915;401810921;401810947;401812678;401812692;401812712;401812720;401812724;401812729;401812734;401836754;401836799;401836807;401839023;401859965;401869397;401869402;401871161,0.4869764451697917,0.4584323040380047,0.3563383784387578,0.6176145119008256,1.0
