state_key,cluster_id,game,ts,split_id,n_train,y,p_null,p_candidate,loss_null,loss_candidate,loss_delta
KXMLBGAME-26JUL011310TEXCLE::0,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:42:03+00:00,0,31164,1,0.4842119114213419,0.5532314938707712,0.26603735231962566,0.19960209806894275,0.06643525425068292
KXMLBGAME-26JUN301840TEXCLE::49557,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:42:03+00:00,0,31164,0,0.4842119114213419,0.5532314938707712,0.23446117516230947,0.30606508581048514,-0.07160391064817567
KXMLBGAME-26JUL011310TEXCLE::1,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:42:33+00:00,0,31164,1,0.4842119114213419,0.5527916797169257,0.26603735231962566,0.19999528173040879,0.06604207058921688
KXMLBGAME-26JUN301840TEXCLE::49558,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:42:33+00:00,0,31164,0,0.4842119114213419,0.5527916797169257,0.23446117516230947,0.30557864116426015,-0.07111746600195068
KXMLBGAME-26JUL011310TEXCLE::2,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:43:03+00:00,0,31164,1,0.4842119114213419,0.5523517829318737,0.26603735231962566,0.20038892624427232,0.06564842607535334
KXMLBGAME-26JUN301840TEXCLE::49559,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:43:03+00:00,0,31164,0,0.4842119114213419,0.5523517829318737,0.23446117516230947,0.30509249210801975,-0.07063131694571029
KXMLBGAME-26JUL011310TEXCLE::3,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:43:32+00:00,0,31164,1,0.4842119114213419,0.5519118041888248,0.26603735231962566,0.2007830312253141,0.06525432109431156
KXMLBGAME-26JUL011840PITPHI::2833,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:43:32+00:00,0,31164,1,0.5201773522399901,0.5888908464743716,0.23022977330342656,0.16901073611255868,0.06121903719086788
KXMLBGAME-26JUL021235PITPHI::6615,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:43:32+00:00,0,31164,0,0.5201773522399901,0.5888908464743716,0.2705844777834067,0.3467924290613019,-0.0762079512778952
KXMLBGAME-26JUN301840TEXCLE::49560,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:43:32+00:00,0,31164,0,0.4842119114213419,0.5519118041888248,0.23446117516230947,0.3046066396029637,-0.07014546444065423
KXMLBGAME-26JUL011310TEXCLE::4,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:44:03+00:00,0,31164,1,0.4842119114213419,0.5514717441614985,0.26603735231962566,0.20117759628552828,0.06485975603409738
KXMLBGAME-26JUL011840PITPHI::2834,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:44:03+00:00,0,31164,1,0.5201773522399901,0.5884600230940795,0.23022977330342656,0.16936515259172555,0.06086462071170101
KXMLBGAME-26JUL021235PITPHI::6616,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:44:03+00:00,0,31164,0,0.5201773522399901,0.5884600230940795,0.2705844777834067,0.3462851987798846,-0.0757007209964779
KXMLBGAME-26JUN301840PITPHI::49327,KXMLBGAME-26JUN301840PITPHI#1,KXMLBGAME-26JUN301840PITPHI,2026-06-30T22:44:03+00:00,0,31164,1,0.5201773522399901,0.5888908464743716,0.23022977330342656,0.16901073611255868,0.06121903719086788
KXMLBGAME-26JUN301840TEXCLE::49561,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:44:03+00:00,0,31164,0,0.4842119114213419,0.5514717441614985,0.23446117516230947,0.3041210846085252,-0.06965990944621575
KXMLBGAME-26JUL011310TEXCLE::5,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:44:33+00:00,0,31164,1,0.4842119114213419,0.5510316035241211,0.26603735231962566,0.20157262103412202,0.06446473128550365
KXMLBGAME-26JUL011840PITPHI::2835,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:44:33+00:00,0,31164,1,0.5201773522399901,0.5880290640751905,0.23022977330342656,0.1697200520467635,0.06050972125666307
KXMLBGAME-26JUL021235PITPHI::6617,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:44:33+00:00,0,31164,0,0.5201773522399901,0.5880290640751905,0.2705844777834067,0.3457781801971445,-0.0751937024137378
KXMLBGAME-26JUN301840TEXCLE::49562,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:44:33+00:00,0,31164,0,0.4842119114213419,0.5510316035241211,0.23446117516230947,0.30363582808236417,-0.0691746529200547
KXMLBGAME-26JUL011310TEXCLE::6,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:44:48+00:00,0,31164,1,0.4842119114213419,0.5505913829514206,0.26603735231962566,0.20196810507751667,0.064069247242109
KXMLBGAME-26JUL011840PITPHI::2836,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:44:48+00:00,0,31164,1,0.5201773522399901,0.5875979700361156,0.23022977330342656,0.17007543431833264,0.060154338985093925
KXMLBGAME-26JUL021235PITPHI::6618,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:44:48+00:00,0,31164,0,0.5201773522399901,0.5875979700361156,0.2705844777834067,0.34527137439056377,-0.07468689660715705
KXMLBGAME-26JUN301840TEXCLE::49563,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:44:48+00:00,0,31164,0,0.4842119114213419,0.5505913829514206,0.23446117516230947,0.3031508709803579,-0.06868969581804846
KXMLBGAME-26JUL011310TEXCLE::7,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:45:04+00:00,0,31164,1,0.4842119114213419,0.5501510831186238,0.26603735231962566,0.2023640480193473,0.06367330430027837
KXMLBGAME-26JUL011840PITPHI::2837,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:45:04+00:00,0,31164,1,0.5201773522399901,0.5871667415960811,0.23022977330342656,0.1704312992443969,0.05979847405902966
KXMLBGAME-26JUL021235PITPHI::6619,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:45:04+00:00,0,31164,0,0.5201773522399901,0.5871667415960811,0.2705844777834067,0.34476478243655906,-0.07418030465315234
KXMLBGAME-26JUN301840PITPHI::49328,KXMLBGAME-26JUN301840PITPHI#1,KXMLBGAME-26JUN301840PITPHI,2026-06-30T22:45:04+00:00,0,31164,1,0.5201773522399901,0.5884600230940795,0.23022977330342656,0.16936515259172555,0.06086462071170101
KXMLBGAME-26JUL011310TEXCLE::8,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:45:34+00:00,0,31164,1,0.4842119114213419,0.5497107047014511,0.26603735231962566,0.20276044946046376,0.0632769028591619
KXMLBGAME-26JUL011840PITPHI::2838,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:45:34+00:00,0,31164,1,0.5201773522399901,0.5867353793751248,0.23022977330342656,0.17078764666022206,0.0594421266432045
KXMLBGAME-26JUL021235PITPHI::6620,KXMLBGAME-26JUL021235PITPHI#1,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:45:34+00:00,0,31164,0,0.5201773522399901,0.5867353793751248,0.2705844777834067,0.3442584054104716,-0.07367392762706487
KXMLBGAME-26JUN301840PITPHI::49329,KXMLBGAME-26JUN301840PITPHI#1,KXMLBGAME-26JUN301840PITPHI,2026-06-30T22:45:34+00:00,0,31164,1,0.5201773522399901,0.5880290640751905,0.23022977330342656,0.1697200520467635,0.06050972125666307
KXMLBGAME-26JUN301840TEXCLE::49564,KXMLBGAME-26JUN301840TEXCLE#1,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:45:34+00:00,0,31164,0,0.4842119114213419,0.5501510831186238,0.23446117516230947,0.30266621425659496,-0.06820503909428549
KXMLBGAME-26JUL011310TEXCLE::9,KXMLBGAME-26JUL011310TEXCLE#1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:46:07+00:00,0,31164,1,0.4842119114213419,0.5492702483761134,0.26603735231962566,0.20315730899893053,0.06288004332069513
KXMLBGAME-26JUL011840PITPHI::2839,KXMLBGAME-26JUL011840PITPHI#1,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:46:07+00:00,0,31164,1,0.5201773522399901,0.5863038839940932,0.23022977330342656,0.1711444763983727,0.05908529690505385
