member,selection,game,fold,timestamp,n_ticks,loss_guard_sum,loss_incumbent_sum,loss_market_sum,tail_guard,tail_incumbent,tail_market,max_loser_probability_guard,max_loser_probability_incumbent,max_loser_probability_market
hi_0.05_lo_0.15,fixed,401705242,F2,2025-01-31T02:36:04Z,321,78.32831293711507,54.39959800981826,53.3867915,False,True,True,0.65,0.9543100655758551,0.87
hi_0.05_lo_0.15,fixed,401705243,F2,2025-01-31T02:11:04Z,295,56.547369697229385,8.641192392237429,9.354981,False,False,False,0.51872537182552,0.51872537182552,0.565
hi_0.05_lo_0.15,fixed,401705244,F2,2025-01-31T03:13:04Z,309,69.57037368726907,24.4950668410113,27.533551,False,False,False,0.65,0.7228732537582713,0.78
hi_0.05_lo_0.15,fixed,401705245,F2,2025-02-01T00:12:04Z,303,61.35750000000003,1.6428930632036933,1.5348989999999998,False,False,False,0.45,0.18768093652402051,0.19499999999999995
hi_0.05_lo_0.15,fixed,401705246,F2,2025-02-01T00:12:04Z,303,62.53422107823401,17.946572714406557,21.1579495,False,False,False,0.5901222889122568,0.5901222889122568,0.665
hi_0.05_lo_0.15,fixed,401705247,F2,2025-02-01T00:45:04Z,315,60.30255500193146,5.777999574142341,7.141618,False,True,False,0.5893960714228996,0.8188888019766954,0.615
hi_0.05_lo_0.15,fixed,401705248,F2,2025-02-01T00:43:04Z,303,65.51167908015665,21.0897809798239,22.99635575,False,False,False,0.6256884135433797,0.6256884135433797,0.71
hi_0.05_lo_0.15,fixed,401705249,F2,2025-02-01T01:12:04Z,333,66.47250000000003,2.5102755990308974,3.26239925,False,False,False,0.45,0.24811095317608697,0.475
hi_0.05_lo_0.15,fixed,401705250,F2,2025-02-01T01:12:04Z,354,77.10001179648802,24.13585975687852,26.29520125,False,False,False,0.6284702681923595,0.6284702681923595,0.685
hi_0.05_lo_0.15,fixed,401705251,F2,2025-02-01T03:14:04Z,346,67.62533455444023,7.851046945519131,7.4817965,False,False,False,0.4694029024026498,0.4694029024026498,0.45999999999999996
hi_0.05_lo_0.15,fixed,401705252,F2,2025-02-01T22:13:04Z,278,53.41214779107588,6.107976440699992,8.519618999999999,False,False,False,0.5972835593846426,0.5972835593846426,0.49
hi_0.05_lo_0.15,fixed,401705253,F2,2025-02-01T22:13:04Z,268,53.963160160003596,14.637256168335616,12.632925,False,False,False,0.6309861184492417,0.6309861184492417,0.64
hi_0.05_lo_0.15,fixed,401705254,F2,2025-02-02T00:13:03Z,262,53.97342494688736,4.6987329134566505,5.0845305,False,True,True,0.65,0.9798665860028604,0.8155
hi_0.05_lo_0.15,fixed,401705255,F2,2025-02-02T01:12:04Z,265,63.38597030055617,39.254244660097044,35.3771785,False,True,True,0.65,0.8398870771889324,0.87
hi_0.05_lo_0.15,fixed,401705256,F2,2025-02-02T01:12:04Z,274,76.18697118056618,63.88935270148392,53.756546,False,True,True,0.65,0.9185963149960028,0.855
hi_0.05_lo_0.15,fixed,401705752,F2,2025-04-13T17:12:05Z,291,59.65602609181305,14.339360401938826,16.1565525,False,False,False,0.6022185060705245,0.6022185060705245,0.685
hi_0.05_lo_0.15,fixed,401705753,F2,2025-04-13T17:11:05Z,292,57.76999999999998,1.945496000149481,2.8845429999999994,False,False,False,0.44999999999999996,0.28041622454569937,0.3400000000000001
hi_0.05_lo_0.15,fixed,401705754,F2,2025-04-13T17:12:05Z,322,66.79172003121127,22.107243765144702,24.57696375,False,False,False,0.65,0.7084444902793915,0.7050000000000001
hi_0.05_lo_0.15,fixed,401705755,F2,2025-04-13T17:11:05Z,373,88.42480086165439,90.03776302172932,94.92302225,False,True,True,0.65,0.9993873766893503,0.995
hi_0.05_lo_0.15,fixed,401705756,F2,2025-04-13T17:13:05Z,296,56.842605089967265,57.924357058400844,42.24962025,False,True,True,0.65,0.9997413450286752,0.9895
hi_0.05_lo_0.15,fixed,401705757,F2,2025-04-13T17:11:05Z,292,56.375492024918444,11.068922081497425,10.631435250000001,False,False,False,0.5176360172615925,0.5176360172615925,0.54
hi_0.05_lo_0.15,fixed,401705758,F2,2025-04-13T17:13:05Z,321,69.15102934119727,32.77242471896162,24.399739250000003,False,True,True,0.65,0.8508174424086021,0.815
hi_0.05_lo_0.15,fixed,401705759,F2,2025-04-13T19:42:06Z,339,65.39500756276198,4.143498746431759,2.8256335000000004,False,False,False,0.45,0.38296134194098214,0.355
hi_0.05_lo_0.15,fixed,401705760,F2,2025-04-13T19:40:07Z,326,65.8985569565677,10.219338237657446,12.22007125,False,False,False,0.5893540470378325,0.5893540470378325,0.675
hi_0.05_lo_0.15,fixed,401705761,F2,2025-04-13T19:41:06Z,331,67.02749999999999,0.27768722467705,0.37177625000000003,False,False,False,0.44999999999999996,0.08647151732192848,0.09850000000000003
hi_0.05_lo_0.15,fixed,401705762,F2,2025-04-13T19:42:06Z,340,68.85000000000002,0.5025724097305588,0.25280050000000004,False,False,False,0.45,0.1740717793741226,0.13
hi_0.05_lo_0.15,fixed,401705763,F2,2025-04-13T19:43:05Z,343,75.6532165173742,44.641468316161806,47.278239250000006,False,True,True,0.65,0.8912142685788301,0.905
hi_0.05_lo_0.15,fixed,401705764,F2,2025-04-13T19:45:06Z,371,92.20883498410598,48.870407336605616,48.24332700000001,False,True,False,0.65,0.9263418159457625,0.795
hi_0.05_lo_0.15,fixed,401705765,F2,2025-04-13T19:44:05Z,337,64.64872779593605,4.580088553724244,3.9243502500000003,False,False,False,0.44999999999999996,0.3587865604172744,0.33000000000000007
hi_0.05_lo_0.15,fixed,401705766,F2,2025-04-13T19:41:06Z,320,64.79999999999998,1.125916508789965,1.1875197499999999,False,False,False,0.44999999999999996,0.1676747685420179,0.16500000000000004
hi_0.05_lo_0.15,fixed,401748705,F2,2025-01-29T00:41:04Z,297,57.48622491252159,14.896634492896927,15.71689375,False,False,False,0.49867515565126114,0.49867515565126114,0.515
hi_0.05_lo_0.15,fixed,401766122,F2,2025-06-06T00:38:05Z,282,63.10500000000002,135.6292491708222,115.51541850000001,False,True,True,0.65,0.9971788351107072,0.975
hi_0.05_lo_0.15,fixed,401766123,F2,2025-06-09T00:08:07Z,280,55.49999999999998,1.4918206184935667,1.5513385000000002,False,False,False,0.44999999999999996,0.21853141972763357,0.20999999999999996
hi_0.05_lo_0.15,fixed,401766124,F2,2025-06-12T00:39:07Z,287,76.7087774177239,51.39413004331279,53.69465650000001,False,True,False,0.65,0.834820425496172,0.755
hi_0.05_lo_0.15,fixed,401766125,F2,2025-06-14T00:39:07Z,299,64.22739196531948,39.48010796917727,36.961912500000004,False,True,False,0.65,0.8570655709598488,0.745
hi_0.05_lo_0.15,fixed,401766126,F2,2025-06-17T00:41:08Z,287,56.117499999999986,2.6880557115249912,3.6536830000000005,False,False,False,0.44999999999999996,0.3118859399822346,0.275
hi_0.05_lo_0.15,fixed,401766127,F2,2025-06-20T00:41:07Z,290,64.14603021564311,18.61302104112013,19.683665,False,False,False,0.65,0.6726622759424625,0.725
hi_0.05_lo_0.15,fixed,401766128,F2,2025-06-23T00:09:07Z,378,69.61092588273583,10.153471963811402,7.024259499999999,False,False,False,0.44999999999999996,0.38631433107787183,0.365
hi_0.05_lo_0.15,fixed,401766458,F2,2025-04-15T23:36:05Z,337,65.53897842932713,4.599910859276144,4.61949275,False,False,False,0.44999999999999996,0.386325478232489,0.395
hi_0.05_lo_0.15,fixed,401766459,F2,2025-04-16T02:12:06Z,352,67.15949952289101,6.52313550830465,7.038460999999999,False,False,False,0.44999999999999996,0.3983034447102157,0.395
hi_0.05_lo_0.15,fixed,401766460,F2,2025-04-16T23:44:06Z,320,63.50152586176345,7.062004295262319,5.287789000000002,False,False,False,0.5401320944586238,0.5401320944586238,0.5449999999999999
hi_0.05_lo_0.15,fixed,401766461,F2,2025-04-17T02:14:05Z,330,72.96126102864248,17.99656257161728,18.73951825,False,False,False,0.65,0.6733103090590243,0.69
hi_0.05_lo_0.15,fixed,401766462,F2,2025-04-18T23:06:05Z,330,62.106520609792405,15.584212987582852,13.767268999999999,False,True,False,0.65,0.9258821772807413,0.775
hi_0.05_lo_0.15,fixed,401767817,F2,2025-04-19T17:12:06Z,337,65.12249999999999,3.1181432278012573,2.6404425000000002,False,False,False,0.44999999999999996,0.33706865225631955,0.36
hi_0.05_lo_0.15,fixed,401767819,F2,2025-04-19T19:49:06Z,341,88.83494676055409,56.30811764783148,53.660894,False,True,False,0.65,0.88804680976014,0.785
hi_0.05_lo_0.15,fixed,401767820,F2,2025-04-19T22:20:06Z,328,62.750561714770015,21.57581024349052,21.90155225,False,False,False,0.65,0.7847247188382976,0.72
hi_0.05_lo_0.15,fixed,401767821,F2,2025-04-20T00:52:06Z,309,67.89478751004764,21.225086455923396,23.284851000000003,False,False,False,0.65,0.7140111557164563,0.775
hi_0.05_lo_0.15,fixed,401767822,F2,2025-04-20T19:41:05Z,340,67.32999999999998,2.0379730942968375,1.8336954999999997,False,False,False,0.44999999999999996,0.23824820745441233,0.265
hi_0.05_lo_0.15,fixed,401767903,F2,2025-04-22T23:36:06Z,325,65.81249999999999,0.5661361294596288,0.23131975000000002,False,False,False,0.44999999999999996,0.1676747685420179,0.12
hi_0.05_lo_0.15,fixed,401767904,F2,2025-04-25T01:47:06Z,407,94.05918403513206,70.83386722318993,63.798143749999994,False,True,True,0.65,0.9060281580621674,0.88
hi_0.05_lo_0.15,fixed,401767905,F2,2025-04-26T19:36:06Z,344,69.66000000000003,1.8595971775512112,1.7861239999999998,False,False,False,0.45,0.18352070254118918,0.23450000000000004
hi_0.05_lo_0.15,fixed,401767910,F2,2025-04-27T00:47:05Z,333,79.42920350761796,39.32003860779662,45.69637825,False,False,True,0.65,0.7316941323659493,0.805
hi_0.05_lo_0.15,fixed,401767911,F2,2025-04-29T02:06:05Z,300,60.730547910249136,30.752402028175936,30.138132,False,True,False,0.65,0.8440261683518981,0.66
hi_0.05_lo_0.15,fixed,401767912,F2,2025-04-30T23:37:05Z,350,68.75338198367373,2.931980643362231,2.0854872500000003,False,False,False,0.44999999999999996,0.41915788753640293,0.4099999999999999
hi_0.05_lo_0.15,fixed,401767913,F2,2025-05-03T01:15:05Z,359,80.66055931826256,32.538542594595114,33.952205,False,False,False,0.6480378120113275,0.6480378120113275,0.7050000000000001
hi_0.05_lo_0.15,fixed,401767914,F2,2025-05-05T00:42:05Z,375,72.75224457671489,14.511071551487415,14.582116,False,False,False,0.5677669050416919,0.5677669050416919,0.5449999999999999
hi_0.05_lo_0.15,fixed,401768031,F2,2025-04-27T23:06:05Z,340,63.41041696739562,6.5719211661554615,6.8064089999999995,False,False,False,0.45,0.3505951616831067,0.37
hi_0.05_lo_0.15,fixed,401768032,F2,2025-04-30T00:53:06Z,358,67.21499999999999,4.713966839701616,5.324450249999999,False,False,False,0.44999999999999996,0.30148790366994815,0.32499999999999996
hi_0.05_lo_0.15,fixed,401768036,F2,2025-04-26T17:07:05Z,324,63.6506376153979,4.922724007342416,3.4221619999999993,False,False,False,0.471055000358117,0.471055000358117,0.46499999999999997
hi_0.05_lo_0.15,fixed,401768037,F2,2025-04-28T23:36:05Z,324,64.73000000000002,1.050775180494082,0.4737305000000001,False,False,False,0.45,0.29360244251916173,0.25
hi_0.05_lo_0.15,fixed,401768043,F2,2025-04-27T17:12:05Z,342,72.07178415971356,51.50878750268947,39.07697225,False,True,True,0.65,0.9744278488588518,0.9299999999999999
hi_0.05_lo_0.15,fixed,401768044,F2,2025-04-29T23:38:06Z,373,95.830802287944,52.72356523740975,52.354165,False,False,False,0.65,0.7222895952833082,0.745
hi_0.05_lo_0.15,fixed,401768045,F2,2025-05-01T23:38:05Z,387,81.51654233896852,36.385150949845624,30.006479000000002,False,True,True,0.65,0.975794398517833,0.87
hi_0.05_lo_0.15,fixed,401768049,F2,2025-04-28T01:43:05Z,319,62.91928895683586,14.591222852369654,10.732217749999998,False,False,False,0.5881786513115584,0.5881786513115584,0.605
hi_0.05_lo_0.15,fixed,401768050,F2,2025-04-29T22:07:05Z,375,77.50315247096158,42.83518399909183,38.730735,False,True,True,0.65,0.9997857346174193,0.995
hi_0.05_lo_0.15,fixed,401768057,F2,2025-04-27T19:53:05Z,358,85.31887854753086,59.64572784029317,57.02272425,False,True,True,0.65,0.9312693254622499,0.855
hi_0.05_lo_0.15,fixed,401768058,F2,2025-05-01T02:13:06Z,441,99.26419693953503,40.901090483490734,31.855581749999995,False,False,False,0.65,0.7375095892893235,0.69
hi_0.05_lo_0.15,fixed,401768063,F2,2025-04-26T22:15:05Z,343,82.57788371992672,35.95261252480892,36.02252725000001,False,True,False,0.65,0.8713140932392076,0.69
hi_0.05_lo_0.15,fixed,401768064,F2,2025-04-30T02:17:05Z,412,79.13770496794456,11.583345530859443,11.471781,False,False,False,0.5235432921109869,0.5235432921109869,0.535
hi_0.05_lo_0.15,fixed,401768065,F2,2025-05-02T02:21:05Z,345,64.31126343157177,8.782465770789663,10.0103405,False,False,False,0.44999999999999996,0.43006380920194553,0.45999999999999996
hi_0.05_lo_0.15,fixed,401768066,F2,2025-05-03T23:36:05Z,381,75.87613924783494,12.43977580214164,13.891688250000001,False,False,False,0.5470769281776255,0.5470769281776255,0.585
hi_0.05_lo_0.15,fixed,401769689,F2,2025-05-04T22:07:05Z,350,88.82331652253113,47.17024911114768,44.771880499999995,False,False,False,0.65,0.7929387806971951,0.785
hi_0.05_lo_0.15,fixed,401769740,F2,2025-05-06T23:07:06Z,365,76.82118463480161,134.8311712399389,113.77946424999999,False,True,True,0.65,0.9999727201214859,0.992
hi_0.05_lo_0.15,fixed,401769741,F2,2025-05-09T23:44:07Z,384,73.39182633715335,5.491592060584197,4.916831500000001,False,False,False,0.45,0.3751188129853552,0.41500000000000004
hi_0.05_lo_0.15,fixed,401769742,F2,2025-05-12T00:07:06Z,376,76.42666334066911,10.887788629686495,10.248249750000001,False,False,False,0.5939021429647561,0.5939021429647561,0.64
hi_0.05_lo_0.15,fixed,401769743,F2,2025-05-13T23:07:07Z,389,93.81331376907767,76.14255139302709,70.85231425,False,True,True,0.65,0.9078837635087098,0.92
hi_0.05_lo_0.15,fixed,401769746,F2,2025-05-05T23:07:06Z,377,98.86250000000004,105.46000010438843,105.22791175000002,False,True,True,0.65,0.9825677277109257,0.9875
hi_0.05_lo_0.15,fixed,401769747,F2,2025-05-07T23:07:05Z,348,67.3922290120938,132.88249473065588,104.60941725,False,True,True,0.65,0.9977595880409615,0.9655
hi_0.05_lo_0.15,fixed,401769748,F2,2025-05-10T19:42:06Z,373,73.37840997826972,2.7019644878567544,1.5598949999999996,False,False,False,0.45,0.3541962579345569,0.31499999999999995
hi_0.05_lo_0.15,fixed,401769749,F2,2025-05-12T23:45:05Z,383,93.74952563060138,69.82833430244106,70.37216025,False,True,True,0.65,0.9168991723252254,0.865
hi_0.05_lo_0.15,fixed,401769750,F2,2025-05-14T23:06:07Z,384,72.5150190981368,14.32424050848425,18.64958925,False,False,False,0.5136107600867068,0.5136107600867068,0.57
hi_0.05_lo_0.15,fixed,401769751,F2,2025-05-17T00:15:06Z,398,78.13883016078734,5.660531894125506,5.573824500000001,False,False,False,0.44999999999999996,0.4291887833468817,0.44500000000000006
hi_0.05_lo_0.15,fixed,401769820,F2,2025-05-06T01:45:05Z,373,95.35250000000005,133.1523935264757,125.027026,False,True,True,0.65,0.9993886022210826,0.975
hi_0.05_lo_0.15,fixed,401769821,F2,2025-05-08T01:39:06Z,366,73.23499999999999,0.9457481038543367,0.52752825,False,False,False,0.44999999999999996,0.2582779694316274,0.21999999999999997
hi_0.05_lo_0.15,fixed,401769822,F2,2025-05-10T02:27:06Z,388,107.56869238155085,75.0344958004325,70.151365,False,True,True,0.65,0.9810831246237058,0.805
hi_0.05_lo_0.15,fixed,401769823,F2,2025-05-11T19:42:05Z,404,78.5876281127453,14.351185775822325,15.613802,False,False,False,0.65,0.6815809582305387,0.65
hi_0.05_lo_0.15,fixed,401769837,F2,2025-05-07T01:43:05Z,361,77.68390598512676,20.50388139356346,27.728150749999994,False,False,False,0.65,0.6956746185827135,0.7050000000000001
hi_0.05_lo_0.15,fixed,401769838,F2,2025-05-09T00:36:07Z,367,74.15749999999998,1.0550247892269038,0.89346425,False,False,False,0.44999999999999996,0.2225724301331541,0.17500000000000004
hi_0.05_lo_0.15,fixed,401769839,F2,2025-05-11T00:42:06Z,386,76.76841896568234,26.44835058185422,21.16039375,False,False,False,0.65,0.7812655779217204,0.64
hi_0.05_lo_0.15,fixed,401769840,F2,2025-05-13T02:27:06Z,385,74.5662235201707,15.434423184081263,13.341408000000001,False,False,False,0.5151602196660214,0.5151602196660214,0.485
hi_0.05_lo_0.15,fixed,401769987,F2,2025-05-15T01:50:07Z,386,75.845,2.273013437478416,1.9304205,False,False,False,0.44999999999999996,0.25971365268047664,0.22499999999999998
hi_0.05_lo_0.15,fixed,401769990,F2,2025-05-14T01:48:07Z,390,78.71813003777564,25.591568894703407,25.59571525,False,True,False,0.65,0.8396747531223406,0.76
hi_0.05_lo_0.15,fixed,401769991,F2,2025-05-16T00:45:06Z,380,93.30450179706588,42.70532077582752,39.80815025,False,True,False,0.65,0.8491682700640852,0.795
hi_0.05_lo_0.15,fixed,401772989,F2,2025-05-22T00:07:07Z,430,114.3956136904081,103.18893850580116,95.62009225000001,False,True,True,0.65,0.9999914502909719,0.995
hi_0.05_lo_0.15,fixed,401772990,F2,2025-05-24T00:06:06Z,400,101.68795242598831,51.54698478863044,49.54171625000001,False,False,False,0.65,0.7755824841879613,0.72
hi_0.05_lo_0.15,fixed,401772991,F2,2025-05-26T00:07:05Z,357,87.04089243085731,72.20895406263801,73.62259900000001,False,True,True,0.65,0.953659756639079,0.915
hi_0.05_lo_0.15,fixed,401772992,F2,2025-05-28T00:07:06Z,292,54.23340875897921,12.25964856121612,13.100375,False,False,False,0.46549469277315203,0.46549469277315203,0.45500000000000007
hi_0.05_lo_0.15,fixed,401772993,F2,2025-05-30T00:06:06Z,277,52.68319344246069,5.209340818009159,6.625818499999999,False,False,False,0.44999999999999996,0.38751487859286216,0.42500000000000004
hi_0.05_lo_0.15,fixed,401772994,F2,2025-06-01T00:06:07Z,369,68.85770614321834,10.307497152949043,10.692255499999998,False,False,False,0.44999999999999996,0.4396610927529929,0.43999999999999995
hi_0.05_lo_0.15,fixed,401773148,F2,2025-05-21T00:45:07Z,394,77.14284928092425,17.243848142893015,14.16811675,False,False,False,0.5853893407598962,0.5853893407598962,0.525
hi_0.05_lo_0.15,fixed,401773149,F2,2025-05-23T00:45:06Z,396,75.71,4.712329667360204,4.967670999999999,False,False,False,0.44999999999999996,0.3107562945319482,0.29000000000000004
hi_0.05_lo_0.15,fixed,401773151,F2,2025-05-27T00:45:06Z,279,48.73599472923341,10.09237238030966,13.229543,False,False,False,0.45,0.42081156179821083,0.43500000000000005
hi_0.05_lo_0.15,fixed,401773152,F2,2025-05-29T00:45:07Z,275,54.56749999999998,1.374821058595598,0.7202354999999998,False,False,False,0.44999999999999996,0.30686627743136796,0.265
hi_0.05_lo_0.15,fixed,401809234,F2,2025-10-22T23:14:04Z,288,56.42432695847455,15.64661774954901,17.14600875,False,False,False,0.645897344924383,0.645897344924383,0.625
hi_0.05_lo_0.15,fixed,401809235,F2,2025-10-23T01:49:03Z,270,62.13032566485052,26.326278531766647,26.556994,False,False,False,0.65,0.6680310085506054,0.655
hi_0.05_lo_0.15,fixed,401809236,F2,2025-10-23T23:46:04Z,321,60.7974731035854,25.041886926181913,25.630577000000002,False,True,False,0.65,0.9262431815510471,0.755
hi_0.05_lo_0.15,fixed,401809237,F2,2025-10-24T02:19:04Z,274,73.22458320984008,64.83223094036052,55.989931500000004,False,True,True,0.65,0.9956262732196187,0.875
hi_0.05_lo_0.15,fixed,401809238,F3,2025-12-25T17:08:08Z,289,69.14754330616117,59.03516435804084,48.5005055,False,True,True,0.65,0.9820630717411617,0.925
hi_0.05_lo_0.15,fixed,401809239,F3,2025-12-25T19:45:12Z,268,61.92837337626777,28.811760291784967,36.77792974999999,False,False,True,0.65,0.7409978144467362,0.835
hi_0.05_lo_0.15,fixed,401809240,F3,2025-12-25T22:18:10Z,273,50.882499999999986,5.404680689138509,4.4994295,False,False,False,0.44999999999999996,0.34350187454142256,0.30000000000000004
hi_0.05_lo_0.15,fixed,401809241,F3,2025-12-26T01:13:09Z,256,46.41167189514138,8.177860789165937,9.1241955,False,False,False,0.4727934974777979,0.4727934974777979,0.485
hi_0.05_lo_0.15,fixed,401809242,F3,2025-12-26T03:44:06Z,313,69.20329420625636,33.190971362876326,28.96265025,False,True,True,0.65,0.9955647489335009,0.9455
hi_0.05_lo_0.15,fixed,401809243,F2,2025-10-21T23:44:05Z,321,71.61002225147946,46.08524156579718,42.5841275,False,True,False,0.65,0.9262152538466436,0.795
hi_0.05_lo_0.15,fixed,401809244,F2,2025-10-22T02:18:04Z,305,58.10061774600779,14.432676994953175,13.238597250000002,False,False,False,0.4886800825095503,0.4886800825095503,0.45499999999999996
hi_0.05_lo_0.15,fixed,401809510,F3,2025-11-08T00:11:05Z,268,46.9074132151056,13.966418249544992,11.522677999999997,False,False,False,0.5933234721101479,0.5933234721101479,0.495
hi_0.05_lo_0.15,fixed,401809511,F3,2025-11-08T00:11:06Z,276,55.57000000000002,1.029318759222103,0.45025449999999995,False,False,False,0.45,0.21104088566363596,0.15500000000000003
hi_0.05_lo_0.15,fixed,401809512,F3,2025-11-08T00:46:07Z,262,70.36608788619989,47.2893522523655,50.7158075,False,True,False,0.65,0.8438007870914017,0.8
hi_0.05_lo_0.15,fixed,401809773,F3,2025-11-08T00:41:04Z,276,50.850000000000016,5.630916980967951,4.4129325,False,False,False,0.45,0.3369234379127998,0.33499999999999996
hi_0.05_lo_0.15,fixed,401809774,F3,2025-11-08T00:43:07Z,279,66.69271830896398,35.51321247428712,38.11713175,False,False,True,0.65,0.7881159102313322,0.805
hi_0.05_lo_0.15,fixed,401809775,F3,2025-11-08T01:11:07Z,264,47.59635590574016,6.985974826474193,4.8973059999999995,False,False,False,0.44999999999999996,0.37129871840061934,0.33499999999999996
hi_0.05_lo_0.15,fixed,401809776,F3,2025-11-08T01:12:04Z,351,67.80553942397542,4.927787186154114,2.6030102499999996,False,False,False,0.44999999999999996,0.43604907501845747,0.375
hi_0.05_lo_0.15,fixed,401809777,F3,2025-11-08T01:11:07Z,257,50.767309812459864,16.39452993475904,14.089091750000001,False,False,False,0.5574210039223924,0.5574210039223924,0.515
hi_0.05_lo_0.15,fixed,401809778,F3,2025-11-08T01:11:05Z,263,52.77749999999999,0.7055688178677283,0.18310875000000004,False,False,False,0.44999999999999996,0.23547445574707337,0.15500000000000003
hi_0.05_lo_0.15,fixed,401809779,F3,2025-11-08T03:13:05Z,267,51.90749999999999,2.3928951381310637,0.9809935,False,False,False,0.44999999999999996,0.3252899977481394,0.255
hi_0.05_lo_0.15,fixed,401809780,F3,2025-11-08T03:11:06Z,268,52.110000000000014,2.3244155888749525,1.6603257500000002,False,False,False,0.45,0.25196101782842284,0.235
hi_0.05_lo_0.15,fixed,401809781,F3,2025-11-15T00:13:07Z,297,55.574308026140564,13.13237752827615,10.917996,False,False,False,0.49243115425677797,0.49243115425677797,0.45500000000000007
hi_0.05_lo_0.15,fixed,401809782,F3,2025-11-15T00:12:09Z,275,48.71158425106877,11.900026195831407,11.337382,False,True,False,0.65,0.8480836992006773,0.73
hi_0.05_lo_0.15,fixed,401809783,F3,2025-11-15T00:41:06Z,269,59.388212891988005,32.54603238048687,30.906032999999997,False,True,True,0.65,0.8879260567675353,0.865
hi_0.05_lo_0.15,fixed,401809784,F3,2025-11-15T01:12:06Z,272,51.13445486745762,6.096881688722085,4.394056249999999,False,False,False,0.44999999999999996,0.4251977134764491,0.405
hi_0.05_lo_0.15,fixed,401809785,F3,2025-11-15T01:11:06Z,293,55.29047810457247,19.462693517789532,19.1210065,False,False,False,0.5514282694318084,0.5514282694318084,0.53
hi_0.05_lo_0.15,fixed,401809790,F3,2025-11-22T00:13:07Z,273,53.282499999999985,2.7609392481802,1.3871814999999998,False,False,False,0.44999999999999996,0.228743280257794,0.15500000000000003
hi_0.05_lo_0.15,fixed,401809791,F3,2025-11-22T00:41:07Z,270,69.89676031733096,50.90850513146056,56.42780699999999,False,True,True,0.65,0.8460217679474894,0.915
hi_0.05_lo_0.15,fixed,401809792,F3,2025-11-22T00:43:06Z,289,58.28249999999998,1.2133887525253244,0.3152115000000003,False,False,False,0.44999999999999996,0.21378887936297275,0.11499999999999999
hi_0.05_lo_0.15,fixed,401809793,F3,2025-11-22T01:12:07Z,259,54.056218155608676,11.783282266377661,13.66876,False,False,False,0.5763132784618931,0.5763132784618931,0.645
