target,game,game_date,fold_train_clusters,player,stat,line,actual,history_n,model_crps,market_crps,model_pinball,market_pinball,over_observed,model_over_probability,market_over_probability,model_brier,market_brier,attempt2_prereg_seal
player_stat,0022500410,2025-12-24,0,Egor Demin,player_assists,3.5,5.0,21,1.2312925170068025,1.2315925346365029,1.0,0.5,1,0.42857142857142855,0.5187593796898449,0.32653061224489793,0.2315925346365029,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_assists,3.5,4.0,41,1.1546698393813208,0.29460734215835455,1.0,0.5,1,0.24390243902439024,0.45722256664600125,0.571683521713266,0.29460734215835455,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_assists,3.5,4.0,69,0.7059441293845832,0.2988822061465045,0.5,0.5,1,0.6086956521739131,0.45329879628218805,0.1531190926275992,0.2988822061465045,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_assists,2.5,1.0,181,0.5607887427123713,1.3597476488190148,0.5,1.0,0,0.3370165745856354,0.5997896704837579,0.11358017154543514,0.35974764881901483,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_assists,3.5,2.0,126,0.9215797430083146,1.2946073421583546,0.5,1.0,0,0.48412698412698413,0.5427774333539988,0.23437893675988913,0.29460734215835455,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_assists,3.5,4.0,167,1.3989386496468144,0.3211765872002739,1.5,0.5,1,0.20958083832335328,0.43327556325823224,0.624762451145613,0.3211765872002739,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_assists,7.5,2.0,147,2.7933731315655512,5.206866488879153,2.0,2.5,0,0.30612244897959184,0.4548257786000616,0.0937109537692628,0.20686648887915227,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_points,5.5,12.0,145,2.7780261593341256,6.235641128923232,2.5,3.0,1,0.6689655172413793,0.5145711906744379,0.10958382877526754,0.2356411289232329,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_points,8.5,3.0,13,2.8520710059171592,5.269111294016193,2.5,3.0,0,0.38461538461538464,0.5187593796898449,0.14792899408284024,0.26911129401619266,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_points,6.5,9.0,137,1.4277265704086526,2.2885675167581203,1.5,1.5,1,0.49635036496350365,0.46281519310564956,0.25366295487239593,0.2885675167581206,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_points,9.5,20.0,21,8.870748299319727,10.269111294016195,5.5,5.5,1,0.38095238095238093,0.48124062031015497,0.3832199546485261,0.2691112940161929,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_points,12.5,10.0,41,2.536585365853658,2.2605057145690397,0.5,1.5,0,0.4146341463414634,0.510397604391948,0.17192147531231408,0.2605057145690395,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_points,23.5,27.0,69,2.646712875446335,3.2624669368341865,1.5,2.0,1,0.7391304347826086,0.4876847290640395,0.0680529300567108,0.26246693683418665,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_points,7.5,4.0,68,2.255622837370242,3.2315925346365026,2.0,1.5,0,0.5147058823529411,0.48124062031015497,0.26492214532871966,0.23159253463650273,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_points,24.5,28.0,181,6.3654039864473,3.269111294016193,5.0,2.0,1,0.19337016574585636,0.48124062031015497,0.6506516895088672,0.2691112940161929,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_points,12.5,13.0,96,2.7536892361111107,0.22191107164811144,2.5,0.0,1,0.3333333333333333,0.5289256198347108,0.44444444444444453,0.22191107164811144,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_points,16.5,19.0,126,2.1446208112874787,2.279762311317533,0.25,1.5,1,0.6349206349206349,0.4710743801652893,0.13328294280675235,0.279762311317533,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_points,7.5,4.0,167,2.2781024776793717,3.2541726798771022,1.5,2.0,0,0.46706586826347307,0.5041554124246831,0.21815052529671197,0.2541726798771023,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_points,28.5,13.0,147,9.584339858392337,15.221911071648114,7.0,7.5,0,0.43537414965986393,0.4710743801652893,0.18955065019204959,0.2219110716481115,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Ziaire Williams,player_points,6.5,9.0,138,1.420342365049359,2.2946073421583546,0.0,1.5,1,0.6304347826086957,0.45722256664600125,0.136578449905482,0.29460734215835455,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_rebounds,7.5,13.0,145,2.9061117717003566,5.25,2.5,2.5,1,0.5724137931034483,0.5,0.18282996432818072,0.25,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_rebounds,4.5,2.0,13,1.3964497041420119,2.1626296230899515,1.0,1.0,0,0.38461538461538464,0.40327363302099395,0.14792899408284024,0.1626296230899513,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_rebounds,5.5,11.0,137,3.3858490063402424,5.28418465807141,2.5,3.0,1,0.5620437956204379,0.4669102720259846,0.19180563695455274,0.2841846580714098,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_rebounds,3.5,2.0,21,0.6371882086167802,1.198594442374477,0.5,0.5,0,0.38095238095238093,0.4456393635827931,0.14512471655328796,0.19859444237447688,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_rebounds,3.5,9.0,41,5.7275431290898275,5.274428169280832,3.5,3.0,1,0.24390243902439024,0.47614107883817425,0.571683521713266,0.27442816928083197,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_rebounds,7.5,6.0,69,2.10501995379122,1.2946073421583546,2.0,1.0,0,0.6376811594202898,0.5427774333539988,0.4066372610796051,0.29460734215835455,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_rebounds,2.5,2.0,68,0.5194636678200693,0.2605057145690395,0.25,0.5,0,0.5,0.510397604391948,0.25,0.2605057145690395,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_rebounds,6.5,5.0,181,1.1278349256738196,1.3266407870605614,1.0,1.0,0,0.5303867403314917,0.5715249662618084,0.2813100943194652,0.3266407870605612,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_rebounds,4.5,1.0,96,1.7158203124999998,3.2141979029694197,1.5,1.5,0,0.3645833333333333,0.46281519310564956,0.13292100694444442,0.21419790296941968,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_rebounds,5.5,4.0,126,0.7749433106575965,1.209052475450357,0.5,0.5,0,0.4444444444444444,0.45722256664600125,0.19753086419753085,0.20905247545035704,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_rebounds,3.5,5.0,167,1.0935135716590771,1.373903375183865,1.0,1.0,1,0.41916167664670656,0.38852361028093246,0.3373731578758651,0.373903375183865,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_rebounds,3.5,3.0,147,0.5083067240501642,0.3358899735410332,0.0,0.5,0,0.47619047619047616,0.5795601552393274,0.22675736961451246,0.3358899735410332,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_assists,3.5,5.0,21,1.2312925170068025,1.2379964902641154,1.0,0.5,1,0.42857142857142855,0.5121511604358217,0.32653061224489793,0.23799649026411543,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_assists,3.5,4.0,41,1.1546698393813208,0.2832986472424559,1.0,0.5,1,0.24390243902439024,0.4677419354838709,0.571683521713266,0.28329864724245585,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_assists,3.5,4.0,69,0.7059441293845832,0.2685934511534497,0.5,0.5,1,0.6086956521739131,0.48173997727641615,0.1531190926275992,0.2685934511534496,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_assists,2.5,1.0,181,0.5607887427123713,1.3042106627273298,0.5,1.0,0,0.3370165745856354,0.5515529555059332,0.11358017154543514,0.30421066272732994,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_assists,3.5,2.0,126,0.9215797430083146,1.292815762720941,0.5,1.0,0,0.48412698412698413,0.5411245353159851,0.23437893675988913,0.29281576272094084,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_assists,3.5,4.0,167,1.3989386496468144,0.3274796488029506,1.5,0.5,1,0.20958083832335328,0.42774162408668004,0.624762451145613,0.3274796488029506,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_assists,7.5,2.0,147,2.7933731315655512,5.211273295414764,2.0,2.5,0,0.30612244897959184,0.45964474914303516,0.0937109537692628,0.21127329541476372,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
