target,game,game_date,fold_train_clusters,player,stat,line,actual,history_n,model_crps,market_crps,model_pinball,market_pinball,over_observed,model_over_probability,market_over_probability,model_brier,market_brier,attempt2_prereg_seal
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_points,5.5,12.0,145,2.7780261593341256,6.245861855027735,2.5,3.0,1,0.6689655172413793,0.5041554124246831,0.10958382877526754,0.2458618550277361,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_points,8.5,3.0,13,2.8520710059171592,5.2850674845344425,2.5,3.0,0,0.38461538461538464,0.533917113917921,0.14792899408284024,0.2850674845344422,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_points,6.5,9.0,137,1.4277265704086526,2.286381022101425,1.5,1.5,1,0.49635036496350365,0.46485420481757994,0.25366295487239593,0.28638102210142474,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_points,9.5,20.0,21,8.870748299319727,10.245861855027735,5.5,5.0,1,0.38095238095238093,0.5041554124246831,0.3832199546485261,0.2458618550277361,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_points,12.5,10.0,41,2.536585365853658,2.2722380520417995,0.5,1.5,0,0.4146341463414634,0.5217643644805572,0.17192147531231408,0.27223805204179974,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_points,24.5,27.0,69,2.646712875446335,2.2647835102721086,1.5,1.5,1,0.7101449275362319,0.48542880932556204,0.08401596303297625,0.2647835102721087,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_points,7.5,4.0,68,2.255622837370242,3.2626386572974706,2.0,2.0,0,0.5147058823529411,0.512482836100362,0.26492214532871966,0.26263865729747055,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_points,24.5,28.0,181,6.3654039864473,3.25,5.0,1.5,1,0.19337016574585636,0.5,0.6506516895088672,0.25,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_points,12.5,13.0,96,2.7536892361111107,0.2356411289232329,2.5,0.0,1,0.3333333333333333,0.5145711906744379,0.44444444444444453,0.2356411289232329,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_points,16.5,19.0,126,2.1446208112874787,2.2669408572408694,0.25,1.5,1,0.6349206349206349,0.4833368048323266,0.13328294280675235,0.2669408572408694,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_points,7.5,4.0,167,2.2781024776793717,3.275352306472293,1.5,2.0,0,0.46706586826347307,0.524740227610094,0.21815052529671197,0.27535230647229325,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_points,28.5,13.0,147,9.584339858392337,15.233614466905523,7.0,7.5,0,0.43537414965986393,0.4833368048323266,0.18955065019204959,0.23361446690552257,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Ziaire Williams,player_points,6.5,9.0,138,1.420342365049359,2.2712954290512517,0.0,1.5,1,0.6304347826086957,0.4791397221410989,0.136578449905482,0.27129542905125165,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_rebounds,7.5,13.0,145,2.9061117717003566,5.2561057752661915,2.5,3.0,1,0.5724137931034483,0.4939310568053083,0.18282996432818072,0.25610577526619205,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_rebounds,4.5,2.0,13,1.3964497041420119,2.1916936826963482,1.0,1.0,0,0.38461538461538464,0.43782837127845886,0.14792899408284024,0.191693682696348,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_rebounds,5.5,11.0,137,3.3858490063402424,5.28023896310374,2.5,3.0,1,0.5620437956204379,0.47062398703403574,0.19180563695455274,0.28023896310374075,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_rebounds,3.5,2.0,21,0.6371882086167802,1.2112732954147636,0.5,0.5,0,0.38095238095238093,0.45964474914303516,0.14512471655328796,0.21127329541476372,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_rebounds,3.5,9.0,41,5.7275431290898275,5.275907375997554,3.5,3.0,1,0.24390243902439024,0.4747311393223902,0.571683521713266,0.27590737599755427,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_rebounds,7.5,6.0,69,2.10501995379122,1.2898269251120094,2.0,1.0,0,0.6376811594202898,0.538355760730773,0.4066372610796051,0.28982692511200925,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_rebounds,2.5,2.0,68,0.5194636678200693,0.2510189514610235,0.25,0.5,0,0.5,0.5010179153094463,0.25,0.2510189514610235,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_rebounds,7.5,5.0,181,1.1278349256738196,2.1981748111680526,1.0,1.0,0,0.4143646408839779,0.4451682953311618,0.17169805561490797,0.1981748111680525,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_rebounds,4.5,1.0,96,1.7158203124999998,3.216869637609941,1.5,1.5,0,0.3645833333333333,0.46569264285571527,0.13292100694444442,0.21686963760994077,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_rebounds,5.5,4.0,126,0.7749433106575965,1.2098695211205832,0.5,0.5,0,0.4444444444444444,0.4581151832460733,0.19753086419753085,0.20986952112058332,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_rebounds,3.5,5.0,167,1.0935135716590771,1.3385552911594925,1.0,1.0,1,0.41916167664670656,0.41814495691839837,0.3373731578758651,0.3385552911594925,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_rebounds,3.5,3.0,147,0.5083067240501642,0.30914129851023203,0.0,0.5,0,0.47619047619047616,0.5560047648269141,0.22675736961451246,0.30914129851023203,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Ziaire Williams,player_rebounds,2.5,0.0,138,2.4362003780718338,2.214980726425858,1.5,1.0,0,0.6666666666666666,0.46366014107949594,0.4444444444444444,0.21498072642585808,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_assists,3.5,5.0,21,1.2312925170068025,1.2399809864118407,1.0,0.5,1,0.42857142857142855,0.5101214574898786,0.32653061224489793,0.23998098641184085,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_points,8.5,3.0,13,2.8520710059171592,5.270716844031024,2.5,3.0,0,0.38461538461538464,0.5203045685279188,0.14792899408284024,0.2707168440310238,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_rebounds,7.5,5.0,181,1.1278349256738196,2.1987910260051122,1.0,1.0,0,0.4143646408839779,0.4458598726114649,0.17169805561490797,0.19879102600511173,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_assists,2.5,6.0,137,3.5643348073951735,3.428319282202057,2.5,2.0,1,0.24087591240875914,0.34553893759669935,0.5762693803612339,0.42831928220205706,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_assists,3.5,5.0,21,1.2312925170068025,1.2370915504321651,1.0,0.5,1,0.42857142857142855,0.5130795235028978,0.32653061224489793,0.2370915504321651,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_assists,3.5,4.0,41,1.1546698393813208,0.31344227335846064,1.0,0.5,1,0.24390243902439024,0.44014084507042256,0.571683521713266,0.31344227335846064,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_assists,3.5,4.0,69,0.7059441293845832,0.2863378910911113,0.5,0.5,1,0.6086956521739131,0.46489450470854693,0.1531190926275992,0.28633789109111135,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_assists,1.5,0.0,68,0.8298010380622837,1.242076575243189,0.5,0.5,0,0.4117647058823529,0.4920127795527157,0.1695501730103806,0.24207657524318923,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_assists,2.5,1.0,181,0.5607887427123713,1.3461579381225421,0.5,1.0,0,0.3370165745856354,0.58835188290898,0.11358017154543514,0.3461579381225421,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_assists,1.5,1.0,96,0.22667100694444442,0.25,0.0,0.5,0,0.3333333333333333,0.5,0.1111111111111111,0.25,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_assists,3.5,2.0,126,0.9215797430083146,1.2893442291505706,0.5,1.0,0,0.48412698412698413,0.5379072681704261,0.23437893675988913,0.28934422915057073,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_assists,3.5,4.0,167,1.3989386496468144,0.31344227335846064,1.5,0.5,1,0.20958083832335328,0.44014084507042256,0.624762451145613,0.31344227335846064,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_assists,7.5,2.0,147,2.7933731315655512,5.222635172088393,2.0,2.5,0,0.30612244897959184,0.4718423169750604,0.0937109537692628,0.22263517208839337,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_points,5.5,12.0,145,2.7780261593341256,6.258051016137758,2.5,3.5,1,0.6689655172413793,0.4920127795527157,0.10958382877526754,0.25805101613775777,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Danny Wolf,player_points,8.5,3.0,13,2.8520710059171592,5.287514217546655,2.5,3.0,0,0.38461538461538464,0.5362035225048923,0.14792899408284024,0.28751421754665457,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Day'Ron Sharpe,player_points,6.5,9.0,137,1.4277265704086526,2.264385003153596,1.5,1.5,1,0.49635036496350365,0.48581617766250607,0.25366295487239593,0.26438500315359553,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Egor Demin,player_points,9.5,20.0,21,8.870748299319727,10.261184313571933,5.5,5.5,1,0.38095238095238093,0.48893805309734506,0.3832199546485261,0.2611843135719321,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Jared McCain,player_points,12.5,10.0,41,2.536585365853658,2.2621341775500463,0.5,1.5,0,0.4146341463414634,0.511990407673861,0.17192147531231408,0.2621341775500463,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Joel Embiid,player_points,23.5,27.0,69,2.646712875446335,3.2530225816673157,1.5,2.0,1,0.7391304347826086,0.4969864995178399,0.0680529300567108,0.25302258166731606,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Justin Edwards,player_points,7.5,4.0,68,2.255622837370242,3.270162352052849,2.0,2.0,0,0.5147058823529411,0.519771442128989,0.26492214532871966,0.27016235205284894,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Michael Porter Jr,player_points,24.5,28.0,181,6.3654039864473,3.26325059743796,5.0,2.0,1,0.19337016574585636,0.4869204764971024,0.6506516895088672,0.26325059743796037,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Noah Clowney,player_points,12.5,13.0,96,2.7536892361111107,0.21878251821019773,2.5,0.0,1,0.3333333333333333,0.532258064516129,0.44444444444444453,0.21878251821019773,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Paul George,player_points,16.5,19.0,126,2.1446208112874787,2.2674179218197072,0.25,1.5,1,0.6349206349206349,0.48287533242001773,0.13328294280675235,0.2674179218197072,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Terance Mann,player_points,7.5,4.0,167,2.2781024776793717,3.2683426669913156,1.5,2.0,0,0.46706586826347307,0.5180180180180181,0.21815052529671197,0.2683426669913157,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Tyrese Maxey,player_points,28.5,13.0,147,9.584339858392337,15.231695588327659,7.0,7.5,0,0.43537414965986393,0.4813476792586193,0.18955065019204959,0.23169558832765866,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Ziaire Williams,player_points,6.5,9.0,138,1.420342365049359,2.268342666991316,0.0,1.5,1,0.6304347826086957,0.481981981981982,0.136578449905482,0.2683426669913157,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
player_stat,0022500410,2025-12-24,0,Andre Drummond,player_rebounds,7.5,13.0,145,2.9061117717003566,5.2815493544356515,2.5,3.0,1,0.5724137931034483,0.4693877551020409,0.18282996432818072,0.2815493544356517,83115c8892c0d7a4e0fb511aea16b8670ccd8dab8e059c2ebf19003ffb249617
