cluster_date,n_rows,cold_start_rows,naive_crps,naive_pinball_q10,naive_pinball_q50,naive_pinball_q90
2022-05-17,5,0,0.41441322314049583,0.13999999999999999,0.4,0.07999999999999999
2022-05-18,4,0,0.6041512345679012,0.025,0.5,0.19999999999999996
2022-05-19,2,0,0.21180555555555558,0.05,0.0,0.14999999999999997
2022-05-20,3,0,0.33649846592154287,0.06666666666666667,0.16666666666666666,0.1333333333333333
2022-05-21,3,0,0.34493575207860916,0.10000000000000002,0.16666666666666666,0.1333333333333333
2022-05-22,4,0,0.6081973140495868,0.125,0.375,0.32499999999999996
2022-05-23,3,0,0.383243903271185,0.10000000000000002,0.3333333333333333,0.09999999999999998
2022-05-24,5,0,0.41555773553974973,0.0,0.4,0.21999999999999992
2022-05-25,3,0,0.3011510724852071,0.06666666666666667,0.16666666666666666,0.16666666666666663
2022-05-26,2,0,0.37110998095567865,0.0,0.25,0.24999999999999994
2022-05-27,3,0,0.3695633291405205,0.06666666666666667,0.3333333333333333,0.19999999999999996
2022-05-28,6,0,0.4322093708925259,0.05000000000000001,0.4166666666666667,0.16666666666666663
2022-05-29,6,1,0.9050158485403857,0.11666666666666665,0.6666666666666666,0.3833333333333333
2022-05-30,5,0,0.49790209844268285,0.1,0.3,0.09999999999999998
2022-05-31,6,1,0.42278510371090583,0.10000000000000002,0.3333333333333333,0.06666666666666665
2022-06-01,4,1,0.8310822875216815,0.15000000000000002,0.75,0.25
2022-06-02,2,0,1.5124653739612188,1.0,0.75,0.09999999999999998
2022-06-03,6,0,0.22613301247810877,0.05000000000000001,0.0,0.14999999999999997
2022-06-04,6,0,0.9315646495547595,0.18333333333333335,0.6666666666666666,0.35000000000000003
2022-06-05,4,0,0.43472446357061745,0.05,0.25,0.14999999999999997
2022-06-07,4,0,0.5558713168079179,0.07500000000000001,0.5,0.14999999999999997
2022-06-08,4,0,0.4539344467843892,0.05,0.5,0.17499999999999996
2022-06-09,4,0,1.0093866076827704,0.17500000000000002,0.625,0.275
2022-06-10,4,0,0.6012669495631122,0.07500000000000001,0.375,0.375
2022-06-11,5,0,0.5812085547141532,0.18,0.6,0.039999999999999994
2022-06-12,4,0,0.5581094231629194,0.125,0.5,0.04999999999999999
2022-06-13,2,0,0.24875000000000003,0.0,0.0,0.19999999999999996
2022-06-14,5,0,0.6245254387535254,0.13999999999999999,0.6,0.059999999999999984
2022-06-15,1,0,0.22448979591836737,0.0,0.0,0.19999999999999996
2022-06-16,2,0,0.5608308012486993,0.15000000000000002,0.25,0.09999999999999998
2022-06-17,3,0,0.45476399599497563,0.10000000000000002,0.16666666666666666,0.1333333333333333
2022-06-18,4,0,0.44885936308948393,0.0,0.375,0.19999999999999996
2022-06-19,1,0,0.171875,0.0,0.0,0.19999999999999996
2022-06-20,2,0,0.510555705433726,0.2,0.25,0.04999999999999999
2022-06-21,2,0,0.701957330799125,0.0,0.75,0.24999999999999994
2022-06-22,3,0,0.4302472375879769,0.10000000000000002,0.3333333333333333,0.09999999999999998
2022-06-23,2,0,2.77265703125,0.4,1.75,1.8
2022-06-24,3,2,0.5788888888888889,0.13333333333333333,0.3333333333333333,0.3
2022-06-25,3,1,0.19294255008797698,0.03333333333333333,0.16666666666666666,0.09999999999999998
2022-06-26,5,1,0.6027820408163265,0.1,0.4,0.26
2022-06-27,2,0,0.5377892926161099,0.0,0.5,0.24999999999999994
2022-06-28,5,0,0.3708435694681115,0.04,0.3,0.11999999999999997
2022-06-29,4,0,0.46673476051711227,0.15,0.375,0.07499999999999998
2022-06-30,3,0,0.732821432726466,0.13333333333333333,0.6666666666666666,0.3333333333333333
2022-07-01,5,0,0.5870314206132217,0.06000000000000001,0.3,0.5000000000000001
2022-07-02,4,0,0.4050032591271477,0.025,0.5,0.12499999999999997
2022-07-03,4,0,0.47544384143451046,0.07500000000000001,0.5,0.09999999999999998
2022-07-04,2,0,0.07988165680473375,0.0,0.0,0.09999999999999998
2022-07-05,2,0,0.25594485973369574,0.05,0.25,0.09999999999999998
2022-07-06,4,0,0.37314524050344816,0.025,0.25,0.19999999999999996
2022-07-07,6,0,0.6848888605610156,0.11666666666666665,0.5,0.2333333333333333
2022-07-08,5,0,0.3452389309966529,0.08,0.2,0.13999999999999996
2022-07-09,7,0,0.5202139642220793,0.09999999999999999,0.2857142857142857,0.24285714285714283
2022-07-10,5,0,0.8370315603526486,0.12,0.6,0.26
2022-07-11,4,2,0.571533203125,0.05,0.25,0.525
2022-07-12,4,1,0.8480225942451752,0.1,0.625,0.55
2022-07-13,8,1,0.7233954601437304,0.2,0.5,0.4625
2022-07-14,6,1,0.9675151967432112,0.3,0.6666666666666666,0.3666666666666667
2022-07-15,6,0,0.6518657743019739,0.3333333333333333,0.5,0.16666666666666663
2022-07-16,5,0,0.3562924373636311,0.08,0.1,0.13999999999999996
2022-07-17,4,0,0.4110070231796422,0.1,0.25,0.07499999999999998
2022-07-19,1,0,0.3353057199211046,0.0,0.5,0.19999999999999996
2022-07-21,2,0,0.3792414016272189,0.0,0.5,0.19999999999999996
2022-07-22,5,0,0.3391133916831032,0.02,0.3,0.17999999999999997
2022-07-23,4,1,0.6769393080210389,0.1,0.375,0.55
2022-07-24,4,0,0.2010572508241027,0.025,0.0,0.17499999999999996
2022-07-25,7,1,0.5022110701338769,0.1142857142857143,0.5,0.07142857142857141
2022-07-26,5,0,0.43178840702947846,0.04,0.2,0.11999999999999997
2022-07-27,8,0,0.4087635698610128,0.05,0.125,0.26249999999999996
2022-07-28,3,0,0.3824189708533143,0.0,0.3333333333333333,0.19999999999999996
2022-07-29,6,0,0.6306586194894331,0.08333333333333333,0.5,0.3
2022-07-30,6,0,0.41041748905948267,0.06666666666666667,0.3333333333333333,0.3
2022-07-31,6,0,0.615975890893376,0.10000000000000002,0.4166666666666667,0.09999999999999998
2022-08-01,1,0,0.9125925925925925,0.0,0.5,0.19999999999999996
2022-08-02,5,0,0.7839851714682933,0.12000000000000002,0.6,0.27999999999999997
2022-08-03,4,0,0.4431688692223392,0.0,0.125,0.19999999999999996
2022-08-04,7,0,0.41571208578568253,0.07142857142857142,0.35714285714285715,0.14285714285714282
2022-08-05,3,0,0.2748572643343052,0.06666666666666667,0.16666666666666666,0.1333333333333333
2022-08-06,5,0,0.5566522727717089,0.06000000000000001,0.4,0.15999999999999998
2022-08-07,4,0,0.48907274824401253,0.025,0.375,0.19999999999999996
2022-08-08,3,0,0.7371259848558402,0.10000000000000002,0.6666666666666666,0.09999999999999998
2022-08-09,7,0,0.4932217559466531,0.07142857142857142,0.21428571428571427,0.14285714285714282
2022-08-10,3,0,0.6540959008893783,0.06666666666666667,0.6666666666666666,0.16666666666666663
2022-08-11,2,0,0.5619776311713979,0.05,0.75,0.19999999999999996
2022-08-12,5,0,0.3747383494116012,0.1,0.2,0.11999999999999997
2022-08-13,4,0,0.6458960492414095,0.125,0.5,0.09999999999999998
2022-08-14,4,0,0.4564063624766285,0.07500000000000001,0.5,0.14999999999999997
2022-08-15,5,0,0.4198765557228626,0.06000000000000001,0.4,0.13999999999999996
2022-08-16,3,0,0.8149031820184183,0.13333333333333333,1.0,0.09999999999999998
2022-08-17,4,0,0.20898370070956207,0.0,0.0,0.19999999999999996
2022-08-18,6,0,0.367214569509823,0.06666666666666667,0.3333333333333333,0.1333333333333333
2022-08-19,3,0,0.8746950171194677,0.10000000000000002,0.6666666666666666,0.4333333333333333
2022-08-20,4,0,0.5784337944838756,0.125,0.375,0.07499999999999998
2022-08-21,4,0,0.20901655928260837,0.05,0.125,0.14999999999999997
2022-08-22,2,0,0.15138654481470842,0.0,0.0,0.19999999999999996
2022-08-23,4,0,0.9440381757471523,0.15000000000000002,0.75,0.325
2022-08-24,3,0,0.7003179294007861,0.13333333333333333,0.6666666666666666,0.06666666666666665
2022-08-25,3,0,0.4278649074924328,0.10000000000000002,0.3333333333333333,0.09999999999999998
2022-08-26,3,0,0.8818587805492569,0.16666666666666666,0.6666666666666666,0.3666666666666667
2022-08-27,4,0,1.0362623740370807,0.2,0.75,0.275
2022-08-28,5,0,0.508133167829345,0.0,0.3,0.21999999999999992
2022-08-29,2,0,0.79248046875,0.0,0.5,0.24999999999999994
2022-08-30,3,0,0.5692778433901907,0.06666666666666667,0.3333333333333333,0.1333333333333333
2022-08-31,5,0,0.6736196945513292,0.08,0.5,0.13999999999999996
2022-09-02,6,0,0.5609780921784995,0.15000000000000002,0.4166666666666667,0.2333333333333333
2022-09-03,4,0,0.3937934903850916,0.07500000000000001,0.25,0.14999999999999997
2022-09-04,4,0,0.27375831335925205,0.07500000000000001,0.125,0.14999999999999997
2022-09-05,5,0,0.2984362781512564,0.04,0.2,0.15999999999999998
2022-09-06,6,0,0.6953426634360245,0.09999999999999999,0.5,0.3
2022-09-07,4,0,0.7438368862977902,0.15000000000000002,0.625,0.07499999999999998
2022-09-08,4,0,0.6783742540672126,0.05,0.5,0.19999999999999996
2022-09-09,4,0,0.626056318317101,0.05,0.375,0.17499999999999996
2022-09-10,6,0,0.6890693757550111,0.10000000000000002,0.6666666666666666,0.1333333333333333
2022-09-11,6,0,0.26256949932331736,0.03333333333333333,0.08333333333333333,0.19999999999999996
2022-09-12,3,0,0.404741727463199,0.06666666666666667,0.3333333333333333,0.19999999999999996
2022-09-13,5,0,0.41620738145716835,0.02,0.3,0.23999999999999994
2022-09-14,4,0,0.7895787908053342,0.17500000000000002,0.625,0.275
2022-09-15,5,0,0.6323114106110774,0.06000000000000001,0.5,0.17999999999999997
2022-09-16,6,0,0.5714680721809263,0.06666666666666667,0.5,0.14999999999999997
2022-09-17,8,0,0.44869141720792316,0.09999999999999999,0.25,0.12499999999999997
2022-09-18,3,0,0.3751239482886308,0.0,0.16666666666666666,0.19999999999999996
2022-09-19,2,0,0.5099958641120345,0.1,0.5,0.09999999999999998
2022-09-20,6,0,0.261837446546449,0.03333333333333333,0.08333333333333333,0.19999999999999996
2022-09-21,3,0,0.8383407407407408,0.20000000000000004,0.6666666666666666,0.3333333333333333
2022-09-22,4,0,0.26245180443270016,0.025,0.125,0.17499999999999996
2022-09-23,5,0,0.45401693547378097,0.1,0.4,0.11999999999999997
2022-09-24,8,0,0.4192827098489802,0.0625,0.25,0.17499999999999996
2022-09-25,3,0,0.2735572486990852,0.03333333333333333,0.16666666666666666,0.19999999999999996
2022-09-26,1,0,0.18367346938775508,0.0,0.0,0.29999999999999993
2022-09-27,5,0,0.7104489793991544,0.1,0.7,0.31999999999999995
2022-09-28,8,0,0.22582369223645823,0.05,0.0625,0.17499999999999996
2022-09-29,5,0,0.5926857971852055,0.12000000000000002,0.6,0.09999999999999998
2022-09-30,3,0,0.26556070279888216,0.06666666666666667,0.16666666666666666,0.1333333333333333
2022-10-01,7,0,0.38115169562692053,0.08571428571428573,0.2857142857142857,0.1714285714285714
2022-10-02,3,0,0.6537631320015718,0.13333333333333333,0.5,0.09999999999999998
2022-10-03,5,0,0.5484614570995678,0.12000000000000002,0.3,0.3
2022-10-04,5,0,0.6714497451695235,0.13999999999999999,0.5,0.07999999999999999
2022-10-05,7,0,0.3340228324989304,0.014285714285714287,0.2857142857142857,0.19999999999999996
2023-03-30,6,0,0.5629951784675873,0.13333333333333333,0.4166666666666667,0.2333333333333333
2023-03-31,1,0,0.6170242214532873,0.0,0.5,0.19999999999999996
2023-04-01,6,0,0.35900255035911605,0.11666666666666665,0.16666666666666666,0.09999999999999998
2023-04-02,2,0,0.13882948311190427,0.0,0.0,0.19999999999999996
2023-04-03,3,0,0.7575638166932781,0.06666666666666667,0.6666666666666666,0.1333333333333333
2023-04-04,2,0,0.1346863814396282,0.05,0.0,0.14999999999999997
2023-04-05,1,0,0.528384784368135,0.2,0.5,0.0
2023-04-06,4,0,0.7554020996717226,0.15000000000000002,0.625,0.3
2023-04-07,2,0,0.16287225828591037,0.0,0.0,0.19999999999999996
2023-04-08,6,0,0.3648085368921355,0.06666666666666667,0.3333333333333333,0.14999999999999997
2023-04-09,5,0,0.6176797380483683,0.08,0.5,0.33999999999999997
2023-04-10,4,0,0.5524520768972147,0.05,0.5,0.17499999999999996
2023-04-11,4,0,0.4767818418970181,0.0,0.5,0.22499999999999995
2023-04-12,1,0,0.12160000000000004,0.0,0.0,0.19999999999999996
2023-04-13,4,0,0.44798404347654247,0.07500000000000001,0.5,0.14999999999999997
2023-04-14,4,0,0.6745587891174729,0.15000000000000002,0.5,0.07499999999999998
2023-04-15,4,0,1.2635402837098686,0.25,0.875,0.475
2023-04-16,2,0,0.3103649992779043,0.1,0.25,0.09999999999999998
2023-04-17,3,0,0.43228634354209583,0.10000000000000002,0.3333333333333333,0.09999999999999998
2023-04-18,4,0,0.7581439273476912,0.15000000000000002,0.375,0.35
2023-04-19,3,0,0.6334041662324958,0.10000000000000002,0.5,0.09999999999999998
2023-04-20,4,0,0.3918524103497489,0.1,0.25,0.12499999999999997
2023-04-21,4,0,0.7998487646296975,0.125,0.625,0.35
2023-04-22,2,0,0.38004920172229845,0.05,0.5,0.19999999999999996
2023-04-23,3,0,0.3875870090615651,0.03333333333333333,0.3333333333333333,0.16666666666666663
2023-04-24,1,0,0.1337890625,0.0,0.0,0.19999999999999996
2023-04-25,2,0,0.15432096855194657,0.0,0.0,0.19999999999999996
2023-04-26,2,0,0.11819838612528344,0.05,0.0,0.14999999999999997
2023-04-27,2,0,0.3446545710120783,0.05,0.25,0.14999999999999997
2023-04-28,3,0,0.5255890694202383,0.06666666666666667,0.5,0.16666666666666663
2023-04-29,4,0,0.5703852819928741,0.15000000000000002,0.375,0.07499999999999998
2023-04-30,2,0,1.3799882243203223,0.2,1.0,1.0
2023-05-01,1,0,0.4738292011019284,0.2,0.5,0.0
2023-05-02,4,0,0.5894307682830073,0.1,0.375,0.12499999999999997
2023-05-03,2,0,1.2023749908685808,0.2,1.0,0.0
2023-05-04,2,0,0.10560626436500561,0.05,0.0,0.14999999999999997
2023-05-05,5,0,0.5063101663606047,0.06000000000000001,0.5,0.15999999999999998
2023-05-06,2,0,0.11093574635241304,0.0,0.0,0.19999999999999996
2023-05-07,3,0,0.5658380170977276,0.10000000000000002,0.5,0.09999999999999998
2023-05-08,4,0,0.26039768578220523,0.07500000000000001,0.125,0.12499999999999997
2023-05-09,4,0,0.7312448814509043,0.1,0.75,0.12499999999999997
2023-05-10,5,0,0.3984643326394824,0.04,0.2,0.17999999999999997
2023-05-11,3,0,0.3928844028766873,0.03333333333333333,0.3333333333333333,0.16666666666666663
2023-05-12,3,0,0.32569751672399877,0.0,0.16666666666666666,0.19999999999999996
2023-05-13,4,0,0.6516568312990257,0.05,0.5,0.14999999999999997
2023-05-14,4,0,0.6117139956423073,0.07500000000000001,0.5,0.12499999999999997
2023-05-15,6,0,0.6941212395638551,0.08333333333333333,0.6666666666666666,0.1333333333333333
2023-05-16,2,0,1.2807151195194577,0.2,0.75,1.0
2023-05-17,3,0,0.5926032425291136,0.16666666666666666,0.5,0.033333333333333326
2023-05-18,1,0,0.1590734332948866,0.0,0.0,0.19999999999999996
2023-05-19,5,0,0.5214948074652874,0.04,0.5,0.17999999999999997
2023-05-20,3,0,0.23848992290264018,0.10000000000000002,0.0,0.1333333333333333
2023-05-21,3,0,0.4309679287301665,0.06666666666666667,0.5,0.16666666666666663
2023-05-22,2,0,1.1159243067295954,0.25,0.5,0.5
2023-05-23,1,0,0.08704706372344856,0.1,0.0,0.09999999999999998
2023-05-24,2,0,0.3505973986297066,0.0,0.25,0.19999999999999996
2023-05-25,1,0,1.9855138071525578,0.30000000000000004,1.5,0.9
2023-05-26,3,0,0.48019792519939974,0.10000000000000002,0.3333333333333333,0.1333333333333333
2023-05-27,5,0,0.5934301368987063,0.15999999999999998,0.4,0.059999999999999984
2023-05-28,3,0,0.2317288858755205,0.06666666666666667,0.16666666666666666,0.1333333333333333
2023-05-29,1,0,0.16045351473922903,0.0,0.0,0.19999999999999996
2023-05-30,3,0,0.5722037228652799,0.13333333333333333,0.3333333333333333,0.09999999999999998
2023-05-31,4,0,0.5629689659808984,0.125,0.5,0.07499999999999998
2023-06-02,5,0,0.7492024452803406,0.1,0.7,0.31999999999999995
2023-06-03,3,0,0.47786895229447496,0.16666666666666666,0.3333333333333333,0.06666666666666665
2023-06-04,2,0,0.5742458380145126,0.2,0.25,0.04999999999999999
2023-06-05,1,0,0.5201652892561983,0.0,0.5,0.19999999999999996
2023-06-06,5,0,0.6459057884604531,0.2,0.5,0.22000000000000003
2023-06-07,4,0,0.6939028652070836,0.07500000000000001,0.5,0.375
2023-06-08,3,0,0.3610190160282749,0.06666666666666667,0.16666666666666666,0.16666666666666663
2023-06-09,4,0,0.6384527810695215,0.125,0.5,0.09999999999999998
2023-06-10,3,0,0.4594081673759543,0.10000000000000002,0.16666666666666666,0.1333333333333333
2023-06-11,3,0,0.5859767084018214,0.06666666666666667,0.5,0.16666666666666663
2023-06-12,3,0,0.32866113419926396,0.0,0.16666666666666666,0.23333333333333328
2023-06-13,4,0,0.37948156635332886,0.0,0.25,0.22499999999999995
2023-06-14,3,0,0.9090949292298619,0.20000000000000004,0.5,0.3666666666666667
2023-06-15,2,0,0.7649449395385124,0.25,0.5,0.0
2023-06-16,3,0,1.0240815407011408,0.16666666666666666,0.8333333333333334,0.3666666666666667
2023-06-17,3,0,0.6760264030387555,0.13333333333333333,0.5,0.09999999999999998
2023-06-18,4,0,0.750049317346388,0.125,0.625,0.32499999999999996
2023-06-19,2,0,0.32726283257188926,0.0,0.25,0.19999999999999996
2023-06-20,4,0,0.9894283059160831,0.175,0.875,0.275
2023-06-21,3,0,0.30601691282369287,0.0,0.16666666666666666,0.19999999999999996
2023-06-22,3,0,0.6653224931824543,0.06666666666666667,0.8333333333333334,0.16666666666666663
2023-06-23,3,0,0.507427756340349,0.0,0.5,0.23333333333333328
2023-06-24,2,0,0.4091317731437942,0.0,0.25,0.19999999999999996
2023-06-25,1,0,0.7199931412894376,0.0,1.0,0.29999999999999993
2023-06-27,2,0,0.6287149342335001,0.0,0.75,0.24999999999999994
2023-06-28,1,0,0.15691431076046464,0.0,0.0,0.19999999999999996
2023-06-29,3,0,0.4336382767329406,0.0,0.5,0.23333333333333328
2023-06-30,2,0,0.2931312889732848,0.1,0.0,0.14999999999999997
2023-07-01,1,0,0.15691431076046464,0.0,0.0,0.19999999999999996
2023-07-02,5,0,0.3734682055022634,0.08,0.2,0.11999999999999997
2023-07-03,3,0,0.36625163194605576,0.0,0.3333333333333333,0.19999999999999996
2023-07-04,3,0,0.47608155669056756,0.03333333333333333,0.5,0.16666666666666663
2023-07-05,5,0,0.579659501002568,0.08,0.6,0.11999999999999997
2023-07-06,2,0,0.46626959228502063,0.1,0.5,0.09999999999999998
2023-07-07,5,0,0.4023875935581199,0.0,0.4,0.21999999999999992
2023-07-08,3,0,0.3872588578674813,0.03333333333333333,0.3333333333333333,0.16666666666666663
2023-07-09,3,0,0.4005972122211438,0.0,0.3333333333333333,0.19999999999999996
2023-07-14,5,0,0.3464385567568596,0.04,0.1,0.17999999999999997
2023-07-15,5,0,0.517144622803096,0.08,0.7,0.13999999999999996
2023-07-16,6,0,0.5654050444640625,0.08333333333333333,0.75,0.1333333333333333
2023-07-17,2,0,0.659485360683274,0.1,0.5,0.09999999999999998
2023-07-18,4,0,0.4889800189971728,0.05,0.625,0.17499999999999996
2023-07-19,3,0,1.6955967697995666,0.23333333333333336,1.1666666666666667,0.9666666666666668
2023-07-20,4,0,0.9691890911221588,0.25,0.875,0.225
2023-07-21,5,0,0.4805015497709791,0.06000000000000001,0.5,0.15999999999999998
2023-07-22,3,0,0.4561226165476109,0.13333333333333333,0.3333333333333333,0.09999999999999998
2023-07-23,2,0,0.44331507320925895,0.1,0.5,0.09999999999999998
2023-07-24,3,0,0.8410702674897119,0.10000000000000002,0.8333333333333334,0.4333333333333333
2023-07-25,3,0,0.4385368650493851,0.06666666666666667,0.3333333333333333,0.16666666666666663
2023-07-26,3,0,0.7707514653161637,0.10000000000000002,0.8333333333333334,0.4666666666666666
2023-07-27,1,0,0.5401662049861495,0.0,0.5,0.19999999999999996
2023-07-28,4,0,0.4045130388590103,0.125,0.25,0.09999999999999998
2023-07-29,2,0,0.5215241259929884,0.0,0.75,0.24999999999999994
2023-07-30,6,0,0.4724341291732297,0.05000000000000001,0.5,0.18333333333333326
2023-07-31,3,0,0.3916148798242382,0.0,0.5,0.2666666666666666
2023-08-01,2,0,0.5454035786101823,0.1,0.75,0.14999999999999997
2023-08-02,1,0,0.1669921875,0.0,0.0,0.19999999999999996
2023-08-03,2,0,0.3187065458579882,0.0,0.25,0.19999999999999996
2023-08-04,3,0,0.3753892600448426,0.0,0.3333333333333333,0.23333333333333328
2023-08-05,2,0,0.6376590074184654,0.1,1.0,0.14999999999999997
2023-08-06,4,1,0.9557243285246478,0.15000000000000002,0.875,0.525
2023-08-07,4,0,0.8090534609044527,0.175,0.875,0.024999999999999994
2023-08-08,1,0,0.3767910411267055,0.0,0.0,0.19999999999999996
2023-08-09,3,1,0.8165183771638947,0.10000000000000002,0.5,0.3666666666666667
2023-08-10,1,0,0.12327823691460049,0.0,0.0,0.19999999999999996
2023-08-11,4,0,0.4790170921066955,0.25,0.25,0.14999999999999997
2023-08-12,3,0,0.7911253645502129,0.3666666666666667,0.5,0.1333333333333333
2023-08-13,5,0,0.535555326351533,0.08,0.4,0.32
2023-08-14,1,0,0.48572278405710884,0.0,0.5,0.19999999999999996
2023-08-15,4,0,0.35083481650832904,0.0,0.125,0.22499999999999995
2023-08-16,3,0,0.333790516152693,0.03333333333333333,0.3333333333333333,0.16666666666666663
2023-08-17,1,0,0.6539111111111112,0.2,1.0,0.0
2023-08-18,2,0,0.770027700831025,0.5,0.5,0.19999999999999996
2023-08-19,7,0,0.2918513713749883,0.014285714285714287,0.14285714285714285,0.18571428571428567
2023-08-20,3,0,0.2894328800032567,0.03333333333333333,0.16666666666666666,0.19999999999999996
2023-08-21,3,0,0.7536645768912499,0.3666666666666667,0.5,0.19999999999999996
2023-08-22,5,0,1.021122728240002,0.14,0.9,0.5199999999999999
2023-08-23,2,0,0.3706861670932574,0.1,0.25,0.19999999999999996
2023-08-24,3,0,0.18743168059596416,0.03333333333333333,0.16666666666666666,0.16666666666666663
2023-08-25,2,0,0.631591814493039,0.1,1.0,0.14999999999999997
2023-08-26,4,0,0.6252977280966374,0.05,0.625,0.22499999999999995
2023-08-27,2,0,0.5306851723586765,0.15000000000000002,0.5,0.09999999999999998
2023-08-28,4,0,0.9427670436012471,0.125,0.75,0.35
2023-08-29,5,0,0.4086439489708037,0.08,0.5,0.15999999999999998
2023-08-30,6,0,0.5831027563821001,0.05000000000000001,0.3333333333333333,0.3333333333333333
2023-08-31,2,0,0.2746968121104173,0.0,0.0,0.19999999999999996
2023-09-01,6,0,0.5000075876282067,0.08333333333333333,0.5,0.1333333333333333
2023-09-02,4,0,0.8293551310990726,0.1,0.75,0.37499999999999994
2023-09-03,6,0,0.32652930268238617,0.0,0.08333333333333333,0.2166666666666666
2023-09-04,2,0,0.9222534098528014,0.15000000000000002,0.75,0.55
2023-09-05,5,0,0.3544466275800794,0.04,0.2,0.15999999999999998
2023-09-06,2,0,0.9349507035694942,0.25,1.0,0.0
2023-09-08,4,0,0.4818973381708659,0.05,0.375,0.19999999999999996
2023-09-09,2,0,0.5663260873968596,0.1,0.5,0.09999999999999998
2023-09-10,2,0,0.4943525664364773,0.1,0.5,0.14999999999999997
2023-09-11,6,0,0.5365778597675341,0.13333333333333333,0.5,0.09999999999999998
2023-09-12,3,0,0.44855742524223685,0.06666666666666667,0.3333333333333333,0.16666666666666663
2023-09-13,4,0,0.5855793845354795,0.125,0.375,0.09999999999999998
2023-09-15,3,0,1.3910415928000848,0.20000000000000004,1.3333333333333333,0.7000000000000001
2023-09-16,5,0,0.6673519911736651,0.12000000000000002,0.8,0.09999999999999998
2023-09-17,3,0,0.4629128548336315,0.0,0.5,0.23333333333333328
2023-09-18,3,0,0.3013921355520912,0.10000000000000002,0.16666666666666666,0.1333333333333333
2023-09-19,6,0,0.31737870125213674,0.05000000000000001,0.16666666666666666,0.16666666666666663
2023-09-20,4,0,0.3738671036857281,0.0,0.25,0.22499999999999995
2023-09-21,3,0,0.6394747223768797,0.13333333333333333,0.6666666666666666,0.4000000000000001
2023-09-22,5,0,0.4097744975704039,0.08,0.2,0.13999999999999996
2023-09-23,4,1,0.49108904683609816,0.1,0.375,0.04999999999999999
2023-09-24,3,1,0.21309563359794162,0.06666666666666667,0.0,0.09999999999999998
2023-09-25,2,0,0.39053294672128996,0.0,0.0,0.19999999999999996
2023-09-26,8,1,0.4140588164969182,0.1,0.25,0.08749999999999998
2023-09-27,4,0,0.34386630055871925,0.025,0.25,0.19999999999999996
2023-09-28,3,0,0.24610113413151305,0.03333333333333333,0.0,0.16666666666666663
2023-09-29,7,0,0.6676913414575097,0.1142857142857143,0.5714285714285714,0.22857142857142856
2023-09-30,3,0,0.5544467412943964,0.06666666666666667,0.3333333333333333,0.1333333333333333
2023-10-01,5,0,0.3976697270410317,0.08,0.5,0.09999999999999998
2024-03-28,4,0,0.5592388492052184,0.1,0.375,0.35000000000000003
2024-03-29,2,0,1.151185278892128,0.25,0.75,0.0
2024-03-30,4,0,0.22250237034693776,0.05,0.125,0.14999999999999997
2024-03-31,5,0,0.4554212107847769,0.13999999999999999,0.2,0.07999999999999999
2024-04-01,4,0,0.5365398615321633,0.1,0.25,0.12499999999999997
2024-04-02,5,0,0.7496787709447683,0.12000000000000002,0.7,0.09999999999999998
2024-04-03,3,0,0.358581093772377,0.06666666666666667,0.3333333333333333,0.1333333333333333
2024-04-05,4,0,0.5583380345020241,0.125,0.5,0.07499999999999998
2024-04-06,6,0,0.30273367433896103,0.03333333333333333,0.16666666666666666,0.18333333333333326
