cluster_date,row_index,prop_player,observed,forecast_samples_json,n_train_player,cold_start,naive_crps,naive_pinball_q10,naive_pinball_q50,naive_pinball_q90
2022-05-08,50,660636,0.0,"[0.0,0.0,0.0,0.0]",4,0,0.0,0.0,0.0,0.0
2022-05-08,51,592518,2.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0]",8,0,0.453125,0.2,0.5,0.0
2022-05-09,52,573262,1.0,"[1.0,0.0,0.0]",3,0,0.4444444444444444,0.1,0.5,0.0
2022-05-10,53,605141,2.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0]",7,0,1.510204081632653,0.2,1.0,0.19999999999999996
2022-05-10,54,573262,1.0,"[1.0,0.0,0.0,2.0]",4,0,0.3125,0.1,0.5,0.09999999999999998
2022-05-10,55,660636,2.0,"[0.0,0.0,0.0,0.0]",4,0,2.0,0.2,1.0,1.8
2022-05-10,56,514917,3.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0]",11,0,2.0578512396694215,0.30000000000000004,1.5,0.9
2022-05-11,57,669016,2.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",10,0,0.22999999999999998,0.2,0.0,0.09999999999999998
2022-05-11,58,573262,2.0,"[1.0,0.0,0.0,2.0]",4,0,0.8125,0.2,1.0,0.0
2022-05-11,59,660636,0.0,"[0.0,0.0,0.0,0.0,2.0]",5,0,0.08000000000000002,0.0,0.0,0.19999999999999996
2022-05-11,60,668800,0.0,"[0.0,2.0]",2,0,0.5,0.0,0.0,0.19999999999999996
2022-05-11,61,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",12,0,0.2222222222222222,0.0,0.0,0.19999999999999996
2022-05-11,62,592518,2.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0]",8,0,0.453125,0.2,0.5,0.0
2022-05-12,63,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",8,0,0.609375,0.1,0.5,0.29999999999999993
2022-05-12,64,668800,2.0,"[0.0,2.0]",2,0,0.5,0.2,1.0,0.0
2022-05-12,65,514917,2.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0]",12,0,0.8888888888888888,0.2,1.0,0.0
2022-05-13,66,605141,2.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]",8,0,1.359375,0.2,1.0,0.19999999999999996
2022-05-13,67,573262,1.0,"[1.0,0.0,0.0,2.0,1.0]",5,0,0.19999999999999996,0.1,0.0,0.09999999999999998
2022-05-13,68,668800,0.0,"[0.0,2.0]",2,0,0.5,0.0,0.0,0.19999999999999996
2022-05-13,69,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",9,0,0.24691358024691357,0.1,0.0,0.09999999999999998
2022-05-14,70,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0]",10,0,1.23,0.0,1.0,0.29999999999999993
2022-05-14,71,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",9,0,0.5185185185185186,0.1,0.5,0.29999999999999993
2022-05-14,72,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0]",6,0,0.47222222222222227,0.0,0.5,0.19999999999999996
2022-05-14,73,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0]",7,0,0.16326530612244894,0.0,0.0,0.19999999999999996
2022-05-14,74,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0]",9,0,0.24691358024691357,0.1,0.0,0.09999999999999998
2022-05-15,75,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0]",9,0,0.5185185185185186,0.1,0.5,0.29999999999999993
2022-05-15,76,573262,1.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0]",7,0,0.16326530612244894,0.1,0.0,0.09999999999999998
2022-05-15,77,668800,0.0,"[0.0,2.0,0.0]",3,0,0.2222222222222222,0.0,0.0,0.19999999999999996
2022-05-15,78,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0]",14,0,0.2602040816326531,0.0,0.0,0.19999999999999996
2022-05-16,79,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",11,0,1.28099173553719,0.0,1.0,0.29999999999999993
2022-05-16,80,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0]",8,0,0.125,0.0,0.0,0.19999999999999996
2022-05-17,81,669016,3.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0]",11,0,0.6446280991735537,0.30000000000000004,0.5,0.0
2022-05-17,82,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",11,0,0.38842975206611574,0.1,0.5,0.09999999999999998
2022-05-17,83,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0]",11,0,0.38842975206611574,0.1,0.5,0.09999999999999998
2022-05-17,84,668800,0.0,"[0.0,2.0,0.0,2.0,0.0]",5,0,0.32000000000000006,0.0,0.0,0.19999999999999996
2022-05-17,85,592518,2.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0]",11,0,0.3305785123966942,0.2,0.5,0.0
2022-05-18,86,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0]",12,0,1.0763888888888888,0.0,1.0,0.29999999999999993
2022-05-18,87,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0]",12,0,0.32638888888888884,0.0,0.0,0.19999999999999996
2022-05-18,88,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0]",9,0,0.49382716049382713,0.0,0.5,0.19999999999999996
2022-05-18,89,668800,1.0,"[0.0,2.0,0.0,2.0,0.0]",5,0,0.52,0.1,0.5,0.09999999999999998
2022-05-19,90,668800,0.0,"[0.0,2.0,0.0,2.0,0.0,0.0]",6,0,0.2222222222222222,0.0,0.0,0.19999999999999996
2022-05-19,91,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",12,0,0.20138888888888895,0.1,0.0,0.09999999999999998
2022-05-20,92,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0]",13,0,0.2781065088757396,0.1,0.0,0.09999999999999998
2022-05-20,93,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",10,0,0.53,0.0,0.5,0.19999999999999996
2022-05-20,94,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0]",12,0,0.20138888888888895,0.1,0.0,0.09999999999999998
2022-05-21,95,669016,2.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0]",14,0,0.29591836734693877,0.2,0.0,0.09999999999999998
2022-05-21,96,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0]",15,0,0.2088888888888888,0.1,0.0,0.09999999999999998
2022-05-21,97,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0]",10,0,0.53,0.0,0.5,0.19999999999999996
2022-05-22,98,605141,3.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0]",16,0,1.734375,0.30000000000000004,1.0,0.9
2022-05-22,99,573262,1.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0]",11,0,0.16528925619834706,0.1,0.0,0.09999999999999998
2022-05-22,100,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0]",10,0,0.08000000000000002,0.0,0.0,0.19999999999999996
2022-05-22,101,668800,1.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0]",8,0,0.453125,0.1,0.5,0.09999999999999998
2022-05-23,102,668800,0.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",9,0,0.16049382716049387,0.0,0.0,0.19999999999999996
2022-05-23,103,514917,2.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",16,0,0.78515625,0.2,1.0,0.0
2022-05-23,104,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0]",14,0,0.20408163265306117,0.1,0.0,0.09999999999999998
2022-05-24,105,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0]",15,0,0.8800000000000001,0.0,1.0,0.29999999999999993
2022-05-24,106,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0]",17,0,0.38408304498269896,0.0,0.5,0.19999999999999996
2022-05-24,107,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0]",12,0,0.3680555555555556,0.0,0.5,0.19999999999999996
2022-05-24,108,668800,0.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0]",9,0,0.16049382716049387,0.0,0.0,0.19999999999999996
2022-05-24,109,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",16,0,0.28515625,0.0,0.0,0.19999999999999996
2022-05-25,110,669016,2.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0]",16,0,0.3046875,0.2,0.0,0.09999999999999998
2022-05-25,111,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0]",13,0,0.3136094674556213,0.0,0.5,0.19999999999999996
2022-05-25,112,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",16,0,0.28515625,0.0,0.0,0.19999999999999996
2022-05-26,113,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0]",19,0,0.4570637119113573,0.0,0.5,0.29999999999999993
2022-05-26,114,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0]",16,0,0.28515625,0.0,0.0,0.19999999999999996
2022-05-27,115,669016,2.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0]",16,0,0.3046875,0.2,0.0,0.09999999999999998
2022-05-27,116,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0]",19,0,0.4570637119113573,0.0,0.5,0.29999999999999993
2022-05-27,117,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",14,0,0.3469387755102041,0.0,0.5,0.19999999999999996
2022-05-28,118,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0]",17,0,0.8235294117647057,0.0,1.0,0.29999999999999993
2022-05-28,119,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0]",20,0,0.4125,0.0,0.5,0.19999999999999996
2022-05-28,120,573262,1.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0]",15,0,0.23555555555555552,0.1,0.0,0.09999999999999998
2022-05-28,121,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0]",11,0,0.06611570247933884,0.0,0.0,0.19999999999999996
2022-05-28,122,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0]",18,0,0.3055555555555556,0.0,0.0,0.19999999999999996
2022-05-28,123,514917,2.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0]",18,0,0.7499999999999999,0.2,1.0,0.0
2022-05-29,124,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0]",20,0,0.4125,0.0,0.5,0.19999999999999996
2022-05-29,125,573262,1.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0]",16,0,0.265625,0.1,0.5,0.09999999999999998
2022-05-29,126,660636,2.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0]",11,0,1.3388429752066116,0.2,1.0,0.0
2022-05-29,127,668800,2.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0]",12,0,1.1388888888888888,0.2,1.0,0.0
2022-05-29,128,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0]",19,0,0.27423822714681445,0.0,0.0,0.19999999999999996
2022-05-29,129,645801,2.0,[0.0],0,1,2.0,0.2,1.0,1.8
2022-05-30,130,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0]",21,0,0.23129251700680264,0.1,0.0,0.09999999999999998
2022-05-30,131,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0]",16,0,0.265625,0.0,0.0,0.19999999999999996
2022-05-30,132,660636,2.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0]",11,0,1.3388429752066116,0.2,1.0,0.0
2022-05-30,133,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0]",20,0,0.24750000000000005,0.0,0.0,0.19999999999999996
2022-05-30,134,592518,2.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0]",16,0,0.40625,0.2,0.5,0.0
2022-05-31,135,605141,1.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0]",22,0,0.25,0.1,0.0,0.09999999999999998
2022-05-31,136,573262,1.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0]",17,0,0.29411764705882354,0.1,0.5,0.09999999999999998
2022-05-31,137,660636,2.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0]",11,0,1.3388429752066116,0.2,1.0,0.0
2022-05-31,138,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0]",20,0,0.24750000000000005,0.0,0.0,0.19999999999999996
2022-05-31,139,645801,0.0,[0.0],0,1,0.0,0.0,0.0,0.0
2022-05-31,140,592518,2.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0]",16,0,0.40625,0.2,0.5,0.0
2022-06-01,141,573262,3.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0]",18,0,2.0401234567901234,0.30000000000000004,1.5,0.9
2022-06-01,142,668800,1.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0]",12,0,0.47222222222222227,0.1,0.5,0.09999999999999998
2022-06-01,143,514917,2.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0]",22,0,0.8119834710743801,0.2,1.0,0.0
2022-06-01,144,645801,0.0,[0.0],0,1,0.0,0.0,0.0,0.0
2022-06-02,145,573262,2.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0]",19,0,1.0249307479224377,0.2,0.5,0.0
2022-06-02,146,645801,0.0,[2.0],1,0,2.0,1.8,1.0,0.19999999999999996
2022-06-03,147,669016,2.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0]",20,0,0.32499999999999996,0.2,0.0,0.09999999999999998
2022-06-03,148,573262,0.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0]",20,0,0.25999999999999995,0.0,0.0,0.09999999999999998
2022-06-03,149,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0]",14,0,0.16326530612244894,0.0,0.0,0.19999999999999996
2022-06-03,150,668800,0.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0]",13,0,0.20118343195266275,0.0,0.0,0.19999999999999996
2022-06-03,151,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0]",24,0,0.22395833333333337,0.0,0.0,0.19999999999999996
2022-06-03,152,592518,1.0,"[0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0]",17,0,0.18339100346020765,0.1,0.0,0.09999999999999998
2022-06-04,153,669016,3.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0]",20,0,0.925,0.30000000000000004,0.5,0.0
2022-06-04,154,573262,2.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0]",21,0,1.0453514739229024,0.2,0.5,0.9
2022-06-04,155,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0]",15,0,0.2222222222222222,0.0,0.0,0.19999999999999996
2022-06-04,156,668800,3.0,"[0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0]",13,0,1.970414201183432,0.30000000000000004,1.5,0.9
2022-06-04,157,514917,2.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0]",25,0,0.9263999999999999,0.2,1.0,0.0
2022-06-04,158,645801,1.0,"[2.0,0.0]",2,0,0.5,0.1,0.5,0.09999999999999998
2022-06-05,159,605141,0.0,"[4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0]",26,0,0.32100591715976334,0.0,0.5,0.19999999999999996
2022-06-05,160,573262,2.0,"[1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0]",22,0,0.9545454545454544,0.2,0.5,0.0
2022-06-05,161,660636,0.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0]",15,0,0.2222222222222222,0.0,0.0,0.19999999999999996
2022-06-05,162,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0]",26,0,0.24112426035502954,0.0,0.0,0.19999999999999996
2022-06-07,163,669016,0.0,"[0.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0]",21,0,0.8662131519274375,0.0,1.0,0.29999999999999993
2022-06-07,164,660636,2.0,"[0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0]",16,0,0.9453125,0.2,1.0,0.0
2022-06-07,165,514917,0.0,"[0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0]",27,0,0.22359396433470508,0.0,0.0,0.19999999999999996
