checkpoint_game_id,bridge_game_id,status,exclusion_reason
401705058,0022400492,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705059,0022400493,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705060,0022400494,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705061,0022400495,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705062,0022400496,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705063,0022400497,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705064,0022400498,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705065,0022400499,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705066,0022400500,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705067,0022400501,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705068,0022400502,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705069,0022400503,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705070,0022400504,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705071,0022400505,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705072,0022400506,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705073,0022400507,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705074,0022400508,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705075,0022400509,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705076,0022400510,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705077,0022400511,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705078,0022400512,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705079,0022400513,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705080,0022400514,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705081,0022400515,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705082,0022400516,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705083,0022400517,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705084,0022400518,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705085,0022400519,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705086,0022400520,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705087,0022400521,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705088,0022400522,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705089,0022400523,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705091,0022400525,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705092,0022400526,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705093,0022400527,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705094,0022400528,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705095,0022400529,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705096,0022400530,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705097,0022400531,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705099,0022400533,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705100,0022400534,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705101,0022400535,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705102,0022400536,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705105,0022400539,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705106,0022400540,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705107,0022400541,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705108,0022400542,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705109,0022400543,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705110,0022400544,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705111,0022400545,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705112,0022400546,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705113,0022400547,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705114,0022400548,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705115,0022400549,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705116,0022400550,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705117,0022400551,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705118,0022400552,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705119,0022400553,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705120,0022400554,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705121,0022400555,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705122,0022400556,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705123,0022400557,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705124,0022400558,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705125,0022400559,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705126,0022400560,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705127,0022400561,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705128,0022400562,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705129,0022400563,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705130,0022400564,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705131,0022400565,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705132,0022400566,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705133,0022400567,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705134,0022400568,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705135,0022400569,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705136,0022400570,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705137,0022400571,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705138,0022400572,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705139,0022400573,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705140,0022400574,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705141,0022400575,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705142,0022400576,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705143,0022400577,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705144,0022400578,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705145,0022400579,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705147,0022400581,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705148,0022400582,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705150,0022400584,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705151,0022400585,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705152,0022400586,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705153,0022400587,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705154,0022400588,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705158,0022400592,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705159,0022400593,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705160,0022400594,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705161,0022400595,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705162,0022400596,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705163,0022400597,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705164,0022400598,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705165,0022400599,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705166,0022400600,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705167,0022400601,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705168,0022400602,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705169,0022400603,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705170,0022400604,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705171,0022400605,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705172,0022400606,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705173,0022400607,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705174,0022400608,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705175,0022400609,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705176,0022400610,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705177,0022400611,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705178,0022400612,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705179,0022400613,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705180,0022400614,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705181,0022400615,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705182,0022400616,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705184,0022400618,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705185,0022400619,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705186,0022400620,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705187,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401705188,0022400622,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705189,0022400623,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705190,0022400624,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705191,0022400625,JOINED,
401705192,0022400626,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705194,0022400628,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705195,0022400629,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705196,0022400630,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705197,0022400631,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705198,0022400632,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705199,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401705200,0022400634,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705201,0022400635,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705202,0022400636,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705203,0022400637,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705204,0022400638,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705205,0022400639,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705206,0022400640,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705207,0022400641,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705208,0022400642,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705209,0022400643,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705210,0022400644,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705211,0022400645,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705212,0022400646,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705213,0022400647,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705214,0022400648,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705215,0022400649,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705216,0022400650,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705217,0022400651,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705218,0022400652,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705219,0022400653,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705220,0022400654,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705221,0022400655,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705222,0022400656,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705223,0022400657,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705224,0022400658,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705225,0022400659,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705226,0022400660,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705227,0022400661,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705228,0022400662,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705229,0022400663,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705230,0022400664,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705231,0022400665,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705232,0022400666,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705233,0022400667,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705234,0022400668,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705235,0022400669,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705236,0022400670,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705237,0022400671,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705238,0022400672,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705239,0022400673,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705240,0022400674,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705241,0022400675,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705242,0022400676,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705243,0022400677,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705244,0022400678,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705245,0022400679,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705246,0022400680,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705247,0022400681,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705248,0022400682,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705249,0022400683,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705250,0022400684,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705251,0022400685,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705252,0022400686,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705253,0022400687,JOINED,
401705254,0022400688,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705255,0022400689,JOINED,
401705256,0022400690,JOINED,
401705549,0022400983,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705752,0022401186,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705753,0022401187,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705754,0022401188,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705755,0022401189,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705756,0022401190,JOINED,
401705757,0022401191,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705758,0022401192,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705759,0022401193,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705760,0022401194,JOINED,
401705761,0022401195,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705762,0022401196,JOINED,
401705763,0022401197,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705764,0022401198,JOINED,
401705765,0022401199,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401705766,0022401200,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401734902,0022401201,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401734903,0022401203,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401734904,0022401202,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401734905,0022401204,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401734906,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401734907,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401736799,0022401205,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736800,0022401206,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736801,0022401207,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736802,0022401208,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736803,0022401209,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736804,0022401210,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736805,0022401211,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736806,0022401212,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736807,0022401213,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736808,0022401214,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736809,0022401215,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736810,0022401216,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736811,0022401217,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736812,0022401218,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736813,0022401219,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736814,0022401220,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736815,0022401222,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736816,0022401221,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736817,0022401223,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736818,0022401224,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401736819,0022401225,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401737902,0022401227,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401748705,0022400532,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401766122,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766123,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766124,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766125,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766126,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766127,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766128,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766458,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766459,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766460,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766461,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401766462,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767817,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767819,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767820,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767821,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767822,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767903,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767904,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767905,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767910,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767911,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767912,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767913,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401767914,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768031,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768032,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768036,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768037,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768043,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768044,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768045,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768049,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768050,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768057,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768058,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768063,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768064,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768065,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401768066,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769689,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769740,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769741,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769742,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769743,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769746,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769747,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769748,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769749,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769750,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769751,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769820,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769821,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769822,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769823,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769837,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769838,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769839,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769840,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769987,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769990,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401769991,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772989,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772990,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772991,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772992,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772993,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401772994,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401773148,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401773149,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401773151,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401773152,,NAMED-EXCLUDED,NO_BRIDGE_EVENT_ID
401809234,0022500003,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809235,0022500004,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809236,0022500005,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809237,0022500006,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809238,0022500009,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809239,0022500010,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809240,0022500011,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809241,0022500012,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809242,0022500013,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809243,0022500001,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809244,0022500002,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809510,0022500028,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809511,0022500029,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809512,0022500030,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809773,0022500031,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809774,0022500032,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809775,0022500033,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809776,0022500034,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809777,0022500035,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809778,0022500036,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809779,0022500037,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809780,0022500038,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809781,0022500039,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809782,0022500040,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809783,0022500041,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809784,0022500042,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809785,0022500043,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809790,0022500048,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809791,0022500049,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809792,0022500050,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809793,0022500051,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809794,0022500052,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809795,0022500053,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809796,0022500054,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809797,0022500055,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809798,0022500056,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809799,0022500057,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809800,0022500058,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809801,0022500059,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809802,0022500060,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809803,0022500061,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809804,0022500062,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809805,0022500063,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809806,0022500064,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809807,0022500065,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809808,0022500066,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809809,0022500067,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809810,0022500068,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809811,0022500069,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
401809812,0022500070,NAMED-EXCLUDED,NO_FOUL_STATE_GAME_ID
