game,date,timestamp_start,timestamp_end,n_ticks,incumbent_brier,market_brier,record_type,arm,nominal,cell,group_id,cluster_id,mean_probability,observed_frequency,mean_lo,mean_hi,covered
,,2024-12-14T01:39:03Z,2026-06-14T01:33:08Z,1161,,,grouped_coverage,ladder_base,0.90,P2,38.0,401704958;401704962;401704965;401704968;401704969;401704970;401704977;401704978;401704980;401704984;401704996;401705000;401705003;401705006;401705007;401705017;401705021;401705023;401705026;401705027;401705042;401705043;401705049;401705056;401705057;401705062;401705081;401705082;401705083;401705091;401705094;401705096;401705105;401705115;401705118;401705142;401705151;401705162;401705173;401705177;401705190;401705195;401705198;401705207;401705219;401705226;401705227;401705230;401705252;401705253;401705255;401705256;401705755;401705758;401734906;401736804;401736805;401736806;401736807;401736810;401736814;401766122;401766126;401767817;401767822;401768032;401768065;401768066;401769742;401769743;401769751;401769820;401769987;401772993;401773149;401809240;401809775;401809776;401809781;401809791;401809798;401809804;401809815;401809820;401809838;401809933;401809934;401809937;401809943;401809945;401809950;401809954;401809958;401809960;401810007;401810008;401810010;401810013;401810014;401810015;401810018;401810019;401810026;401810028;401810043;401810051;401810054;401810059;401810061;401810071;401810075;401810077;401810081;401810126;401810129;401810133;401810141;401810146;401810152;401810155;401810158;401810168;401810169;401810183;401810224;401810226;401810232;401810245;401810246;401810257;401810265;401810266;401810267;401810271;401810273;401810332;401810333;401810338;401810340;401810343;401810350;401810352;401810361;401810362;401810364;401810373;401810381;401810387;401810391;401810394;401810399;401810401;401810405;401810408;401810416;401810419;401810424;401810486;401810488;401810493;401810500;401810505;401810508;401810512;401810515;401810520;401810521;401810522;401810524;401810529;401810534;401810535;401810539;401810554;401810556;401810557;401810561;401810630;401810632;401810634;401810637;401810638;401810642;401810653;401810663;401810664;401810668;401810673;401810695;401810697;401810759;401810761;401810763;401810769;401810774;401810775;401810777;401810780;401810782;401810788;401810794;401810795;401810798;401810799;401810812;401810813;401810816;401810822;401810823;401810825;401810828;401810829;401810830;401810831;401810832;401810838;401810841;401810843;401810904;401810908;401810914;401810917;401810918;401810919;401810923;401810925;401810926;401810933;401810944;401810945;401810954;401810963;401810990;401810991;401810995;401811001;401812480;401812677;401812682;401812684;401812687;401812704;401812706;401812710;401812719;401812720;401812722;401812726;401812727;401812731;401812732;401836746;401836795;401836800;401859967;401866758;401866759;401869187;401869189;401869378;401869380;401869389;401869392;401869395;401869396;401869401;401869405;401869408;401869411;401869418;401871152;401871153;401871327;401873198;401873202,0.7775080290881399,0.7700258397932817,0.6667974309024622,0.8882186272738175,1.0
,,2024-12-14T01:43:03Z,2026-06-14T01:29:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,39.0,401704958;401704962;401704963;401704965;401704966;401704968;401704969;401704977;401704978;401704980;401704981;401704984;401704992;401704998;401705017;401705023;401705024;401705026;401705027;401705034;401705042;401705049;401705056;401705057;401705062;401705076;401705081;401705083;401705088;401705091;401705094;401705096;401705108;401705109;401705113;401705115;401705118;401705124;401705140;401705153;401705154;401705160;401705169;401705190;401705191;401705192;401705195;401705198;401705207;401705215;401705219;401705220;401705225;401705230;401705255;401705256;401705755;401705760;401734906;401736804;401736805;401736807;401736810;401736814;401766126;401766127;401766459;401767817;401767822;401767904;401767912;401768032;401768066;401769747;401769820;401769987;401772991;401772993;401773149;401809234;401809240;401809775;401809776;401809779;401809790;401809791;401809798;401809806;401809808;401809815;401809818;401809819;401809820;401809821;401809838;401809933;401809937;401809940;401809943;401809945;401809954;401809958;401809960;401810005;401810008;401810014;401810015;401810017;401810018;401810026;401810029;401810043;401810051;401810059;401810061;401810069;401810071;401810072;401810075;401810077;401810081;401810129;401810132;401810152;401810153;401810155;401810158;401810168;401810169;401810183;401810226;401810244;401810245;401810246;401810250;401810266;401810267;401810271;401810273;401810283;401810332;401810333;401810338;401810340;401810350;401810359;401810361;401810362;401810364;401810378;401810387;401810391;401810394;401810398;401810399;401810401;401810404;401810413;401810416;401810419;401810424;401810428;401810476;401810486;401810493;401810500;401810505;401810512;401810515;401810520;401810521;401810522;401810524;401810535;401810536;401810540;401810544;401810545;401810547;401810554;401810556;401810557;401810558;401810559;401810630;401810632;401810634;401810637;401810638;401810646;401810664;401810668;401810670;401810673;401810759;401810761;401810763;401810767;401810769;401810774;401810775;401810780;401810795;401810813;401810815;401810819;401810822;401810825;401810828;401810830;401810831;401810832;401810838;401810841;401810843;401810903;401810904;401810908;401810914;401810917;401810923;401810925;401810926;401810932;401810939;401810944;401810953;401810954;401810957;401810963;401810990;401810991;401811001;401812682;401812684;401812687;401812699;401812706;401812710;401812719;401812722;401812726;401812727;401812731;401812732;401836746;401836751;401836800;401859967;401866756;401866758;401866759;401869189;401869378;401869385;401869387;401869389;401869392;401869396;401869398;401869408;401869411;401869417;401869418;401871152;401871153;401871327;401873198;401873201;401873341,0.794336885882508,0.775,0.6843724335741127,0.9038717404722363,1.0
,,2024-12-14T01:42:03Z,2026-05-29T01:28:05Z,1160,,,grouped_coverage,ladder_base,0.90,P2,40.0,401704958;401704963;401704967;401704968;401704969;401704978;401704980;401704981;401704984;401705006;401705021;401705023;401705024;401705033;401705049;401705056;401705057;401705062;401705076;401705078;401705081;401705082;401705083;401705091;401705096;401705097;401705099;401705108;401705109;401705113;401705115;401705118;401705140;401705151;401705153;401705154;401705160;401705169;401705191;401705192;401705198;401705203;401705207;401705209;401705215;401705225;401705226;401705227;401705230;401705252;401705253;401705256;401705760;401705765;401734906;401736804;401736805;401736806;401736807;401736810;401736814;401766122;401766123;401766126;401766458;401766459;401767817;401767904;401768032;401768066;401769740;401769742;401769743;401769746;401769747;401769751;401769987;401772993;401773149;401809234;401809240;401809775;401809779;401809790;401809791;401809804;401809806;401809815;401809817;401809820;401809821;401809838;401809933;401809937;401809940;401809943;401809954;401809958;401809960;401810008;401810014;401810015;401810017;401810018;401810019;401810020;401810021;401810026;401810029;401810033;401810043;401810051;401810054;401810061;401810063;401810065;401810075;401810077;401810081;401810129;401810132;401810133;401810134;401810141;401810146;401810152;401810153;401810155;401810158;401810168;401810173;401810183;401810185;401810224;401810225;401810246;401810257;401810261;401810266;401810267;401810271;401810332;401810333;401810338;401810352;401810359;401810362;401810373;401810374;401810387;401810394;401810399;401810401;401810410;401810413;401810416;401810419;401810424;401810476;401810486;401810488;401810493;401810500;401810505;401810512;401810518;401810520;401810521;401810524;401810534;401810535;401810536;401810539;401810540;401810544;401810545;401810556;401810557;401810559;401810630;401810632;401810634;401810637;401810638;401810641;401810642;401810646;401810653;401810663;401810664;401810668;401810670;401810697;401810756;401810759;401810763;401810769;401810775;401810780;401810784;401810786;401810794;401810813;401810816;401810819;401810823;401810828;401810829;401810832;401810838;401810841;401810903;401810904;401810908;401810917;401810919;401810925;401810926;401810939;401810941;401810945;401810953;401810954;401810957;401810958;401810963;401810990;401810991;401810995;401811001;401812677;401812684;401812687;401812699;401812706;401812710;401812719;401812722;401812726;401812727;401812731;401812732;401812733;401836751;401836800;401866756;401866758;401866759;401869369;401869378;401869385;401869392;401869395;401869396;401869398;401869401;401869408;401869416;401871153;401871327;401873198;401873201;401873202;401873341,0.8105461249628847,0.8060344827586207,0.698618655420433,0.9195116628573193,1.0
,,2024-12-14T01:40:03Z,2026-06-14T01:26:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,41.0,401704958;401704962;401704963;401704965;401704966;401704967;401704968;401704977;401704980;401704981;401704984;401705007;401705017;401705023;401705024;401705033;401705049;401705057;401705076;401705078;401705082;401705083;401705094;401705096;401705097;401705099;401705105;401705108;401705109;401705118;401705124;401705137;401705142;401705151;401705153;401705154;401705160;401705162;401705169;401705190;401705191;401705192;401705195;401705203;401705207;401705215;401705220;401705227;401705230;401705252;401705253;401705760;401705765;401734906;401736804;401736805;401736806;401736807;401736810;401736813;401766122;401766123;401766126;401766458;401766459;401767817;401767822;401767904;401767912;401769740;401769742;401769743;401769746;401769747;401769751;401769820;401769987;401772991;401772993;401809234;401809240;401809775;401809776;401809779;401809781;401809784;401809790;401809791;401809798;401809804;401809806;401809808;401809815;401809817;401809818;401809821;401809838;401809943;401809945;401809954;401809959;401809960;401810005;401810010;401810014;401810017;401810019;401810020;401810026;401810029;401810033;401810043;401810044;401810051;401810054;401810059;401810063;401810065;401810077;401810081;401810129;401810133;401810134;401810141;401810152;401810155;401810158;401810168;401810170;401810183;401810185;401810225;401810232;401810245;401810246;401810250;401810261;401810266;401810267;401810271;401810332;401810333;401810350;401810359;401810362;401810364;401810373;401810374;401810381;401810387;401810391;401810394;401810401;401810404;401810416;401810424;401810500;401810505;401810512;401810515;401810520;401810521;401810524;401810534;401810535;401810539;401810540;401810544;401810545;401810554;401810556;401810557;401810559;401810560;401810626;401810634;401810637;401810638;401810641;401810653;401810663;401810664;401810668;401810670;401810685;401810705;401810759;401810761;401810763;401810774;401810775;401810780;401810786;401810794;401810813;401810815;401810816;401810822;401810823;401810824;401810825;401810832;401810838;401810841;401810903;401810904;401810917;401810919;401810920;401810925;401810926;401810941;401810952;401810963;401810987;401810991;401810995;401811001;401812480;401812682;401812687;401812694;401812699;401812707;401812710;401812719;401812722;401812726;401812727;401812731;401812732;401836751;401859967;401866758;401869187;401869369;401869378;401869385;401869389;401869392;401869395;401869396;401869398;401869408;401869416;401871153;401871326;401871327;401873198;401873200;401873201,0.8259911719208128,0.753448275862069,0.7083856110339681,0.9363549942537136,1.0
,,2024-12-14T01:55:03Z,2026-05-27T01:49:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,42.0,401704958;401704963;401704967;401704977;401704978;401704980;401704981;401704984;401705017;401705021;401705023;401705024;401705033;401705034;401705049;401705056;401705057;401705076;401705077;401705078;401705082;401705083;401705094;401705096;401705097;401705099;401705105;401705108;401705124;401705137;401705140;401705151;401705153;401705154;401705160;401705162;401705169;401705176;401705191;401705192;401705203;401705207;401705209;401705215;401705220;401705222;401705227;401705230;401705252;401705760;401736804;401736805;401736807;401736814;401766123;401766126;401766458;401766459;401767817;401767822;401767904;401768032;401769740;401769743;401769746;401769747;401769751;401769820;401769987;401772991;401772993;401809240;401809775;401809779;401809790;401809791;401809804;401809806;401809817;401809821;401809838;401809933;401809943;401809954;401809959;401809960;401810005;401810010;401810017;401810018;401810020;401810024;401810026;401810029;401810044;401810051;401810054;401810063;401810065;401810071;401810075;401810077;401810081;401810129;401810132;401810133;401810134;401810152;401810155;401810158;401810168;401810170;401810173;401810183;401810185;401810224;401810225;401810244;401810246;401810261;401810266;401810267;401810332;401810333;401810338;401810350;401810359;401810364;401810373;401810374;401810381;401810387;401810394;401810401;401810404;401810410;401810419;401810424;401810425;401810476;401810500;401810505;401810512;401810518;401810520;401810521;401810522;401810524;401810536;401810539;401810540;401810544;401810545;401810556;401810557;401810559;401810560;401810633;401810634;401810637;401810638;401810641;401810642;401810646;401810653;401810661;401810668;401810670;401810705;401810723;401810756;401810759;401810774;401810775;401810780;401810784;401810786;401810794;401810808;401810810;401810811;401810813;401810816;401810819;401810822;401810823;401810824;401810825;401810828;401810843;401810903;401810908;401810914;401810917;401810919;401810920;401810923;401810925;401810926;401810928;401810933;401810939;401810941;401810952;401810953;401810954;401810957;401810958;401810990;401810991;401811001;401812480;401812684;401812687;401812694;401812699;401812707;401812710;401812719;401812726;401812731;401812732;401836751;401836800;401866758;401869187;401869194;401869369;401869378;401869386;401869389;401869392;401869395;401869396;401869398;401869401;401869408;401869416;401869417;401869418;401871153;401871326;401871327;401873198;401873201,0.8409933001754402,0.8456896551724138,0.7277430999581382,0.9446607349656374,1.0
,,2024-12-14T00:47:03Z,2026-05-21T01:57:07Z,1160,,,grouped_coverage,ladder_base,0.90,P2,43.0,401704958;401704962;401704963;401704965;401704966;401704967;401704978;401704980;401704981;401704984;401705006;401705007;401705017;401705021;401705023;401705024;401705033;401705049;401705057;401705076;401705077;401705078;401705082;401705083;401705091;401705094;401705096;401705097;401705099;401705105;401705108;401705109;401705124;401705130;401705137;401705140;401705142;401705151;401705153;401705154;401705160;401705169;401705175;401705176;401705190;401705191;401705192;401705209;401705215;401705220;401705222;401705227;401705230;401705232;401705252;401705760;401705765;401705766;401736802;401736805;401736806;401736807;401736810;401736813;401736814;401766122;401766126;401766127;401766459;401767817;401767822;401767904;401767912;401769740;401769742;401769743;401769746;401769747;401769751;401769820;401769987;401772991;401773152;401809240;401809775;401809776;401809790;401809791;401809806;401809815;401809817;401809818;401809821;401809838;401809933;401809939;401809945;401809954;401809959;401809960;401810005;401810010;401810013;401810014;401810017;401810019;401810024;401810026;401810029;401810033;401810043;401810044;401810059;401810063;401810065;401810071;401810077;401810081;401810129;401810132;401810133;401810134;401810146;401810155;401810158;401810168;401810170;401810173;401810185;401810224;401810225;401810261;401810267;401810358;401810362;401810364;401810373;401810374;401810401;401810410;401810413;401810419;401810424;401810425;401810476;401810488;401810500;401810505;401810518;401810520;401810521;401810522;401810539;401810544;401810545;401810554;401810557;401810559;401810626;401810628;401810633;401810637;401810638;401810641;401810642;401810653;401810663;401810668;401810670;401810685;401810700;401810705;401810756;401810769;401810771;401810774;401810775;401810782;401810786;401810794;401810808;401810810;401810811;401810813;401810816;401810822;401810823;401810824;401810825;401810828;401810843;401810908;401810914;401810917;401810920;401810925;401810926;401810928;401810930;401810939;401810941;401810942;401810952;401810957;401810963;401810987;401810990;401812682;401812694;401812707;401812710;401812722;401812726;401812731;401812732;401836751;401866758;401869194;401869368;401869369;401869386;401869392;401869395;401869396;401869398;401869401;401869408;401869416;401869418;401871153;401871326;401871327;401873198,0.8578777217847664,0.8767241379310344,0.7446644542655032,0.9583594874565222,1.0
,,2024-12-14T00:36:03Z,2026-05-08T02:33:06Z,1161,,,grouped_coverage,ladder_base,0.90,P2,44.0,401704958;401704962;401704963;401704965;401704966;401704967;401704978;401704980;401704981;401704984;401705006;401705007;401705017;401705021;401705023;401705024;401705033;401705057;401705077;401705078;401705082;401705091;401705094;401705096;401705097;401705099;401705105;401705108;401705124;401705130;401705140;401705143;401705151;401705154;401705160;401705162;401705169;401705175;401705176;401705182;401705184;401705190;401705191;401705192;401705203;401705207;401705209;401705215;401705220;401705222;401705227;401705230;401705232;401705241;401705252;401705760;401705765;401705766;401736802;401736804;401736810;401736813;401736814;401766123;401766126;401766458;401766459;401767817;401767822;401767904;401769740;401769742;401769743;401769746;401769747;401769751;401769820;401769838;401769987;401773152;401809240;401809775;401809776;401809779;401809790;401809792;401809806;401809817;401809818;401809821;401809838;401809939;401809954;401809959;401809960;401810003;401810005;401810010;401810013;401810014;401810017;401810020;401810024;401810029;401810043;401810044;401810051;401810059;401810063;401810065;401810071;401810077;401810132;401810134;401810146;401810152;401810170;401810173;401810183;401810185;401810224;401810225;401810232;401810245;401810246;401810261;401810358;401810364;401810373;401810374;401810380;401810381;401810404;401810410;401810424;401810425;401810476;401810488;401810500;401810505;401810522;401810539;401810544;401810545;401810554;401810560;401810628;401810631;401810633;401810637;401810641;401810642;401810653;401810661;401810668;401810685;401810687;401810700;401810705;401810756;401810759;401810763;401810769;401810771;401810774;401810775;401810779;401810786;401810794;401810808;401810810;401810811;401810813;401810816;401810822;401810823;401810824;401810825;401810828;401810838;401810843;401810908;401810917;401810920;401810923;401810925;401810926;401810928;401810930;401810933;401810939;401810941;401810942;401810949;401810952;401810953;401810957;401810963;401810990;401812682;401812687;401812694;401812699;401812707;401812710;401812719;401812731;401836751;401836800;401866758;401869194;401869368;401869369;401869386;401869392;401869396;401869398;401869408;401869416;401869417;401869418;401871153;401871326;401871327,0.8759445594060542,0.9000861326442722,0.7575199329547077,0.9743967426133923,1.0
,,2024-12-14T00:40:03Z,2026-05-07T02:40:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,45.0,401704962;401704966;401704967;401704978;401704980;401704981;401705006;401705007;401705021;401705023;401705024;401705033;401705057;401705076;401705077;401705078;401705091;401705097;401705099;401705105;401705108;401705124;401705130;401705137;401705140;401705143;401705147;401705151;401705154;401705160;401705162;401705164;401705169;401705175;401705176;401705182;401705184;401705191;401705192;401705209;401705215;401705222;401705227;401705230;401705232;401705241;401705252;401705760;401705765;401705766;401736802;401736804;401736805;401736806;401736810;401736813;401736814;401766122;401766123;401766126;401766458;401766459;401767817;401767822;401767912;401769742;401769743;401769747;401769751;401769820;401769838;401809240;401809775;401809776;401809779;401809790;401809792;401809817;401809821;401809835;401809838;401809933;401809939;401809940;401809954;401809959;401810003;401810005;401810013;401810017;401810020;401810029;401810043;401810044;401810051;401810059;401810063;401810065;401810077;401810081;401810134;401810146;401810158;401810168;401810170;401810173;401810183;401810224;401810246;401810358;401810364;401810374;401810380;401810410;401810424;401810425;401810476;401810477;401810500;401810505;401810511;401810512;401810518;401810539;401810544;401810557;401810559;401810560;401810628;401810631;401810641;401810642;401810653;401810661;401810663;401810670;401810685;401810687;401810756;401810759;401810769;401810771;401810775;401810778;401810779;401810784;401810786;401810793;401810808;401810810;401810811;401810816;401810822;401810824;401810826;401810843;401810908;401810914;401810920;401810923;401810926;401810927;401810928;401810930;401810933;401810939;401810941;401810942;401810949;401810952;401810953;401810965;401810971;401810984;401810990;401812682;401812687;401812694;401812699;401812707;401812719;401812731;401866758;401869194;401869368;401869386;401869392;401869398;401869416;401869417;401871153;401871326,0.8938372379088679,0.9232758620689655,0.775460211402056,0.9855920518054643,1.0
,,2024-12-14T00:41:03Z,2026-05-07T02:45:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,46.0,401704962;401704963;401704966;401704967;401704984;401704986;401705007;401705017;401705024;401705033;401705054;401705057;401705076;401705077;401705078;401705091;401705096;401705097;401705099;401705124;401705130;401705137;401705140;401705143;401705147;401705151;401705154;401705160;401705164;401705169;401705175;401705176;401705182;401705184;401705192;401705209;401705211;401705215;401705222;401705227;401705232;401705241;401705252;401705549;401705753;401705760;401705761;401705765;401705766;401736802;401736805;401736806;401736810;401736813;401736814;401766122;401766123;401766126;401766458;401766459;401767822;401767903;401767912;401769742;401769746;401769747;401769751;401769820;401769821;401769838;401769987;401773152;401809779;401809792;401809817;401809818;401809835;401809838;401809939;401809940;401809945;401809954;401809959;401809960;401810003;401810005;401810013;401810024;401810043;401810044;401810047;401810059;401810063;401810065;401810071;401810073;401810077;401810132;401810146;401810152;401810168;401810173;401810224;401810246;401810260;401810261;401810358;401810364;401810380;401810410;401810424;401810425;401810476;401810477;401810505;401810511;401810512;401810518;401810539;401810544;401810559;401810560;401810628;401810631;401810633;401810641;401810642;401810648;401810653;401810661;401810663;401810670;401810685;401810687;401810700;401810705;401810771;401810775;401810778;401810779;401810784;401810786;401810793;401810808;401810811;401810816;401810822;401810824;401810826;401810843;401810852;401810902;401810908;401810914;401810916;401810920;401810923;401810926;401810927;401810928;401810930;401810933;401810939;401810942;401810949;401810952;401810953;401810965;401810971;401810975;401810984;401810990;401812682;401812694;401812699;401812707;401812731;401866758;401869191;401869194;401869368;401869386;401869392;401869398;401871153;401871326,0.9108110792402078,0.9224137931034483,0.7887378163521517,0.9950662516028176,1.0
,,2024-12-14T01:00:03Z,2026-05-07T02:46:05Z,1160,,,grouped_coverage,ladder_base,0.90,P2,47.0,401704963;401704966;401704967;401704986;401705015;401705017;401705024;401705054;401705057;401705076;401705078;401705082;401705091;401705097;401705099;401705109;401705130;401705137;401705140;401705143;401705147;401705160;401705164;401705169;401705175;401705176;401705182;401705184;401705190;401705192;401705211;401705222;401705227;401705232;401705241;401705549;401705753;401705761;401705766;401736802;401736805;401736806;401736810;401736813;401736814;401766123;401766458;401767817;401767903;401767912;401769746;401769747;401769751;401769820;401769821;401769838;401769987;401773152;401809776;401809778;401809779;401809792;401809835;401809939;401809954;401809959;401809960;401810003;401810024;401810043;401810047;401810059;401810063;401810065;401810071;401810073;401810077;401810146;401810152;401810163;401810173;401810246;401810260;401810261;401810358;401810364;401810380;401810410;401810425;401810476;401810477;401810511;401810512;401810544;401810557;401810559;401810560;401810628;401810631;401810633;401810641;401810648;401810661;401810663;401810685;401810687;401810700;401810705;401810771;401810778;401810779;401810784;401810786;401810793;401810808;401810811;401810824;401810826;401810852;401810902;401810908;401810916;401810923;401810926;401810927;401810928;401810930;401810933;401810936;401810939;401810941;401810942;401810949;401810953;401810965;401810971;401810975;401810978;401810984;401812682;401812694;401812707;401866758;401869191;401869192;401869194;401869368;401869386;401869392;401871153;401871326,0.9289229798888036,0.9689655172413794,0.8058939434746076,0.9993600562744285,1.0
,,2024-12-14T01:02:03Z,2026-05-07T02:47:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,48.0,401704963;401704966;401704967;401704986;401705006;401705015;401705017;401705054;401705076;401705130;401705137;401705140;401705143;401705147;401705161;401705164;401705182;401705192;401705211;401705222;401705223;401705232;401705549;401705753;401705761;401736802;401736805;401736810;401766123;401767817;401767903;401767912;401769742;401769746;401769751;401769821;401769838;401773152;401809776;401809778;401809792;401809835;401809939;401809959;401809960;401810003;401810024;401810047;401810059;401810063;401810065;401810071;401810073;401810077;401810132;401810135;401810146;401810152;401810163;401810168;401810246;401810260;401810261;401810358;401810410;401810425;401810476;401810477;401810511;401810512;401810544;401810559;401810628;401810631;401810633;401810641;401810648;401810661;401810663;401810685;401810687;401810700;401810705;401810771;401810778;401810779;401810786;401810793;401810824;401810826;401810852;401810902;401810908;401810916;401810923;401810936;401810941;401810942;401810949;401810953;401810965;401810971;401810975;401810978;401810984;401812682;401812707;401866758;401869191;401869192;401869368;401869386;401871153,0.9507370536312104,0.9724137931034482,0.8357600578591747,1.0,1.0
,,2024-12-24T01:29:02Z,2026-05-07T03:05:04Z,1160,,,grouped_coverage,ladder_base,0.90,P2,49.0,401704963;401704986;401705006;401705054;401705137;401705161;401705164;401705182;401705211;401705223;401705232;401705549;401767817;401767903;401767912;401769742;401769821;401773152;401809778;401809835;401810003;401810047;401810073;401810077;401810135;401810163;401810168;401810260;401810425;401810477;401810511;401810544;401810559;401810628;401810633;401810641;401810648;401810685;401810700;401810778;401810779;401810826;401810852;401810902;401810916;401810923;401810936;401810941;401810949;401810953;401810971;401810975;401810978;401810979;401810984;401810994;401812707;401866758;401869191;401869192;401869386;401871153,0.977686683308227,1.0,0.8663791791680249,1.0,1.0
,,2024-12-16T00:47:03Z,2026-05-26T02:01:03Z,886,,,grouped_coverage,ladder_base,0.90,P3,0.0,401704957;401704972;401704982;401704994;401705004;401705012;401705029;401705040;401705044;401705047;401705058;401705063;401705069;401705079;401705095;401705111;401705125;401705134;401705139;401705141;401705170;401705187;401705201;401705224;401705231;401705240;401705243;401705759;401705762;401736811;401736818;401768036;401768037;401769748;401809511;401809773;401809793;401809797;401809800;401809803;401809944;401809948;401810052;401810078;401810127;401810156;401810180;401810238;401810281;401810339;401810353;401810379;401810402;401810421;401810480;401810482;401810543;401810629;401810635;401810640;401810654;401810665;401810669;401810677;401810686;401810691;401810694;401810699;401810766;401810776;401810781;401810792;401810820;401810840;401810848;401810853;401810907;401810911;401810912;401810931;401810937;401810950;401810955;401810960;401810962;401810980;401810981;401810996;401812482;401812676;401812688;401812713;401812725;401836749;401869393;401871339;401873344,0.002381955819395589,0.0,0.0,0.09457902202299943,1.0
,,2024-12-16T00:42:03Z,2026-05-26T01:56:03Z,886,,,grouped_coverage,ladder_base,0.90,P3,1.0,401704957;401704964;401704972;401704979;401704982;401704989;401704990;401704994;401705004;401705012;401705013;401705029;401705036;401705040;401705044;401705047;401705055;401705058;401705061;401705063;401705069;401705079;401705080;401705095;401705111;401705121;401705125;401705134;401705139;401705141;401705159;401705170;401705178;401705179;401705187;401705201;401705213;401705224;401705229;401705231;401705233;401705240;401705243;401705251;401705254;401705759;401705762;401736811;401736815;401736818;401767821;401768036;401768037;401769741;401769748;401769840;401809511;401809773;401809780;401809793;401809797;401809800;401809803;401809935;401809944;401809948;401809956;401810052;401810053;401810078;401810125;401810127;401810140;401810143;401810156;401810180;401810182;401810230;401810238;401810248;401810254;401810263;401810268;401810276;401810281;401810334;401810339;401810353;401810355;401810361;401810379;401810402;401810415;401810421;401810480;401810482;401810504;401810532;401810543;401810555;401810565;401810629;401810635;401810636;401810640;401810654;401810655;401810665;401810669;401810674;401810677;401810686;401810689;401810691;401810694;401810699;401810706;401810766;401810776;401810781;401810792;401810820;401810821;401810840;401810845;401810848;401810853;401810907;401810911;401810912;401810931;401810937;401810943;401810950;401810955;401810960;401810961;401810962;401810964;401810968;401810977;401810980;401810981;401810982;401810996;401811000;401812482;401812483;401812676;401812688;401812690;401812713;401812725;401836749;401857824;401869391;401869406;401871339;401873344,0.009835967998026218,0.004514672686230248,0.0,0.10371764343389474,1.0
,,2024-12-16T00:24:03Z,2026-05-26T01:48:04Z,885,,,grouped_coverage,ladder_base,0.90,P3,2.0,401704964;401704979;401704982;401704987;401704989;401704990;401704994;401705004;401705012;401705013;401705029;401705036;401705040;401705044;401705047;401705055;401705058;401705061;401705063;401705069;401705080;401705085;401705095;401705120;401705121;401705125;401705134;401705139;401705141;401705170;401705172;401705173;401705178;401705179;401705201;401705202;401705206;401705213;401705224;401705229;401705231;401705233;401705243;401705245;401705251;401705254;401705759;401705762;401736811;401736815;401766460;401767821;401768036;401768063;401769741;401769748;401769837;401809235;401809241;401809511;401809773;401809780;401809793;401809797;401809800;401809803;401809812;401809935;401809944;401809948;401809956;401810004;401810016;401810031;401810052;401810053;401810060;401810070;401810076;401810078;401810079;401810125;401810127;401810138;401810140;401810143;401810156;401810180;401810182;401810230;401810238;401810248;401810254;401810263;401810268;401810276;401810279;401810281;401810334;401810339;401810353;401810355;401810361;401810379;401810389;401810390;401810415;401810421;401810426;401810480;401810482;401810504;401810525;401810533;401810543;401810555;401810565;401810566;401810629;401810635;401810640;401810645;401810654;401810655;401810665;401810669;401810674;401810677;401810681;401810686;401810689;401810691;401810694;401810699;401810706;401810766;401810776;401810781;401810820;401810821;401810840;401810845;401810848;401810907;401810911;401810912;401810931;401810937;401810943;401810950;401810951;401810955;401810960;401810961;401810962;401810964;401810967;401810968;401810977;401810980;401810981;401810982;401810986;401810996;401811000;401812482;401812483;401812676;401812688;401812690;401812713;401812717;401812725;401836749;401857824;401869391;401869406;401871339;401873344,0.019494326109416094,0.014689265536723164,0.0,0.1135038524993471,1.0
