state_id,cluster_id,timestamp,raw_checkpoint_count,path_evaluation_count,split_ids,static_loss_sum,score_loss_sum,conditional_loss_sum
20100404-BOS-NYY-1:3,20100404-BOS-NYY-1,2010-04-04,1,7,0|1|2|3|4|5|6,0.30524241142230935,0.07471385321286249,0.1003481706939122
20100404-BOS-NYY-1:5,20100404-BOS-NYY-1,2010-04-04,1,7,0|1|2|3|4|5|6,0.30524241142230935,0.009867885108268906,0.014394287343553644
20100404-BOS-NYY-1:7,20100404-BOS-NYY-1,2010-04-04,1,7,0|1|2|3|4|5|6,0.30524241142230935,0.5851542815964522,0.6206144385034836
20100421-PIT-MIL-1:3,20100421-PIT-MIL-1,2010-04-21,1,7,0|1|2|3|4|5|6,0.3923929190006196,0.6275476833216161,0.7605819025314249
20100421-PIT-MIL-1:5,20100421-PIT-MIL-1,2010-04-21,1,7,0|1|2|3|4|5|6,0.3923929190006196,0.9535407007543552,0.9771265894346831
20100421-PIT-MIL-1:7,20100421-PIT-MIL-1,2010-04-21,1,7,0|1|2|3|4|5|6,0.3923929190006196,0.9996459817346943,0.999873520812004
20100507-PIT-STL-1:3,20100507-PIT-STL-1,2010-05-07,1,7,0|1|2|3|4|5|6,0.3599638144863981,0.6597662533704415,0.7563125870207585
20100507-PIT-STL-1:5,20100507-PIT-STL-1,2010-05-07,1,7,0|1|2|3|4|5|6,0.3599638144863981,0.7674049300723078,0.8438309686310921
20100507-PIT-STL-1:7,20100507-PIT-STL-1,2010-05-07,1,7,0|1|2|3|4|5|6,0.3599638144863981,0.8841056171245307,0.9280604354167987
20100522-PHI-BOS-1:3,20100522-PHI-BOS-1,2010-05-22,1,7,0|1|2|3|4|5|6,0.1853731999241348,0.5941132548788893,0.5082039074703074
20100522-PHI-BOS-1:5,20100522-PHI-BOS-1,2010-05-22,1,7,0|1|2|3|4|5|6,0.1853731999241348,0.9535407007543552,0.9337412465781748
20100522-PHI-BOS-1:7,20100522-PHI-BOS-1,2010-05-22,1,7,0|1|2|3|4|5|6,0.1853731999241348,0.9905720851663267,0.9848109539077733
20100608-COL-HOU-1:3,20100608-COL-HOU-1,2010-06-08,1,7,0|1|2|3|4|5|6,0.18883683893774086,0.25,0.1888368389377273
20100608-COL-HOU-1:5,20100608-COL-HOU-1,2010-06-08,1,7,0|1|2|3|4|5|6,0.18883683893774086,0.503439505674245,0.4253591142323025
20100608-COL-HOU-1:7,20100608-COL-HOU-1,2010-06-08,1,7,0|1|2|3|4|5|6,0.18883683893774086,0.7674049300723079,0.7056387222154245
20100624-BAL-MIA-1:3,20100624-BAL-MIA-1,2010-06-24,1,7,0|1|2|3|4|5|6,0.28325692703247907,0.5619015646869557,0.5947794291102577
20100624-BAL-MIA-1:5,20100624-BAL-MIA-1,2010-06-24,1,7,0|1|2|3|4|5|6,0.28325692703247907,0.42583649704264875,0.4578595160121484
20100624-BAL-MIA-1:7,20100624-BAL-MIA-1,2010-06-24,1,7,0|1|2|3|4|5|6,0.28325692703247907,0.7525160402169924,0.7761423368672828
20100709-NYM-ATL-1:3,20100709-NYM-ATL-1,2010-07-09,1,7,0|1|2|3|4|5|6,0.3053450403035356,0.503439505674245,0.5650349203752231
20100709-NYM-ATL-1:5,20100709-NYM-ATL-1,2010-07-09,1,7,0|1|2|3|4|5|6,0.3053450403035356,0.6597662533704417,0.7123594325111023
20100709-NYM-ATL-1:7,20100709-NYM-ATL-1,2010-07-09,1,7,0|1|2|3|4|5|6,0.3053450403035356,0.9204366438593087,0.9383686517583889
20100728-KAN-MIN-1:3,20100728-KAN-MIN-1,2010-07-28,1,7,0|1|2|3|4|5|6,0.22966502809400605,0.7525160402169918,0.7336781821742464
20100728-KAN-MIN-1:5,20100728-KAN-MIN-1,2010-07-28,1,7,0|1|2|3|4|5|6,0.22966502809400605,0.8111934266767039,0.7961114498036969
20100728-KAN-MIN-1:7,20100728-KAN-MIN-1,2010-07-28,1,7,0|1|2|3|4|5|6,0.22966502809400605,0.9535407007543546,0.9476237566154282
20100813-HOU-PIT-1:3,20100813-HOU-PIT-1,2010-08-13,1,7,0|1|2|3|4|5|6,0.4323485503515489,0.043189537798179085,0.11462695460640226
