stable_key,game_id,player_id,date,minutes,dnp,split_id,fold_status,n_train_asof,n_player_asof,asof_max_ts,baseline_dnp_probability,candidate_dnp_probability,baseline_q10,baseline_q50,baseline_q90,candidate_q10,candidate_q50,candidate_q90,candidate_positive_q10,candidate_positive_q50,candidate_positive_q90
0022300061|1629008,0022300061,1629008,2023-10-24,30.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1629060,0022300061,1629060,2023-10-24,15.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1629216,0022300061,1629216,2023-10-24,22.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1629618,0022300061,1629618,2023-10-24,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1629629,0022300061,1629629,2023-10-24,18.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1629637,0022300061,1629637,2023-10-24,7.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1630192,0022300061,1630192,2023-10-24,12.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1630296,0022300061,1630296,2023-10-24,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1630559,0022300061,1630559,2023-10-24,31.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1631108,0022300061,1631108,2023-10-24,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1631128,0022300061,1631128,2023-10-24,19.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1631212,0022300061,1631212,2023-10-24,11.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1631221,0022300061,1631221,2023-10-24,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300061|1641721,0022300061,1641721,2023-10-24,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|-4395652,0022300062,-4395652,2023-10-24,3.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|-3133838,0022300062,-3133838,2023-10-24,18.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|101108,0022300062,101108,2023-10-24,34.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|201142,0022300062,201142,2023-10-24,37.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|201569,0022300062,201569,2023-10-24,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|201939,0022300062,201939,2023-10-24,31.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|202691,0022300062,202691,2023-10-24,36.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|202709,0022300062,202709,2023-10-24,4.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|203952,0022300062,203952,2023-10-24,27.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|203967,0022300062,203967,2023-10-24,20.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|203994,0022300062,203994,2023-10-24,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1626164,0022300062,1626164,2023-10-24,37.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1626172,0022300062,1626172,2023-10-24,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1627780,0022300062,1627780,2023-10-24,22.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1628960,0022300062,1628960,2023-10-24,21.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1629006,0022300062,1629006,2023-10-24,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1629234,0022300062,1629234,2023-10-24,19.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1630228,0022300062,1630228,2023-10-24,20.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1630541,0022300062,1630541,2023-10-24,18.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300062|1630692,0022300062,1630692,2023-10-24,14.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|-4683027,0022300063,-4683027,2023-10-25,16.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|-4432585,0022300063,-4432585,2023-10-25,10.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|-4249,0022300063,-4249,2023-10-25,33.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|203991,0022300063,203991,2023-10-25,29.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|203992,0022300063,203992,2023-10-25,24.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1626179,0022300063,1626179,2023-10-25,34.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1627749,0022300063,1627749,2023-10-25,33.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1629023,0022300063,1629023,2023-10-25,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1629027,0022300063,1629027,2023-10-25,36.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1629631,0022300063,1629631,2023-10-25,31.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630163,0022300063,1630163,2023-10-25,31.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630168,0022300063,1630168,2023-10-25,19.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630180,0022300063,1630180,2023-10-25,29.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630208,0022300063,1630208,2023-10-25,18.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630550,0022300063,1630550,2023-10-25,20.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1630552,0022300063,1630552,2023-10-25,29.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1631109,0022300063,1631109,2023-10-25,30.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1641706,0022300063,1641706,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300063|1641733,0022300063,1641733,2023-10-25,1.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|-4277883,0022300064,-4277883,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|-4066410,0022300064,-4066410,2023-10-25,8.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|-2490089,0022300064,-2490089,2023-10-25,8.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|-3428,0022300064,-3428,2023-10-25,17.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|204456,0022300064,204456,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1626145,0022300064,1626145,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1626153,0022300064,1626153,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1626167,0022300064,1626167,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1627741,0022300064,1627741,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1628398,0022300064,1628398,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1628971,0022300064,1628971,2023-10-25,27.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1629614,0022300064,1629614,2023-10-25,22.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1629655,0022300064,1629655,2023-10-25,21.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1629673,0022300064,1629673,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630166,0022300064,1630166,2023-10-25,21.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630167,0022300064,1630167,2023-10-25,19.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630169,0022300064,1630169,2023-10-25,27.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630174,0022300064,1630174,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630188,0022300064,1630188,2023-10-25,13.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630215,0022300064,1630215,2023-10-25,3.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630543,0022300064,1630543,2023-10-25,11.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1630557,0022300064,1630557,2023-10-25,24.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1631097,0022300064,1631097,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1631116,0022300064,1631116,2023-10-25,3.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1631157,0022300064,1631157,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1641716,0022300064,1641716,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1641731,0022300064,1641731,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300064|1641767,0022300064,1641767,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|201143,0022300065,201143,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|201950,0022300065,201950,2023-10-25,35.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|203944,0022300065,203944,2023-10-25,34.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|204001,0022300065,204001,2023-10-25,38.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1627759,0022300065,1627759,2023-10-25,38.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628369,0022300065,1628369,2023-10-25,39.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628392,0022300065,1628392,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628401,0022300065,1628401,2023-10-25,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628404,0022300065,1628404,2023-10-25,22.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628436,0022300065,1628436,2023-10-25,8.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628973,0022300065,1628973,2023-10-25,33.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1628978,0022300065,1628978,2023-10-25,15.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1629011,0022300065,1629011,2023-10-25,22.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1629628,0022300065,1629628,2023-10-25,36.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1629656,0022300065,1629656,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1630193,0022300065,1630193,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1630202,0022300065,1630202,2023-10-25,11.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300065|1630573,0022300065,1630573,2023-10-25,14.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|-4278588,0022300066,-4278588,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|-2528779,0022300066,-2528779,2023-10-25,11.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|201145,0022300066,201145,2023-10-25,14.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|203914,0022300066,203914,2023-10-25,17.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|204060,0022300066,204060,2023-10-25,18.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1627832,0022300066,1627832,2023-10-25,34.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1628365,0022300066,1628365,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1628371,0022300066,1628371,2023-10-25,14.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1628415,0022300066,1628415,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1628976,0022300066,1628976,2023-10-25,27.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1628988,0022300066,1628988,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1629021,0022300066,1629021,2023-10-25,15.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1629048,0022300066,1629048,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1629111,0022300066,1629111,2023-10-25,9.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1629643,0022300066,1629643,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630175,0022300066,1630175,2023-10-25,24.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630224,0022300066,1630224,2023-10-25,30.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630256,0022300066,1630256,2023-10-25,15.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630532,0022300066,1630532,2023-10-25,27.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630578,0022300066,1630578,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1630591,0022300066,1630591,2023-10-25,21.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1631094,0022300066,1631094,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1631095,0022300066,1631095,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1631216,0022300066,1631216,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1631466,0022300066,1631466,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1641708,0022300066,1641708,2023-10-25,21.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1641710,0022300066,1641710,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1641715,0022300066,1641715,2023-10-25,10.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300066|1641724,0022300066,1641724,2023-10-25,5.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|-4065697,0022300067,-4065697,2023-10-25,16.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|-3064559,0022300067,-3064559,2023-10-25,11.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|203915,0022300067,203915,2023-10-25,24.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1626220,0022300067,1626220,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1627732,0022300067,1627732,2023-10-25,23.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1627747,0022300067,1627747,2023-10-25,31.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1627777,0022300067,1627777,2023-10-25,20.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1627827,0022300067,1627827,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1628378,0022300067,1628378,2023-10-25,36.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1628969,0022300067,1628969,2023-10-25,35.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1629622,0022300067,1629622,2023-10-25,39.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1629636,0022300067,1629636,2023-10-25,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1629651,0022300067,1629651,2023-10-25,28.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1629660,0022300067,1629660,2023-10-25,6.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1629661,0022300067,1629661,2023-10-25,26.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1630171,0022300067,1630171,2023-10-25,32.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1630549,0022300067,1630549,2023-10-25,12.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1630560,0022300067,1630560,2023-10-25,25.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022300067|1630596,0022300067,1630596,2023-10-25,34.0,0,0,SCORED,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
