row_id,game,timestamp,game_date,y,market,p_null,p_candidate,margin,period,game_clock_s,state_age_s,stern_margin_over_sqrt_remaining,loss_market,loss_null,loss_candidate,delta_null_minus_candidate
2089,401856962,2026-06-05T01:12:00Z,2026-06-05,1.0,0.61,0.8103800576293995,0.8124182371358426,1.0,1.0,353.0,0.0,0.02155152393519773,0.1521,0.03595572254462987,0.03518691775922498,0.0007688047854048918
2090,401856962,2026-06-05T01:12:00Z,2026-06-05,1.0,0.63,0.853976618015794,0.8561168337546589,1.0,1.0,353.0,0.0,0.02155152393519773,0.1369,0.021322828086105323,0.02070236552878448,0.0006204625573208444
2091,401856962,2026-06-05T01:13:00Z,2026-06-05,1.0,0.61,0.8103800576293995,0.8111489096787163,2.0,1.0,311.0,1.0,0.04352972054063531,0.1521,0.03595572254462987,0.03566473431553764,0.00029098822909223027
2092,401856962,2026-06-05T01:13:00Z,2026-06-05,1.0,0.62,0.8332044575725023,0.8341716707096632,2.0,1.0,311.0,1.0,0.04352972054063531,0.1444,0.027820752973683194,0.027499034795224357,0.0003217181784588366
2093,401856962,2026-06-05T01:14:00Z,2026-06-05,1.0,0.63,0.853976618015794,0.8530279248968261,4.0,1.0,299.0,33.0,0.08730794617593374,0.1369,0.021322828086105323,0.021600790860132987,-0.00027796277402766453
2094,401856962,2026-06-05T01:14:00Z,2026-06-05,1.0,0.63,0.853976618015794,0.8530279248968261,4.0,1.0,299.0,33.0,0.08730794617593374,0.1369,0.021322828086105323,0.021600790860132987,-0.00027796277402766453
2095,401856962,2026-06-05T01:15:00Z,2026-06-05,1.0,0.64,0.8727540981141982,0.8721330804098759,4.0,1.0,299.0,93.0,0.08730794617593374,0.1296,0.01619151954673109,0.016349949125467257,-0.00015842957873616823
2096,401856962,2026-06-05T01:15:00Z,2026-06-05,1.0,0.65,0.8896211622991324,0.8892721973469474,4.0,1.0,299.0,93.0,0.08730794617593374,0.12249999999999998,0.012183487812194482,0.012260646280373362,-7.715846817888013e-05
2097,401856962,2026-06-05T01:16:00Z,2026-06-05,1.0,0.64,0.8727540981141982,0.8721330804098759,4.0,1.0,299.0,34.0,0.08730794617593374,0.1296,0.01619151954673109,0.016349949125467257,-0.00015842957873616823
2098,401856962,2026-06-05T01:16:00Z,2026-06-05,1.0,0.66,0.9046819815403578,0.9045533854492582,4.0,1.0,299.0,34.0,0.08730794617593374,0.11559999999999998,0.009085524643072685,0.00911005622919787,-2.4531586125186092e-05
2099,401856962,2026-06-05T01:17:00Z,2026-06-05,1.0,0.64,0.8727540981141982,0.8721330804098759,4.0,1.0,299.0,94.0,0.08730794617593374,0.1296,0.01619151954673109,0.016349949125467257,-0.00015842957873616823
2100,401856962,2026-06-05T01:17:00Z,2026-06-05,1.0,0.67,0.9180543856627192,0.9180993399202286,4.0,1.0,299.0,94.0,0.08730794617593374,0.10889999999999997,0.006715083709114354,0.006707718121502256,7.365587612098365e-06
2101,401856962,2026-06-05T01:18:00Z,2026-06-05,1.0,0.6599999999999999,0.9046819815403576,0.9045314125827453,4.0,1.0,267.0,27.0,0.08798117404291673,0.11560000000000005,0.009085524643072726,0.009114251183446007,-2.8726540373280596e-05
2102,401856962,2026-06-05T01:18:00Z,2026-06-05,1.0,0.68,0.929864375960171,0.9300248782227535,4.0,1.0,267.0,27.0,0.08798117404291673,0.10239999999999996,0.004919005759456237,0.00489651766774048,2.248809171575758e-05
2103,401856962,2026-06-05T01:19:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.787346134237751,1.0,1.0,222.0,22.0,0.022238701440076274,0.16000000000000003,0.04601901032540905,0.04522166662362861,0.0007973437017804452
2104,401856962,2026-06-05T01:19:00Z,2026-06-05,1.0,0.61,0.8103800576293995,0.8123786494929793,1.0,1.0,222.0,22.0,0.022238701440076274,0.1521,0.03595572254462987,0.035201771166078304,0.0007539513785515678
2105,401856962,2026-06-05T01:20:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.6384020357267828,-2.0,1.0,153.0,4.0,-0.04525628222014204,0.20249999999999996,0.13533341066700438,0.13075308776653488,0.004580322900469502
2106,401856962,2026-06-05T01:20:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.6384020357267828,-2.0,1.0,153.0,4.0,-0.04525628222014204,0.20249999999999996,0.13533341066700438,0.13075308776653488,0.004580322900469502
2107,401856962,2026-06-05T01:21:00Z,2026-06-05,1.0,0.47,0.3443829767193125,0.35306418396477496,-5.0,1.0,118.0,3.0,-0.11416834431938576,0.28090000000000004,0.42983368121542953,0.4185259500691625,0.011307731146267042
2108,401856962,2026-06-05T01:21:00Z,2026-06-05,1.0,0.48,0.3785567287451702,0.3880329609704581,-5.0,1.0,118.0,3.0,-0.11416834431938576,0.27040000000000003,0.38619173938790397,0.37450365685858494,0.011688082529319022
2109,401856962,2026-06-05T01:22:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.49409703482025646,-3.0,1.0,93.0,14.0,-0.0689518539391667,0.24009999999999998,0.2632162153501807,0.2559378101776568,0.007278405172523872
2110,401856962,2026-06-05T01:22:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5314972014856347,-3.0,1.0,93.0,14.0,-0.0689518539391667,0.2304,0.2266622627511078,0.21949487221579195,0.007167390535315843
2111,401856962,2026-06-05T01:23:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.49409703482025646,-3.0,1.0,93.0,25.0,-0.0689518539391667,0.24009999999999998,0.2632162153501807,0.2559378101776568,0.007278405172523872
2112,401856962,2026-06-05T01:23:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5314972014856347,-3.0,1.0,93.0,25.0,-0.0689518539391667,0.2304,0.2266622627511078,0.21949487221579195,0.007167390535315843
2113,401856962,2026-06-05T01:24:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6009070651679447,-1.0,1.0,56.2,1.0,-0.023210666731103606,0.21159999999999995,0.16253023807554529,0.15927517063286314,0.0032550674426821413
2114,401856962,2026-06-05T01:24:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.636476168633918,-1.0,1.0,56.2,1.0,-0.023210666731103606,0.20249999999999996,0.13533341066700438,0.13214957597107563,0.0031838346959287556
2115,401856962,2026-06-05T01:25:00Z,2026-06-05,1.0,0.5700000000000001,0.6987249459776075,0.7034648277027271,-1.0,1.0,24.4,6.0,-0.023412078316417326,0.18489999999999995,0.09076665817619553,0.08793310840937332,0.0028335497668222076
2116,401856962,2026-06-05T01:25:00Z,2026-06-05,1.0,0.58,0.7295634629585389,0.7343743455509862,-1.0,1.0,24.4,6.0,-0.023412078316417326,0.17640000000000003,0.07313592056697756,0.07055698830146687,0.002578932265510689
2117,401856962,2026-06-05T01:26:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6073049748378236,-4.0,1.0,11.4,2.0,-0.09398375866024306,0.21159999999999995,0.16253023807554529,0.15420938278712232,0.008320855288422968
2118,401856962,2026-06-05T01:26:00Z,2026-06-05,1.0,0.57,0.6987249459776071,0.7089990659175561,-4.0,1.0,11.4,2.0,-0.09398375866024306,0.18490000000000004,0.09076665817619572,0.08468154363685484,0.00608511453934088
2119,401856962,2026-06-05T01:27:00Z,2026-06-05,1.0,0.49,0.413922762353544,0.42230050789023044,-4.0,1.0,0.0,32.0,-0.09428090415820634,0.2601,0.3434865284873005,0.3337367031838857,0.009749825303414783
2120,401856962,2026-06-05T01:27:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.45916920382610893,-4.0,1.0,0.0,32.0,-0.09428090415820634,0.25,0.30231308432298104,0.2924979500900849,0.00981513423289615
2121,401856962,2026-06-05T01:28:00Z,2026-06-05,1.0,0.49,0.413922762353544,0.42230050789023044,-4.0,2.0,600.0,47.0,-0.09428090415820634,0.2601,0.3434865284873005,0.3337367031838857,0.009749825303414783
2122,401856962,2026-06-05T01:28:00Z,2026-06-05,1.0,0.49,0.413922762353544,0.42230050789023044,-4.0,2.0,600.0,47.0,-0.09428090415820634,0.2601,0.3434865284873005,0.3337367031838857,0.009749825303414783
2123,401856962,2026-06-05T01:29:00Z,2026-06-05,1.0,0.49,0.413922762353544,0.42230050789023044,-4.0,2.0,600.0,107.0,-0.09428090415820634,0.2601,0.3434865284873005,0.3337367031838857,0.009749825303414783
2124,401856962,2026-06-05T01:29:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.49649037700551685,-4.0,2.0,600.0,107.0,-0.09428090415820634,0.24009999999999998,0.2632162153501807,0.2535219404480465,0.009694274902134203
2125,401856962,2026-06-05T01:30:00Z,2026-06-05,1.0,0.49,0.413922762353544,0.42230050789023044,-4.0,2.0,600.0,4.0,-0.09428090415820634,0.2601,0.3434865284873005,0.3337367031838857,0.009749825303414783
2126,401856962,2026-06-05T01:30:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.49649037700551685,-4.0,2.0,600.0,4.0,-0.09428090415820634,0.24009999999999998,0.2632162153501807,0.2535219404480465,0.009694274902134203
2127,401856962,2026-06-05T01:31:00Z,2026-06-05,1.0,0.47,0.3443829767193125,0.3555485436794226,-6.0,2.0,563.0,6.0,-0.1428976524688623,0.28090000000000004,0.42983368121542953,0.4153176795537131,0.014516001661716404
2128,401856962,2026-06-05T01:31:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4637360777767813,-6.0,2.0,563.0,6.0,-0.1428976524688623,0.25,0.30231308432298104,0.28757899427823036,0.01473409004475068
2129,401856962,2026-06-05T01:32:00Z,2026-06-05,1.0,0.48,0.3785567287451702,0.3864211082053941,-4.0,2.0,529.0,12.0,-0.09619721404877637,0.27040000000000003,0.38619173938790397,0.3764790564558967,0.009712682932007277
2130,401856962,2026-06-05T01:32:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4593490900574709,-4.0,2.0,529.0,12.0,-0.09619721404877637,0.25,0.30231308432298104,0.2923034064216848,0.010009677901296254
2131,401856962,2026-06-05T01:33:00Z,2026-06-05,1.0,0.41000000000000003,0.17587497330099938,0.18164800867464317,-6.0,2.0,464.0,9.0,-0.14708710135363803,0.34809999999999997,0.6791820596316284,0.669699981706177,0.009482077925451415
2132,401856962,2026-06-05T01:33:00Z,2026-06-05,1.0,0.48,0.3785567287451702,0.39099182593346715,-6.0,2.0,464.0,9.0,-0.14708710135363803,0.27040000000000003,0.38619173938790397,0.3708909560798524,0.015300783308051569
2133,401856962,2026-06-05T01:34:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5320119283159915,-3.0,2.0,425.0,27.0,-0.07442084075352508,0.2304,0.2266622627511078,0.21901283523851664,0.00764942751259115
2134,401856962,2026-06-05T01:34:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5320119283159915,-3.0,2.0,425.0,27.0,-0.07442084075352508,0.2304,0.2266622627511078,0.21901283523851664,0.00764942751259115
2135,401856962,2026-06-05T01:35:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4899330097382493,-1.0,2.0,416.0,15.0,-0.02487592975524973,0.24009999999999998,0.2632162153501807,0.2601683345546809,0.00304788079549978
2136,401856962,2026-06-05T01:35:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5645144825004372,-1.0,2.0,416.0,15.0,-0.02487592975524973,0.22089999999999999,0.1930167566487044,0.189647635951862,0.0033691206968424203
2137,401856962,2026-06-05T01:36:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5645260117308896,-1.0,2.0,400.0,3.0,-0.025,0.22089999999999999,0.1930167566487044,0.18963759445900533,0.003379162189699081
2138,401856962,2026-06-05T01:36:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6010692566794851,-1.0,2.0,400.0,3.0,-0.025,0.21159999999999995,0.16253023807554529,0.15914573796625855,0.003384500109286731
2139,401856962,2026-06-05T01:37:00Z,2026-06-05,1.0,0.61,0.8103800576293995,0.8107593643134837,2.0,2.0,384.0,10.0,0.050251890762960605,0.1521,0.03595572254462987,0.03581201819503678,0.00014370434959309203
2140,401856962,2026-06-05T01:37:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.7855678299238846,2.0,2.0,384.0,10.0,0.050251890762960605,0.16000000000000003,0.04601901032540905,0.04598115556355207,3.785476185698411e-05
2141,401856962,2026-06-05T01:38:00Z,2026-06-05,1.0,0.5900000000000001,0.7585196823763893,0.7617266414055085,0.0,2.0,367.0,5.0,0.0,0.16809999999999994,0.05831274379959989,0.056774193415899135,0.0015385503837007583
2142,401856962,2026-06-05T01:38:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.7887501865492282,0.0,2.0,367.0,5.0,0.0,0.16000000000000003,0.04601901032540905,0.04462648368298587,0.0013925266424231822
2143,401856962,2026-06-05T01:39:00Z,2026-06-05,1.0,0.5900000000000001,0.7585196823763893,0.7617266414055085,0.0,2.0,358.0,41.0,0.0,0.16809999999999994,0.05831274379959989,0.056774193415899135,0.0015385503837007583
2144,401856962,2026-06-05T01:39:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.7887501865492282,0.0,2.0,358.0,41.0,0.0,0.16000000000000003,0.04601901032540905,0.04462648368298587,0.0013925266424231822
2145,401856962,2026-06-05T01:40:00Z,2026-06-05,1.0,0.5900000000000001,0.7585196823763893,0.7617266414055085,0.0,2.0,358.0,101.0,0.0,0.16809999999999994,0.05831274379959989,0.056774193415899135,0.0015385503837007583
2146,401856962,2026-06-05T01:40:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.7887501865492282,0.0,2.0,358.0,101.0,0.0,0.16000000000000003,0.04601901032540905,0.04462648368298587,0.0013925266424231822
2147,401856962,2026-06-05T01:41:00Z,2026-06-05,1.0,0.5900000000000001,0.7585196823763893,0.7617266414055085,0.0,2.0,358.0,161.0,0.0,0.16809999999999994,0.05831274379959989,0.056774193415899135,0.0015385503837007583
2148,401856962,2026-06-05T01:41:00Z,2026-06-05,1.0,0.6,0.7854795806329639,0.7887501865492282,0.0,2.0,358.0,161.0,0.0,0.16000000000000003,0.04601901032540905,0.04462648368298587,0.0013925266424231822
2149,401856962,2026-06-05T01:42:00Z,2026-06-05,1.0,0.62,0.8332044575725023,0.8337980135989902,2.0,2.0,358.0,4.0,0.05066945919381399,0.1444,0.027820752973683194,0.027623100283641448,0.00019765269004174552
2150,401856962,2026-06-05T01:42:00Z,2026-06-05,1.0,0.62,0.8332044575725023,0.8337980135989902,2.0,2.0,358.0,4.0,0.05066945919381399,0.1444,0.027820752973683194,0.027623100283641448,0.00019765269004174552
2151,401856962,2026-06-05T01:43:00Z,2026-06-05,1.0,0.5800000000000001,0.7295634629585392,0.7326444831872121,0.0,2.0,303.0,7.0,0.0,0.17639999999999995,0.07313592056697737,0.07147897237023292,0.0016569481967444594
2152,401856962,2026-06-05T01:43:00Z,2026-06-05,1.0,0.59,0.7585196823763889,0.761726641405508,0.0,2.0,303.0,7.0,0.0,0.16810000000000003,0.0583127437996001,0.05677419341589935,0.0015385503837007514
2153,401856962,2026-06-05T01:44:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.56703868188927,-2.0,2.0,276.0,21.0,-0.052057920629535355,0.22089999999999999,0.1930167566487044,0.18745550298018077,0.005561253668523641
2154,401856962,2026-06-05T01:44:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6035191611263959,-2.0,2.0,276.0,21.0,-0.052057920629535355,0.21159999999999995,0.16253023807554529,0.1571970555939168,0.005333182481628479
2155,401856962,2026-06-05T01:45:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6035191611263959,-2.0,2.0,276.0,81.0,-0.052057920629535355,0.21159999999999995,0.16253023807554529,0.1571970555939168,0.005333182481628479
2156,401856962,2026-06-05T01:45:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.6389953218964707,-2.0,2.0,276.0,81.0,-0.052057920629535355,0.20249999999999996,0.13533341066700438,0.13032437761263282,0.005009033054371559
2157,401856962,2026-06-05T01:46:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6035191611263959,-2.0,2.0,276.0,35.0,-0.052057920629535355,0.21159999999999995,0.16253023807554529,0.1571970555939168,0.005333182481628479
2158,401856962,2026-06-05T01:46:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.6035191611263959,-2.0,2.0,276.0,35.0,-0.052057920629535355,0.21159999999999995,0.16253023807554529,0.1571970555939168,0.005333182481628479
2159,401856962,2026-06-05T01:47:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.56703868188927,-2.0,2.0,276.0,95.0,-0.052057920629535355,0.22089999999999999,0.1930167566487044,0.18745550298018077,0.005561253668523641
2160,401856962,2026-06-05T01:47:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.6389953218964707,-2.0,2.0,276.0,95.0,-0.052057920629535355,0.20249999999999996,0.13533341066700438,0.13032437761263282,0.005009033054371559
2161,401856962,2026-06-05T01:48:00Z,2026-06-05,1.0,0.64,0.8727540981141982,0.8724405148956699,3.0,2.0,206.0,2.0,0.08000711205939974,0.1296,0.01619151954673109,0.01627142224008182,-7.990269335073075e-05
2162,401856962,2026-06-05T01:48:00Z,2026-06-05,1.0,0.64,0.8727540981141982,0.8724405148956699,3.0,2.0,206.0,2.0,0.08000711205939974,0.1296,0.01619151954673109,0.01627142224008182,-7.990269335073075e-05
2163,401856962,2026-06-05T01:49:00Z,2026-06-05,1.0,0.54,0.596849608612933,0.5988011735183877,0.0,2.0,166.0,9.0,0.0,0.21159999999999995,0.16253023807554529,0.16096049837022286,0.001569739705322426
2164,401856962,2026-06-05T01:49:00Z,2026-06-05,1.0,0.55,0.6321231039233309,0.6344437864669085,0.0,2.0,166.0,9.0,0.0,0.20249999999999996,0.13533341066700438,0.13363134525265122,0.0017020654143531655
2165,401856962,2026-06-05T01:50:00Z,2026-06-05,1.0,0.47,0.3443829767193125,0.352691179637238,-4.0,2.0,126.0,2.0,-0.10984700727621795,0.28090000000000004,0.42983368121542953,0.41900870891943043,0.010824972295999102
2166,401856962,2026-06-05T01:50:00Z,2026-06-05,1.0,0.47,0.3443829767193125,0.352691179637238,-4.0,2.0,126.0,2.0,-0.10984700727621795,0.28090000000000004,0.42983368121542953,0.41900870891943043,0.010824972295999102
2167,401856962,2026-06-05T01:51:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.45549270214495174,-2.0,2.0,118.0,9.0,-0.05508993887912397,0.25,0.30231308432298104,0.29648819741740623,0.005824886905574811
2168,401856962,2026-06-05T01:51:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5301922562622823,-2.0,2.0,118.0,9.0,-0.05508993887912397,0.2304,0.2266622627511078,0.22071931607592504,0.0059429466751827476
2169,401856962,2026-06-05T01:52:00Z,2026-06-05,1.0,0.56,0.6661714260165427,0.6734601543925499,-2.0,2.0,86.0,20.0,-0.055771138653316045,0.19359999999999997,0.11144151680782864,0.10662827076933734,0.004813246038491301
2170,401856962,2026-06-05T01:52:00Z,2026-06-05,1.0,0.57,0.6987249459776071,0.7060099860748076,-2.0,2.0,86.0,20.0,-0.055771138653316045,0.18490000000000004,0.09076665817619572,0.08643012828773483,0.004336529888460894
2171,401856962,2026-06-05T01:53:00Z,2026-06-05,1.0,0.56,0.6661714260165427,0.6735200539225793,-2.0,2.0,53.4,7.0,-0.05649176586600039,0.19359999999999997,0.11144151680782864,0.10658915519071553,0.00485236161711311
2172,401856962,2026-06-05T01:53:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5303242417556047,-2.0,2.0,53.4,7.0,-0.05649176586600039,0.2304,0.2266622627511078,0.22059531788244768,0.006066944868660107
2173,401856962,2026-06-05T01:54:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5303945680525204,-2.0,2.0,20.9,24.0,-0.05723872467932774,0.2304,0.2266622627511078,0.2205292617145789,0.00613300103652889
2174,401856962,2026-06-05T01:54:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5675193961323454,-2.0,2.0,20.9,24.0,-0.05723872467932774,0.22089999999999999,0.1930167566487044,0.18703947272173121,0.0059772839269731926
2175,401856962,2026-06-05T01:55:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4557406896164093,-2.0,2.0,0.0,35.0,-0.05773502691896257,0.25,0.30231308432298104,0.2962181969392217,0.006094887383759351
2176,401856962,2026-06-05T01:55:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5304412943239367,-2.0,2.0,0.0,35.0,-0.05773502691896257,0.2304,0.2266622627511078,0.22048537807617982,0.006176884674927968
2177,401856962,2026-06-05T01:56:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4930372366497131,-2.0,2.0,0.0,95.0,-0.05773502691896257,0.24009999999999998,0.2632162153501807,0.257011243423759,0.006204971926421721
2178,401856962,2026-06-05T01:56:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5675654401558549,-2.0,2.0,0.0,95.0,-0.05773502691896257,0.22089999999999999,0.1930167566487044,0.18699964854759954,0.006017108101104868
2179,401856962,2026-06-05T01:57:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4930372366497131,-2.0,2.0,0.0,155.0,-0.05773502691896257,0.24009999999999998,0.2632162153501807,0.257011243423759,0.006204971926421721
2180,401856962,2026-06-05T01:57:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5675654401558549,-2.0,2.0,0.0,155.0,-0.05773502691896257,0.22089999999999999,0.1930167566487044,0.18699964854759954,0.006017108101104868
2181,401856962,2026-06-05T01:58:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4930372366497131,-2.0,2.0,0.0,215.0,-0.05773502691896257,0.24009999999999998,0.2632162153501807,0.257011243423759,0.006204971926421721
2182,401856962,2026-06-05T01:58:00Z,2026-06-05,1.0,0.52,0.5239093964893785,0.5304412943239367,-2.0,2.0,0.0,215.0,-0.05773502691896257,0.2304,0.2266622627511078,0.22048537807617982,0.006176884674927968
2183,401856962,2026-06-05T01:59:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4557406896164093,-2.0,2.0,0.0,275.0,-0.05773502691896257,0.25,0.30231308432298104,0.2962181969392217,0.006094887383759351
2184,401856962,2026-06-05T01:59:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4557406896164093,-2.0,2.0,0.0,275.0,-0.05773502691896257,0.25,0.30231308432298104,0.2962181969392217,0.006094887383759351
2185,401856962,2026-06-05T02:11:00Z,2026-06-05,1.0,0.5,0.4501699495998959,0.4557406896164093,-2.0,3.0,600.0,9.0,-0.05773502691896257,0.25,0.30231308432298104,0.2962181969392217,0.006094887383759351
2186,401856962,2026-06-05T02:11:00Z,2026-06-05,1.0,0.53,0.560663276462456,0.5675654401558549,-2.0,3.0,600.0,9.0,-0.05773502691896257,0.22089999999999999,0.1930167566487044,0.18699964854759954,0.006017108101104868
2187,401856962,2026-06-05T02:12:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4930973085715041,-2.0,3.0,574.0,13.0,-0.0583708405417779,0.24009999999999998,0.2632162153501807,0.25695033857745303,0.006265876772727663
2188,401856962,2026-06-05T02:12:00Z,2026-06-05,1.0,0.51,0.4869539832040592,0.4930973085715041,-2.0,3.0,574.0,13.0,-0.0583708405417779,0.24009999999999998,0.2632162153501807,0.25695033857745303,0.006265876772727663
2189,401856962,2026-06-05T02:13:00Z,2026-06-05,1.0,0.4,0.15474527667072369,0.15983807683357687,-5.0,3.0,514.0,14.0,-0.14980537942799493,0.36,0.7144555473104515,0.7058720571387027,0.008583490171748753
2190,401856962,2026-06-05T02:13:00Z,2026-06-05,1.0,0.42,0.19902855186639465,0.20585298370728286,-5.0,3.0,514.0,14.0,-0.14980537942799493,0.3364000000000001,0.6415552607252448,0.6306694834866251,0.01088577723861972
2191,401856962,2026-06-05T02:14:00Z,2026-06-05,1.0,0.43999999999999995,0.2514511871592647,0.25823567714584217,-4.0,3.0,467.0,10.0,-0.1224553549845254,0.31360000000000005,0.5603253252052742,0.5502143106592873,0.010111014545986952
2192,401856962,2026-06-05T02:14:00Z,2026-06-05,1.0,0.46,0.3116699640867208,0.32020372542446496,-4.0,3.0,467.0,10.0,-0.1224553549845254,0.2916,0.47379823834037615,0.46212297492677623,0.011675263413599923
2193,401856962,2026-06-05T02:15:00Z,2026-06-05,1.0,0.48,0.3785567287451702,0.38340004123371585,-2.0,3.0,426.0,27.0,-0.06243905410544627,0.27040000000000003,0.38619173938790397,0.3801955091505833,0.005996230237320654
2194,401856962,2026-06-05T02:15:00Z,2026-06-05,1.0,0.47,0.3443829767193125,0.3486109368711009,-2.0,3.0,426.0,27.0,-0.06243905410544627,0.28090000000000004,0.42983368121542953,0.4243077115639449,0.005525969651484608
2195,401856962,2026-06-05T02:16:00Z,2026-06-05,1.0,0.37,0.10283581808408958,0.10509716799215926,-4.0,3.0,377.0,7.0,-0.12797133763019677,0.39690000000000003,0.8049035693128448,0.8008510787356535,0.004052490577191259
2196,401856962,2026-06-05T02:16:00Z,2026-06-05,1.0,0.4,0.15474527667072369,0.15873287250282206,-4.0,3.0,377.0,7.0,-0.12797133763019677,0.36,0.7144555473104515,0.707730379807353,0.006725167503098484
2197,401856962,2026-06-05T02:17:00Z,2026-06-05,1.0,0.42000000000000004,0.19902855186639487,0.2045558376114665,-4.0,3.0,365.0,13.0,-0.1287645559959301,0.3364,0.6415552607252445,0.6327314154779957,0.008823845247248774
