game_id,ts,loss_null,loss_candidate,delta
KXMLBGAME-26JUL022005DETTEX,2026-07-03T01:23:37+00:00,0.0004365309641677247,0.000428216971076948,8.313993090776687e-06
KXMLBGAME-26JUL022210SDLAD,2026-07-03T03:44:40+00:00,0.00909982625865867,0.00910363018092598,-3.8039222673112716e-06
KXMLBGAME-26JUL032210SDLAD,2026-07-03T04:43:18+00:00,0.005871086111444857,0.006407188617730445,-0.0005361025062855882
KXMLBGAME-26JUL031605STLCHC,2026-07-03T20:35:27+00:00,0.2292776937167526,0.22885046107646284,0.00042723264028976526
KXMLBGAME-26JUL042008STLCHC,2026-07-03T22:00:53+00:00,0.1113494721775181,0.10141352347639655,0.00993594870112155
KXMLBGAME-26JUL031845PITWSH,2026-07-03T23:58:02+00:00,0.0016855621808932692,0.0016575496168570606,2.8012564036208583e-05
KXMLBGAME-26JUL031910BALCIN,2026-07-04T00:25:45+00:00,0.003918579907074638,0.0039035272850945356,1.5052621980102179e-05
KXMLBGAME-26JUL031915NYMATL,2026-07-04T00:30:28+00:00,0.04547303990071476,0.04542422475891483,4.881514179992663e-05
KXMLBGAME-26JUL031905MINNYY,2026-07-04T00:49:06+00:00,0.12118515414849547,0.12457360182583167,-0.0033884476773362038
KXMLBGAME-26JUL041105PITWSH,2026-07-04T00:54:43+00:00,0.28006648491275,0.27122272562953686,0.008843759283213126
KXMLBGAME-26JUL041910BALCIN,2026-07-04T00:58:16+00:00,0.07323110179394925,0.07013928783668559,0.003091813957263656
KXMLBGAME-26JUL042008NYMATL,2026-07-04T01:03:52+00:00,0.02552787450388577,0.02658295043083787,-0.001055075926952101
KXMLBGAME-26JUL032010SFCOL,2026-07-04T01:09:11+00:00,0.024333045101835832,0.014359250838329554,0.009973794263506279
KXMLBGAME-26JUL032015TBHOU,2026-07-04T01:23:29+00:00,0.19787354317800926,0.23044867898666593,-0.032575135808656674
KXMLBGAME-26JUL041335MINNYY,2026-07-04T01:34:19+00:00,0.6813875863537682,0.6723278294728737,0.009059756880894443
KXMLBGAME-26JUL032138BOSLAA,2026-07-04T02:52:19+00:00,0.0021093612816958413,0.0020355687255779924,7.379255611784886e-05
KXMLBGAME-26JUL042010SFCOL,2026-07-04T02:56:51+00:00,0.30582227241197096,0.31456696299753173,-0.008744690585560766
KXMLBGAME-26JUL032145MILAZ,2026-07-04T03:03:28+00:00,0.14225169969911583,0.1646644522678286,-0.02241275256871278
KXMLBGAME-26JUL032210TORSEA,2026-07-04T03:11:56+00:00,0.058774915512453216,0.06987367363918964,-0.011098758126736427
KXMLBGAME-26JUL042138BOSLAA,2026-07-04T03:20:20+00:00,0.0453199051197854,0.04246996944501978,0.0028499356747656163
KXMLBGAME-26JUL042140MILAZ,2026-07-04T03:32:02+00:00,0.34697043276320794,0.34992944511491847,-0.0029590123517105327
KXMLBGAME-26JUL041610TORSEA,2026-07-04T03:36:32+00:00,0.3711084178314423,0.3566029182497445,0.014505499581697834
KXMLBGAME-26JUL042210SDLAD,2026-07-04T03:42:21+00:00,0.23717072034555672,0.2411183786398721,-0.00394765829431537
KXMLBGAME-26JUL051600MILAZ,2026-07-04T04:28:40+00:00,0.19016263087918905,0.1601085977209465,0.030054033158242566
KXMLBGAME-26JUL041605DETTEX,2026-07-04T21:23:24+00:00,0.007813088471492141,0.00978577653923591,-0.001972688067743769
KXMLBGAME-26JUL051700TORSEA,2026-07-04T22:24:35+00:00,0.10453288931919538,0.08161021660587825,0.022922672713317133
KXMLBGAME-26JUL041910TBHOU,2026-07-04T23:17:37+00:00,0.4097121813898561,0.38445872446649687,0.02525345692335923
KXMLBGAME-26JUL042010PHIKC,2026-07-05T01:21:54+00:00,0.012540694490016645,0.016846039497713114,-0.004305345007696469
KXMLBGAME-26JUL051600SFCOL,2026-07-05T01:44:03+00:00,0.5571117188160761,0.5894287083564327,-0.032316989540356555
KXMLBGAME-26JUL051230NYMATL,2026-07-05T01:59:15+00:00,0.4075760816564119,0.36538952947126124,0.04218655218515066
KXMLBGAME-26JUL051305BALCIN,2026-07-05T02:06:55+00:00,0.48363172749136263,0.4683452357504269,0.015286491740935715
KXMLBGAME-26JUL051920SDLAD,2026-07-05T02:55:10+00:00,0.2986997025146562,0.28426501112291525,0.014434691391740972
KXMLBGAME-26JUL051430STLCHC,2026-07-05T03:20:28+00:00,0.39521477303936,0.3943760137750455,0.0008387592643144814
KXMLBGAME-26JUL052130BOSLAA,2026-07-05T03:34:12+00:00,0.04663724265244126,0.05679538513038327,-0.010158142477942007
KXMLBGAME-26JUL051300PITWSH,2026-07-05T17:17:44+00:00,0.23563334856603985,0.24370829489468848,-0.008074946328648636
KXMLBGAME-26JUL051335MINNYY,2026-07-05T17:52:18+00:00,0.294348368054265,0.3229252427674746,-0.028576874713209577
KXMLBGAME-26JUL061915NYMATL,2026-07-05T18:58:50+00:00,0.11906771949778631,0.0816683269944452,0.03739939250334111
KXMLBGAME-26JUL051500PHIKC,2026-07-05T19:04:42+00:00,0.40374260736706014,0.366833006689773,0.03690960067728716
KXMLBGAME-26JUL051530DETTEX,2026-07-05T19:35:52+00:00,0.2568427790626694,0.28688089940111455,-0.030038120338445162
KXMLBGAME-26JUL061410PHIKC,2026-07-05T20:02:01+00:00,0.2932431895989102,0.28699669689385915,0.0062464927050510655
KXMLBGAME-26JUL051530TBHOU,2026-07-05T20:30:56+00:00,0.3087149335954648,0.2545714401852748,0.054143493410190036
KXMLBGAME-26JUL061840NYYTB,2026-07-06T23:49:19+00:00,0.00213032206442844,0.00266556441307059,-0.0005352423486421499
