event_id,corpus_unit,event_date,y,p_model,p_close,loss_model,loss_close,brier_delta_close_minus_model
20190802-E1-luton-middlesbrough,E1,2019-08-02,1.0,0.48089171974522293,0.4692307831032507,0.26947340662907215,0.28171596160518847,0.012242554976116315
20190803-E1-barnsley-fulham,E1,2019-08-03,0.0,0.48130469371519474,0.565989844336875,0.23165420819227742,0.32034450389248004,0.08869029570020262
20190803-E1-blackburn-charlton,E1,2019-08-03,1.0,0.4904661016949153,0.48461538391000425,0.2596247935219765,0.2656213025022323,0.0059965089802558325
20190803-E1-brentford-birmingham,E1,2019-08-03,0.0,0.4809220985691572,0.5038560527904091,0.23128606489216214,0.25387092193353156,0.02258485704136942
20190803-E1-millwall-preston,E1,2019-08-03,0.0,0.48054011119936446,0.4256927065595196,0.23091879847149757,0.18121428041796925,-0.049704518053528324
20190803-E1-nott_m_forest-west_brom,E1,2019-08-03,1.0,0.4907358390682901,0.48461538391000425,0.25934998560947853,0.2656213025022323,0.0062713168927537866
20190803-E1-reading-sheffield_weds,E1,2019-08-03,1.0,0.5100154083204932,0.4452926133011479,0.24008490008333302,0.30770028485826983,0.06761538477493681
20190803-E1-stoke-qpr,E1,2019-08-03,1.0,0.4744897959183674,0.39753086070901034,0.2761609745939192,0.3629690637980259,0.08680808920410671
20190803-E1-swansea-hull,E1,2019-08-03,1.0,0.6046511627906976,0.5421994803816259,0.15630070308274746,0.20958131576285333,0.053280612680105865
20190803-E1-wigan-cardiff,E1,2019-08-03,1.0,0.4801587301587302,0.45153059859118955,0.27023494583018387,0.3008186842817389,0.030583738451555043
20190804-E1-bristol_city-leeds,E1,2019-08-04,1.0,0.5107692307692309,0.5256410166278315,0.2393467455621301,0.22501644510587726,-0.014330300456252831
20190805-E1-huddersfield-derby,E1,2019-08-05,1.0,0.5347593582887701,0.45012786491776785,0.216448854699877,0.3023593649398926,0.08591051024001561
20190809-E0-liverpool-norwich,E0,2019-08-09,1.0,0.5213675213675214,0.7196652702969586,0.22908904960187007,0.07858756067767729,-0.1505014889241928
20190809-F1-monaco-lyon,F1,2019-08-09,1.0,0.49100529100529106,0.5307692168967493,0.25907561378460836,0.22017752781168992,-0.03889808597291844
20190810-E0-bournemouth-sheffield_united,E0,2019-08-10,0.0,0.5223880597014927,0.5038363133927396,0.2728892849186903,0.25385103069318693,-0.01903825422550337
20190810-E0-burnley-southampton,E0,2019-08-10,1.0,0.521276595744681,0.44556961245996,0.2291760977818016,0.307393054627799,0.07821695684599739
20190810-E0-crystal_palace-everton,E0,2019-08-10,0.0,0.491274457958752,0.4393939375694937,0.2413505930426656,0.1930670323728241,-0.04828356066984149
20190810-E0-tottenham-aston_villa,E0,2019-08-10,1.0,0.5115207373271887,0.6146341381152424,0.23861199006137335,0.1485068475061821,-0.09010514255519125
20190810-E0-watford-brighton,E0,2019-08-10,1.0,0.4785276073619632,0.45177663592357975,0.2719334562836388,0.30054885691926725,0.028615400635628452
20190810-E0-west_ham-man_city,E0,2019-08-10,1.0,0.49101479915433394,0.679372203242434,0.2590659346799031,0.10280218405361106,-0.156263750626292
20190810-E1-birmingham-bristol_city,E1,2019-08-10,0.0,0.48057097541633625,0.429292937198861,0.23094846241260886,0.18429242592882525,-0.04665603648378361
20190810-E1-cardiff-luton,E1,2019-08-10,1.0,0.4912836767036449,0.5307692168967493,0.25879229758816163,0.22017752781168992,-0.038614769776471713
20190810-E1-charlton-stoke,E1,2019-08-10,1.0,0.45454545454545453,0.4044664909646016,0.29752066115702475,0.35466016038401493,0.05713949922699019
20190810-E1-derby-swansea,E1,2019-08-10,0.0,0.5278350515463919,0.4820512837755453,0.2786098416409822,0.2323734401896513,-0.04623640145133087
20190810-E1-fulham-blackburn,E1,2019-08-10,0.0,0.49155227032734944,0.5768262000284481,0.24162363446397161,0.3327284650392592,0.09110483057528757
20190810-E1-hull-reading,E1,2019-08-10,1.0,0.4912928759894459,0.526854209812071,0.25878293801908925,0.22386693877255975,-0.034915999246529494
20190810-E1-leeds-nott_m_forest,E1,2019-08-10,0.0,0.4801223241590215,0.5459183834831397,0.23051744615586053,0.2980268814248444,0.06750943526898387
20190810-E1-middlesbrough-brentford,E1,2019-08-10,0.0,0.4424778761061947,0.5089514134334602,0.195786670843449,0.25903154123591693,0.06324487039246793
20190810-E1-preston-wigan,E1,2019-08-10,1.0,0.5267489711934156,0.4552429494414207,0.2239665362664906,0.2967602441332825,0.0727937078667919
20190810-E1-qpr-huddersfield,E1,2019-08-10,0.0,0.5222929936305734,0.4365482242717614,0.2727899711955861,0.19057435211482807,-0.08221561908075806
20190810-E1-sheffield_weds-barnsley,E1,2019-08-10,0.0,0.5351736420302761,0.5244215859524264,0.28641082712395005,0.2750179998128581,-0.011392827311091924
20190810-E1-west_brom-millwall,E1,2019-08-10,0.0,0.47865853658536595,0.4303797537118,0.22911399464604412,0.1852267324050296,-0.043887262241014524
20190810-F1-angers-bordeaux,F1,2019-08-10,1.0,0.4801901743264658,0.362768486913779,0.27020225486675,0.4060640012701546,0.1358617464034046
20190810-F1-brest-toulouse,F1,2019-08-10,0.0,0.4915611814345991,0.46410256645383224,0.24163239509337886,0.21539119218903377,-0.02624120290434509
20190810-F1-dijon-st_etienne,F1,2019-08-10,1.0,0.5277207392197126,0.4755784140475738,0.22304770016317468,0.2750179998128579,0.05197029964968322
20190810-F1-marseille-reims,F1,2019-08-10,0.0,0.5286885245901637,0.4489795806655187,0.2795115560333241,0.201582663854585,-0.0779288921787391
20190810-F1-montpellier-rennes,F1,2019-08-10,0.0,0.5276073619631902,0.4150000040233136,0.27836952839775686,0.1722250033393503,-0.10614452505840655
20190810-F1-nice-amiens,F1,2019-08-10,1.0,0.38095238095238093,0.3474178456306857,0.3832199546485261,0.4258634682012956,0.04264351355276952
20190811-E0-leicester-wolves,E0,2019-08-11,0.0,0.4913020558777016,0.3995097985506196,0.24137771010965622,0.15960807913795663,-0.08176963097169959
20190811-E0-man_united-chelsea,E0,2019-08-11,1.0,0.5346975088967971,0.4783715064435655,0.2165064082268462,0.2720962852899552,0.05558987706310903
20190811-E0-newcastle-arsenal,E0,2019-08-11,0.0,0.5372023809523809,0.5331632492474989,0.288586398100907,0.28426305034815064,-0.00432334775275639
20190811-F1-lille-nantes,F1,2019-08-11,1.0,0.5351111111111111,0.3950617273048991,0.2161216790123457,0.3659503137713323,0.1498286347589866
20190811-F1-paris_sg-nimes,F1,2019-08-11,1.0,0.6715328467153284,0.7728937628169095,0.10789067078693593,0.051577242967462175,-0.05631342781947375
20190811-F1-strasbourg-metz,F1,2019-08-11,0.0,0.5364041604754828,0.33718246278797986,0.28772942337540747,0.11369201321176743,-0.17403741016364005
20190816-D1-bayern_munich-hertha,D1,2019-08-16,1.0,0.6739130434782609,0.7327935082963755,0.10633270321361059,0.07139930920855916,-0.034933394005051424
20190816-E1-huddersfield-fulham,E1,2019-08-16,1.0,0.5122699386503068,0.46153846624099776,0.2378806127441755,0.28994082333809706,0.052060210593921574
20190816-F1-lyon-angers,F1,2019-08-16,1.0,0.6069699903194579,0.5885286710390415,0.15447258850948706,0.16930865455689734,0.014836066047410279
20190816-SP1-ath_bilbao-barcelona,SP1,2019-08-16,0.0,0.5122699386503068,0.4936061289063413,0.26242049004478907,0.24364701049390364,-0.01877347955088543
20190817-D1-dortmund-augsburg,D1,2019-08-17,1.0,0.6762589928057554,0.7246376747208955,0.10480823973914392,0.07582441018311538,-0.028983829556028545
20190817-D1-freiburg-mainz,D1,2019-08-17,1.0,0.6073500967117988,0.4923076843133809,0.1541739465522337,0.2577514874072417,0.10357754085500798
20190817-D1-leverkusen-paderborn,D1,2019-08-17,1.0,0.5354838709677417,0.7415507038348751,0.2157752341311136,0.06679603868824845,-0.14897919544286514
20190817-D1-m_gladbach-schalke_04,D1,2019-08-17,0.0,0.4806017418844022,0.5128205159555369,0.23097803430232156,0.2629848815849031,0.03200684728258152
20190817-D1-werder_bremen-fortuna_dusseldorf,D1,2019-08-17,1.0,0.6077294685990338,0.5778894497949016,0.15387616980559643,0.17817731659445085,0.024301146788854422
20190817-D1-wolfsburg-fc_koln,D1,2019-08-17,1.0,0.6785714285714286,0.5609137071196023,0.10331632653061222,0.1927967725954504,0.08948044606483817
20190817-E0-arsenal-burnley,E0,2019-08-17,1.0,0.4910432033719704,0.597530872482767,0.2590370208338655,0.1619813986044827,-0.09705562222938277
20190817-E0-aston_villa-bournemouth,E0,2019-08-17,1.0,0.5355239786856126,0.5930521218794567,0.21573797437604322,0.1656065755068126,-0.050131398869230626
20190817-E0-brighton-west_ham,E0,2019-08-17,0.0,0.49127589967284613,0.5025510179256708,0.24135200959936437,0.2525575256181279,0.011205516018763517
20190817-E0-everton-watford,E0,2019-08-17,0.0,0.49100817438692085,0.539440198005122,0.24108902731477688,0.29099572722380523,0.04990669990902835
20190817-E0-man_city-tottenham,E0,2019-08-17,1.0,0.47720364741641347,0.640661944663668,0.2733160262747018,0.1291238380128968,-0.144192188261805
20190817-E0-norwich-newcastle,E0,2019-08-17,1.0,0.535936113575865,0.5,0.21535529068307246,0.25,0.034644709316927536
20190817-E0-southampton-liverpool,E0,2019-08-17,1.0,0.608108108108108,0.5870646707156113,0.15357925493060637,0.17051558617120652,0.01693633124060015
