game_id,timestamp,n_ticks,garbage_time_label,crps_fixed,crps_fitted,crps_difference_fixed_minus_fitted,empirical_5,nominal_fixed_5,nominal_fitted_5,empirical_10,nominal_fixed_10,nominal_fitted_10,empirical_15,nominal_fixed_15,nominal_fitted_15,empirical_20,nominal_fixed_20,nominal_fitted_20,empirical_25,nominal_fixed_25,nominal_fitted_25,empirical_30,nominal_fixed_30,nominal_fitted_30
401704627,2024-10-22 23:36:02+00:00,254,False,1.9871282817604536,1.9861680914285305,0.000960190331923183,1.0,0.9716722238875044,0.9719114398147527,1.0,0.9378220076884679,0.9380655272637582,1.0,0.89298636022155,0.8925155000347781,1.0,0.8295191789436651,0.8273086681641632,0.0,0.22490037759396908,0.22269421067779627,0.0,0.13713813812075926,0.13425306465518153
401704628,2024-10-23 02:07:02+00:00,273,False,1.6644086452395843,1.6817634629649458,-0.017354817725361515,1.0,0.880820688569437,0.8832587403311164,0.0,0.2700332326583464,0.27037986637516753,0.0,0.14659085611603595,0.14579742040479,0.0,0.0718243476919057,0.07191056627161581,0.0,0.030508892081234373,0.02975870935516465,0.0,0.010946769974638249,0.010212213387768537
401704629,2024-10-23 23:14:02+00:00,294,False,2.4251494354385676,2.3955681404080225,0.029581295030545185,1.0,0.8034260021101488,0.8055454983603939,0.0,0.14218414177937702,0.14743128923870094,0.0,0.0667654006175339,0.06989852336209353,0.0,0.027932732468871676,0.028833680308889994,0.0,0.010305013735818963,0.010305203745645655,0.0,0.0033560484818100727,0.003191079441559464
401704630,2024-10-23 23:45:02+00:00,302,False,1.3570175164968852,1.3841916489649244,-0.027174132468039236,0.0,0.3190988032237777,0.3264903706019108,0.0,0.16388980190864885,0.1716912194180369,0.0,0.07928403290988055,0.08616056344906307,0.0,0.03789375015590899,0.04072873183833252,0.0,0.018162177671827855,0.018367786870810487,0.0,0.008364270311931748,0.007863036140797242
401704631,2024-10-23 23:44:02+00:00,391,False,3.977688509421248,3.959694710759185,0.017993798662062854,1.0,0.9079299298230732,0.9091428985366011,1.0,0.8292641636977447,0.8309538342840642,1.0,0.7693179537833891,0.7707149815660638,0.0,0.10792734291559715,0.10862255224578342,0.0,0.06753571475975158,0.06732242625417835,0.0,0.03238276106492966,0.0323112704721312
401704632,2024-10-23 23:45:02+00:00,287,False,1.7880217423293268,1.805973992637634,-0.01795225030830716,1.0,0.9219005824628592,0.9208891732604969,1.0,0.8347220042110135,0.832793615153077,1.0,0.7219787955129178,0.7211064605174511,0.0,0.11424614946069957,0.1160930185748323,0.0,0.04753888575789289,0.04823856360626714,0.0,0.016312092078656724,0.01644042482853661
401704633,2024-10-23 23:45:02+00:00,302,False,3.713737044779292,3.7595242643289524,-0.045787219549660474,1.0,0.9506822675236909,0.9499425695249591,1.0,0.9011839024451652,0.9000104759257538,1.0,0.8499734637395945,0.8485984582415135,1.0,0.7928506505755456,0.7909922871309424,1.0,0.722407776667897,0.7203465826309179,1.0,0.6416677753518115,0.640967196938932
401704634,2024-10-24 00:14:02+00:00,361,False,2.9074530792868467,2.9310261873645214,-0.023573108077674654,1.0,0.8546850659117858,0.8511588994140443,0.0,0.15064061512541518,0.1524427605202186,0.0,0.08851566674140653,0.08916908720563388,0.0,0.045971146936381914,0.04561616255140478,0.0,0.020460670968929014,0.019873187443476988,0.0,0.007681186247626087,0.007227251728737318
401704637,2024-10-24 02:18:02+00:00,291,False,2.533507738011032,2.3293435832088853,0.20416415480214667,0.0,0.49405133812716384,0.39532760899994324,0.0,0.2138626087291445,0.18422521167477812,0.0,0.10025434974696652,0.1010793077153941,0.0,0.04938171641620962,0.050275479264107296,0.0,0.022252382340020978,0.022031577074771807,0.0,0.008721418090701752,0.008323176255654154
401704641,2024-10-25 02:12:03+00:00,259,False,3.3263547619763765,3.332435000387784,-0.006080238411407368,1.0,0.8766447313207678,0.8768444698047254,1.0,0.7624513744402942,0.7618802933071911,1.0,0.6506512279188353,0.6501659050599767,0.0,0.0646888673428337,0.06516281145003419,0.0,0.02205352083757577,0.022040832332257242,0.0,0.0069597748748563264,0.006518471429552427
