event_id,reason
20100404-BOS-NYY-1,null_price
20100405-ARI-SDG-1,null_price
20100405-ATL-CUB-1,null_price
20100405-CIN-STL-1,null_price
20100405-CWS-CLE-1,null_price
20100405-HOU-SFO-1,null_price
20100405-KAN-DET-1,null_price
20100405-LAA-MIN-1,null_price
20100405-MIL-COL-1,null_price
20100405-NYM-MIA-1,null_price
20100405-OAK-SEA-1,null_price
20100405-PIT-LOS-1,null_price
20100405-TEX-TOR-1,null_price
20100405-WAS-PHI-1,null_price
20100406-ARI-SDG-1,null_price
20100406-BOS-NYY-1,null_price
20100406-HOU-SFO-1,null_price
20100406-LAA-MIN-1,null_price
20100406-MIL-COL-1,null_price
20100406-TAM-BAL-1,null_price
20100407-ARI-SDG-1,null_price
20100407-ATL-CUB-1,null_price
20100407-BOS-NYY-1,null_price
20100407-CIN-STL-1,null_price
20100407-CWS-CLE-1,null_price
20100407-HOU-SFO-1,null_price
20100407-KAN-DET-1,null_price
20100407-LAA-MIN-1,null_price
20100407-MIL-COL-1,null_price
20100407-NYM-MIA-1,null_price
20100407-OAK-SEA-1,null_price
20100407-PIT-LOS-1,null_price
20100407-TAM-BAL-1,null_price
20100407-TEX-TOR-1,null_price
20100407-WAS-PHI-1,null_price
20100408-ATL-CUB-1,null_price
20100408-CIN-STL-1,null_price
20100408-CWS-CLE-1,null_price
20100408-KAN-DET-1,null_price
20100408-LAA-MIN-1,null_price
20100408-NYM-MIA-1,null_price
20100408-OAK-SEA-1,null_price
20100408-PIT-LOS-1,null_price
20100408-TAM-BAL-1,null_price
20100408-TEX-TOR-1,null_price
20100408-WAS-PHI-1,null_price
20100409-ARI-PIT-1,null_price
20100409-BAL-TOR-1,null_price
20100409-CIN-CUB-1,null_price
20100409-COL-SDG-1,null_price
20100409-CWS-MIN-1,null_price
20100409-DET-CLE-1,null_price
20100409-HOU-PHI-1,null_price
20100409-KAN-BOS-1,null_price
20100409-LAA-OAK-1,null_price
20100409-MIA-LOS-1,null_price
20100409-MIL-STL-1,null_price
20100409-NYM-WAS-1,null_price
20100409-SFO-ATL-1,null_price
20100409-TAM-NYY-1,null_price
20100409-TEX-SEA-1,null_price
20100410-ARI-PIT-1,null_price
20100410-BAL-TOR-1,null_price
20100410-CIN-CUB-1,null_price
20100410-COL-SDG-1,null_price
20100410-CWS-MIN-1,null_price
20100410-DET-CLE-1,null_price
20100410-HOU-PHI-1,null_price
20100410-KAN-BOS-1,null_price
20100410-LAA-OAK-1,null_price
20100410-MIA-LOS-1,null_price
20100410-MIL-STL-1,null_price
20100410-NYM-WAS-1,null_price
20100410-SFO-ATL-1,null_price
20100410-TAM-NYY-1,null_price
20100410-TEX-SEA-1,null_price
20100411-ARI-PIT-1,null_price
20100411-BAL-TOR-1,null_price
20100411-CIN-CUB-1,null_price
20100411-COL-SDG-1,null_price
20100411-CWS-MIN-1,null_price
20100411-DET-CLE-1,null_price
20100411-HOU-PHI-1,null_price
20100411-KAN-BOS-1,null_price
20100411-LAA-OAK-1,null_price
20100411-MIA-LOS-1,null_price
20100411-MIL-STL-1,null_price
20100411-NYM-WAS-1,null_price
20100411-SFO-ATL-1,null_price
20100411-TAM-NYY-1,null_price
20100411-TEX-SEA-1,null_price
20100412-BAL-TAM-1,null_price
20100412-CLE-TEX-1,null_price
20100412-CUB-MIL-1,null_price
20100412-DET-KAN-1,null_price
20100412-MIA-CIN-1,null_price
20100412-MIN-BOS-1,null_price
20100412-PHI-WAS-1,null_price
20100412-SDG-ATL-1,null_price
20100412-SEA-OAK-1,null_price
20100412-SFO-PIT-1,null_price
20100412-STL-HOU-1,null_price
20100412-TOR-CWS-1,null_price
20100413-BAL-TAM-1,null_price
20100413-COL-NYM-1,null_price
20100413-DET-KAN-1,null_price
20100413-LOS-ARI-1,null_price
20100413-MIA-CIN-1,null_price
20100413-NYY-LAA-1,null_price
20100413-SEA-OAK-1,null_price
20100413-SFO-PIT-1,null_price
20100413-TOR-CWS-1,null_price
20100414-BAL-TAM-1,null_price
20100414-CLE-TEX-1,null_price
20100414-COL-NYM-1,null_price
20100414-CUB-MIL-1,null_price
20100414-DET-KAN-1,null_price
20100414-LOS-ARI-1,null_price
20100414-MIA-CIN-1,null_price
20100414-MIN-BOS-1,null_price
20100414-NYY-LAA-1,null_price
20100414-PHI-WAS-1,null_price
20100414-SDG-ATL-1,null_price
20100414-SEA-OAK-1,null_price
20100414-SFO-PIT-1,null_price
20100414-STL-HOU-1,null_price
20100414-TOR-CWS-1,null_price
20100415-CLE-TEX-1,null_price
20100415-COL-NYM-1,null_price
20100415-CUB-MIL-1,null_price
20100415-LOS-ARI-1,null_price
20100415-MIA-CIN-1,null_price
20100415-MIN-BOS-1,null_price
20100415-NYY-LAA-1,null_price
20100415-OAK-BAL-1,null_price
20100415-PHI-WAS-1,null_price
20100415-SDG-ATL-1,null_price
20100415-STL-HOU-1,null_price
20100415-TOR-CWS-1,null_price
20100416-ATL-COL-1,null_price
20100416-CLE-CWS-1,null_price
20100416-CUB-HOU-1,null_price
20100416-LOS-SFO-1,null_price
20100416-MIN-KAN-1,null_price
20100416-NYY-TEX-1,null_price
20100416-OAK-BAL-1,null_price
20100416-PHI-MIA-1,null_price
20100416-PIT-CIN-1,null_price
20100416-SDG-ARI-1,null_price
20100416-SEA-DET-1,null_price
20100416-STL-NYM-1,null_price
20100416-TOR-LAA-1,null_price
20100416-WAS-MIL-1,null_price
20100417-ATL-COL-1,null_price
20100417-BOS-TAM-1,null_price
20100417-CLE-CWS-1,null_price
20100417-CUB-HOU-1,null_price
20100417-LOS-SFO-1,null_price
20100417-MIN-KAN-1,null_price
20100417-NYY-TEX-1,null_price
20100417-OAK-BAL-1,null_price
20100417-PHI-MIA-1,null_price
20100417-PIT-CIN-1,null_price
20100417-SDG-ARI-1,null_price
20100417-SEA-DET-1,null_price
20100417-STL-NYM-1,null_price
20100417-TOR-LAA-1,null_price
20100417-WAS-MIL-1,null_price
20100418-ATL-COL-1,null_price
20100418-BOS-TAM-1,null_price
20100418-CLE-CWS-1,null_price
20100418-CUB-HOU-1,null_price
20100418-LOS-SFO-1,null_price
20100418-MIN-KAN-1,null_price
20100418-NYY-TEX-1,null_price
20100418-OAK-BAL-1,null_price
20100418-PHI-MIA-1,null_price
20100418-PIT-CIN-1,null_price
20100418-SDG-ARI-1,null_price
20100418-SEA-DET-1,null_price
20100418-STL-NYM-1,null_price
20100418-TOR-LAA-1,null_price
20100418-WAS-MIL-1,null_price
20100419-ARI-STL-1,null_price
20100419-BOS-TAM-1,null_price
20100419-LAA-DET-1,null_price
20100419-NYM-CUB-1,null_price
20100419-SDG-SFO-1,null_price
20100419-SEA-BAL-1,null_price
20100419-TOR-KAN-1,null_price
20100419-WAS-COL-1,null_price
20100420-ARI-STL-1,null_price
20100420-ATL-PHI-1,null_price
20100420-BOS-TEX-1,null_price
20100420-CIN-LOS-1,null_price
20100420-CWS-TAM-1,null_price
20100420-HOU-MIA-1,null_price
20100420-LAA-DET-1,null_price
20100420-MIN-CLE-1,null_price
20100420-NYM-CUB-1,null_price
20100420-OAK-NYY-1,null_price
20100420-PIT-MIL-1,null_price
20100420-SDG-SFO-1,null_price
20100420-SEA-BAL-1,null_price
20100420-TOR-KAN-1,null_price
20100420-WAS-COL-1,null_price
20100421-ARI-STL-1,null_price
20100421-ATL-PHI-1,null_price
20100421-BOS-TEX-1,null_price
20100421-CIN-LOS-1,null_price
20100421-CWS-TAM-1,null_price
20100421-HOU-MIA-1,null_price
20100421-LAA-DET-1,null_price
20100421-MIN-CLE-1,null_price
20100421-NYM-CUB-1,null_price
20100421-OAK-NYY-1,null_price
20100421-PIT-MIL-1,null_price
20100421-SDG-SFO-1,null_price
20100421-SEA-BAL-1,null_price
20100421-TOR-KAN-1,null_price
20100421-WAS-COL-1,null_price
20100422-ATL-PHI-1,null_price
20100422-BOS-TEX-1,null_price
20100422-CIN-LOS-1,null_price
20100422-CWS-TAM-1,null_price
20100422-HOU-MIA-1,null_price
20100422-LAA-DET-1,null_price
20100422-MIN-CLE-1,null_price
20100422-NYM-CUB-1,null_price
20100422-OAK-NYY-1,null_price
20100422-PIT-MIL-1,null_price
20100422-WAS-COL-1,null_price
20100423-ARI-PHI-1,null_price
20100423-BOS-BAL-1,null_price
20100423-CIN-SDG-1,null_price
20100423-CWS-SEA-1,null_price
20100423-HOU-PIT-1,null_price
20100423-KAN-MIN-1,null_price
20100423-LAA-NYY-1,null_price
20100423-MIL-CUB-1,null_price
20100423-NYM-ATL-1,null_price
20100423-OAK-CLE-1,null_price
20100423-SFO-STL-1,null_price
20100423-TAM-TOR-1,null_price
20100423-TEX-DET-1,null_price
20100423-WAS-LOS-1,null_price
20100424-ARI-PHI-1,null_price
20100424-BOS-BAL-1,null_price
20100424-CIN-SDG-1,null_price
20100424-COL-MIA-1,null_price
20100424-COL-MIA-2,null_price
20100424-CWS-SEA-1,null_price
20100424-HOU-PIT-1,null_price
20100424-KAN-MIN-1,null_price
20100424-LAA-NYY-1,null_price
20100424-MIL-CUB-1,null_price
20100424-NYM-ATL-1,null_price
20100424-OAK-CLE-1,null_price
20100424-SFO-STL-1,null_price
20100424-TAM-TOR-1,null_price
20100424-TEX-DET-1,null_price
20100424-WAS-LOS-1,null_price
20100425-ARI-PHI-1,null_price
20100425-BOS-BAL-1,null_price
20100425-CIN-SDG-1,null_price
20100425-COL-MIA-1,null_price
20100425-CWS-SEA-1,null_price
20100425-HOU-PIT-1,null_price
20100425-KAN-MIN-1,null_price
20100425-LAA-NYY-1,null_price
20100425-MIL-CUB-1,null_price
20100425-NYM-ATL-1,null_price
20100425-OAK-CLE-1,null_price
20100425-SFO-STL-1,null_price
20100425-TAM-TOR-1,null_price
20100425-TEX-DET-1,null_price
20100425-WAS-LOS-1,null_price
20100426-COL-ARI-1,null_price
20100426-CUB-WAS-1,null_price
20100426-KAN-SEA-1,null_price
20100426-LAA-CLE-1,null_price
20100426-MIA-SDG-1,null_price
20100426-MIL-PIT-1,null_price
20100426-SFO-PHI-1,null_price
20100426-STL-ATL-1,null_price
20100426-TEX-DET-1,null_price
20100426-TOR-BOS-1,null_price
20100427-BAL-NYY-1,null_price
20100427-COL-ARI-1,null_price
20100427-CUB-WAS-1,null_price
20100427-DET-MIN-1,null_price
20100427-HOU-CIN-1,null_price
20100427-KAN-SEA-1,null_price
20100427-LAA-CLE-1,null_price
20100427-MIA-SDG-1,null_price
20100427-MIL-PIT-1,null_price
20100427-NYM-LOS-1,null_price
20100427-NYM-LOS-2,null_price
20100427-SFO-PHI-1,null_price
20100427-STL-ATL-1,null_price
20100427-TAM-OAK-1,null_price
20100427-TEX-CWS-1,null_price
20100427-TOR-BOS-1,null_price
20100428-BAL-NYY-1,null_price
20100428-COL-ARI-1,null_price
20100428-CUB-WAS-1,null_price
20100428-DET-MIN-1,null_price
20100428-HOU-CIN-1,null_price
20100428-KAN-SEA-1,null_price
20100428-LAA-CLE-1,null_price
20100428-MIA-SDG-1,null_price
20100428-MIL-PIT-1,null_price
20100428-NYM-LOS-1,null_price
20100428-SFO-PHI-1,null_price
20100428-STL-ATL-1,null_price
20100428-TAM-OAK-1,null_price
20100428-TEX-CWS-1,null_price
20100428-TOR-BOS-1,null_price
20100429-BAL-NYY-1,null_price
20100429-CUB-ARI-1,null_price
20100429-DET-MIN-1,null_price
20100429-HOU-CIN-1,null_price
20100429-LOS-PIT-1,null_price
20100429-SDG-MIL-1,null_price
20100429-STL-ATL-1,null_price
20100429-TAM-KAN-1,null_price
20100429-TEX-CWS-1,null_price
20100429-TOR-OAK-1,null_price
20100430-ATL-HOU-1,null_price
20100430-BAL-BOS-1,null_price
20100430-CLE-MIN-1,null_price
20100430-CUB-ARI-1,null_price
20100430-DET-LAA-1,null_price
20100430-LOS-PIT-1,null_price
20100430-MIA-WAS-1,null_price
20100430-NYY-CWS-1,null_price
20100430-PHI-NYM-1,null_price
20100430-SDG-MIL-1,null_price
20100430-SEA-TEX-1,null_price
20100430-SFO-COL-1,null_price
20100430-STL-CIN-1,null_price
20100430-TAM-KAN-1,null_price
20100430-TOR-OAK-1,null_price
20100501-ATL-HOU-1,null_price
20100501-BAL-BOS-1,null_price
20100501-CLE-MIN-1,null_price
20100501-CUB-ARI-1,null_price
20100501-DET-LAA-1,null_price
20100501-LOS-PIT-1,null_price
20100501-MIA-WAS-1,null_price
20100501-NYY-CWS-1,null_price
20100501-PHI-NYM-1,null_price
20100501-SDG-MIL-1,null_price
20100501-SEA-TEX-1,null_price
20100501-SFO-COL-1,null_price
20100501-STL-CIN-1,null_price
20100501-TAM-KAN-1,null_price
20100501-TOR-OAK-1,null_price
20100502-ATL-HOU-1,null_price
20100502-BAL-BOS-1,null_price
20100502-CLE-MIN-1,null_price
20100502-CUB-ARI-1,null_price
20100502-DET-LAA-1,null_price
20100502-LOS-PIT-1,null_price
20100502-MIA-WAS-1,null_price
20100502-NYY-CWS-1,null_price
20100502-PHI-NYM-1,null_price
20100502-SDG-MIL-1,null_price
20100502-SEA-TEX-1,null_price
20100502-SFO-COL-1,null_price
20100502-STL-CIN-1,null_price
20100502-TAM-KAN-1,null_price
20100502-TOR-OAK-1,null_price
20100503-BOS-LAA-1,null_price
20100503-CIN-NYM-1,null_price
20100503-CLE-TOR-1,null_price
20100503-CWS-KAN-1,null_price
20100503-HOU-ARI-1,null_price
20100503-MIN-DET-1,null_price
20100503-NYY-BAL-1,null_price
20100503-OAK-TEX-1,null_price
20100503-PHI-STL-1,null_price
20100503-SDG-COL-1,null_price
20100504-BOS-LAA-1,null_price
20100504-CIN-NYM-1,null_price
20100504-CLE-TOR-1,null_price
20100504-CWS-KAN-1,null_price
20100504-HOU-ARI-1,null_price
20100504-LOS-MIL-1,null_price
20100504-MIA-SFO-1,null_price
20100504-MIN-DET-1,null_price
20100504-NYY-BAL-1,null_price
20100504-OAK-TEX-1,null_price
20100504-PHI-STL-1,null_price
20100504-PIT-CUB-1,null_price
20100504-SDG-COL-1,null_price
20100504-SEA-TAM-1,null_price
20100504-WAS-ATL-1,null_price
20100505-BOS-LAA-1,null_price
20100505-CIN-NYM-1,null_price
20100505-CLE-TOR-1,null_price
20100505-CWS-KAN-1,null_price
20100505-HOU-ARI-1,null_price
20100505-LOS-MIL-1,null_price
20100505-MIA-SFO-1,null_price
20100505-MIN-DET-1,null_price
20100505-NYY-BAL-1,null_price
20100505-OAK-TEX-1,null_price
20100505-PHI-STL-1,null_price
20100505-PIT-CUB-1,null_price
20100505-SDG-COL-1,null_price
20100505-SEA-TAM-1,null_price
20100505-WAS-ATL-1,null_price
20100506-BOS-LAA-1,null_price
20100506-CWS-TOR-1,null_price
20100506-HOU-ARI-1,null_price
20100506-LOS-MIL-1,null_price
20100506-MIA-SFO-1,null_price
20100506-MIN-BAL-1,null_price
20100506-PHI-STL-1,null_price
20100506-PIT-CUB-1,null_price
20100506-SEA-TAM-1,null_price
20100506-TEX-KAN-1,null_price
20100506-WAS-ATL-1,null_price
20100507-ARI-MIL-1,null_price
20100507-BOS-NYY-1,null_price
20100507-CIN-CUB-1,null_price
20100507-CWS-TOR-1,null_price
20100507-HOU-SDG-1,null_price
20100507-LOS-COL-1,null_price
20100507-NYM-SFO-1,null_price
20100507-OAK-TAM-1,null_price
20100507-PHI-ATL-1,null_price
20100507-PIT-STL-1,null_price
20100507-SEA-LAA-1,null_price
20100507-TEX-KAN-1,null_price
20100507-WAS-MIA-1,null_price
20100508-ARI-MIL-1,null_price
20100508-BOS-NYY-1,null_price
20100508-CIN-CUB-1,null_price
20100508-CLE-DET-1,null_price
20100508-CWS-TOR-1,null_price
20100508-HOU-SDG-1,null_price
20100508-LOS-COL-1,null_price
20100508-MIN-BAL-1,null_price
20100508-MIN-BAL-2,null_price
20100508-NYM-SFO-1,null_price
20100508-OAK-TAM-1,null_price
20100508-PHI-ATL-1,null_price
20100508-PIT-STL-1,null_price
20100508-SEA-LAA-1,null_price
20100508-TEX-KAN-1,null_price
20100508-WAS-MIA-1,null_price
20100509-ARI-MIL-1,null_price
20100509-BOS-NYY-1,null_price
20100509-CIN-CUB-1,null_price
20100509-CLE-DET-1,null_price
20100509-CWS-TOR-1,null_price
20100509-HOU-SDG-1,null_price
20100509-LOS-COL-1,null_price
20100509-MIN-BAL-1,null_price
20100509-NYM-SFO-1,null_price
20100509-OAK-TAM-1,null_price
20100509-PHI-ATL-1,null_price
20100509-PIT-STL-1,null_price
20100509-SEA-LAA-1,null_price
20100509-TEX-KAN-1,null_price
20100509-WAS-MIA-1,null_price
20100510-ARI-LOS-1,null_price
20100510-BOS-TOR-1,null_price
20100510-COL-PHI-1,null_price
20100510-CUB-MIA-1,null_price
20100510-DET-NYY-1,null_price
20100510-LAA-TAM-1,null_price
20100510-MIL-ATL-1,null_price
20100510-NYM-WAS-1,null_price
20100510-PIT-CIN-1,null_price
20100511-ARI-LOS-1,null_price
20100511-BAL-SEA-1,null_price
20100511-BOS-TOR-1,null_price
20100511-CUB-MIA-1,null_price
20100511-KAN-CLE-1,null_price
20100511-LAA-TAM-1,null_price
20100511-MIL-ATL-1,null_price
20100511-MIN-CWS-1,null_price
20100511-NYM-WAS-1,null_price
20100511-PIT-CIN-1,null_price
20100511-SFO-SDG-1,null_price
20100511-STL-HOU-1,null_price
20100511-TEX-OAK-1,null_price
20100512-ARI-LOS-1,null_price
20100512-BAL-SEA-1,null_price
20100512-BOS-TOR-1,null_price
20100512-COL-PHI-1,null_price
20100512-CUB-MIA-1,null_price
20100512-DET-NYY-1,null_price
20100512-DET-NYY-2,null_price
20100512-KAN-CLE-1,null_price
20100512-LAA-TAM-1,null_price
20100512-MIL-ATL-1,null_price
20100512-MIN-CWS-1,null_price
20100512-NYM-WAS-1,null_price
20100512-PIT-CIN-1,null_price
20100512-SFO-SDG-1,null_price
20100512-STL-HOU-1,null_price
20100512-TEX-OAK-1,null_price
20100513-BAL-SEA-1,null_price
20100513-COL-WAS-1,null_price
20100513-DET-NYY-1,null_price
20100513-KAN-CLE-1,null_price
20100513-MIA-NYM-1,null_price
20100513-SFO-SDG-1,null_price
20100513-STL-HOU-1,null_price
20100513-TEX-OAK-1,null_price
20100514-ATL-ARI-1,null_price
20100514-BAL-CLE-1,null_price
20100514-CIN-STL-1,null_price
20100514-CUB-PIT-1,null_price
20100514-DET-BOS-1,null_price
20100514-KAN-CWS-1,null_price
20100514-LAA-OAK-1,null_price
20100514-MIA-NYM-1,null_price
20100514-MIL-PHI-1,null_price
20100514-NYY-MIN-1,null_price
20100514-SDG-LOS-1,null_price
20100514-SFO-HOU-1,null_price
20100514-TAM-SEA-1,null_price
20100514-TOR-TEX-1,null_price
20100515-ATL-ARI-1,null_price
20100515-BAL-CLE-1,null_price
20100515-CIN-STL-1,null_price
20100515-COL-WAS-1,null_price
20100515-COL-WAS-2,null_price
20100515-CUB-PIT-1,null_price
20100515-DET-BOS-1,null_price
20100515-KAN-CWS-1,null_price
20100515-LAA-OAK-1,null_price
20100515-MIA-NYM-1,null_price
20100515-MIL-PHI-1,null_price
20100515-NYY-MIN-1,null_price
20100515-SDG-LOS-1,null_price
20100515-SFO-HOU-1,null_price
20100515-TAM-SEA-1,null_price
20100515-TOR-TEX-1,null_price
20100516-ATL-ARI-1,null_price
20100516-BAL-CLE-1,null_price
