game_id,game_date,n_player_rows,base_sq_error,candidate_sq_error,null_sq_error,base_abs_error,candidate_abs_error,null_abs_error,preregistration_path,preregistration_sha256
0022300576,2024-02-15,20,79.63173242981496,79.52616891069368,79.96128001048223,6.393810802376771,6.389203308232043,6.407768820883936,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300579,2024-01-18,19,47.642375859467826,47.73880829747472,47.67772563072252,5.5507971856436855,5.558026683981425,5.55456684287081,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300580,2024-01-18,18,28.193791835767822,28.10333508757073,28.18939353371347,4.1281427404205004,4.119393441652965,4.12495073828779,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300581,2024-01-18,21,35.36327051766072,35.49818512290041,36.05541959275969,4.600956691636908,4.610274228845202,4.627663740259675,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300582,2024-01-18,20,30.991551020971837,31.00829993897758,30.822231794543065,4.1368050381135255,4.137116481978745,4.120068418112476,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300583,2024-01-18,15,81.14167248098924,81.20327373107139,81.02592425855684,7.110850860245692,7.109083371138367,7.103005005787143,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300584,2024-01-19,20,33.269108834686975,33.10710790988477,33.177008247299426,4.816467754969264,4.808360772626838,4.810547688389059,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300585,2024-01-19,25,31.518087971981934,31.567486023643404,31.46594089814143,4.48012044843951,4.480802412752704,4.470793840854565,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300586,2024-01-19,17,47.48642971035709,47.414745218300105,47.56546777703387,6.195705030032527,6.191977886549999,6.197977322150274,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300587,2024-01-19,18,15.72715275482934,15.725154015651404,15.751440145181167,2.801062495874148,2.7996535532667814,2.79948944208336,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300588,2024-01-19,21,49.499233145053005,49.54490245640089,49.66933626734801,4.863995570829246,4.865989051833615,4.874617026739317,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300589,2024-04-02,20,33.94644710699417,33.91027893406077,33.857598392847855,4.881232941085482,4.8776547165106745,4.874159132763998,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300590,2024-01-19,18,65.33694943632659,65.4088947830424,65.54626278393202,6.570355314544903,6.571919241074204,6.594047519576771,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300591,2024-01-19,15,56.48816039018534,56.522844850301716,56.60117637222251,5.978038405314312,5.97640286379911,5.990695277744165,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300592,2024-01-20,20,68.4942881906923,68.68574815938834,68.43082612506426,6.542743709909208,6.5477137097944915,6.535440320234362,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300593,2024-01-20,18,34.73202040391428,34.753258770754556,34.70980703916762,5.194948228822709,5.192892064141833,5.189319039823674,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300594,2024-01-20,17,25.56229546475074,25.50448064534006,25.40797510939632,3.8126267725131906,3.8089147606126734,3.814729184205031,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300595,2024-01-20,21,32.91669014872777,32.87607388272704,32.989468327681074,4.505748270343122,4.502221082383872,4.5133808133186335,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300596,2024-01-20,18,34.79989694822661,34.79839253094936,34.835046085522514,4.676991001009488,4.677607928387181,4.681147939899577,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300597,2024-01-20,16,25.466969326597127,25.46785292625771,25.589768494819893,4.433221309278545,4.434244735253284,4.441674919832035,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300598,2024-01-20,16,58.706422862185086,58.61792043579856,58.763373753971564,6.274375347161409,6.266587607558695,6.283982099912706,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300599,2024-01-20,20,33.736471842671676,33.762359415231465,33.73488732973721,4.650801351485326,4.654451117061113,4.6465112421093115,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300600,2024-01-21,18,34.92109974246909,34.960691874208585,34.931420074346065,4.6063231194188425,4.610793073436221,4.5993796691493305,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300601,2024-01-21,24,22.64711650042676,22.64903755072191,22.779680824626737,4.020741964697031,4.019452666985036,4.032832847409575,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300602,2024-01-21,18,42.4265820346646,42.43609260898845,42.416334798527444,4.884331857300949,4.890475425731001,4.888980780827069,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300603,2024-01-21,17,46.83713876761351,46.95960094366983,46.9815133827703,5.242251092290056,5.252636547996621,5.249392346880936,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300604,2024-01-21,19,41.748917041398144,41.71090032235252,41.27796125290955,5.597795392276842,5.594842346941157,5.563078749825366,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300605,2024-01-21,20,37.03270379515497,36.970670795627214,37.04357877210554,4.68509091149909,4.68014687728975,4.685400582983244,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300606,2024-01-22,20,48.9648894024142,49.06089450268686,48.920435383298766,5.609628983932353,5.611526521908791,5.611331330903858,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
0022300607,2024-01-22,21,18.72866725053381,18.756978400742472,18.706017453899545,3.1140059185575573,3.1147785919823257,3.111021135359402,docs/evidence/harness/S229_ATTEMPT2_PREREG_2026-09-04.md,6ca56099a0bac5067f68740ae7d9ac2bdbf1d2c6fa71e75728ace6e1210ef1e7
