frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
1260,42.0,1,green,928,1046,0.2726,0.6113,0.0,0.0,0.0,3pt_arc,0,,,,none,54.5,54.5,531.0,1038.3,1,0,,,611.0,-13.0,1294.0,664.0,,,0.0,797.9,0.0,0,25.63,30.57,21.12,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,,ORL,0,1,1
1260,42.0,3,green,549,1152,0.1613,0.6733,0.0,0.0,0.0,3pt_arc,0,,,,none,54.5,54.5,531.0,1038.3,1,0,,,981.0,-15.0,1293.0,391.0,,,0.0,494.6,0.0,0,15.16,33.66,13.16,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,0.0,ORL,0,1,1
1260,42.0,4,green,116,917,0.0341,0.5359,0.0,0.0,0.0,paint,0,,,,none,54.5,54.5,531.0,1038.3,1,0,,,-2.0,-12.0,455.0,574.0,,,0.0,71.9,0.0,0,3.2,26.8,2.72,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,338.65625,359.0625,0.0,0,unknown,,,0.0,,,ORL,0,1,1
1263,42.1,1,green,878,1037,0.2579,0.6061,16.93,16.93,190.2,3pt_arc,0,,,,none,31.0,31.0,643.7,1048.3,1,0,,,614.0,9.0,1240.0,665.0,,,0.0,747.2,16.9,0,24.25,30.3,19.72,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,ORL,0,2,1
1263,42.1,5,green,375,952,0.1102,0.5564,0.0,0.0,0.0,paint,0,,,,none,31.0,31.0,643.7,1048.3,1,0,,,392.0,-14.0,640.0,569.0,,,0.0,241.9,0.0,0,10.36,27.82,5.83,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,ORL,0,2,1
1263,42.1,3,green,678,1156,0.1992,0.6756,43.02,43.02,1.8,3pt_arc,0,,,,none,31.0,31.0,643.7,1048.3,1,0,,,981.0,-15.0,1293.0,391.0,,,0.0,604.8,-37.98,0,18.72,33.78,16.08,0,2,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,0.0,ORL,0,2,1
1266,42.2,1,green,774,1018,0.2274,0.595,35.24,18.31,190.4,3pt_arc,0,,,168.1,none,26.7,26.7,599.7,1039.0,1,0,,,591.0,120.0,1142.0,664.0,,,0.0,641.7,35.14,0,21.37,29.75,16.81,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,,ORL,0,3,1
1266,42.2,2,green,347,943,0.1019,0.5511,0.0,0.0,0.0,paint,0,,,,none,26.7,26.7,599.7,1039.0,1,0,,,64.0,-12.0,567.0,601.0,,,0.0,212.7,0.0,0,9.58,27.56,5.03,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,484.5,417.25,0.0,0,unknown,,,0.0,,,ORL,0,3,1
1266,42.2,3,green,678,1156,0.1992,0.6756,0.0,-43.02,0.0,3pt_arc,0,,,168.1,none,26.7,26.7,599.7,1039.0,1,0,,,981.0,-15.0,1293.0,391.0,,,0.0,604.8,0.0,0,18.72,33.78,16.08,0,3,0,0.867,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,0.0,ORL,0,3,1
1269,42.3,1,green,755,1014,0.2218,0.5926,6.47,-28.77,191.9,3pt_arc,0,,,161.5,none,25.9,25.9,591.7,1037.0,1,0,,,611.0,178.0,1091.0,665.0,,,0.0,622.3,6.46,0,20.85,29.63,16.27,0,4,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,,,0.0,0,unknown,,,0.0,,,ORL,0,3,1
