frame,track_id,cls,x,y,calibration_provenance,projection_status,projection_rejection_reason,raw_projected_x_ft,raw_projected_y_ft,coordinate_space,observation,calibration
5785,3,player,2.3481318950653076,4.461601734161377,solved,,,,,court_feet,observed,homography
5785,4,player,86.05569458007812,3.3992183208465576,solved,,,,,court_feet,observed,homography
5795,3,player,3.180095911026001,3.7710726261138916,solved,,,,,court_feet,observed,homography
5795,4,player,86.23002624511719,4.487454891204834,solved,,,,,court_feet,observed,homography
5800,3,player,3.7256832122802734,3.3579704761505127,solved,,,,,court_feet,observed,homography
5800,4,player,85.36919403076172,4.703729152679443,solved,,,,,court_feet,observed,homography
5805,3,player,2.3315773010253906,3.1454148292541504,solved,,,,,court_feet,observed,homography
5805,4,player,85.84317016601562,4.724086761474609,solved,,,,,court_feet,observed,homography
5810,3,player,2.93819522857666,2.7338876724243164,solved,,,,,court_feet,observed,homography
5810,4,player,86.35234069824219,5.511149883270264,solved,,,,,court_feet,observed,homography
5815,3,player,3.7235043048858643,2.610889434814453,solved,,,,,court_feet,observed,homography
5815,4,player,85.17465209960938,6.12413215637207,solved,,,,,court_feet,observed,homography
5820,3,player,4.21147346496582,2.3428092002868652,solved,,,,,court_feet,observed,homography
5820,4,player,85.09979248046875,6.686564922332764,solved,,,,,court_feet,observed,homography
5825,3,player,4.325878143310547,2.153778553009033,solved,,,,,court_feet,observed,homography
5825,4,player,85.21662902832031,7.022677421569824,solved,,,,,court_feet,observed,homography
5830,3,player,3.684112787246704,1.5852909088134766,camera_lock_drift_checked,,,,,court_feet,observed,homography
5830,4,player,85.69152069091797,7.18772029876709,camera_lock_drift_checked,,,,,court_feet,observed,homography
5835,3,player,3.8751280307769775,0.9711406230926514,solved,,,,,court_feet,observed,homography
5835,4,player,86.5427017211914,7.703534126281738,solved,,,,,court_feet,observed,homography
5840,3,player,4.196012496948242,0.6322088241577148,solved,,,,,court_feet,observed,homography
5840,4,player,86.55745697021484,8.206059455871582,solved,,,,,court_feet,observed,homography
5845,3,player,3.6205570697784424,0.32388776540756226,solved,,,,,court_feet,observed,homography
5845,4,player,86.09705352783203,8.538776397705078,solved,,,,,court_feet,observed,homography
5850,3,player,2.7564280033111572,0.3880153000354767,solved,,,,,court_feet,observed,homography
5850,4,player,85.94709777832031,9.032833099365234,solved,,,,,court_feet,observed,homography
5855,3,player,2.0158865451812744,0.4567817747592926,solved,,,,,court_feet,observed,homography
5855,4,player,86.46049499511719,9.467988014221191,solved,,,,,court_feet,observed,homography
5860,3,player,2.0809051990509033,0.08369997143745422,solved,,,,,court_feet,observed,homography
5860,4,player,85.76222229003906,9.736482620239258,solved,,,,,court_feet,observed,homography
5865,3,player,1.8963584899902344,-0.11214258521795273,solved,,,,,court_feet,observed,homography
5865,4,player,85.81890869140625,10.120793342590332,solved,,,,,court_feet,observed,homography
5870,3,player,0.39424851536750793,0.010443235747516155,solved,,,,,court_feet,observed,homography
5870,4,player,86.04969024658203,10.736323356628418,solved,,,,,court_feet,observed,homography
5875,3,player,0.7022174000740051,-0.14258545637130737,solved,,,,,court_feet,observed,homography
5875,4,player,85.42314147949219,11.125419616699219,solved,,,,,court_feet,observed,homography
5880,3,player,-0.29163873195648193,-0.060037851333618164,solved,,,,,court_feet,observed,homography
5880,4,player,86.09575653076172,11.694159507751465,solved,,,,,court_feet,observed,homography
5885,3,player,-0.33121198415756226,-0.07121823728084564,solved,,,,,court_feet,observed,homography
5885,4,player,86.11761474609375,12.048441886901855,solved,,,,,court_feet,observed,homography
5890,3,player,0.2594132721424103,-0.14754073321819305,solved,,,,,court_feet,observed,homography
5890,4,player,85.5905990600586,12.253474235534668,solved,,,,,court_feet,observed,homography
5895,3,player,-0.4056227505207062,-0.03536451235413551,solved,,,,,court_feet,observed,homography
5895,4,player,86.26283264160156,12.738558769226074,solved,,,,,court_feet,observed,homography
5900,3,player,-1.5091006755828857,0.17205823957920074,solved,,,,,court_feet,observed,homography
5900,4,player,86.93770599365234,13.368782997131348,solved,,,,,court_feet,observed,homography
6795,5,player,-1.4204249382019043,14.491437911987305,solved,,,,,court_feet,observed,homography
6795,6,player,89.55596923828125,31.058746337890625,solved,,,,,court_feet,observed,homography
6800,5,player,-1.3943228721618652,14.623165130615234,solved,,,,,court_feet,observed,homography
6800,6,player,88.6321029663086,30.734798431396484,solved,,,,,court_feet,observed,homography
6805,5,player,-1.404058814048767,14.567893028259277,solved,,,,,court_feet,observed,homography
6805,6,player,89.5312728881836,30.99199104309082,solved,,,,,court_feet,observed,homography
6810,5,player,-1.4504495859146118,14.442205429077148,camera_lock_drift_checked,,,,,court_feet,observed,homography
6810,6,player,89.56431579589844,30.939651489257812,camera_lock_drift_checked,,,,,court_feet,observed,homography
6815,5,player,-1.5203289985656738,14.148528099060059,camera_lock_drift_checked,,,,,court_feet,observed,homography
6815,6,player,89.36967468261719,30.963218688964844,camera_lock_drift_checked,,,,,court_feet,observed,homography
6820,5,player,0.6805286407470703,14.306193351745605,camera_lock_drift_checked,,,,,court_feet,observed,homography
6820,6,player,89.29927062988281,31.091642379760742,camera_lock_drift_checked,,,,,court_feet,observed,homography
6825,5,player,3.2951292991638184,14.717577934265137,solved,,,,,court_feet,observed,homography
6825,6,player,88.92893981933594,30.36246681213379,solved,,,,,court_feet,observed,homography
6830,5,player,3.983161449432373,14.391616821289062,camera_lock_drift_checked,,,,,court_feet,observed,homography
6830,6,player,88.36551666259766,29.77642822265625,camera_lock_drift_checked,,,,,court_feet,observed,homography
6835,5,player,3.059948682785034,14.032089233398438,solved,,,,,court_feet,observed,homography
6835,6,player,87.98921203613281,29.585384368896484,solved,,,,,court_feet,observed,homography
6840,5,player,0.30902767181396484,13.951443672180176,camera_lock_drift_checked,,,,,court_feet,observed,homography
6840,6,player,89.19364929199219,29.854703903198242,camera_lock_drift_checked,,,,,court_feet,observed,homography
6845,5,player,0.5365811586380005,14.05782699584961,solved,,,,,court_feet,observed,homography
6845,6,player,88.87061309814453,29.33847999572754,solved,,,,,court_feet,observed,homography
6850,5,player,0.5392122864723206,14.003183364868164,solved,,,,,court_feet,observed,homography
6850,6,player,88.49678039550781,28.265457153320312,solved,,,,,court_feet,observed,homography
6855,5,player,1.3667588233947754,14.167190551757812,solved,,,,,court_feet,observed,homography
6855,6,player,86.89204406738281,27.28570556640625,solved,,,,,court_feet,observed,homography
6860,5,player,2.0576303005218506,14.260862350463867,solved,,,,,court_feet,observed,homography
6860,6,player,86.57310485839844,26.90349006652832,solved,,,,,court_feet,observed,homography
6865,5,player,2.2566957473754883,14.307641983032227,solved,,,,,court_feet,observed,homography
6865,6,player,85.93245697021484,26.689769744873047,solved,,,,,court_feet,observed,homography
6870,5,player,3.137819766998291,14.276328086853027,camera_lock_drift_checked,,,,,court_feet,observed,homography
6870,6,player,85.9285659790039,26.550045013427734,camera_lock_drift_checked,,,,,court_feet,observed,homography
6875,5,player,3.449416160583496,14.203444480895996,camera_lock_drift_checked,,,,,court_feet,observed,homography
6875,6,player,86.11509704589844,26.245018005371094,camera_lock_drift_checked,,,,,court_feet,observed,homography
6880,5,player,3.520136594772339,14.112125396728516,camera_lock_drift_checked,,,,,court_feet,observed,homography
6880,6,player,85.45039367675781,25.970966339111328,camera_lock_drift_checked,,,,,court_feet,observed,homography
6885,5,player,3.6277682781219482,14.062332153320312,solved,,,,,court_feet,observed,homography
6885,6,player,86.18923950195312,26.1735782623291,solved,,,,,court_feet,observed,homography
6890,5,player,3.6925110816955566,14.052048683166504,solved,,,,,court_feet,observed,homography
6890,6,player,85.8713150024414,26.062725067138672,solved,,,,,court_feet,observed,homography
6895,5,player,3.595576047897339,13.9398832321167,solved,,,,,court_feet,observed,homography
6895,6,player,85.46806335449219,25.915143966674805,solved,,,,,court_feet,observed,homography
6900,5,player,3.2758536338806152,14.07568359375,solved,,,,,court_feet,observed,homography
6900,6,player,84.939697265625,25.97878074645996,solved,,,,,court_feet,observed,homography
6905,5,player,2.4968466758728027,13.882672309875488,solved,,,,,court_feet,observed,homography
6905,6,player,84.62523651123047,26.053112030029297,solved,,,,,court_feet,observed,homography
6910,5,player,1.9305227994918823,13.732275009155273,solved,,,,,court_feet,observed,homography
6910,6,player,84.69584655761719,26.109390258789062,solved,,,,,court_feet,observed,homography
6915,5,player,1.7329061031341553,13.627376556396484,solved,,,,,court_feet,observed,homography
6915,6,player,84.55262756347656,26.090314865112305,solved,,,,,court_feet,observed,homography
6920,5,player,1.5068410634994507,13.574636459350586,solved,,,,,court_feet,observed,homography
6920,6,player,84.67666625976562,26.342456817626953,solved,,,,,court_feet,observed,homography
6925,5,player,1.3991779088974,13.49840259552002,solved,,,,,court_feet,observed,homography
6925,6,player,84.32099151611328,27.204683303833008,solved,,,,,court_feet,observed,homography
6930,5,player,1.297861099243164,13.496736526489258,solved,,,,,court_feet,observed,homography
6930,6,player,84.46798706054688,27.021930694580078,solved,,,,,court_feet,observed,homography
6935,5,player,1.4369672536849976,13.465348243713379,solved,,,,,court_feet,observed,homography
6935,6,player,83.0998306274414,27.223817825317383,solved,,,,,court_feet,observed,homography
6940,5,player,1.072779655456543,13.550729751586914,solved,,,,,court_feet,observed,homography
6940,6,player,83.60877990722656,27.577808380126953,solved,,,,,court_feet,observed,homography
6945,5,player,0.05777624249458313,13.64168930053711,camera_lock_drift_checked,,,,,court_feet,observed,homography
6945,6,player,83.16484069824219,27.88848876953125,camera_lock_drift_checked,,,,,court_feet,observed,homography
6950,5,player,-0.1788148134946823,13.740103721618652,camera_lock_drift_checked,,,,,court_feet,observed,homography
6950,6,player,83.2870864868164,28.04545021057129,camera_lock_drift_checked,,,,,court_feet,observed,homography
6955,5,player,-0.6043348908424377,13.753852844238281,solved,,,,,court_feet,observed,homography
6955,6,player,84.41388702392578,29.11122703552246,solved,,,,,court_feet,observed,homography
6960,5,player,-0.9359540343284607,13.927205085754395,solved,,,,,court_feet,observed,homography
6960,6,player,82.98992919921875,28.981632232666016,solved,,,,,court_feet,observed,homography
6965,5,player,-0.8564048409461975,13.989535331726074,solved,,,,,court_feet,observed,homography
6965,6,player,82.74287414550781,29.24693489074707,solved,,,,,court_feet,observed,homography
6970,5,player,-1.0454214811325073,14.001506805419922,solved,,,,,court_feet,observed,homography
6970,6,player,83.26681518554688,29.421646118164062,solved,,,,,court_feet,observed,homography
6975,5,player,-1.156313180923462,14.016660690307617,solved,,,,,court_feet,observed,homography
6975,6,player,82.42981719970703,29.725749969482422,solved,,,,,court_feet,observed,homography
6980,5,player,-1.5556503534317017,13.918118476867676,solved,,,,,court_feet,observed,homography
6980,6,player,82.24459075927734,29.934162139892578,solved,,,,,court_feet,observed,homography
6985,5,player,-1.683306097984314,13.83989429473877,solved,,,,,court_feet,observed,homography
6985,6,player,82.7221908569336,30.353742599487305,solved,,,,,court_feet,observed,homography
6990,5,player,-1.7663203477859497,13.647493362426758,solved,,,,,court_feet,observed,homography
6990,6,player,83.39053344726562,30.7489070892334,solved,,,,,court_feet,observed,homography
6995,5,player,-1.6902046203613281,13.622798919677734,solved,,,,,court_feet,observed,homography
6995,6,player,82.20752716064453,30.821697235107422,solved,,,,,court_feet,observed,homography
7000,5,player,-1.775458574295044,13.65261459350586,solved,,,,,court_feet,observed,homography
7000,6,player,81.28520965576172,30.79877281188965,solved,,,,,court_feet,observed,homography
7005,5,player,-1.8605279922485352,13.648198127746582,solved,,,,,court_feet,observed,homography
7005,6,player,81.38755798339844,30.767406463623047,solved,,,,,court_feet,observed,homography
7010,5,player,-1.818236231803894,13.683371543884277,solved,,,,,court_feet,observed,homography
7010,6,player,80.7692642211914,30.650150299072266,solved,,,,,court_feet,observed,homography
7015,5,player,-1.8158706426620483,13.676868438720703,camera_lock_drift_checked,,,,,court_feet,observed,homography
7015,6,player,80.85806274414062,30.807090759277344,camera_lock_drift_checked,,,,,court_feet,observed,homography
7020,5,player,-1.7908514738082886,13.718402862548828,solved,,,,,court_feet,observed,homography
7020,6,player,80.59193420410156,30.804155349731445,solved,,,,,court_feet,observed,homography
7025,5,player,-1.86089289188385,13.733965873718262,camera_lock_drift_checked,,,,,court_feet,observed,homography
7025,6,player,80.41486358642578,30.883941650390625,camera_lock_drift_checked,,,,,court_feet,observed,homography
7030,5,player,-1.865541934967041,13.718165397644043,camera_lock_drift_checked,,,,,court_feet,observed,homography
7030,6,player,80.56254577636719,30.929697036743164,camera_lock_drift_checked,,,,,court_feet,observed,homography
7035,5,player,-1.8643604516983032,13.716490745544434,camera_lock_drift_checked,,,,,court_feet,observed,homography
7035,6,player,80.98320007324219,31.080785751342773,camera_lock_drift_checked,,,,,court_feet,observed,homography
7040,5,player,-1.8699276447296143,13.720091819763184,camera_lock_drift_checked,,,,,court_feet,observed,homography
7040,6,player,81.9534683227539,31.177154541015625,camera_lock_drift_checked,,,,,court_feet,observed,homography
7045,5,player,-1.758407473564148,13.679178237915039,solved,,,,,court_feet,observed,homography
7045,6,player,82.35900115966797,31.332334518432617,solved,,,,,court_feet,observed,homography
7050,5,player,-1.869795799255371,13.690103530883789,camera_lock_drift_checked,,,,,court_feet,observed,homography
7050,6,player,81.91255950927734,31.10847282409668,camera_lock_drift_checked,,,,,court_feet,observed,homography
7055,5,player,-1.7348320484161377,13.621929168701172,solved,,,,,court_feet,observed,homography
7055,6,player,82.16453552246094,31.313682556152344,solved,,,,,court_feet,observed,homography
7060,5,player,-1.7510607242584229,13.636176109313965,solved,,,,,court_feet,observed,homography
7060,6,player,82.19190979003906,31.249977111816406,solved,,,,,court_feet,observed,homography
7065,5,player,-1.7772704362869263,13.664031028747559,solved,,,,,court_feet,observed,homography
7065,6,player,81.85169219970703,31.129640579223633,solved,,,,,court_feet,observed,homography
7070,5,player,-1.8001456260681152,13.704304695129395,solved,,,,,court_feet,observed,homography
7070,6,player,82.19629669189453,30.988788604736328,solved,,,,,court_feet,observed,homography
7075,5,player,-1.9063255786895752,13.692537307739258,camera_lock_drift_checked,,,,,court_feet,observed,homography
7075,6,player,82.75355529785156,30.89540672302246,camera_lock_drift_checked,,,,,court_feet,observed,homography
7080,5,player,-1.905343770980835,13.71613597869873,camera_lock_drift_checked,,,,,court_feet,observed,homography
7080,6,player,82.58033752441406,30.819013595581055,camera_lock_drift_checked,,,,,court_feet,observed,homography
7085,5,player,-1.955610990524292,13.716259002685547,camera_lock_drift_checked,,,,,court_feet,observed,homography
7085,6,player,82.40000915527344,30.840953826904297,camera_lock_drift_checked,,,,,court_feet,observed,homography
7090,5,player,-1.9418044090270996,13.7342529296875,camera_lock_drift_checked,,,,,court_feet,observed,homography
7090,6,player,82.41853332519531,30.89661979675293,camera_lock_drift_checked,,,,,court_feet,observed,homography
7095,5,player,-1.8374123573303223,13.739263534545898,solved,,,,,court_feet,observed,homography
7095,6,player,82.50611877441406,30.861249923706055,solved,,,,,court_feet,observed,homography
7100,5,player,-1.7325297594070435,13.71571159362793,solved,,,,,court_feet,observed,homography
7100,6,player,83.05530548095703,30.96173095703125,solved,,,,,court_feet,observed,homography
7105,5,player,-1.6812328100204468,13.730591773986816,solved,,,,,court_feet,observed,homography
7105,6,player,83.19477844238281,30.769611358642578,solved,,,,,court_feet,observed,homography
7110,5,player,-1.720831274986267,13.69912052154541,solved,,,,,court_feet,observed,homography
7110,6,player,83.3476333618164,30.774110794067383,solved,,,,,court_feet,observed,homography
7115,5,player,-1.6897855997085571,13.733101844787598,solved,,,,,court_feet,observed,homography
7115,6,player,82.12138366699219,30.37010955810547,solved,,,,,court_feet,observed,homography
7120,5,player,-1.831863284111023,13.687027931213379,camera_lock_drift_checked,,,,,court_feet,observed,homography
7120,6,player,80.80863189697266,29.988969802856445,camera_lock_drift_checked,,,,,court_feet,observed,homography
7125,5,player,-1.9266833066940308,13.643254280090332,solved,,,,,court_feet,observed,homography
7125,6,player,80.24645233154297,29.891860961914062,solved,,,,,court_feet,observed,homography
