frame,track_id,cls,x,y,calibration_provenance,projection_status,projection_rejection_reason,raw_projected_x_ft,raw_projected_y_ft,coordinate_space,observation,calibration
334,2,player,64.5015869140625,48.772239685058594,solved,,,,,court_feet,observed,homography
336,1,player,-3.9060890674591064,24.98780059814453,solved,,,,,court_feet,observed,homography
336,2,player,64.02195739746094,48.546287536621094,solved,,,,,court_feet,observed,homography
338,1,player,-4.246267795562744,24.93122100830078,solved,,,,,court_feet,observed,homography
338,2,player,64.2411880493164,48.704933166503906,solved,,,,,court_feet,observed,homography
340,1,player,-4.47971773147583,24.855710983276367,solved,,,,,court_feet,observed,homography
340,2,player,64.51409149169922,48.78301239013672,solved,,,,,court_feet,observed,homography
342,1,player,-4.5402960777282715,24.682870864868164,solved,,,,,court_feet,observed,homography
342,2,player,64.54444885253906,48.81362533569336,solved,,,,,court_feet,observed,homography
344,1,player,-1.749300479888916,24.63654136657715,solved,,,,,court_feet,observed,homography
344,2,player,66.68314361572266,48.60503005981445,solved,,,,,court_feet,observed,homography
346,1,player,-1.0218292474746704,24.484615325927734,solved,,,,,court_feet,observed,homography
346,2,player,67.66358184814453,49.649818420410156,solved,,,,,court_feet,observed,homography
350,1,player,-2.938760995864868,24.212318420410156,solved,,,,,court_feet,observed,homography
350,2,player,65.85649108886719,49.17467498779297,solved,,,,,court_feet,observed,homography
352,1,player,-4.2992377281188965,24.0885066986084,solved,,,,,court_feet,observed,homography
352,2,player,64.38748931884766,48.82691955566406,solved,,,,,court_feet,observed,homography
354,1,player,-5.122716903686523,24.184837341308594,solved,,,,,court_feet,observed,homography
354,2,player,63.69211196899414,48.72150421142578,solved,,,,,court_feet,observed,homography
356,1,player,-5.361298561096191,23.7095947265625,solved,,,,,court_feet,observed,homography
356,2,player,63.43277359008789,48.689666748046875,solved,,,,,court_feet,observed,homography
358,1,player,-5.40443754196167,23.382810592651367,solved,,,,,court_feet,observed,homography
358,2,player,62.83932113647461,48.386539459228516,solved,,,,,court_feet,observed,homography
360,1,player,-5.067065715789795,23.047443389892578,solved,,,,,court_feet,observed,homography
360,2,player,63.2753791809082,48.390655517578125,solved,,,,,court_feet,observed,homography
362,1,player,-4.308716297149658,22.92068862915039,solved,,,,,court_feet,observed,homography
362,2,player,64.41299438476562,48.61936950683594,solved,,,,,court_feet,observed,homography
364,1,player,-4.272657871246338,22.73136329650879,solved,,,,,court_feet,observed,homography
364,2,player,64.49215698242188,48.92189025878906,solved,,,,,court_feet,observed,homography
366,1,player,-4.640132427215576,22.590185165405273,solved,,,,,court_feet,observed,homography
366,2,player,63.93064880371094,48.572242736816406,solved,,,,,court_feet,observed,homography
368,1,player,-4.862886905670166,22.543624877929688,solved,,,,,court_feet,observed,homography
368,2,player,63.59796142578125,48.41511917114258,solved,,,,,court_feet,observed,homography
370,1,player,-4.993500232696533,22.432458877563477,solved,,,,,court_feet,observed,homography
370,2,player,63.610877990722656,48.43229675292969,solved,,,,,court_feet,observed,homography
372,1,player,-3.16758394241333,22.188413619995117,solved,,,,,court_feet,observed,homography
372,2,player,64.83563232421875,48.697723388671875,solved,,,,,court_feet,observed,homography
374,1,player,-3.7990119457244873,21.841642379760742,solved,,,,,court_feet,observed,homography
374,2,player,64.58212280273438,48.4302978515625,solved,,,,,court_feet,observed,homography
954,3,player,-1.0307310819625854,13.973464012145996,solved,,,,,court_feet,observed,homography
954,4,player,84.05625915527344,30.02183723449707,solved,,,,,court_feet,observed,homography
956,3,player,-0.7700750231742859,13.937084197998047,solved,,,,,court_feet,observed,homography
956,4,player,84.12068176269531,30.120033264160156,solved,,,,,court_feet,observed,homography
958,3,player,-0.9463080763816833,13.774731636047363,solved,,,,,court_feet,observed,homography
958,4,player,84.65771484375,30.292978286743164,solved,,,,,court_feet,observed,homography
960,3,player,0.20788025856018066,13.346433639526367,solved,,,,,court_feet,observed,homography
960,4,player,83.54393768310547,30.240148544311523,solved,,,,,court_feet,observed,homography
962,3,player,0.8531278371810913,13.594330787658691,solved,,,,,court_feet,observed,homography
962,4,player,83.07572937011719,30.25382423400879,solved,,,,,court_feet,observed,homography
964,3,player,0.5740959048271179,13.601851463317871,solved,,,,,court_feet,observed,homography
964,4,player,82.02120971679688,30.148889541625977,solved,,,,,court_feet,observed,homography
966,3,player,1.3609730005264282,13.510168075561523,solved,,,,,court_feet,observed,homography
966,4,player,82.13199615478516,29.987470626831055,solved,,,,,court_feet,observed,homography
968,3,player,1.3092894554138184,13.436835289001465,solved,,,,,court_feet,observed,homography
968,4,player,81.40518188476562,29.91278839111328,solved,,,,,court_feet,observed,homography
970,3,player,1.2189254760742188,13.059431076049805,solved,,,,,court_feet,observed,homography
970,4,player,81.35984802246094,30.00175666809082,solved,,,,,court_feet,observed,homography
972,3,player,1.1327170133590698,13.120444297790527,solved,,,,,court_feet,observed,homography
972,4,player,81.07351684570312,29.864906311035156,solved,,,,,court_feet,observed,homography
974,3,player,1.157470464706421,13.352654457092285,solved,,,,,court_feet,observed,homography
974,4,player,80.52721405029297,29.59467887878418,solved,,,,,court_feet,observed,homography
976,3,player,1.0656516551971436,13.419782638549805,solved,,,,,court_feet,observed,homography
976,4,player,80.07379150390625,28.576515197753906,solved,,,,,court_feet,observed,homography
978,3,player,1.1416181325912476,13.599649429321289,solved,,,,,court_feet,observed,homography
978,4,player,80.79312896728516,27.91183853149414,solved,,,,,court_feet,observed,homography
980,3,player,1.8343234062194824,13.60805606842041,solved,,,,,court_feet,observed,homography
980,4,player,81.98568725585938,27.34606170654297,solved,,,,,court_feet,observed,homography
982,3,player,1.1513124704360962,13.762982368469238,solved,,,,,court_feet,observed,homography
982,4,player,79.16638946533203,26.616212844848633,solved,,,,,court_feet,observed,homography
984,3,player,0.563953161239624,13.756194114685059,solved,,,,,court_feet,observed,homography
984,4,player,79.41500091552734,25.479408264160156,solved,,,,,court_feet,observed,homography
986,3,player,-0.4636445939540863,13.685461044311523,solved,,,,,court_feet,observed,homography
986,4,player,80.55860900878906,24.954696655273438,solved,,,,,court_feet,observed,homography
988,3,player,-1.09129798412323,13.587185859680176,solved,,,,,court_feet,observed,homography
988,4,player,78.77039337158203,24.248525619506836,solved,,,,,court_feet,observed,homography
990,3,player,-1.2826982736587524,13.594919204711914,solved,,,,,court_feet,observed,homography
990,4,player,79.43748474121094,23.639638900756836,solved,,,,,court_feet,observed,homography
992,3,player,-1.6659536361694336,14.08842658996582,solved,,,,,court_feet,observed,homography
992,4,player,78.83251190185547,24.124351501464844,solved,,,,,court_feet,observed,homography
994,3,player,-2.02968430519104,14.183137893676758,solved,,,,,court_feet,observed,homography
994,4,player,78.82311248779297,24.01804542541504,solved,,,,,court_feet,observed,homography
996,3,player,-2.529069662094116,14.399741172790527,solved,,,,,court_feet,observed,homography
996,4,player,79.65795135498047,23.70009994506836,solved,,,,,court_feet,observed,homography
998,3,player,-3.256058931350708,14.710453987121582,solved,,,,,court_feet,observed,homography
998,4,player,80.1011962890625,23.647314071655273,solved,,,,,court_feet,observed,homography
1000,3,player,-3.1859476566314697,14.730032920837402,solved,,,,,court_feet,observed,homography
1000,4,player,80.05243682861328,23.19904899597168,solved,,,,,court_feet,observed,homography
1002,3,player,-3.063368082046509,14.222987174987793,solved,,,,,court_feet,observed,homography
1002,4,player,80.47132110595703,21.939207077026367,solved,,,,,court_feet,observed,homography
1004,3,player,-2.7452495098114014,14.26844310760498,solved,,,,,court_feet,observed,homography
1004,4,player,80.77484893798828,21.793180465698242,solved,,,,,court_feet,observed,homography
1006,3,player,-3.016096830368042,14.954652786254883,solved,,,,,court_feet,observed,homography
1006,4,player,81.11111450195312,21.701921463012695,solved,,,,,court_feet,observed,homography
1008,3,player,-2.7947099208831787,14.660406112670898,solved,,,,,court_feet,observed,homography
1008,4,player,81.85222625732422,21.246992111206055,solved,,,,,court_feet,observed,homography
1010,3,player,-3.2515687942504883,14.288235664367676,solved,,,,,court_feet,observed,homography
1010,4,player,82.19989776611328,21.302587509155273,solved,,,,,court_feet,observed,homography
1012,3,player,-2.235473155975342,14.098995208740234,solved,,,,,court_feet,observed,homography
1012,4,player,82.32231140136719,21.283483505249023,solved,,,,,court_feet,observed,homography
1014,3,player,-3.162780523300171,14.365791320800781,solved,,,,,court_feet,observed,homography
1014,4,player,81.57428741455078,21.190967559814453,solved,,,,,court_feet,observed,homography
1016,3,player,-2.3300955295562744,14.726587295532227,solved,,,,,court_feet,observed,homography
1016,4,player,82.20968627929688,20.687402725219727,solved,,,,,court_feet,observed,homography
1018,3,player,-2.179746389389038,15.043624877929688,solved,,,,,court_feet,observed,homography
1018,4,player,105.73764038085938,34.41080093383789,solved,,,,,court_feet,observed,homography
1020,3,player,-2.1755380630493164,15.361998558044434,solved,,,,,court_feet,observed,homography
1020,4,player,105.69713592529297,34.42287826538086,solved,,,,,court_feet,observed,homography
1022,3,player,-2.189093828201294,15.588335037231445,solved,,,,,court_feet,observed,homography
1022,4,player,105.641845703125,34.373878479003906,solved,,,,,court_feet,observed,homography
1024,3,player,-2.3078014850616455,15.876116752624512,solved,,,,,court_feet,observed,homography
1024,4,player,105.78726196289062,34.35798263549805,solved,,,,,court_feet,observed,homography
1026,3,player,-2.2629876136779785,16.73151397705078,solved,,,,,court_feet,observed,homography
1026,4,player,106.10087585449219,34.46599578857422,solved,,,,,court_feet,observed,homography
1028,3,player,-2.7147457599639893,17.28685188293457,solved,,,,,court_feet,observed,homography
1028,4,player,105.61910247802734,34.328948974609375,solved,,,,,court_feet,observed,homography
1030,3,player,-3.068329334259033,18.03535270690918,solved,,,,,court_feet,observed,homography
1030,4,player,106.0064697265625,34.40557098388672,solved,,,,,court_feet,observed,homography
1032,3,player,-3.6935343742370605,18.761051177978516,solved,,,,,court_feet,observed,homography
1032,4,player,106.5611343383789,34.577354431152344,solved,,,,,court_feet,observed,homography
1034,3,player,-4.738929748535156,19.443016052246094,solved,,,,,court_feet,observed,homography
1034,4,player,106.13080596923828,34.431678771972656,solved,,,,,court_feet,observed,homography
1036,3,player,-4.897892951965332,19.681896209716797,solved,,,,,court_feet,observed,homography
1036,4,player,106.71483612060547,34.586666107177734,solved,,,,,court_feet,observed,homography
1038,3,player,-5.207958221435547,19.740812301635742,solved,,,,,court_feet,observed,homography
1038,4,player,106.28856658935547,34.460968017578125,solved,,,,,court_feet,observed,homography
1040,3,player,-5.476654052734375,19.929763793945312,solved,,,,,court_feet,observed,homography
1040,4,player,105.72966766357422,34.30971145629883,solved,,,,,court_feet,observed,homography
1042,3,player,-4.959805011749268,20.349544525146484,solved,,,,,court_feet,observed,homography
1042,4,player,106.03787994384766,34.4021110534668,solved,,,,,court_feet,observed,homography
1044,3,player,-5.353584289550781,20.67608642578125,solved,,,,,court_feet,observed,homography
1044,4,player,105.64689636230469,34.38413619995117,solved,,,,,court_feet,observed,homography
1046,3,player,-6.890300273895264,21.11279296875,solved,,,,,court_feet,observed,homography
1046,4,player,106.12377166748047,34.46717071533203,solved,,,,,court_feet,observed,homography
1048,3,player,-7.5118889808654785,21.31808853149414,solved,,,,,court_feet,observed,homography
1048,4,player,105.72999572753906,34.403594970703125,solved,,,,,court_feet,observed,homography
1050,3,player,-7.8000102043151855,21.76828956604004,solved,,,,,court_feet,observed,homography
1050,4,player,106.08477020263672,34.50777053833008,solved,,,,,court_feet,observed,homography
1052,3,player,-7.839344024658203,21.436063766479492,solved,,,,,court_feet,observed,homography
1052,4,player,106.02230834960938,34.441158294677734,solved,,,,,court_feet,observed,homography
1054,3,player,-7.7167887687683105,22.368270874023438,solved,,,,,court_feet,observed,homography
1054,4,player,105.66455841064453,34.39833450317383,solved,,,,,court_feet,observed,homography
1056,3,player,-7.7688889503479,23.859737396240234,camera_lock_drift_checked,,,,,court_feet,observed,homography
1056,4,player,106.20914459228516,34.427146911621094,camera_lock_drift_checked,,,,,court_feet,observed,homography
1058,3,player,-7.891345024108887,24.58006477355957,solved,,,,,court_feet,observed,homography
1058,4,player,105.99420928955078,34.40022659301758,solved,,,,,court_feet,observed,homography
1060,3,player,-7.667669296264648,25.449024200439453,solved,,,,,court_feet,observed,homography
1060,4,player,106.13072204589844,34.398048400878906,solved,,,,,court_feet,observed,homography
1062,3,player,-7.249282360076904,26.408308029174805,solved,,,,,court_feet,observed,homography
1062,4,player,105.48268127441406,34.26464080810547,solved,,,,,court_feet,observed,homography
1064,3,player,-7.609170436859131,27.687158584594727,solved,,,,,court_feet,observed,homography
1064,4,player,105.97899627685547,34.45115280151367,solved,,,,,court_feet,observed,homography
1066,3,player,-7.343142986297607,28.311357498168945,solved,,,,,court_feet,observed,homography
1066,4,player,106.04168701171875,34.436222076416016,solved,,,,,court_feet,observed,homography
1068,3,player,-7.20558500289917,29.37495231628418,solved,,,,,court_feet,observed,homography
1068,4,player,106.35562896728516,34.55142593383789,solved,,,,,court_feet,observed,homography
1070,3,player,-7.640154838562012,30.24612045288086,solved,,,,,court_feet,observed,homography
1070,4,player,106.95326232910156,34.5477294921875,solved,,,,,court_feet,observed,homography
1072,3,player,-7.539905548095703,30.801881790161133,solved,,,,,court_feet,observed,homography
1072,4,player,106.3562240600586,34.377742767333984,solved,,,,,court_feet,observed,homography
1074,3,player,-7.161725997924805,32.473514556884766,solved,,,,,court_feet,observed,homography
1074,4,player,105.26860809326172,34.220088958740234,solved,,,,,court_feet,observed,homography
1076,3,player,-6.4253692626953125,33.41297912597656,solved,,,,,court_feet,observed,homography
1076,4,player,106.02417755126953,34.37472152709961,solved,,,,,court_feet,observed,homography
1078,3,player,-5.127966403961182,35.21638107299805,solved,,,,,court_feet,observed,homography
1078,4,player,105.60912322998047,34.37549591064453,solved,,,,,court_feet,observed,homography
1080,3,player,-4.9307050704956055,36.12971115112305,solved,,,,,court_feet,observed,homography
1080,4,player,105.57882690429688,34.3890266418457,solved,,,,,court_feet,observed,homography
1082,3,player,-5.12781286239624,36.73015594482422,solved,,,,,court_feet,observed,homography
1082,4,player,106.59146881103516,34.62186813354492,solved,,,,,court_feet,observed,homography
1084,3,player,-6.627142906188965,37.59164810180664,solved,,,,,court_feet,observed,homography
1084,4,player,105.56754302978516,34.09352493286133,solved,,,,,court_feet,observed,homography
1086,3,player,-6.850089073181152,38.21228790283203,solved,,,,,court_feet,observed,homography
1086,4,player,105.59139251708984,34.13620376586914,solved,,,,,court_feet,observed,homography
1088,3,player,-6.63597297668457,37.924007415771484,solved,,,,,court_feet,observed,homography
1088,4,player,105.55841064453125,34.23014450073242,solved,,,,,court_feet,observed,homography
1090,3,player,-6.424267292022705,38.976009368896484,solved,,,,,court_feet,observed,homography
1090,4,player,105.56975555419922,34.316532135009766,solved,,,,,court_feet,observed,homography
1092,3,player,-6.757988929748535,39.340972900390625,solved,,,,,court_feet,observed,homography
1092,4,player,105.7884292602539,34.405303955078125,solved,,,,,court_feet,observed,homography
1094,3,player,-6.4705729484558105,39.3850212097168,solved,,,,,court_feet,observed,homography
1094,4,player,105.87482452392578,34.315696716308594,solved,,,,,court_feet,observed,homography
1096,3,player,-6.343936920166016,39.05635070800781,solved,,,,,court_feet,observed,homography
1096,4,player,105.79853057861328,34.37156677246094,solved,,,,,court_feet,observed,homography
1098,3,player,-5.777012825012207,38.730430603027344,solved,,,,,court_feet,observed,homography
1098,4,player,105.99467468261719,34.42359161376953,solved,,,,,court_feet,observed,homography
1100,3,player,-5.963742733001709,37.26190948486328,solved,,,,,court_feet,observed,homography
1100,4,player,105.53530883789062,34.2470817565918,solved,,,,,court_feet,observed,homography
1102,3,player,-5.728898048400879,37.2603759765625,solved,,,,,court_feet,observed,homography
1102,4,player,105.64269256591797,34.31067657470703,solved,,,,,court_feet,observed,homography
1104,3,player,-4.092898845672607,36.86358642578125,solved,,,,,court_feet,observed,homography
1104,4,player,105.20912170410156,34.048404693603516,solved,,,,,court_feet,observed,homography
1106,3,player,-4.435916900634766,35.542789459228516,solved,,,,,court_feet,observed,homography
1106,4,player,105.62454223632812,34.24298858642578,solved,,,,,court_feet,observed,homography
1108,3,player,-4.695160865783691,34.5921630859375,solved,,,,,court_feet,observed,homography
1108,4,player,105.78376007080078,34.34619140625,solved,,,,,court_feet,observed,homography
1110,3,player,-3.710939407348633,33.942893981933594,solved,,,,,court_feet,observed,homography
1110,4,player,105.78904724121094,34.34547424316406,solved,,,,,court_feet,observed,homography
1112,3,player,-3.6905946731567383,32.90329360961914,solved,,,,,court_feet,observed,homography
1112,4,player,105.80277252197266,34.43095397949219,solved,,,,,court_feet,observed,homography
1114,3,player,-3.693464756011963,31.44837188720703,solved,,,,,court_feet,observed,homography
1114,4,player,104.88348388671875,34.194236755371094,solved,,,,,court_feet,observed,homography
1116,3,player,-3.608086585998535,30.905487060546875,solved,,,,,court_feet,observed,homography
1116,4,player,105.2964859008789,34.25764083862305,solved,,,,,court_feet,observed,homography
1118,3,player,-1.170619010925293,29.890552520751953,solved,,,,,court_feet,observed,homography
1118,4,player,105.87567138671875,34.41486740112305,solved,,,,,court_feet,observed,homography
1120,3,player,-2.2714414596557617,28.119361877441406,solved,,,,,court_feet,observed,homography
1120,4,player,105.40754699707031,34.186004638671875,solved,,,,,court_feet,observed,homography
1122,3,player,-2.2433714866638184,26.87563705444336,solved,,,,,court_feet,observed,homography
1122,4,player,105.75508117675781,34.334144592285156,solved,,,,,court_feet,observed,homography
1124,3,player,-4.150566101074219,25.04343605041504,solved,,,,,court_feet,observed,homography
1124,4,player,105.82991790771484,34.352760314941406,solved,,,,,court_feet,observed,homography
1126,3,player,-4.235292434692383,23.689260482788086,solved,,,,,court_feet,observed,homography
1126,4,player,105.78269958496094,34.35219955444336,solved,,,,,court_feet,observed,homography
1128,3,player,-4.046560764312744,22.13835334777832,solved,,,,,court_feet,observed,homography
1128,4,player,105.8201675415039,34.38142013549805,solved,,,,,court_feet,observed,homography
1130,3,player,-3.7978291511535645,21.40998077392578,solved,,,,,court_feet,observed,homography
1130,4,player,105.44949340820312,34.27393341064453,solved,,,,,court_feet,observed,homography
1132,3,player,-4.2414093017578125,20.777793884277344,camera_lock_drift_checked,,,,,court_feet,observed,homography
1132,4,player,105.68099975585938,34.336456298828125,camera_lock_drift_checked,,,,,court_feet,observed,homography
1134,3,player,-3.9780056476593018,19.928333282470703,solved,,,,,court_feet,observed,homography
1134,4,player,105.20134735107422,34.19098663330078,solved,,,,,court_feet,observed,homography
1136,3,player,-4.423697471618652,19.035688400268555,solved,,,,,court_feet,observed,homography
1136,4,player,104.95183563232422,34.15715408325195,solved,,,,,court_feet,observed,homography
1138,3,player,-4.50836706161499,18.234329223632812,solved,,,,,court_feet,observed,homography
1138,4,player,104.90914916992188,34.09666061401367,solved,,,,,court_feet,observed,homography
1140,3,player,-4.487856864929199,16.832731246948242,solved,,,,,court_feet,observed,homography
1140,4,player,105.48544311523438,34.3010368347168,solved,,,,,court_feet,observed,homography
1142,3,player,-4.833837032318115,16.327627182006836,solved,,,,,court_feet,observed,homography
1142,4,player,105.99273681640625,34.44853973388672,solved,,,,,court_feet,observed,homography
1144,3,player,-5.101616382598877,15.359899520874023,solved,,,,,court_feet,observed,homography
1144,4,player,105.8747329711914,34.4376335144043,solved,,,,,court_feet,observed,homography
1146,3,player,-5.507370471954346,14.571280479431152,solved,,,,,court_feet,observed,homography
1146,4,player,104.92863464355469,34.148033142089844,solved,,,,,court_feet,observed,homography
1790,5,player,0.36348018050193787,22.50641632080078,solved,,,,,court_feet,observed,homography
1790,6,player,82.00359344482422,5.520272731781006,solved,,,,,court_feet,observed,homography
1792,5,player,1.1013821363449097,22.551733016967773,solved,,,,,court_feet,observed,homography
1792,6,player,81.42601013183594,5.810623645782471,solved,,,,,court_feet,observed,homography
1794,5,player,2.213514566421509,22.738412857055664,solved,,,,,court_feet,observed,homography
1794,6,player,81.00164794921875,6.098196029663086,solved,,,,,court_feet,observed,homography
1796,5,player,1.2447959184646606,22.74620819091797,solved,,,,,court_feet,observed,homography
1796,6,player,80.2054443359375,5.913768768310547,solved,,,,,court_feet,observed,homography
1798,5,player,1.0222877264022827,22.194734573364258,solved,,,,,court_feet,observed,homography
1798,6,player,79.97894287109375,6.244195461273193,solved,,,,,court_feet,observed,homography
1800,5,player,0.9212116003036499,22.354646682739258,solved,,,,,court_feet,observed,homography
1800,6,player,80.29750061035156,6.529296875,solved,,,,,court_feet,observed,homography
1802,5,player,1.0131897926330566,22.021203994750977,solved,,,,,court_feet,observed,homography
1802,6,player,81.40476989746094,6.492661476135254,solved,,,,,court_feet,observed,homography
1804,5,player,1.6880385875701904,21.927108764648438,solved,,,,,court_feet,observed,homography
1804,6,player,81.4345932006836,7.688827991485596,solved,,,,,court_feet,observed,homography
1806,5,player,1.2453773021697998,21.5741024017334,solved,,,,,court_feet,observed,homography
1806,6,player,81.98704528808594,8.931604385375977,solved,,,,,court_feet,observed,homography
1808,5,player,1.2039093971252441,21.12554359436035,camera_lock_drift_checked,,,,,court_feet,observed,homography
1808,6,player,81.5787124633789,9.36607551574707,camera_lock_drift_checked,,,,,court_feet,observed,homography
1810,5,player,1.1836521625518799,21.086002349853516,camera_lock_drift_checked,,,,,court_feet,observed,homography
1810,6,player,80.60707092285156,10.01274299621582,camera_lock_drift_checked,,,,,court_feet,observed,homography
1812,5,player,1.250912070274353,20.904573440551758,solved,,,,,court_feet,observed,homography
1812,6,player,81.0361557006836,10.431118965148926,solved,,,,,court_feet,observed,homography
1814,5,player,0.9955496788024902,20.503053665161133,solved,,,,,court_feet,observed,homography
1814,6,player,79.73356628417969,11.21938419342041,solved,,,,,court_feet,observed,homography
