source_id,draw_j,source,format_id,ext,resolution,height,fps,protocol,vcodec
5_sp7Q8AHcU,0,listing,sb2,mhtml,48x27,27,0.0,mhtml,images
5_sp7Q8AHcU,0,listing,sb1,mhtml,80x45,45,0.0,mhtml,images
5_sp7Q8AHcU,0,listing,sb0,mhtml,160x90,90,0.0,mhtml,images
5_sp7Q8AHcU,0,listing,269,mp4,256x144,144,30.0,m3u8,avc1.4D400C
5_sp7Q8AHcU,0,listing,160,mp4,256x144,144,30.0,https,avc1.4d400c
5_sp7Q8AHcU,0,listing,230,mp4,640x360,360,30.0,m3u8,avc1.4D401E
5_sp7Q8AHcU,0,listing,134,mp4,640x360,360,30.0,https,avc1.4d401e
5_sp7Q8AHcU,0,listing,605,mp4,640x360,360,30.0,m3u8,vp09.00.21.08
5_sp7Q8AHcU,0,listing,243,webm,640x360,360,30.0,https,vp9
5_sp7Q8AHcU,0,listing,232,mp4,1280x720,720,30.0,m3u8,avc1.64001F
5_sp7Q8AHcU,0,listing,136,mp4,1280x720,720,30.0,https,avc1.64001f
5_sp7Q8AHcU,0,listing,270,mp4,1920x1080,1080,30.0,m3u8,avc1.640028
5_sp7Q8AHcU,0,listing,137,mp4,1920x1080,1080,30.0,https,avc1.640028
5_sp7Q8AHcU,0,metadata,sb2,mhtml,48x27,27,0.013921759710427398,mhtml,none
5_sp7Q8AHcU,0,metadata,sb1,mhtml,80x45,45,0.10023666991507726,mhtml,none
5_sp7Q8AHcU,0,metadata,sb0,mhtml,160x90,90,0.10023666991507726,mhtml,none
5_sp7Q8AHcU,0,metadata,233-0,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,233-1,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,233-2,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,233-3,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,233-4,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-0,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-1,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-2,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-3,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-4,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,233-5,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,234-5,mp4,audio only,,,m3u8_native,none
5_sp7Q8AHcU,0,metadata,139-0,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,139-1,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,139-2,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,139-3,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,139-4,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,139-5,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,249-0,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,249-1,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,249-2,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,249-3,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,249-4,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,250-0,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,250-1,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,250-2,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,250-3,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,250-4,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-0,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-1,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-2,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-3,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-4,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,140-5,m4a,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-0,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-1,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-2,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-3,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-4,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,251-5,webm,audio only,,,https,none
5_sp7Q8AHcU,0,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
5_sp7Q8AHcU,0,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
5_sp7Q8AHcU,0,metadata,230,mp4,640x360,360,30.0,m3u8_native,avc1.4D401E
5_sp7Q8AHcU,0,metadata,134,mp4,640x360,360,30,https,avc1.4d401e
5_sp7Q8AHcU,0,metadata,605,mp4,640x360,360,30.0,m3u8_native,vp09.00.21.08
5_sp7Q8AHcU,0,metadata,243,webm,640x360,360,30,https,vp9
5_sp7Q8AHcU,0,metadata,232,mp4,1280x720,720,30.0,m3u8_native,avc1.64001F
5_sp7Q8AHcU,0,metadata,136,mp4,1280x720,720,30,https,avc1.64001f
5_sp7Q8AHcU,0,metadata,270,mp4,1920x1080,1080,30.0,m3u8_native,avc1.640028
5_sp7Q8AHcU,0,metadata,137,mp4,1920x1080,1080,30,https,avc1.640028
BV7nede6C6k,1,listing,sb2,mhtml,48x27,27,0.0,mhtml,images
BV7nede6C6k,1,listing,sb1,mhtml,79x45,45,0.0,mhtml,images
BV7nede6C6k,1,listing,sb0,mhtml,159x90,90,0.0,mhtml,images
BV7nede6C6k,1,listing,269,mp4,256x144,144,25.0,m3u8,avc1.4D400C
BV7nede6C6k,1,listing,160,mp4,256x144,144,25.0,https,avc1.4d400c
BV7nede6C6k,1,listing,230,mp4,640x360,360,25.0,m3u8,avc1.4D401E
BV7nede6C6k,1,listing,134,mp4,640x360,360,25.0,https,avc1.4d401e
BV7nede6C6k,1,listing,605,mp4,640x360,360,25.0,m3u8,vp09.00.21.08
BV7nede6C6k,1,listing,243,webm,640x360,360,25.0,https,vp9
BV7nede6C6k,1,listing,232,mp4,1280x720,720,25.0,m3u8,avc1.4D401F
BV7nede6C6k,1,listing,136,mp4,1280x720,720,25.0,https,avc1.4d401f
BV7nede6C6k,1,metadata,sb2,mhtml,48x27,27,0.012853470437017995,mhtml,none
BV7nede6C6k,1,metadata,sb1,mhtml,79x45,45,0.10025706940874037,mhtml,none
BV7nede6C6k,1,metadata,sb0,mhtml,159x90,90,0.10025706940874037,mhtml,none
BV7nede6C6k,1,metadata,233,mp4,audio only,,,m3u8_native,none
BV7nede6C6k,1,metadata,234,mp4,audio only,,,m3u8_native,none
BV7nede6C6k,1,metadata,139,m4a,audio only,,,https,none
BV7nede6C6k,1,metadata,140,m4a,audio only,,,https,none
BV7nede6C6k,1,metadata,251,webm,audio only,,,https,none
BV7nede6C6k,1,metadata,269,mp4,256x144,144,25.0,m3u8_native,avc1.4D400C
BV7nede6C6k,1,metadata,160,mp4,256x144,144,25,https,avc1.4d400c
BV7nede6C6k,1,metadata,230,mp4,640x360,360,25.0,m3u8_native,avc1.4D401E
BV7nede6C6k,1,metadata,134,mp4,640x360,360,25,https,avc1.4d401e
BV7nede6C6k,1,metadata,605,mp4,640x360,360,25.0,m3u8_native,vp09.00.21.08
BV7nede6C6k,1,metadata,243,webm,640x360,360,25,https,vp9
BV7nede6C6k,1,metadata,232,mp4,1280x720,720,25.0,m3u8_native,avc1.4D401F
BV7nede6C6k,1,metadata,136,mp4,1280x720,720,25,https,avc1.4d401f
PDVNoSynU7Y,2,listing,sb2,mhtml,48x27,27,0.0,mhtml,images
PDVNoSynU7Y,2,listing,sb1,mhtml,79x45,45,0.0,mhtml,images
PDVNoSynU7Y,2,listing,sb0,mhtml,159x90,90,0.0,mhtml,images
PDVNoSynU7Y,2,listing,602,mp4,256x144,144,15.0,m3u8,vp09.00.10.08
PDVNoSynU7Y,2,listing,269,mp4,256x144,144,30.0,m3u8,avc1.4D400C
PDVNoSynU7Y,2,listing,160,mp4,256x144,144,30.0,https,avc1.4d400c
PDVNoSynU7Y,2,listing,603,mp4,256x144,144,30.0,m3u8,vp09.00.11.08
PDVNoSynU7Y,2,listing,278,webm,256x144,144,30.0,https,vp9
PDVNoSynU7Y,2,listing,229,mp4,426x240,240,30.0,m3u8,avc1.4D4015
PDVNoSynU7Y,2,listing,133,mp4,426x240,240,30.0,https,avc1.4d4015
PDVNoSynU7Y,2,listing,604,mp4,426x240,240,30.0,m3u8,vp09.00.20.08
PDVNoSynU7Y,2,listing,242,webm,426x240,240,30.0,https,vp9
PDVNoSynU7Y,2,listing,230,mp4,640x360,360,30.0,m3u8,avc1.4D401E
PDVNoSynU7Y,2,listing,134,mp4,640x360,360,30.0,https,avc1.4d401e
PDVNoSynU7Y,2,listing,605,mp4,640x360,360,30.0,m3u8,vp09.00.21.08
PDVNoSynU7Y,2,listing,243,webm,640x360,360,30.0,https,vp9
PDVNoSynU7Y,2,listing,231,mp4,854x480,480,30.0,m3u8,avc1.4D401F
PDVNoSynU7Y,2,listing,135,mp4,854x480,480,30.0,https,avc1.4d401f
PDVNoSynU7Y,2,listing,606,mp4,854x480,480,30.0,m3u8,vp09.00.30.08
PDVNoSynU7Y,2,listing,244,webm,854x480,480,30.0,https,vp9
PDVNoSynU7Y,2,listing,232,mp4,1280x720,720,30.0,m3u8,avc1.64001F
PDVNoSynU7Y,2,listing,136,mp4,1280x720,720,30.0,https,avc1.64001f
PDVNoSynU7Y,2,listing,609,mp4,1280x720,720,30.0,m3u8,vp09.00.31.08
PDVNoSynU7Y,2,listing,247,webm,1280x720,720,30.0,https,vp9
PDVNoSynU7Y,2,listing,270,mp4,1920x1080,1080,30.0,m3u8,avc1.640028
PDVNoSynU7Y,2,listing,137,mp4,1920x1080,1080,30.0,https,avc1.640028
PDVNoSynU7Y,2,listing,614,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
PDVNoSynU7Y,2,listing,248,webm,1920x1080,1080,30.0,https,vp9
PDVNoSynU7Y,2,metadata,sb2,mhtml,48x27,27,0.013386880856760375,mhtml,none
PDVNoSynU7Y,2,metadata,sb1,mhtml,79x45,45,0.10026773761713521,mhtml,none
PDVNoSynU7Y,2,metadata,sb0,mhtml,159x90,90,0.10026773761713521,mhtml,none
PDVNoSynU7Y,2,metadata,233,mp4,audio only,,,m3u8_native,none
PDVNoSynU7Y,2,metadata,234,mp4,audio only,,,m3u8_native,none
PDVNoSynU7Y,2,metadata,139-drc,m4a,audio only,,,https,none
PDVNoSynU7Y,2,metadata,249-drc,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,250-drc,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,139,m4a,audio only,,,https,none
PDVNoSynU7Y,2,metadata,249,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,250,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,140-drc,m4a,audio only,,,https,none
PDVNoSynU7Y,2,metadata,251-drc,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,140,m4a,audio only,,,https,none
PDVNoSynU7Y,2,metadata,251,webm,audio only,,,https,none
PDVNoSynU7Y,2,metadata,602,mp4,256x144,144,15.0,m3u8_native,vp09.00.10.08
PDVNoSynU7Y,2,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
PDVNoSynU7Y,2,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
PDVNoSynU7Y,2,metadata,603,mp4,256x144,144,30.0,m3u8_native,vp09.00.11.08
PDVNoSynU7Y,2,metadata,278,webm,256x144,144,30,https,vp9
PDVNoSynU7Y,2,metadata,229,mp4,426x240,240,30.0,m3u8_native,avc1.4D4015
PDVNoSynU7Y,2,metadata,133,mp4,426x240,240,30,https,avc1.4d4015
PDVNoSynU7Y,2,metadata,604,mp4,426x240,240,30.0,m3u8_native,vp09.00.20.08
PDVNoSynU7Y,2,metadata,242,webm,426x240,240,30,https,vp9
PDVNoSynU7Y,2,metadata,230,mp4,640x360,360,30.0,m3u8_native,avc1.4D401E
PDVNoSynU7Y,2,metadata,134,mp4,640x360,360,30,https,avc1.4d401e
PDVNoSynU7Y,2,metadata,605,mp4,640x360,360,30.0,m3u8_native,vp09.00.21.08
PDVNoSynU7Y,2,metadata,243,webm,640x360,360,30,https,vp9
PDVNoSynU7Y,2,metadata,231,mp4,854x480,480,30.0,m3u8_native,avc1.4D401F
PDVNoSynU7Y,2,metadata,135,mp4,854x480,480,30,https,avc1.4d401f
PDVNoSynU7Y,2,metadata,606,mp4,854x480,480,30.0,m3u8_native,vp09.00.30.08
PDVNoSynU7Y,2,metadata,244,webm,854x480,480,30,https,vp9
PDVNoSynU7Y,2,metadata,232,mp4,1280x720,720,30.0,m3u8_native,avc1.64001F
PDVNoSynU7Y,2,metadata,136,mp4,1280x720,720,30,https,avc1.64001f
PDVNoSynU7Y,2,metadata,609,mp4,1280x720,720,30.0,m3u8_native,vp09.00.31.08
PDVNoSynU7Y,2,metadata,247,webm,1280x720,720,30,https,vp9
PDVNoSynU7Y,2,metadata,270,mp4,1920x1080,1080,30.0,m3u8_native,avc1.640028
PDVNoSynU7Y,2,metadata,137,mp4,1920x1080,1080,30,https,avc1.640028
PDVNoSynU7Y,2,metadata,614,mp4,1920x1080,1080,30.0,m3u8_native,vp09.00.40.08
PDVNoSynU7Y,2,metadata,248,webm,1920x1080,1080,30,https,vp9
UjX5lMFlwhA,3,listing,sb3,mhtml,48x27,27,0.0,mhtml,images
UjX5lMFlwhA,3,listing,sb2,mhtml,80x45,45,0.0,mhtml,images
UjX5lMFlwhA,3,listing,sb1,mhtml,160x90,90,0.0,mhtml,images
UjX5lMFlwhA,3,listing,sb0,mhtml,320x180,180,0.0,mhtml,images
