frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy
4,0.067,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
4,0.067,6,green,3136,655,0.0,0.0,0.0,paint,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
5,0.083,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
5,0.083,6,green,3136,655,0.0,0.0,0.0,paint,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
6,0.1,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
6,0.1,6,green,3136,655,0.0,0.0,0.0,paint,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
7,0.117,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
7,0.117,6,green,3136,655,0.0,0.0,0.0,paint,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
8,0.133,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
8,0.133,6,green,3136,655,0.0,0.0,0.0,paint,0,,,633.5,none,0.0,3042.0,352.5,1,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
9,0.15,1,green,2774,1167,0.0,0.0,0.0,3pt_arc,0,,,249.1,none,215073.0,2969.8,751.8,2,0,,0.0,369.0,184.0,576.0,458.0,,,0.0,569.6,0.0,0,0,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0.0,,,569.6,0.0,0.0,569.6,0.0,0.0,569.6,0.0,0.0,0.0,0,0.0,0
9,0.15,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,215073.0,2969.8,751.8,2,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
9,0.15,5,green,3021,1135,0.0,0.0,0.0,paint,0,,,249.1,none,215073.0,2969.8,751.8,2,0,,0.0,997.0,183.0,1203.0,460.0,,,0.0,361.9,0.0,0,0,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0.0,,,361.9,0.0,0.0,361.9,0.0,0.0,361.9,0.0,0.0,0.0,0,0.0,0
9,0.15,6,green,3136,655,0.0,0.0,0.0,paint,0,,,493.6,none,215073.0,2969.8,751.8,2,0,,0.0,735.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
10,0.167,1,green,2774,1167,0.0,0.0,0.0,3pt_arc,0,,,249.1,none,215073.0,2969.8,751.8,2,0,,0.0,369.0,184.0,576.0,458.0,,,0.0,569.6,0.0,0,0,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0.0,,,569.6,0.0,0.0,569.6,0.0,0.0,569.6,0.0,0.0,0.0,0,0.0,0
10,0.167,3,green,2948,50,0.0,0.0,0.0,corner_3,0,,,633.5,none,215073.0,2969.8,751.8,2,0,,0.0,160.0,184.0,365.0,461.0,,,0.0,860.5,0.0,0,0,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0.0,,,860.5,0.0,0.0,860.5,0.0,0.0,860.5,0.0,0.0,0.0,0,0.0,0
10,0.167,5,green,3021,1135,0.0,0.0,0.0,paint,0,,,249.1,none,215073.0,2969.8,751.8,2,0,,0.0,997.0,183.0,1203.0,460.0,,,0.0,361.9,0.0,0,0,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0.0,,,361.9,0.0,0.0,361.9,0.0,0.0,361.9,0.0,0.0,0.0,0,0.0,0
10,0.167,6,green,3136,655,0.0,0.0,0.0,paint,0,,,493.6,none,215073.0,2969.8,751.8,2,0,,0.0,729.0,183.0,1205.0,463.0,,,0.0,231.0,0.0,0,0,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,0.0,,,231.0,0.0,0.0,231.0,0.0,0.0,231.0,0.0,0.0,0.0,0,0.0,0
11,0.184,1,green,2774,1167,0.0,0.0,0.0,3pt_arc,0,,,249.1,none,215073.0,2969.8,751.8,2,0,,0.0,369.0,184.0,576.0,458.0,,,0.0,569.6,0.0,0,0,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0.0,,,569.6,0.0,0.0,569.6,0.0,0.0,569.6,0.0,0.0,0.0,0,0.0,0
