game,ts,elapsed,outcome_home_win,home_five,away_five,market_prob,p_null,cluster_id,source_order,distance,grid_target_elapsed,game_date,player_snapshot_date,team_snapshot_date,state_key,split_id,p_simulator,n_train,loss_market,loss_recal_null,loss_simulator,paired_loss_recal_null_minus_simulator
401810012,1762218306,1057.0,0,1627783|1630543|1631245|1641767|1642277,203507|1626167|1629018|1629599|1631157,0.27,0.2881097908473889,401810012,36923,23.0,1080,2025-11-04,2025-11-03,2025-11-03,401810012:1080,0,0.625,1854,0.0729,0.08300725158212618,0.390625,-0.3076177484178738
401810014,1762218365,594.0,1,1627824|1628384|1628404|1628973|1630540,1628963|1630557|1641715|1642267|1642848,0.785,0.7932875839199534,401810014,36924,6.0,600,2025-11-04,2025-11-03,2025-11-03,401810014:600,0,0.5,1854,0.04622499999999999,0.04273002296165033,0.25,-0.20726997703834968
401810016,1762218787,133.0,0,203484|1628991|1629111|1629630|1642377,1629130|1630191|1630595|1631105|1641709,0.355,0.3742385431773419,401810016,36941,13.0,120,2025-11-04,2025-11-03,2025-11-03,401810016:120,0,0.4375,1854,0.126025,0.1400544871994992,0.19140625,-0.0513517628005008
401810014,1762219625,1104.0,1,203903|1626157|1628404|1628969|1630540,203468|1630557|1641715|1642259|1642273,0.775,0.7837403877256643,401810014,36974,24.0,1080,2025-11-04,2025-11-03,2025-11-03,401810014:1080,0,0.34375,1854,0.05062499999999999,0.04676821990104599,0.4306640625,-0.38389584259895404
401810016,1762219746,597.0,0,203484|1629111|1629630|1630583|1642907,1627747|1629750|1630194|1641709|1641842,0.3199999999999999,0.3389531113558938,401810016,36979,3.0,600,2025-11-04,2025-11-03,2025-11-03,401810016:600,0,0.515625,1854,0.10239999999999994,0.11488921169784093,0.265869140625,-0.15097992892715906
401810012,1762220286,1555.0,0,1627783|1630174|1630543|1631245|1641716,203507|1626167|1629018|1631157|1631260,0.3299999999999999,0.3490591936650177,401810012,36998,5.0,1560,2025-11-04,2025-11-03,2025-11-03,401810012:1560,0,0.453125,1854,0.10889999999999994,0.12184232068207233,0.205322265625,-0.08347994494292767
401810016,1762221133,1078.0,0,1629646|1630583|1631246|1642285|1642377,1627747|1629130|1630191|1631105|1641709,0.285,0.3034193808851659,401810016,37039,2.0,1080,2025-11-04,2025-11-03,2025-11-03,401810016:1080,0,0.640625,1854,0.08122499999999999,0.09206332069673738,0.410400390625,-0.3183370699282626
401810012,1762221485,2043.0,0,1628396|1630174|1630643|1641767|1643007,1626171|1627752|1628398|1630175|1631260,0.265,0.2829953571109812,401810012,37055,3.0,2040,2025-11-04,2025-11-03,2025-11-03,401810012:2040,0,0.40625,1854,0.07022500000000001,0.08008637214637179,0.1650390625,-0.08495269035362821
401810014,1762221786,1549.0,1,1626157|1628384|1628969|1628973|1629013,203468|1630551|1641731|1642259|1642273,0.865,0.8695952643167766,401810014,37070,11.0,1560,2025-11-04,2025-11-03,2025-11-03,401810014:1560,0,0.46875,1854,0.018225,0.01700539508861136,0.2822265625,-0.2652211674113886
401810012,1762222686,2524.0,0,1627783|1630526|1630543|1641716|1643007,203507|1626171|1629018|1630175|1631260,0.0699999999999999,0.0780834476712552,401810012,37111,4.0,2520,2025-11-04,2025-11-03,2025-11-03,401810012:2520,0,0.515625,1854,0.004899999999999985,0.006097024800229649,0.265869140625,-0.25977211582477033
401810014,1762223106,2055.0,1,203903|1627824|1628404|1628969|1628973,1628963|1630557|1641715|1642267|1642848,0.995,0.9948972911883084,401810014,37126,15.0,2040,2025-11-04,2025-11-03,2025-11-03,401810014:2040,0,0.453125,1854,2.5000000000000045e-05,2.6037637216915245e-05,0.299072265625,-0.2990462279877831
401810016,1762223646,1554.0,0,203484|1628991|1629111|1629630|1642377,1629130|1630191|1630595|1631105|1641709,0.245,0.2624796234371108,401810016,37148,6.0,1560,2025-11-04,2025-11-03,2025-11-03,401810016:1560,0,0.515625,1854,0.060024999999999995,0.06889555271968748,0.265869140625,-0.19697358790531252
401810014,1762224185,2544.0,1,1626157|1628384|1628404|1628969|1628973,1641731|1642259|1642267|1642273|1642860,0.995,0.9948972911883084,401810014,37170,24.0,2520,2025-11-04,2025-11-03,2025-11-03,401810014:2520,0,0.453125,1854,2.5000000000000045e-05,2.6037637216915245e-05,0.299072265625,-0.2990462279877831
401810016,1762224786,2028.0,0,1628991|1629646|1631246|1642285|1642907,1627747|1629750|1631105|1641709|1641842,0.03,0.0341429653165332,401810016,37191,12.0,2040,2025-11-04,2025-11-03,2025-11-03,401810016:2040,0,0.46875,1854,0.0009,0.001165742080605989,0.2197265625,-0.218560820419394
401810016,1762226046,2544.0,0,203484|1628991|1630583|1631246|1642285,1629130|1629750|1630595|1631105|1641842,0.0404999999999999,0.0457848947181666,401810016,37216,24.0,2520,2025-11-04,2025-11-03,2025-11-03,401810016:2520,0,0.5,1854,0.0016402499999999918,0.0020962565843536,0.25,-0.2479037434156464
401810018,1762226047,98.0,0,201950|1630166|1631101|1641739|1642270,203935|1629028|1629060|1631222|1642261,0.735,0.7455053077993594,401810018,37217,22.0,120,2025-11-04,2025-11-03,2025-11-03,401810018:120,0,0.5,1854,0.540225,0.5557781639570176,0.25,0.3057781639570176
401810018,1762227127,607.0,0,203924|1630166|1631126|1641739|1642270,203935|1629020|1629637|1641733|1642261,0.845,0.8505193209798962,401810018,37252,7.0,600,2025-11-04,2025-11-03,2025-11-03,401810018:600,0,0.4375,1854,0.7140249999999999,0.7233831153601038,0.19140625,0.5319768653601038
401810018,1762228508,1079.0,0,1629057|1630166|1631126|1631200|1631321,1629020|1629028|1629060|1631222|1641733,0.85,0.8552876369483969,401810018,37273,1.0,1080,2025-11-04,2025-11-03,2025-11-03,401810018:1080,0,0.5625,1854,0.7224999999999999,0.7315169419167729,0.31640625,0.41511069191677286
401810018,1762230612,1560.0,0,201950|1630166|1631101|1641739|1642270,203935|1629028|1629060|1631222|1642261,0.78,0.7885144649427005,401810018,37293,0.0,1560,2025-11-04,2025-11-03,2025-11-03,401810018:1560,0,0.453125,1854,0.6084,0.6217550614238733,0.205322265625,0.41643279579887327
401810018,1762231939,2055.0,0,203924|1630166|1631101|1631200|1641739,1629020|1629637|1631222|1641733|1642355,0.49,0.5083149269090482,401810018,37315,15.0,2040,2025-11-04,2025-11-03,2025-11-03,401810018:2040,0,0.578125,1854,0.24009999999999998,0.25838406491855104,0.334228515625,-0.07584445070644896
401810018,1762233247,2527.0,0,203924|1630166|1631101|1631200|1631321,1629020|1629060|1631222|1641733|1642355,0.395,0.4142831678791523,401810018,37337,7.0,2520,2025-11-04,2025-11-03,2025-11-03,401810018:2520,0,0.40625,1854,0.15602500000000002,0.1716305431879859,0.1650390625,0.006591480687985901
401810020,1762303506,129.0,1,1627742|1627751|1629628|1630193|1630567,203507|1626167|1629018|1631157|1631260,0.51,0.5297543825178306,401810020,37353,9.0,120,2025-11-05,2025-11-04,2025-11-03,401810020:120,0,0.40625,1854,0.24009999999999998,0.2211309407611868,0.3525390625,-0.1314081217388132
401810020,1762304885,605.0,1,1630567|1630572|1641711|1642347|1642867,1626171|1627752|1628398|1629599|1630175,0.585,0.6032282624949213,401810020,37376,5.0,600,2025-11-05,2025-11-04,2025-11-03,401810020:600,0,0.453125,1854,0.17222500000000002,0.15742781168279904,0.299072265625,-0.14164445394220096
401810022,1762305187,97.0,1,202696|1630171|1630200|1630581|1641824,203954|1626162|1630178|1631133|1642845,0.475,0.4951776207225062,401810022,37383,23.0,120,2025-11-05,2025-11-04,2025-11-03,401810022:120,0,0.5,1854,0.275625,0.25484563461938975,0.25,0.004845634619389749
401810020,1762305971,1063.0,1,1627742|1630572|1642266|1642347|1642867,1626167|1626171|1628398|1631157|1631260,0.78,0.7909179703044309,401810020,37408,17.0,1080,2025-11-05,2025-11-04,2025-11-03,401810020:1080,0,0.421875,1854,0.04839999999999999,0.04371529514161884,0.334228515625,-0.29051322048338113
401810022,1762306267,610.0,1,1630172|1630188|1630200|1630581|1631207,1629656|1630570|1641737|1642272|1642845,0.2199999999999999,0.2366336769920897,401810022,37419,10.0,600,2025-11-05,2025-11-04,2025-11-03,401810022:600,0,0.34375,1854,0.6084000000000002,0.5827281431026172,0.4306640625,0.15206408060261722
401810022,1762307587,1069.0,1,202696|1630171|1630172|1630200|1641824,1629656|1630178|1631133|1641737|1642845,0.1099999999999999,0.1206129646039545,401810022,37449,11.0,1080,2025-11-05,2025-11-04,2025-11-03,401810022:1080,0,0.609375,1854,0.7921000000000002,0.7733215580226457,0.152587890625,0.6207336673976457
401810020,1762307945,1541.0,1,1627742|1627751|1629628|1630193|1630567,203507|1626167|1629018|1631157|1631260,0.895,0.9000151692479786,401810020,37459,19.0,1560,2025-11-05,2025-11-04,2025-11-03,401810020:1560,0,0.390625,1854,0.011024999999999997,0.009996966380510355,0.371337890625,-0.36134092424448966
401810020,1762309506,2050.0,1,1627742|1630567|1630572|1641711|1642347,203507|1626171|1628398|1630175|1631157,0.975,0.9758796865598388,401810020,37497,10.0,2040,2025-11-05,2025-11-04,2025-11-03,401810020:2040,0,0.546875,1854,0.0006250000000000011,0.0005817895204516205,0.205322265625,-0.20474047610454837
401810022,1762309567,1573.0,1,202696|1630171|1630200|1630581|1641824,203954|1626162|1630178|1631133|1642845,0.0699999999999999,0.0775021532172246,401810022,37500,13.0,1560,2025-11-05,2025-11-04,2025-11-03,401810022:1560,0,0.59375,1854,0.8649000000000003,0.8510022773188569,0.1650390625,0.6859632148188569
401810020,1762310706,2531.0,1,1627742|1629628|1630567|1630572|1642347,203914|1626171|1627752|1630175|1630579,0.997,0.9970345997925036,401810020,37536,11.0,2520,2025-11-05,2025-11-04,2025-11-03,401810020:2520,0,0.375,1854,9.000000000000015e-06,8.793598390619457e-06,0.390625,-0.3906162064016094
401810022,1762310708,2054.0,1,1628989|1630172|1630188|1630200|1631207,1629656|1630178|1630570|1641737|1642272,0.1049999999999999,0.1152552159723192,401810022,37537,14.0,2040,2025-11-05,2025-11-04,2025-11-03,401810022:2040,0,0.515625,1854,0.8010250000000002,0.7827733328641875,0.234619140625,0.5481541922391875
401810022,1762312027,2530.0,1,202696|1628989|1630171|1630200|1641824,1626162|1630178|1630570|1641737|1642845,0.135,0.1472815186663884,401810022,37571,10.0,2520,2025-11-05,2025-11-04,2025-11-03,401810022:2520,0,0.46875,1854,0.748225,0.727128808407901,0.2822265625,0.44490224590790095
401810024,1762312446,124.0,1,201939|202710|203110|1630228|1642366,1626164|1626220|1628960|1631109|1642346,0.785,0.7956788939058898,401810024,37580,4.0,120,2025-11-05,2025-11-04,2025-11-03,401810024:120,0,0.5,1854,0.04622499999999999,0.04174711439552066,0.25,-0.20825288560447935
401810024,1762313346,590.0,1,202710|1627741|1630541|1631218|1641764,1626164|1628502|1630692|1631221|1642345,0.86,0.866880674231618,401810024,37609,10.0,600,2025-11-05,2025-11-04,2025-11-03,401810024:600,0,0.625,1854,0.019600000000000003,0.01772075489302862,0.140625,-0.12290424510697137
401810024,1762314846,1097.0,1,201939|1627741|1630228|1630311|1631218,1626164|1628960|1630692|1631109|1642346,0.945,0.9473585273805556,401810024,37631,17.0,1080,2025-11-05,2025-11-04,2025-11-03,401810024:1080,0,0.46875,1854,0.0030250000000000055,0.002771124639543715,0.2822265625,-0.2794554378604563
401810024,1762316707,1560.0,1,201939|203110|1630228|1630541|1642366,1626164|1626220|1628960|1631109|1642346,0.979,0.9797003473884108,401810024,37647,0.0,1560,2025-11-05,2025-11-04,2025-11-03,401810024:1560,0,0.515625,1854,0.0004410000000000008,0.000412075896151199,0.234619140625,-0.2342070647288488
401810024,1762317966,2035.0,1,1630228|1630311|1630541|1631218|1641764,1626164|1630587|1630692|1631221|1642345,0.9125,0.916576648967071,401810024,37668,5.0,2040,2025-11-05,2025-11-04,2025-11-03,401810024:2040,0,0.546875,1854,0.007656250000000004,0.006959455497563292,0.205322265625,-0.1983628101274367
401810024,1762319466,2526.0,1,201939|203110|1627741|1630541|1642366,1626164|1628960|1630692|1631109|1642346,0.998,0.998013676609426,401810024,37691,6.0,2520,2025-11-05,2025-11-04,2025-11-03,401810024:2520,0,0.484375,1854,4.0000000000000074e-06,3.945480611941509e-06,0.265869140625,-0.26586519514438806
401810028,1762387986,106.0,0,1627783|1630174|1630543|1641716|1641767,1629008|1629611|1629651|1630560|1641730,0.675,0.6857837372253813,401810028,37717,14.0,120,2025-11-06,2025-11-05,2025-11-05,401810028:120,0,0.453125,1854,0.45562500000000006,0.4702993342428109,0.205322265625,0.2649770686178109
401810026,1762388044,134.0,1,1628378|1628386|1629636|1630596|1642281,1626162|1630178|1631133|1641737|1642845,0.845,0.8501445270391296,401810026,37718,14.0,120,2025-11-06,2025-11-05,2025-11-05,401810026:120,0,0.5,1854,0.024025000000000008,0.02245666277632617,0.25,-0.22754333722367384
401810028,1762389187,583.0,0,1627783|1628396|1630526|1642484|1643007,1630533|1630549|1630592|1631213|1642856,0.605,0.6175162473694877,401810028,37757,17.0,600,2025-11-06,2025-11-05,2025-11-05,401810028:600,0,0.46875,1854,0.366025,0.38132631576529435,0.2197265625,0.16159975326529435
401810026,1762389244,581.0,1,1626204|1628366|1628378|1628386|1630241,203083|1629656|1630178|1630570|1642348,0.91,0.9127117862404158,401810026,37758,19.0,600,2025-11-06,2025-11-05,2025-11-05,401810026:600,0,0.515625,1854,0.008099999999999994,0.00761923226133886,0.234619140625,-0.22699990836366113
401810030,1762390086,126.0,1,1626157|1628384|1628969|1628973|1629011,203497|203944|1628978|1630162|1630183,0.5449999999999999,0.5586423419161213,401810030,37787,6.0,120,2025-11-06,2025-11-05,2025-11-05,401810030:120,0,0.5625,1854,0.20702500000000007,0.19479658234928598,0.19140625,0.003390332349285985
401810028,1762390566,1059.0,0,1630174|1630526|1630643|1641716|1643007,1629008|1629611|1630533|1630549|1641730,0.73,0.7391481755031508,401810028,37812,21.0,1080,2025-11-06,2025-11-05,2025-11-05,401810028:1080,0,0.46875,1854,0.5328999999999999,0.5463400253496367,0.2197265625,0.32661346284963666
401810026,1762391104,1100.0,1,1628366|1628386|1629636|1630241|1642281,203083|1626162|1630178|1630570|1642845,0.885,0.8886464223040698,401810026,37837,20.0,1080,2025-11-06,2025-11-05,2025-11-05,401810026:1080,0,0.5,1854,0.013224999999999997,0.012399619265683573,0.25,-0.23760038073431644
401810030,1762391165,592.0,1,1627824|1628404|1628969|1628973|1629013,201144|203944|1629675|1630183|1641740,0.595,0.6077281807937965,401810030,37841,8.0,600,2025-11-06,2025-11-05,2025-11-05,401810030:600,0,0.578125,1854,0.16402500000000003,0.15387718014334437,0.177978515625,-0.024101335481655634
401810030,1762392370,1105.0,1,203903|1626157|1628404|1628969|1630540,203944|1628978|1629675|1630183|1642265,0.74,0.7488281297879614,401810030,37875,25.0,1080,2025-11-06,2025-11-05,2025-11-05,401810030:1080,0,0.5625,1854,0.06760000000000001,0.06308730838581315,0.19140625,-0.12831894161418683
401810026,1762392964,1572.0,1,1628378|1628386|1629636|1630596|1642281,1626162|1630178|1631133|1641737|1642845,0.795,0.8019622174391408,401810026,37896,12.0,1560,2025-11-06,2025-11-05,2025-11-05,401810026:1560,0,0.40625,1854,0.042024999999999986,0.03921896332162217,0.3525390625,-0.31332009917837783
401810028,1762393027,1573.0,0,1627783|1630174|1630543|1641716|1641767,1629008|1629611|1629651|1631213|1641730,0.75,0.7585017388786294,401810028,37901,13.0,1560,2025-11-06,2025-11-05,2025-11-05,401810028:1560,0,0.5625,1854,0.5625,0.5753248878819045,0.31640625,0.2589186378819045
401810032,1762393625,138.0,0,1626156|1629023|1629655|1631108|1642843,1626172|1630180|1630529|1630530|1642847,0.635,0.6468255554588567,401810032,37929,18.0,120,2025-11-06,2025-11-05,2025-11-05,401810032:120,0,0.453125,1854,0.403225,0.41838329919465844,0.205322265625,0.21306103356965844
401810028,1762393934,2037.0,0,1628396|1630526|1630643|1641767|1643007,1629008|1629651|1630533|1630592|1642856,0.5800000000000001,0.5930282892937652,401810028,37945,3.0,2040,2025-11-06,2025-11-05,2025-11-05,401810028:2040,0,0.296875,1854,0.3364000000000001,0.35168255190268966,0.088134765625,0.26354778627768966
401810026,1762394164,2017.0,1,1628366|1628378|1628386|1630241|1641854,1629656|1630570|1641737|1642348|1642845,0.945,0.9464475327211618,401810026,37955,23.0,2040,2025-11-06,2025-11-05,2025-11-05,401810026:2040,0,0.578125,1854,0.0030250000000000055,0.0028678667516510385,0.177978515625,-0.17511064887334896
401810030,1762394286,1551.0,1,1626157|1628384|1628969|1628973|1629011,203497|203944|1628978|1630162|1630183,0.49,0.5043479981103631,401810030,37965,9.0,1560,2025-11-06,2025-11-05,2025-11-05,401810030:1560,0,0.390625,1854,0.2601,0.2456709069772046,0.371337890625,-0.1256669836477954
401810032,1762394585,601.0,0,202691|203939|1630230|1630314|1642843,1630529|1630631|1631255|1641722|1642852,0.585,0.5979306558246412,401810032,37981,1.0,600,2025-11-06,2025-11-05,2025-11-05,401810032:600,0,0.546875,1854,0.34222499999999995,0.3575210691748856,0.299072265625,0.058448803549885575
401810026,1762395424,2510.0,1,1626204|1628366|1628386|1629636|1630241,1626162|1630178|1630570|1641737|1642845,0.9995,0.999489928518171,401810026,38034,10.0,2520,2025-11-06,2025-11-05,2025-11-05,401810026:2520,0,0.296875,1854,2.4999999999994493e-07,2.601729165752543e-07,0.494384765625,-0.4943845054520834
401810028,1762395427,2533.0,0,1627783|1630174|1630526|1630543|1641767,1629008|1629651|1630533|1630592|1631213,0.305,0.3190221422810338,401810028,38037,13.0,2520,2025-11-06,2025-11-05,2025-11-05,401810028:2520,0,0.40625,1854,0.093025,0.10177512726558019,0.1650390625,-0.06326393523441981
401810030,1762395606,2036.0,1,1626157|1628404|1628969|1628973|1629013,201144|203497|1628978|1629675|1641740,0.855,0.8597719296633395,401810030,38048,4.0,2040,2025-11-06,2025-11-05,2025-11-05,401810030:2040,0,0.71875,1854,0.021025000000000005,0.01966391171034341,0.0791015625,-0.05943765078965659
401810032,1762395665,1087.0,0,203939|1626156|1629023|1630702|1631108,1626172|1630180|1630530|1642847|1642877,0.4549999999999999,0.4696203730790385,401810032,38051,7.0,1080,2025-11-06,2025-11-05,2025-11-05,401810032:1080,0,0.5,1854,0.2070249999999999,0.2205432948108953,0.25,-0.029456705189104704
401810030,1762397346,2529.0,1,1628404|1628969|1628973|1629011|1630540,203497|203944|1628978|1630183|1642265,0.98,0.9803419151462016,401810030,38122,9.0,2520,2025-11-06,2025-11-05,2025-11-05,401810030:2520,0,0.546875,1854,0.0004000000000000007,0.0003864403001191375,0.205322265625,-0.20493582532488086
401810032,1762397645,1553.0,0,1626156|1629023|1629655|1631108|1642843,1626172|1630180|1630529|1630530|1642847,0.645,0.6565776605291062,401810032,38132,7.0,1560,2025-11-06,2025-11-05,2025-11-05,401810032:1560,0,0.625,1854,0.41602500000000003,0.4310942243058742,0.390625,0.040469224305874185
401810032,1762398665,2036.0,0,202691|203939|1630314|1630702|1642843,1630180|1630631|1631255|1641722|1642877,0.685,0.6955030344746463,401810032,38156,4.0,2040,2025-11-06,2025-11-05,2025-11-05,401810032:2040,0,0.5,1854,0.46922500000000006,0.4837244709634411,0.25,0.23372447096344112
401810036,1762398786,143.0,1,201566|201942|203471|1629234|1642363,1630228|1630541|1641764|1642366|1642954,0.5549999999999999,0.5684795119857979,401810036,38162,23.0,120,2025-11-06,2025-11-05,2025-11-05,401810036:120,0,0.515625,1854,0.19802500000000006,0.18620993157601512,0.234619140625,-0.04840920904898488
401810034,1762398904,124.0,1,203935|1629028|1629029|1629060|1631222,203084|1630170|1630577|1641705|1642264,0.475,0.4894821845373425,401810034,38166,4.0,120,2025-11-06,2025-11-05,2025-11-05,401810034:120,0,0.46875,1854,0.275625,0.26062843990476403,0.2822265625,-0.02159812259523597
401810036,1762399926,603.0,1,1628370|1631165|1642269|1642363|1642875,201143|1627741|1630228|1630311|1642366,0.405,0.4197530606015611,401810036,38217,3.0,600,2025-11-06,2025-11-05,2025-11-05,401810036:600,0,0.546875,1854,0.354025,0.33668651068125555,0.205322265625,0.13136424505625555
401810032,1762399985,2522.0,0,1626156|1629023|1630230|1631108|1642843,1630529|1630530|1641722|1642847|1642852,0.3349999999999999,0.3493898552878651,401810032,38219,2.0,2520,2025-11-06,2025-11-05,2025-11-05,401810032:2520,0,0.546875,1854,0.11222499999999994,0.12207327097807531,0.299072265625,-0.1769989946469247
401810034,1762400344,585.0,1,1629020|1629029|1629637|1641733|1642261,1629162|1629640|1630322|1631110|1641705,0.395,0.4097415994966653,401810034,38236,15.0,600,2025-11-06,2025-11-05,2025-11-05,401810034:600,0,0.359375,1854,0.366025,0.348404979364755,0.410400390625,-0.06199541126024499
401810036,1762401246,1091.0,1,201566|201942|1628370|1642363|1642875,201143|1627741|1627780|1630228|1630311,0.3299999999999999,0.3443377657324045,401810036,38276,11.0,1080,2025-11-06,2025-11-05,2025-11-05,401810036:1080,0,0.546875,1854,0.4489000000000002,0.4298929654447753,0.205322265625,0.2245706998197753
401810034,1762401844,1102.0,1,1629020|1629028|1629029|1629060|1631222,203084|203482|1630170|1630577|1642264,0.475,0.4894821845373425,401810034,38295,22.0,1080,2025-11-06,2025-11-05,2025-11-05,401810034:1080,0,0.5625,1854,0.275625,0.26062843990476403,0.19140625,0.06922218990476403
401810036,1762403177,1574.0,1,201566|201942|203471|1629234|1642363,1630228|1630541|1641764|1642366|1642954,0.4449999999999999,0.4596716024535036,401810036,38322,14.0,1560,2025-11-06,2025-11-05,2025-11-05,401810036:1560,0,0.578125,1854,0.30802500000000016,0.29195477719516466,0.177978515625,0.11397626157016466
401810034,1762404364,1572.0,1,203935|1629028|1629029|1629060|1631222,203084|1630170|1630577|1641705|1642264,0.54,0.5537198836578398,401810034,38350,12.0,1560,2025-11-06,2025-11-05,2025-11-05,401810034:1560,0,0.34375,1854,0.21159999999999995,0.19916594224237208,0.4306640625,-0.23149812025762792
401810036,1762404666,2060.0,1,201942|203471|1628370|1629234|1630173,201143|1627741|1630228|1630311|1630541,0.62,0.6321810173131955,401810036,38361,20.0,2040,2025-11-06,2025-11-05,2025-11-05,401810036:2040,0,0.59375,1854,0.1444,0.13529080402475577,0.1650390625,-0.029748258475244233
401810034,1762405624,2048.0,1,203935|1629029|1629060|1629637|1642261,203482|1629640|1630170|1631110|1642264,0.1999999999999999,0.2116068327386486,401810034,38391,8.0,2040,2025-11-06,2025-11-05,2025-11-05,401810034:2040,0,0.546875,1854,0.6400000000000001,0.6215637861843851,0.205322265625,0.4162415205593851
401810036,1762406107,2523.0,1,201566|201942|203471|1628370|1642875,201143|1627780|1630541|1641764|1642954,0.5900000000000001,0.6028306120672153,401810036,38407,3.0,2520,2025-11-06,2025-11-05,2025-11-05,401810036:2520,0,0.4375,1854,0.16809999999999994,0.1577435227109028,0.31640625,-0.1586627272890972
