game,cluster_id,timestamp,n_ticks,loss_recal_null,loss_simulator,paired_loss_recal_null_minus_simulator
401809837,401809837,401809837:120,6,0.1252561266594774,0.2805582682291667,-0.15530214156968927
401810008,401810008,401810008:120,6,0.042580919337280775,0.2645670572916667,-0.2219861379543859
401810010,401810010,401810010:120,6,0.04845923192921744,0.244384765625,-0.19592553369578256
401810012,401810012,401810012:120,6,0.07337824922498268,0.2629801432291667,-0.189601894004184
401810014,401810014,401810014:120,6,0.02080464431783177,0.3158772786458333,-0.29507263432800157
401810016,401810016,401810016:120,6,0.06986076182978743,0.2672119140625,-0.19735115223271257
401810018,401810018,401810018:120,6,0.5104079817940508,0.24373372395833334,0.2666742578357174
401810020,401810020,401810020:120,6,0.07214359951415955,0.3255208333333333,-0.25337723381917376
401810022,401810022,401810022:120,6,0.6619666257225997,0.2525227864583333,0.4094438392642663
401810024,401810024,401810024:120,6,0.011602411800403238,0.22977701822916666,-0.21817460642876343
401810026,401810026,401810026:120,6,0.014093767424923064,0.2932535807291667,-0.2791598133042436
401810028,401810028,401810028:120,6,0.4044580404013194,0.202392578125,0.20206546227631939
401810030,401810030,401810030:120,6,0.11291372164435177,0.2027587890625,-0.08984506741814823
401810032,401810032,401810032:120,6,0.3388899382379717,0.2823486328125,0.05654130542547165
401810034,401810034,401810034:120,6,0.37101105621943287,0.2899576822916667,0.08105337392776624
401810036,401810036,401810036:120,6,0.2562964186054782,0.21744791666666666,0.03884850193881153
401810038,401810038,401810038:120,6,0.18855318960812228,0.275390625,-0.08683743539187772
401810040,401810040,401810040:120,6,0.14485123178963957,0.2851155598958333,-0.14026432810619377
401810042,401810042,401810042:120,6,0.2516167823471587,0.2066650390625,0.04495174328465865
401810044,401810044,401810044:120,6,0.016989744251711163,0.24019368489583334,-0.2232039406441222
401810046,401810046,401810046:120,6,0.40252066223516786,0.24910481770833334,0.15341584452683452
401810048,401810048,401810048:120,6,0.3033827039633537,0.2716064453125,0.0317762586508537
401810050,401810050,401810050:120,6,0.1908144110473731,0.2737630208333333,-0.08294860978596023
401810052,401810052,401810052:120,6,0.05803059610055267,0.23697916666666666,-0.17894857056611402
401810054,401810054,401810054:120,6,0.14586663439886335,0.1988525390625,-0.05298590466363665
401810056,401810056,401810056:120,6,0.3546301808587408,0.24507649739583334,0.10955368346290745
401810058,401810058,401810058:120,6,0.2669693381681613,0.2516276041666667,0.015341734001494653
401810060,401810060,401810060:120,6,0.05683453643783642,0.2645670572916667,-0.20773252085383023
401810062,401810062,401810062:120,6,0.04742836327623889,0.257568359375,-0.2101399960987611
401810064,401810064,401810064:120,6,0.277577226559996,0.2442626953125,0.033314531247496004
401810066,401810066,401810066:120,6,0.1470649056209543,0.20137532552083334,-0.054310419899879024
401810068,401810068,401810068:120,6,0.12805177505459842,0.2711588541666667,-0.14310707911206827
401810070,401810070,401810070:120,6,0.13719643774381152,0.2789713541666667,-0.14177491642285514
401810072,401810072,401810072:120,6,0.4894099886536594,0.24650065104166666,0.24290933761199276
401810074,401810074,401810074:120,6,0.05858225639092116,0.2683512369791667,-0.20976898058824553
401810076,401810076,401810076:120,6,0.1405399201301543,0.3230794270833333,-0.18253950695317903
401810078,401810078,401810078:120,6,0.047444598478227705,0.2583821614583333,-0.21093756298010566
401810080,401810080,401810080:120,6,0.29290498322514585,0.23380533854166666,0.05909964468347917
401810082,401810082,401810082:120,6,0.12915043209918606,0.3098551432291667,-0.18070471112998063
401810124,401810124,401810124:120,6,0.18919603317628256,0.306884765625,-0.11768873244871743
401810126,401810126,401810126:120,6,0.14052813352500737,0.2858072916666667,-0.1452791581416593
401810128,401810128,401810128:120,6,0.242717589359195,0.20719401041666666,0.035523578942528326
401810130,401810130,401810130:120,6,0.13209940231777673,0.2659505208333333,-0.13385111851555662
401810132,401810132,401810132:120,6,0.04012258352395566,0.24324544270833334,-0.20312285918437767
401810134,401810134,401810134:120,6,0.030319760898438537,0.2629801432291667,-0.23266038233072817
401810136,401810136,401810136:120,6,0.23794506091561587,0.24727376302083334,-0.009328702105217445
401810138,401810138,401810138:120,6,0.022130572980567833,0.20255533854166666,-0.18042476556109885
401810140,401810140,401810140:120,6,0.018687968972843097,0.281494140625,-0.26280617165215686
401810142,401810142,401810142:120,6,0.04317484372870017,0.2845052083333333,-0.24133036460463317
401810144,401810144,401810144:120,6,0.15033899077477736,0.23384602864583334,-0.08350703787105597
401810146,401810146,401810146:120,6,0.01621813048556869,0.3267822265625,-0.3105640960769313
401810148,401810148,401810148:120,6,0.13671679381453858,0.3346354166666667,-0.19791862285212813
401810150,401810150,401810150:120,6,0.3024285426300919,0.22639973958333334,0.07602880304675856
401810152,401810152,401810152:120,6,0.0074506063220436064,0.2196044921875,-0.2121538858654564
401810154,401810154,401810154:120,6,0.09209011974422644,0.313720703125,-0.22163058338077357
401810156,401810156,401810156:120,6,0.010130995597928232,0.24336751302083334,-0.2332365174229051
401810158,401810158,401810158:120,6,0.015216701463706789,0.2775472005208333,-0.2623304990571265
401810160,401810160,401810160:120,6,0.04505003829915321,0.2774658203125,-0.23241578201334678
401810162,401810162,401810162:120,6,0.12577522604951866,0.2954508463541667,-0.16967562030464803
401810164,401810164,401810164:120,6,0.09592612889902097,0.2213134765625,-0.12538734766347903
401810166,401810166,401810166:120,6,0.6794657229305402,0.21919759114583334,0.4602681317847068
401810168,401810168,401810168:120,6,0.03468800137604614,0.20772298177083334,-0.17303498039478718
401810170,401810170,401810170:120,6,0.6498389987845675,0.22770182291666666,0.4221371758679009
401810173,401810173,401810173:120,6,0.008144558187792684,0.22998046875,-0.2218359105622073
401810175,401810175,401810175:120,6,0.24426707148849267,0.2462158203125,-0.0019487488240073532
401810177,401810177,401810177:120,6,0.16806697251647898,0.2496337890625,-0.081566816546021
401810179,401810179,401810179:120,6,0.4187111803497423,0.2578531901041667,0.16085799024557562
401810181,401810181,401810181:120,6,0.27485677918236134,0.2430419921875,0.03181478699486132
401810183,401810183,401810183:120,6,0.017109796158472416,0.2642008463541667,-0.24709105019569425
401810185,401810185,401810185:120,6,0.010785173424053928,0.21968587239583334,-0.2089006989717794
401810187,401810187,401810187:120,6,0.2425096675804702,0.2666015625,-0.024091894919529802
401810223,401810223,401810223:120,6,0.40784850207892737,0.25146484375,0.15638365832892737
401810225,401810225,401810225:120,6,0.011696610487205618,0.23531087239583334,-0.22361426190862774
401810227,401810227,401810227:120,6,0.35394206609110257,0.2071533203125,0.1467887457786026
401810229,401810229,401810229:120,6,0.09171889858645832,0.24178059895833334,-0.15006170037187502
401810231,401810231,401810231:120,6,0.26769943388796874,0.2617594401041667,0.005939993783802097
401810233,401810233,401810233:120,6,0.33261186202500387,0.24930826822916666,0.0833035937958372
401810235,401810235,401810235:120,6,0.08235239998568226,0.2491455078125,-0.16679310782681775
401810237,401810237,401810237:120,6,0.3800577105468954,0.2679443359375,0.11211337460939545
401810239,401810239,401810239:120,6,0.3352575300807376,0.2685139973958333,0.06674353268490427
401810241,401810241,401810241:120,6,0.12291276168341013,0.23050944010416666,-0.10759667842075654
401810243,401810243,401810243:120,6,0.18594759158135052,0.21875,-0.03280240841864948
401810245,401810245,401810245:120,6,0.021668218568871498,0.2827962239583333,-0.26112800538946185
401810247,401810247,401810247:120,6,0.15232316440476473,0.2977701822916667,-0.14544701788690192
401810249,401810249,401810249:120,6,0.1156307988104831,0.22599283854166666,-0.11036203973118357
401810251,401810251,401810251:120,6,0.23337741202372275,0.20296223958333334,0.030415172440389406
401810253,401810253,401810253:120,6,0.10885931526560559,0.23250325520833334,-0.12364393994272775
401810255,401810255,401810255:120,6,0.09522662587045112,0.2352294921875,-0.14000286631704886
401810257,401810257,401810257:120,6,0.0347717695264421,0.2286376953125,-0.1938659257860579
401810259,401810259,401810259:120,6,0.2965041310439826,0.19230143229166666,0.10420269875231596
401810261,401810261,401810261:120,6,0.010361327972574044,0.2105712890625,-0.20020996108992595
401810263,401810263,401810263:120,6,0.0392080504101654,0.2502848307291667,-0.21107678031900126
401810265,401810265,401810265:120,6,0.3558207399042899,0.17508951822916666,0.18073122167512323
401810267,401810267,401810267:120,6,0.017073799832221404,0.2578125,-0.24073870016777862
401810269,401810269,401810269:120,6,0.2016007819393388,0.20475260416666666,-0.0031518222273278613
401810271,401810271,401810271:120,6,0.05398467375541322,0.2535400390625,-0.19955536530708676
401810273,401810273,401810273:120,6,0.08995652000325305,0.270751953125,-0.18079543312174695
401810275,401810275,401810275:120,6,0.10682329241250821,0.2737223307291667,-0.16689903831665845
401810277,401810277,401810277:120,6,0.3246111534816308,0.23714192708333334,0.08746922639829742
401810279,401810279,401810279:120,6,0.15506379761785086,0.20235188802083334,-0.047288090402982486
401810281,401810281,401810281:120,6,0.052800824537520795,0.24540201822916666,-0.19260119369164586
401810284,401810284,401810284:120,6,0.10747084236734188,0.24186197916666666,-0.1343911367993248
401810331,401810331,401810331:120,6,0.061597666165125714,0.2847900390625,-0.22319237289737429
401810333,401810333,401810333:120,6,0.05643144325445776,0.3127848307291667,-0.25635338747470887
401810335,401810335,401810335:120,6,0.40290633806191933,0.31689453125,0.08601180681191932
401810337,401810337,401810337:120,6,0.13971988451330894,0.22416178385416666,-0.08444189934085773
401810339,401810339,401810339:120,6,0.005508022686323771,0.3083902994791667,-0.3028822767928429
401810341,401810341,401810341:120,6,0.10399607884967453,0.2674560546875,-0.16345997583782546
401810343,401810343,401810343:120,6,0.08229713263339497,0.2635904947916667,-0.18129336215827166
401810345,401810345,401810345:120,6,0.32947801775096097,0.292236328125,0.03724168962596097
401810347,401810347,401810347:120,6,0.046738893391989535,0.3131103515625,-0.26637145817051044
401810349,401810349,401810349:120,6,0.27028364492914175,0.3592529296875,-0.0889692847583582
401810351,401810351,401810351:120,6,0.13608856384026988,0.23628743489583334,-0.10019887105556345
401810353,401810353,401810353:120,6,0.017627938053082645,0.3180745442708333,-0.3004466062177507
401810355,401810355,401810355:120,6,0.025890402400189482,0.2646077473958333,-0.23871734499564387
401810357,401810357,401810357:120,6,0.109065901549549,0.2776285807291667,-0.16856267917961767
401810359,401810359,401810359:120,6,0.05191797123172196,0.22355143229166666,-0.1716334610599447
401810361,401810361,401810361:120,6,0.4039877996060834,0.22684733072916666,0.1771404688769167
401810363,401810363,401810363:120,6,0.18758752068758752,0.23046875,-0.042881229312412485
401810365,401810365,401810365:120,6,0.20945762994950493,0.2264404296875,-0.016982799737995092
401810367,401810367,401810367:120,6,0.4615031891548739,0.24947102864583334,0.21203216050904058
401810369,401810369,401810369:120,6,0.12292916798958149,0.2765706380208333,-0.15364147003125184
401810371,401810371,401810371:120,6,0.3004156589387215,0.24471028645833334,0.05570537248038817
401810373,401810373,401810373:120,6,0.12882491386520517,0.23331705729166666,-0.1044921434264615
401810375,401810375,401810375:120,6,0.47832236683489454,0.2884928385416667,0.18982952829322783
401810377,401810377,401810377:120,6,0.14091961785769078,0.213623046875,-0.07270342901730924
401810379,401810379,401810379:120,6,0.03816683336281577,0.2563069661458333,-0.21814013278301755
401810381,401810381,401810381:120,6,0.039199464045579606,0.2616373697916667,-0.22243790574608704
401810383,401810383,401810383:120,6,0.23348791400230498,0.19921875,0.03426916400230501
401810386,401810386,401810386:120,6,0.30920911687807817,0.24674479166666666,0.06246432521141151
401810388,401810388,401810388:120,6,0.16552049587695467,0.3227132161458333,-0.15719272026887868
401810390,401810390,401810390:120,6,0.01834081653382925,0.1953125,-0.17697168346617076
401810392,401810392,401810392:120,6,0.1161493116429579,0.21785481770833334,-0.10170550606537543
401810394,401810394,401810394:120,6,0.016834112504126558,0.2517903645833333,-0.23495625207920678
401810396,401810396,401810396:120,6,0.28062189052290853,0.22408040364583334,0.056541486877075185
401810398,401810398,401810398:120,6,0.12220784405146062,0.2577718098958333,-0.1355639658443727
401810400,401810400,401810400:120,6,0.3396506797311441,0.23173014322916666,0.10792053650197742
401810402,401810402,401810402:120,6,0.010816623860269945,0.2654215494791667,-0.25460492561889675
401810404,401810404,401810404:120,6,0.11063687057498595,0.2860514322916667,-0.1754145617166807
401810406,401810406,401810406:120,6,0.08679109462952335,0.20023600260416666,-0.11344490797464331
401810408,401810408,401810408:120,6,0.02815256444317693,0.3381754557291667,-0.31002289128598975
401810410,401810410,401810410:120,6,0.008270498115241609,0.20438639322916666,-0.19611589511392505
401810412,401810412,401810412:120,6,0.5586537468289503,0.212890625,0.3457631218289503
401810414,401810414,401810414:120,6,0.3250184804040705,0.19278971354166666,0.13222876686240384
401810417,401810417,401810417:120,6,0.30261017929141704,0.22159830729166666,0.08101187199975039
401810419,401810419,401810419:120,6,0.14206584643412087,0.2646891276041667,-0.12262328117004578
401810421,401810421,401810421:120,6,0.06240037249419273,0.3361002604166667,-0.27369988792247396
401810423,401810423,401810423:120,6,0.05624620980004417,0.16792805989583334,-0.11168185009578917
401810425,401810425,401810425:120,6,0.006723618429679169,0.18794759114583334,-0.18122397271615417
401810428,401810428,401810428:120,6,0.09600549055064983,0.22159830729166666,-0.12559281674101685
401810475,401810475,401810475:120,6,0.02471187752060065,0.2249755859375,-0.20026370841689936
401810477,401810477,401810477:120,6,0.005685389910713209,0.2810465494791667,-0.2753611595684535
401810479,401810479,401810479:120,6,0.02713286739045255,0.2198486328125,-0.19271576542204746
401810481,401810481,401810481:120,6,0.1392706179770881,0.23600260416666666,-0.09673198618957858
401810483,401810483,401810483:120,6,0.33502357459920135,0.2689208984375,0.06610267616170132
401810485,401810485,401810485:120,6,0.37892363659899475,0.2654215494791667,0.11350208711982808
401810487,401810487,401810487:120,6,0.02658754598658693,0.24454752604166666,-0.21795998005507974
401810489,401810489,401810489:120,6,0.07793918414412372,0.24027506510416666,-0.16233588096004295
401810491,401810491,401810491:120,6,0.28090722879918145,0.2743326822916667,0.006574546507514818
401810493,401810493,401810493:120,6,0.02735494773431746,0.24609375,-0.21873880226568254
401810495,401810495,401810495:120,6,0.31571382474573917,0.20650227864583334,0.10921154609990585
401810497,401810497,401810497:120,6,0.08213290644594896,0.24686686197916666,-0.1647339555332177
401810500,401810500,401810500:120,6,0.01538764390472575,0.2932535807291667,-0.2778659368244409
401810502,401810502,401810502:120,6,0.2798235276157975,0.19246419270833334,0.08735933490746417
401810504,401810504,401810504:120,6,0.03914787522725241,0.2730712890625,-0.2339234138352476
401810508,401810508,401810508:120,6,0.6039456410737886,0.23551432291666666,0.3684313181571219
401810510,401810510,401810510:120,6,0.20221971280109274,0.2956136067708333,-0.09339389396974057
401810512,401810512,401810512:120,6,0.05239163895415122,0.23213704427083334,-0.17974540531668212
401810514,401810514,401810514:120,6,0.20359727795308494,0.2528483072916667,-0.04925102933858172
401810516,401810516,401810516:120,6,0.09475695996022748,0.3243408203125,-0.22958386035227252
401810519,401810519,401810519:120,6,0.4495446675683514,0.24898274739583334,0.20056192017251803
401810521,401810521,401810521:120,6,0.023752397347573357,0.19612630208333334,-0.17237390473575998
401810523,401810523,401810523:120,6,0.029914852480403483,0.2518717447916667,-0.22195689231126317
401810525,401810525,401810525:120,6,0.057929433008684396,0.23942057291666666,-0.18149113990798227
401810527,401810527,401810527:120,6,0.5202082783046086,0.352783203125,0.16742507517960856
401810529,401810529,401810529:120,6,0.24248748444799736,0.323486328125,-0.08099884367700265
401810531,401810531,401810531:120,6,0.07819843030554294,0.22249348958333334,-0.14429505927779038
401810533,401810533,401810533:120,6,0.02401411547546826,0.18379720052083334,-0.15978308504536506
401810535,401810535,401810535:120,6,0.24665078026085585,0.24808756510416666,-0.0014367848433107973
401810537,401810537,401810537:120,6,0.08461122756058465,0.2523600260416667,-0.167748798481082
401810539,401810539,401810539:120,6,0.07639186039586492,0.1630859375,-0.08669407710413508
401810541,401810541,401810541:120,6,0.1054944034833269,0.2755940755208333,-0.17009967203750642
401810543,401810543,401810543:120,6,0.006012568226465413,0.24886067708333334,-0.24284810885686792
401810545,401810545,401810545:120,6,0.022961270112387185,0.2809244791666667,-0.2579632090542795
401810547,401810547,401810547:120,6,0.36193321024164965,0.2858072916666667,0.07612591857498298
401810549,401810549,401810549:120,6,0.2461745951261627,0.2848307291666667,-0.038656134040504
401810551,401810551,401810551:120,6,0.12552743764007132,0.19547526041666666,-0.06994782277659535
401810553,401810553,401810553:120,6,0.20353634988755523,0.2471923828125,-0.04365603292494478
401810555,401810555,401810555:120,6,0.011631448877606433,0.3522135416666667,-0.3405820927890602
401810557,401810557,401810557:120,6,0.017026153643188987,0.208251953125,-0.19122579948181104
401810559,401810559,401810559:120,6,0.005556432265458377,0.2227783203125,-0.21722188804704165
401810562,401810562,401810562:120,6,0.1781544346522744,0.20222981770833334,-0.02407538305605895
401810564,401810564,401810564:120,6,0.15407956058791572,0.2875569661458333,-0.13347740555791762
401810566,401810566,401810566:120,6,0.0392404818255283,0.3199462890625,-0.2807058072369717
401810568,401810568,401810568:120,6,0.10206985702481504,0.22615559895833334,-0.12408574193351829
401810570,401810570,401810570:120,6,0.058362561395825956,0.2587076822916667,-0.20034512089584075
401810626,401810626,401810626:120,6,0.5485602590301856,0.2423095703125,0.3062506887176855
401810628,401810628,401810628:120,6,0.01600009064407266,0.2657470703125,-0.24974697966842732
401810630,401810630,401810630:120,6,0.049160035498199535,0.2861328125,-0.2369727770018005
401810632,401810632,401810632:120,6,0.504019787731465,0.3083902994791667,0.19562948825229834
401810634,401810634,401810634:120,6,0.6011326580143187,0.3063557942708333,0.29477686374348533
401810636,401810636,401810636:120,6,0.07107405174086312,0.2699788411458333,-0.19890478940497022
401810639,401810639,401810639:120,6,0.13296985519485424,0.2753092447916667,-0.14233938959681242
401810641,401810641,401810641:120,6,0.023505103293752102,0.3299967447916667,-0.3064916414979146
401810643,401810643,401810643:120,6,0.18423121573053472,0.3386637369791667,-0.15443252124863194
401810645,401810645,401810645:120,6,0.08023857566583635,0.24922688802083334,-0.16898831235499698
401810647,401810647,401810647:120,6,0.20003238649139807,0.2998860677083333,-0.09985368121693526
401810649,401810649,401810649:120,6,0.1592151296341793,0.2700602213541667,-0.11084509171998735
401810651,401810651,401810651:120,6,0.18034735774167165,0.23006184895833334,-0.04971449121666168
401810653,401810653,401810653:120,6,0.024569878558231572,0.23531087239583334,-0.21074099383760178
401810655,401810655,401810655:120,6,0.041303876688813114,0.2806396484375,-0.2393357717486869
401810657,401810657,401810657:120,6,0.09427766581458946,0.2602945963541667,-0.1660169305395772
401810659,401810659,401810659:120,6,0.29302456297362,0.2721354166666667,0.02088914630695336
401810661,401810661,401810661:120,6,0.01659961535217558,0.24296061197916666,-0.22636099662699108
401810663,401810663,401810663:120,6,0.007784604875249752,0.2522786458333333,-0.24449404095808358
401810665,401810665,401810665:120,6,0.07059694470071072,0.2842610677083333,-0.2136641230076226
401810667,401810667,401810667:120,6,0.41323866860933883,0.2847493489583333,0.12848931965100552
401810669,401810669,401810669:120,6,0.014590735489898593,0.2630208333333333,-0.24843009784343476
401810671,401810671,401810671:120,6,0.3020318011115741,0.2724202473958333,0.029611553715740774
401810673,401810673,401810673:120,6,0.17694623706822502,0.268798828125,-0.091852591056775
401810675,401810675,401810675:120,6,0.4175380216189401,0.262939453125,0.15459856849394013
401810677,401810677,401810677:120,6,0.011759866326460464,0.2374267578125,-0.22566689148603955
401810679,401810679,401810679:120,6,0.24063849078829855,0.166015625,0.07462286578829855
401810681,401810681,401810681:120,6,0.08832360058183862,0.2551676432291667,-0.16684404264732802
401810683,401810683,401810683:120,6,0.16424604213390967,0.3213297526041667,-0.157083710470257
401810685,401810685,401810685:120,6,0.004161816699436259,0.242919921875,-0.23875810517556373
401810687,401810687,401810687:120,6,0.004719414274461125,0.2549235026041667,-0.25020408832970553
401810689,401810689,401810689:120,6,0.13170386193077732,0.272705078125,-0.14100121619422268
401810691,401810691,401810691:120,6,0.07192204703577355,0.3409423828125,-0.26902033577672646
401810693,401810693,401810693:120,6,0.12937018961443844,0.2635091145833333,-0.1341389249688949
401810695,401810695,401810695:120,6,0.5562824107169496,0.20263671875,0.35364569196694956
401810697,401810697,401810697:120,6,0.042880993494445734,0.22501627604166666,-0.18213528254722092
401810699,401810699,401810699:120,6,0.044474166328687254,0.22574869791666666,-0.18127453158797943
401810701,401810701,401810701:120,6,0.3029589627972247,0.20747884114583334,0.09548012165139134
401810705,401810705,401810705:120,6,0.008618859720775227,0.24540201822916666,-0.2367831585083914
401810708,401810708,401810708:120,6,0.1431158862796679,0.2666829427083333,-0.12356705642866544
401810723,401810723,401810723:120,6,0.06039418711383173,0.2898356119791667,-0.22944142486533492
401810755,401810755,401810755:120,6,0.11816430706579363,0.2813720703125,-0.16320776324670636
401810757,401810757,401810757:120,6,0.44403277830403337,0.3048502604166667,0.13918251788736666
401810759,401810759,401810759:120,6,0.03791470797578665,0.2794596354166667,-0.24154492744088
401810761,401810761,401810761:120,6,0.06794136789529141,0.2768961588541667,-0.20895479095887526
401810763,401810763,401810763:120,6,0.013858673388827222,0.2737223307291667,-0.25986365734033945
401810765,401810765,401810765:120,6,0.14878084242386264,0.2540283203125,-0.10524747788863738
401810767,401810767,401810767:120,6,0.08324643546620344,0.2720947265625,-0.18884829109629653
401810769,401810769,401810769:120,6,0.021100684391262406,0.22355143229166666,-0.20245074790040427
401810771,401810771,401810771:120,6,0.9126637222589253,0.3114420572916667,0.6012216649672587
401810773,401810773,401810773:120,6,0.11602965007542317,0.24727376302083334,-0.13124411294541016
401810775,401810775,401810775:120,6,0.020720395187276964,0.318115234375,-0.297394839187723
401810777,401810777,401810777:120,6,0.08642431450274156,0.28076171875,-0.19433740424725846
401810779,401810779,401810779:120,6,0.0007197143280793266,0.2506103515625,-0.24989063723442065
401810781,401810781,401810781:120,6,0.021403545099941638,0.2529703776041667,-0.23156683250422505
401810783,401810783,401810783:120,6,0.30986764875897915,0.2315673828125,0.07830026594647917
401810785,401810785,401810785:120,6,0.17212858012917895,0.24442545572916666,-0.07229687559998772
401810787,401810787,401810787:120,6,0.17988217115985372,0.2620035807291667,-0.08212140956931292
401810789,401810789,401810789:120,6,0.33081885363751423,0.20943196614583334,0.12138688749168092
401810791,401810791,401810791:120,6,0.22300744742143633,0.3529866536458333,-0.12997920622439701
401810793,401810793,401810793:120,6,0.0019790134572335973,0.2816569010416667,-0.27967788758443307
401810795,401810795,401810795:120,6,0.09412173936666574,0.329833984375,-0.23571224500833424
401810797,401810797,401810797:120,6,0.13431472041487083,0.2819417317708333,-0.1476270113559625
401810799,401810799,401810799:120,6,0.3874839665621219,0.289306640625,0.09817732593712192
401810801,401810801,401810801:120,6,0.22831588736776856,0.238037109375,-0.00972122200723142
401810803,401810803,401810803:120,6,0.2021200568635045,0.2457275390625,-0.0436074821989955
401810805,401810805,401810805:120,6,0.0637559442318995,0.2509765625,-0.18722061826810052
401810807,401810807,401810807:120,6,0.08621889965327167,0.24507649739583334,-0.15885759774256167
401810809,401810809,401810809:120,6,0.02730586235892001,0.2848307291666667,-0.25752486680774667
401810811,401810811,401810811:120,6,0.011766113648110544,0.2816569010416667,-0.26989078739355615
401810813,401810813,401810813:120,6,0.5813902285165515,0.2100830078125,0.37130722070405153
401810815,401810815,401810815:120,6,0.021452810980626392,0.2864583333333333,-0.26500552235270697
401810817,401810817,401810817:120,6,0.02279606594770096,0.3446858723958333,-0.32188980644813237
401810819,401810819,401810819:120,6,0.06520589686734268,0.20296223958333334,-0.13775634271599066
401810821,401810821,401810821:120,6,0.038692420804607386,0.24405924479166666,-0.2053668239870593
401810823,401810823,401810823:120,6,0.01604139887597626,0.2218017578125,-0.20576035893652375
401810825,401810825,401810825:120,6,0.020968854626315345,0.2901204427083333,-0.269151588082018
401810827,401810827,401810827:120,6,0.11013837779225266,0.19559733072916666,-0.08545895293691401
401810829,401810829,401810829:120,6,0.1831956750874901,0.21366373697916666,-0.030468061891676567
401810831,401810831,401810831:120,6,0.06252051837037735,0.2164306640625,-0.15391014569212266
401810833,401810833,401810833:120,6,0.24189007294350806,0.1959228515625,0.04596722138100808
401810835,401810835,401810835:120,6,0.3641132202117696,0.2993570963541667,0.06475612385760292
401810837,401810837,401810837:120,6,0.10835128238016745,0.2766520182291667,-0.1683007358489992
401810839,401810839,401810839:120,6,0.03007323131752374,0.2537027994791667,-0.22362956816164292
401810841,401810841,401810841:120,6,0.06111977914087805,0.3028157552083333,-0.2416959760674553
401810843,401810843,401810843:120,6,0.025147388314971836,0.19820149739583334,-0.1730541090808615
401810845,401810845,401810845:120,6,0.03962145892585555,0.2486572265625,-0.20903576763664444
401810848,401810848,401810848:120,6,0.003950482214137686,0.22115071614583334,-0.21720023393169566
401810851,401810851,401810851:120,6,0.1765031999307306,0.24845377604166666,-0.07195057611093607
401810853,401810853,401810853:120,6,0.0031857839366931993,0.2431640625,-0.2399782785633068
401810902,401810902,401810902:120,6,0.001132637953789177,0.2959798177083333,-0.29484717975454416
401810904,401810904,401810904:120,6,0.039998799122298166,0.2948811848958333,-0.25488238577353517
401810906,401810906,401810906:120,6,0.21362193861189938,0.238525390625,-0.024903452013100652
401810908,401810908,401810908:120,6,0.021224384911369427,0.21773274739583334,-0.1965083624844639
401810910,401810910,401810910:120,6,0.11911182095029203,0.250244140625,-0.13113231967470798
401810912,401810912,401810912:120,6,0.08020307828557469,0.22896321614583334,-0.14876013786025863
401810914,401810914,401810914:120,6,0.026389275118337163,0.2872314453125,-0.26084217019416284
401810916,401810916,401810916:120,6,0.0018197523373609836,0.226318359375,-0.22449860703763902
