frame,timestamp,ball_x2d,ball_y2d,detected
719,11.995,,,0
720,12.012,,,0
721,12.029,,,0
722,12.045,,,0
723,12.062,,,0
724,12.079,,,0
725,12.095,,,0
726,12.112,,,0
727,12.129,,,0
728,12.145,,,0
729,12.162,,,0
730,12.179,,,0
731,12.196,,,0
732,12.212,,,0
733,12.229,,,0
734,12.246,,,0
735,12.262,,,0
736,12.279,,,0
737,12.296,,,0
738,12.312,,,0
739,12.329,,,0
740,12.346,,,0
741,12.362,,,0
742,12.379,,,0
743,12.396,,,0
744,12.412,,,0
745,12.429,,,0
746,12.446,,,0
747,12.462,,,0
748,12.479,,,0
771,12.863,,,0
772,12.88,,,0
773,12.896,,,0
774,12.913,,,0
775,12.93,,,0
776,12.946,,,0
777,12.963,,,0
778,12.98,,,0
779,12.996,,,0
780,13.013,,,0
781,13.03,,,0
782,13.046,,,0
783,13.063,,,0
784,13.08,,,0
785,13.096,,,0
786,13.113,,,0
787,13.13,,,0
788,13.146,,,0
789,13.163,,,0
790,13.18,,,0
791,13.197,,,0
792,13.213,,,0
793,13.23,,,0
794,13.247,,,0
795,13.263,,,0
796,13.28,,,0
797,13.297,,,0
798,13.313,,,0
799,13.33,,,0
800,13.347,,,0
1103,18.402,,,0
1104,18.418,,,0
1105,18.435,,,0
1106,18.452,,,0
1107,18.468,,,0
1108,18.485,,,0
1109,18.502,,,0
1110,18.518,,,0
1111,18.535,,,0
1112,18.552,,,0
1113,18.569,,,0
1114,18.585,,,0
1115,18.602,1617,1727,1
1116,18.619,1625,1724,1
1117,18.635,1622,1726,1
1118,18.652,1632,1724,1
1119,18.669,1631,1725,1
1120,18.685,1636,1724,1
1121,18.702,1639,1724,1
1122,18.719,1642,1724,1
1123,18.735,1647,1723,1
1124,18.752,1652,1720,1
1125,18.769,1652,1720,1
1126,18.785,1652,1720,1
1127,18.802,1652,1720,1
1128,18.819,1652,1720,1
1129,18.835,1652,1720,1
1130,18.852,1652,1720,1
1131,18.869,1652,1720,1
1132,18.886,1652,1720,1
1133,18.902,1652,1720,1
1134,18.919,1652,1720,1
1135,18.936,1652,1720,1
1136,18.952,1652,1720,1
1137,18.969,1652,1720,1
1138,18.986,1652,1720,1
1139,19.002,1652,1720,1
1140,19.019,1652,1720,1
1141,19.036,1652,1720,1
1142,19.052,1652,1720,1
1143,19.069,1652,1720,1
1144,19.086,1652,1720,1
1145,19.102,1652,1720,1
1146,19.119,1652,1720,1
1147,19.136,1652,1720,1
1148,19.152,1652,1720,1
1149,19.169,1652,1720,1
1150,19.186,1652,1720,1
1151,19.203,1652,1720,1
1152,19.219,1652,1720,1
1153,19.236,1652,1720,1
1154,19.253,1652,1720,1
1155,19.269,1652,1720,1
1156,19.286,1652,1720,1
1157,19.303,1652,1720,1
1158,19.319,1652,1720,1
1159,19.336,1652,1720,1
1160,19.353,1652,1720,1
1161,19.369,1652,1720,1
1162,19.386,1652,1720,1
1163,19.403,1652,1720,1
1164,19.419,1652,1720,1
1165,19.436,1652,1720,1
1166,19.453,1652,1720,1
1167,19.469,1652,1720,1
1168,19.486,1652,1720,1
1169,19.503,1652,1720,1
1170,19.52,1652,1720,1
1171,19.536,1652,1720,1
1172,19.553,1652,1720,1
1173,19.57,1652,1720,1
1174,19.586,1652,1720,1
1175,19.603,1652,1720,1
1176,19.62,1652,1720,1
1177,19.636,1652,1720,1
1178,19.653,1652,1720,1
1179,19.67,1652,1720,1
1180,19.686,1652,1720,1
1181,19.703,1652,1720,1
1182,19.72,1652,1720,1
1183,19.736,1652,1720,1
1184,19.753,1652,1720,1
1185,19.77,1652,1720,1
1186,19.786,1652,1720,1
1187,19.803,1652,1720,1
1188,19.82,1652,1720,1
1189,19.836,1652,1720,1
1190,19.853,1652,1720,1
1191,19.87,1652,1720,1
1192,19.887,1652,1720,1
1193,19.903,1652,1720,1
1194,19.92,1652,1720,1
1195,19.937,1652,1720,1
1196,19.953,1652,1720,1
1197,19.97,1652,1720,1
1198,19.987,1652,1720,1
1199,20.003,1652,1720,1
1200,20.02,1652,1720,1
1201,20.037,1652,1720,1
1202,20.053,1652,1720,1
1203,20.07,1652,1720,1
1204,20.087,1652,1720,1
1205,20.103,1652,1720,1
1206,20.12,1652,1720,1
1207,20.137,1652,1720,1
1208,20.153,1652,1720,1
1209,20.17,1652,1720,1
1210,20.187,1652,1720,1
1211,20.204,1947,1599,1
1212,20.22,1950,1598,1
1213,20.237,1951,1599,1
1214,20.254,1956,1598,1
1215,20.27,1958,1599,1
