game_id,person_id,derived_on_court_seconds,boxscore_minutes_seconds,absolute_difference_seconds
1012600001,204335,743.0,743.0,0.0
1012600001,1627668,705.0,705.0,0.0
1012600001,1627673,803.0,803.0,0.0
1012600001,203822,1262.0,1262.0,0.0
1012600001,1629477,882.2,882.2,0.0
1012600001,1643524,1442.8,1442.8,0.0
1012600001,1629566,1349.0,1349.0,0.0
1012600001,1630993,1781.0,1781.0,0.0
1012600001,1643525,1365.6,1365.6,0.0
1012600001,1643523,865.0,865.0,0.0
1012600001,1642328,801.4,801.4,0.0
1012600001,204296,0.0,0.0,0.0
1012600001,1631136,0.0,0.0,0.0
1012600001,1630384,0.0,0.0,0.0
1012600001,1630469,0.0,0.0,0.0
1012600001,1630142,0.0,0.0,0.0
1012600001,1642803,0.0,0.0,0.0
1012600001,1630149,0.0,0.0,0.0
1012600001,1629482,868.0,868.0,0.0
1012600001,1628899,1059.0,1059.0,0.0
1012600001,1628881,1281.0,1281.0,0.0
1012600001,1628909,1030.0,1030.0,0.0
1012600001,1642286,999.4,999.4,0.0
1012600001,1643433,1052.2,1052.2,0.0
1012600001,1642815,1484.0,1484.0,0.0
1012600001,1628278,1330.6,1330.6,0.0
1012600001,1641672,773.0,773.0,0.0
1012600001,1643499,867.4,867.4,0.0
1012600001,1643495,624.0,624.0,0.0
1012600001,1642799,631.4,631.4,0.0
1012600001,1641648,0.0,0.0,0.0
1012600001,203024,0.0,0.0,0.0
1012600001,1630112,0.0,0.0,0.0
1012600001,1631086,0.0,0.0,0.0
1012600007,1643425,1259.0,1259.0,0.0
1012600007,1641652,1314.0,1314.0,0.0
1012600007,1629501,743.0,743.0,0.0
1012600007,1642784,1310.0,1310.0,0.0
1012600007,203824,945.0,945.0,0.0
1012600007,1642793,991.0,991.0,0.0
1012600007,1629491,994.0,994.0,0.0
1012600007,202252,1050.0,1050.0,0.0
1012600007,1642808,663.0,663.0,0.0
1012600007,1629574,324.0,324.0,0.0
1012600007,1641675,583.0,583.0,0.0
1012600007,1629539,600.0,600.0,0.0
1012600007,1641658,537.0,537.0,0.0
1012600007,1628263,258.0,258.0,0.0
1012600007,1642796,160.0,160.0,0.0
1012600007,1643424,269.0,269.0,0.0
1012600007,1630386,0.0,0.0,0.0
1012600007,1629481,0.0,0.0,0.0
1012600007,1629498,1485.4,1485.4,0.0
1012600007,203855,1138.0,1138.0,0.0
1012600007,1628932,1353.0,1353.0,0.0
1012600007,1631019,1470.0,1470.0,0.0
1012600007,203833,1297.0,1297.0,0.0
1012600007,204319,1656.0,1656.0,0.0
1012600007,1630150,933.6,933.6,0.0
1012600007,1631006,1090.0,1090.0,0.0
1012600007,1629488,716.0,716.0,0.0
1012600007,204323,655.0,655.0,0.0
1012600007,1643503,206.0,206.0,0.0
1012600007,1643434,0.0,0.0,0.0
1012600007,1630389,0.0,0.0,0.0
1012600012,204365,927.0,927.0,0.0
1012600012,204324,977.0,977.0,0.0
