game_id,tick_index,tick_kind,period,clock,wallclock,home_team_id,away_team_id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5
1012600001,0,opening,1,PT10M00.00S,,1611661313,1611661325,1627668,1627673,1629477,203822,204335,1628881,1628899,1628909,1629482,1642286
1012600001,1,substitution,1,PT05M15.00S,2026-04-25T19:09:19.9Z,1611661313,1611661325,1627668,1629477,1629566,1630993,1643524,1628278,1628899,1628909,1642815,1643433
1012600001,2,substitution,1,PT03M03.00S,2026-04-25T19:15:42.1Z,1611661313,1611661325,1629566,1630993,1643524,1643525,203822,1628278,1628881,1642286,1642815,1643433
1012600001,3,substitution,1,PT01M41.00S,2026-04-25T19:18:04.6Z,1611661313,1611661325,1627673,1630993,1643524,1643525,203822,1628278,1628881,1642286,1642815,1643433
1012600001,4,substitution,2,PT10M00.00S,2026-04-25T19:24:08.4Z,1611661313,1611661325,1627668,1627673,1629477,1630993,204335,1628881,1628899,1629482,1641672,1642286
1012600001,5,substitution,2,PT07M19.00S,2026-04-25T19:33:28.7Z,1611661313,1611661325,1627668,1627673,1629477,1630993,204335,1628899,1628909,1629482,1642286,1642815
1012600001,6,substitution,2,PT07M11.00S,2026-04-25T19:34:21.8Z,1611661313,1611661325,1627668,1627673,1629477,1629566,204335,1628899,1628909,1629482,1642286,1642815
1012600001,7,substitution,2,PT05M34.00S,2026-04-25T19:40:58.8Z,1611661313,1611661325,1627668,1627673,1629477,1629566,203822,1628278,1628899,1628909,1642815,1643433
1012600001,8,substitution,2,PT05M12.00S,2026-04-25T19:42:37.5Z,1611661313,1611661325,1627673,1629566,1643524,1643525,203822,1628278,1628899,1628909,1642815,1643433
1012600001,9,substitution,2,PT04M35.00S,2026-04-25T19:43:35.2Z,1611661313,1611661325,1627673,1629566,1643524,1643525,203822,1628278,1628881,1628909,1642815,1643433
1012600001,10,substitution,2,PT04M15.00S,2026-04-25T19:44:31.9Z,1611661313,1611661325,1629566,1630993,1643524,1643525,203822,1628278,1628881,1628909,1642815,1643433
1012600001,11,substitution,2,PT03M12.00S,2026-04-25T19:45:52.6Z,1611661313,1611661325,1629477,1629566,1630993,1643525,204335,1628278,1628881,1628909,1642815,1643433
1012600001,12,substitution,2,PT01M33.00S,2026-04-25T19:48:11.7Z,1611661313,1611661325,1629477,1629566,1630993,1643525,204335,1628881,1628899,1628909,1629482,1642286
1012600001,13,substitution,2,PT01M12.00S,2026-04-25T19:49:08.7Z,1611661313,1611661325,1627673,1629477,1630993,1643525,204335,1628881,1628899,1628909,1629482,1642286
1012600001,14,substitution,2,PT00M14.80S,2026-04-25T19:50:54.7Z,1611661313,1611661325,1627673,1630993,1643524,1643525,204335,1628881,1628899,1628909,1629482,1642286
1012600001,15,substitution,2,PT00M01.60S,2026-04-25T19:53:05.7Z,1611661313,1611661325,1627673,1630993,1643524,1643525,204335,1628881,1628899,1628909,1629482,1643433
1012600001,16,substitution,3,PT10M00.00S,2026-04-25T20:10:07.2Z,1611661313,1611661325,1629566,1630993,1643524,1643525,203822,1628881,1628899,1628909,1629482,1642286
1012600001,17,substitution,3,PT07M06.00S,2026-04-25T20:16:07.2Z,1611661313,1611661325,1629566,1630993,1642328,1643523,1643525,1628899,1629482,1642815,1643433,1643499
1012600001,18,substitution,3,PT06M16.00S,2026-04-25T20:18:39.3Z,1611661313,1611661325,1630993,1642328,1643523,1643524,1643525,1628278,1642815,1643433,1643495,1643499
1012600001,19,substitution,3,PT04M57.00S,2026-04-25T20:24:48.6Z,1611661313,1611661325,1642328,1643523,1643524,1643525,203822,1628278,1642815,1643433,1643495,1643499
1012600001,20,substitution,3,PT04M41.00S,2026-04-25T20:26:39.9Z,1611661313,1611661325,1642328,1643523,1643524,1643525,203822,1628278,1642799,1642815,1643495,1643499
1012600001,21,substitution,3,PT03M23.00S,2026-04-25T20:30:21.1Z,1611661313,1611661325,1629566,1643523,1643524,1643525,203822,1628881,1641672,1642799,1643495,1643499
1012600001,22,substitution,3,PT02M19.00S,2026-04-25T20:33:36.8Z,1611661313,1611661325,1629566,1630993,1642328,1643523,1643524,1628881,1641672,1642799,1643495,1643499
1012600001,23,substitution,3,PT00M01.60S,2026-04-25T20:39:23.5Z,1611661313,1611661325,1629566,1630993,1643523,1643524,1643525,1628278,1628881,1641672,1643433,1643495
1012600001,24,substitution,4,PT10M00.00S,2026-04-25T20:41:18.9Z,1611661313,1611661325,1629566,1630993,1642328,1643523,1643525,1628278,1641672,1642815,1643433,1643495
1012600001,25,substitution,4,PT07M23.00S,2026-04-25T20:51:09.7Z,1611661313,1611661325,1630993,1642328,1643524,1643525,203822,1628278,1642815,1643433,1643495,1643499
1012600001,26,substitution,4,PT05M52.00S,2026-04-25T20:55:52.9Z,1611661313,1611661325,1630993,1642328,1643524,1643525,203822,1628278,1642799,1642815,1643433,1643499
1012600001,27,substitution,4,PT04M42.00S,2026-04-25T20:58:29.3Z,1611661313,1611661325,1630993,1643523,1643524,1643525,203822,1628278,1642799,1642815,1643433,1643499
1012600001,28,substitution,4,PT04M12.00S,2026-04-25T21:00:25.0Z,1611661313,1611661325,1630993,1643523,1643524,1643525,203822,1628278,1641672,1642799,1642815,1643499
1012600001,29,substitution,4,PT03M12.00S,2026-04-25T21:02:03.7Z,1611661313,1611661325,1629566,1630993,1643523,1643524,203822,1628278,1641672,1642799,1642815,1643499
1012600001,30,substitution,4,PT02M03.00S,2026-04-25T21:06:28.5Z,1611661313,1611661325,1629566,1630993,1642328,1643523,1643524,1628278,1641672,1642799,1642815,1643499
1012600002,0,opening,1,PT10M00.00S,,1611661325,1611661321,1628881,1628899,1628909,1629482,1642286,1629501,1641652,1642784,1643425,203824
1012600002,1,substitution,1,PT06M02.00S,2026-04-30T23:10:27.5Z,1611661325,1611661321,1628899,1628909,1629482,1643433,203024,1629501,1641652,1642784,1643425,203824
1012600002,2,substitution,1,PT05M01.00S,2026-04-30T23:11:56.4Z,1611661325,1611661321,1628278,1628899,1628909,1643433,203024,1629501,1629574,1642784,1642793,1643425
1012600002,3,substitution,1,PT04M26.00S,2026-04-30T23:16:14.2Z,1611661325,1611661321,1628278,1628909,1642815,1643433,203024,1629574,1642784,1642793,1643425,202252
1012600002,4,substitution,1,PT03M01.00S,2026-04-30T23:18:37.3Z,1611661325,1611661321,1628278,1642286,1642815,1643433,203024,1629574,1642784,1642793,1643425,202252
