game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022500042,61,HOU,12780,14165,1385,46.21,,,-30.78,0,0,,0,cut,,,0,0,0,11,1,1,,0.0,paint,,0
0022500042,160,POR,14166,14540,375,12.51,46.3,653.0,-45.51,0,0,,0,cut,,,0,1,0,5,1,2,219.9,11.6,3pt_arc,,0
0022500042,684,HOU,47520,47600,81,2.7,84.0,486.3,-20.87,5,0,,1,fast_break,,,0,0,0,4,81,4,1761.1,21.4,3pt_arc,,0
0022500042,685,POR,47601,47963,362,12.08,,1796.4,11.0,8,0,,0,cut,,,0,0,0,0,1,1,,19.6,mid_range,,0
0022500042,690,HOU,47964,48488,525,17.52,,,-11.9,4,0,,0,cut,,,1,0,0,17,3,1,,6.6,mid_range,0.7,0
0022500042,731,POR,48645,49190,546,18.22,2.6,,,0,0,,0,cut,,,0,0,0,6,1,1,,5.9,paint,,0
0022500042,760,HOU,49491,49559,69,2.3,111.5,716.2,,0,0,,0,cut,,,0,0,0,4,129,1,47.4,21.8,paint,,0
0022500042,761,POR,49560,49688,129,4.3,,,,0,0,,0,cut,,,0,0,0,0,1,1,,19.8,paint,,0
0022500042,762,HOU,49689,69032,19343,645.35,,864.9,-11.66,36,1,68460,0,cut,,,2,0,0,17,1,2,102.1,8.8,paint,,0
0022500042,852,HOU,69072,202658,133587,4457.36,123.1,791.7,-25.44,1,0,,0,cut,,,0,0,0,7,1,3,,0.0,paint,,0
