source_frame,player_id,located_x,located_y,A_nearest_px,A_within_25,A_within_50,A_within_100,B_nearest_px,B_within_25,B_within_50,B_within_100,C_nearest_px,C_within_25,C_within_50,C_within_100
19630,p01,170,679,296.05742686174926,0,0,0,199.61963831246663,0,0,0,205.8275977608445,0,0,0
19630,p02,485,529,342.98688021555574,0,0,0,67.54257916307313,0,0,1,68.0294054067798,0,0,1
19630,p03,334,445,434.752803326212,0,0,0,46.14108798023731,0,1,1,42.485291572496,0,1,1
19630,p04,796,651,100.88111815399351,0,0,0,86.7294644281861,0,0,1,81.70679286326198,0,0,1
19630,p05,993,487,179.38784797192923,0,0,0,142.61135999632006,0,0,0,100.65783625729296,0,0,0
19630,p06,1091,476,275.5666888431909,0,0,0,77.46612162745726,0,0,1,77.87810988975015,0,0,1
19630,p07,1223,537,340.05440741151995,0,0,0,180.16103907338012,0,0,0,178.86866690396056,0,0,0
19630,p08,1262,514,309.80800506119914,0,0,0,193.21490625725542,0,0,0,191.60375779195982,0,0,0
19630,p09,1361,562,200.50436404228213,0,0,0,199.2234925906079,0,0,0,200.86313748420838,0,0,0
19630,p10,1424,563,141.36477637657833,0,0,0,140.42791745233566,0,0,0,142.22517358048822,0,0,0
19879,p01,50,551,563.3977280749364,0,0,0,381.7761124009725,0,0,0,380.8648054100037,0,0,0
19879,p02,283,696,311.26355392175293,0,0,0,286.174771774173,0,0,0,234.97446669797975,0,0,0
19879,p03,629,567,85.5102333057278,0,0,1,82.03657720797473,0,0,1,82.03657720797473,0,0,1
19879,p04,821,395,188.48076824970764,0,0,0,20.591260281974,1,1,1,21.470910553583888,1,1,1
19879,p05,847,593,76.68767828015137,0,0,1,95.25754563287887,0,0,1,94.33981132056604,0,0,1
19879,p06,899,440,186.81006396872735,0,0,0,36.24913792078372,0,1,1,35.4682957019364,0,1,1
19879,p07,946,446,217.8003673091485,0,0,0,25.238858928247925,0,1,1,23.600847442411894,1,1,1
19879,p08,1030,472,209.15305400591214,0,0,0,108.6876257906115,0,0,0,107.83784122468327,0,0,0
19879,p09,1260,557,60.8276253029822,0,0,1,44.10215414239989,0,1,1,79.30952023559341,0,0,1
19879,p10,1252,699,106.02358228243375,0,0,0,120.33287165193059,0,0,0,121.26417442921878,0,0,0
20190,p01,651,432,396.0315643985969,0,0,0,15.033296378372908,1,1,1,16.492422502470642,1,1,1
20190,p02,724,412,323.34810962799827,0,0,0,1.0,1,1,1,6.0,1,1,1
20190,p03,753,713,330.6070174693816,0,0,0,14.142135623730951,1,1,1,14.317821063276353,1,1,1
20190,p04,835,553,246.61711213944582,0,0,0,10.0,1,1,1,29.732137494637012,0,1,1
20190,p05,885,524,188.8200201249857,0,0,0,57.723478758647246,0,0,1,50.695167422546305,0,0,1
20190,p06,921,615,226.3183598385248,0,0,0,19.026297590440446,1,1,1,19.026297590440446,1,1,1
20190,p07,1044,418,9.486832980505138,1,1,1,14.866068747318506,1,1,1,15.231546211727817,1,1,1
20190,p08,1243,491,206.18438350175796,0,0,0,17.4928556845359,1,1,1,17.4928556845359,1,1,1
20190,p09,1312,393,267.1722290957651,0,0,0,27.073972741361768,0,1,1,27.073972741361768,0,1,1
20190,p10,848,758,386.21496604870197,0,0,0,15.264337522473747,1,1,1,8.54400374531753,1,1,1
20440,p01,299,672,142.0563268566381,0,0,0,142.87407042567241,0,0,0,144.26711336961034,0,0,0
20440,p02,480,627,74.79304780526061,0,0,1,73.92563831310488,0,0,1,73.57309290766564,0,0,1
20440,p03,770,470,208.13937638034758,0,0,0,88.02272433866155,0,0,1,90.13878188659973,0,0,1
20440,p04,943,473,69.07966415668217,0,0,1,64.41273166075166,0,0,1,67.97793759742936,0,0,1
20440,p05,890,582,190.18412131405714,0,0,0,154.9322432549145,0,0,0,152.41062955056645,0,0,0
20440,p06,1030,421,62.16912416947821,0,0,1,57.21887800367987,0,0,1,57.706152185014034,0,0,1
20440,p07,1200,470,238.91839611047115,0,0,0,233.33452380648689,0,0,0,220.78043391568917,0,0,0
20440,p08,969,708,219.20766409959302,0,0,0,158.67261893597143,0,0,0,158.8584275384847,0,0,0
20689,p01,641,505,304.13319450530224,0,0,0,305.05901068481813,0,0,0,295.85469406450187,0,0,0
20689,p02,689,600,270.05925275761246,0,0,0,248.93774322107123,0,0,0,237.42788378789885,0,0,0
20689,p03,748,588,210.440015206234,0,0,0,212.44528707410763,0,0,0,214.88834309938733,0,0,0
20689,p04,892,486,59.941638282582836,0,0,1,59.50630218724736,0,0,1,62.64982043070834,0,0,1
20689,p05,981,490,43.266615305567875,0,1,1,40.8166632639171,0,1,1,38.8329756778952,0,1,1
20689,p06,1043,656,172.5340546095176,0,0,0,174.45343218177166,0,0,0,159.66527487215245,0,0,0
20689,p07,1302,641,55.036351623268054,0,0,1,65.80273550544841,0,0,1,64.5600495662759,0,0,1
20689,p08,1343,479,102.82509421342633,0,0,0,101.00495037373169,0,0,0,107.93516572461452,0,0,0
20689,p09,877,825,318.34729463276426,0,0,0,33.28663395418648,0,1,1,42.485291572496,0,1,1
20689,p10,809,849,361.55359215474544,0,0,0,13.45362404707371,1,1,1,45.89117562233506,0,1,1
20938,p01,420,520,261.0766171069328,0,0,0,292.77465737320915,0,0,0,261.21638539724114,0,0,0
20938,p02,500,480,348.4838590236282,0,0,0,381.93847672105517,0,0,0,349.1618535865566,0,0,0
20938,p03,820,418,282.0567318820808,0,0,0,327.2201094064972,0,0,0,282.177249260106,0,0,0
20938,p04,900,414,202.23748416156684,0,0,0,247.12952069714376,0,0,0,202.48456731316588,0,0,0
20938,p05,1040,530,157.84802817900513,0,0,0,96.0,0,0,1,119.36498649101419,0,0,0
20938,p06,1154,392,54.589376255824725,0,0,1,15.652475842498529,1,1,1,63.245553203367585,0,0,1
20938,p07,1303,392,25.019992006393608,0,1,1,27.892651361962706,0,1,1,15.264337522473747,1,1,1
20938,p08,1495,600,302.5524747874325,0,0,0,149.83324063771698,0,0,0,195.78048932414077,0,0,0
20938,p09,1576,604,362.27751793342077,0,0,0,152.16109883935513,0,0,0,190.8219064992277,0,0,0
20938,p10,1700,718,298.73901653449957,0,0,0,178.3732042656632,0,0,0,177.6879286839711,0,0,0
21187,p01,187,550,447.0011185668331,0,0,0,46.010868281309364,0,1,1,197.91412279066898,0,0,0
21187,p02,395,592,259.83456275099354,0,0,0,150.86749152816188,0,0,0,150.1532550429727,0,0,0
21187,p03,590,476,38.01315561749642,0,1,1,39.20459156782532,0,1,1,39.319206502675,0,1,1
21187,p04,573,670,200.68383093812017,0,0,0,198.08079159777205,0,0,0,197.12178976460214,0,0,0
21187,p05,790,504,164.23458831805192,0,0,0,120.60265337047937,0,0,0,121.56479753612885,0,0,0
21187,p06,840,450,213.71242359769354,0,0,0,103.60019305001319,0,0,0,104.20172743289815,0,0,0
21187,p07,760,620,135.2479205015737,0,0,0,139.31618714277246,0,0,0,137.23337786413333,0,0,0
21187,p08,950,478,160.12495120998477,0,0,0,157.69908052997647,0,0,0,158.2308440222702,0,0,0
21187,p09,1588,710,147.7193284577208,0,0,0,138.15932831336434,0,0,0,149.6963593411677,0,0,0
21499,p01,345,447,296.98821525441036,0,0,0,131.06105447462264,0,0,0,128.3627671873741,0,0,0
21499,p02,425,428,239.40133667128927,0,0,0,167.2752223134078,0,0,0,168.36270370839262,0,0,0
21499,p03,850,417,149.88328792764054,0,0,0,106.16967551989597,0,0,0,106.23088063270491,0,0,0
21499,p04,923,422,85.63293758829018,0,0,1,87.04596486914255,0,0,1,85.58621384311844,0,0,1
21499,p05,960,335,147.31259280862582,0,0,0,61.0,0,0,1,60.8276253029822,0,0,1
21499,p06,1213,361,256.30060475933334,0,0,0,33.24154027718932,0,1,1,21.93171219946131,1,1,1
21499,p07,1290,392,243.26117651610582,0,0,0,76.00657866263946,0,0,1,61.0,0,0,1
21499,p08,1400,360,326.44141894067303,0,0,0,26.30589287593181,0,1,1,26.1725046566048,0,1,1
21686,p01,200,390,237.0358622656074,0,0,0,51.478150704935004,0,0,1,53.0,0,0,1
21686,p02,149,632,77.41446893184762,0,0,1,73.348483283569,0,0,1,71.55417527999327,0,0,1
21686,p03,600,545,200.48191938426766,0,0,0,85.58621384311844,0,0,1,88.40814442120137,0,0,1
21686,p04,868,351,78.85429601486528,0,0,1,82.37718130647589,0,0,1,82.37718130647589,0,0,1
