source_frame,detection_index,x1,y1,x2,y2,confidence,foot_x_px,foot_y_px
19630,0,718.5,637.0,825.5,864.0,0.919921875,771,864
19630,1,1060.0,611.5,1184.0,864.5,0.91650390625,1122,864
19630,2,582.0,655.0,684.0,865.0,0.85986328125,633,865
19630,3,332.5,624.0,449.5,884.0,0.85107421875,390,884
19630,4,828.0,540.5,920.0,803.5,0.84765625,874,803
19630,5,1440.0,495.0,1520.0,776.0,0.81640625,1480,776
19630,6,1608.0,278.0,1712.0,484.0,0.798828125,1660,484
19630,7,1514.0,385.5,1586.0,625.0,0.77880859375,1550,625
19630,8,476.0,268.5,553.0,468.0,0.77392578125,514,468
19630,9,792.0,345.0,862.0,570.0,0.75927734375,827,570
19630,10,216.5,816.0,307.0,932.0,0.75634765625,261,932
19630,11,364.5,894.5,434.5,972.5,0.7490234375,399,972
19630,12,10.1875,898.5,107.25,972.5,0.74853515625,58,972
19630,13,203.0,869.5,284.0,966.5,0.69677734375,243,966
19630,14,357.5,347.5,453.5,440.5,0.64599609375,405,440
19630,15,603.0,393.0,725.0,584.0,0.64501953125,664,584
19630,16,1852.0,299.5,1920.0,447.5,0.63525390625,1886,447
19630,17,59.0,864.0,122.625,965.0,0.61962890625,90,965
19630,18,150.5,37.3125,201.5,94.6875,0.60693359375,175,94
19630,19,273.0,885.5,368.0,972.5,0.5859375,320,972
19630,20,744.5,191.75,820.5,369.75,0.5556640625,782,369
19630,21,1534.0,286.0,1604.0,425.0,0.5537109375,1569,425
19630,22,107.4375,868.0,199.5,972.0,0.51171875,153,972
19630,23,1336.0,256.5,1396.0,308.5,0.5078125,1366,308
19630,24,0.0625,310.5,57.9375,472.5,0.4921875,28,472
19630,25,1276.0,259.0,1324.0,304.0,0.4833984375,1300,304
19630,26,801.5,243.0,858.5,358.0,0.449462890625,829,358
19630,27,700.0,191.25,756.0,365.25,0.439697265625,728,365
19630,28,221.5,277.0,348.5,424.0,0.43310546875,284,424
