source_frame,detection_index,x1,y1,x2,y2,confidence,foot_x_px,foot_y_px
19630,0,1062.0,612.0,1182.0,867.0,0.92041015625,1122,867
19630,1,582.0,654.0,684.0,865.0,0.89892578125,633,865
19630,2,1439.0,494.0,1521.0,775.0,0.896484375,1480,775
19630,3,719.0,638.0,823.0,866.0,0.89111328125,771,866
19630,4,828.0,538.0,922.0,804.0,0.85595703125,875,804
19630,5,1518.0,387.5,1586.0,625.5,0.841796875,1552,625
19630,6,331.75,622.0,449.25,896.0,0.79931640625,390,896
19630,7,791.5,344.0,862.5,575.0,0.77978515625,826,575
19630,8,1005.0,919.0,1091.0,973.0,0.7177734375,1048,973
19630,9,1624.0,275.5,1712.0,483.0,0.6953125,1668,483
19630,10,902.0,918.0,974.0,972.0,0.6494140625,938,972
19630,11,477.75,269.0,550.0,467.0,0.60498046875,513,467
19630,12,1070.0,263.0,1146.0,400.0,0.58203125,1108,400
19630,13,1534.0,283.0,1604.0,424.0,0.55908203125,1569,424
19630,14,1462.0,286.5,1538.0,417.5,0.5361328125,1500,417
19630,15,212.75,816.5,309.25,930.5,0.509765625,260,930
19630,16,925.0,252.0,987.0,389.0,0.470703125,956,389
19630,17,1764.0,248.375,1830.0,453.5,0.45703125,1797,453
19630,18,1002.0,259.5,1056.0,393.5,0.4560546875,1029,393
19630,19,603.5,374.0,747.5,583.0,0.448486328125,675,583
19630,20,1229.0,251.0,1277.0,302.0,0.438720703125,1253,302
19630,21,1336.0,258.5,1394.0,308.5,0.438720703125,1365,308
19630,22,1276.0,257.75,1324.0,304.25,0.437744140625,1300,304
19630,23,365.25,895.0,431.25,973.0,0.420654296875,398,973
19630,24,815.5,191.25,872.5,249.75,0.4091796875,843,249
19630,25,746.0,191.875,818.0,372.0,0.406494140625,782,372
19630,26,358.0,345.0,455.0,438.0,0.394287109375,406,438
19630,27,1432.0,208.75,1484.0,312.75,0.388671875,1458,312
19630,28,1684.0,301.0,1752.0,432.0,0.383056640625,1718,432
19630,29,276.0,276.0,354.0,407.5,0.367431640625,315,407
19630,30,203.25,871.5,284.75,968.5,0.351318359375,243,968
19630,31,281.25,886.0,366.75,972.0,0.337158203125,323,972
19630,32,210.625,398.0,327.5,498.5,0.330322265625,268,498
19630,33,1852.0,298.75,1918.0,448.25,0.3251953125,1885,448
19630,34,221.125,280.0,340.0,426.5,0.310791015625,280,426
19630,35,1746.0,299.75,1788.0,434.25,0.310791015625,1767,434
19879,0,559.0,409.0,673.0,648.0,0.92431640625,616,648
19879,1,715.0,378.5,791.0,585.5,0.83740234375,753,585
19879,2,804.0,214.25,876.0,385.75,0.822265625,840,385
19879,3,893.5,254.75,972.5,427.25,0.81298828125,932,427
19879,4,374.0,884.0,468.0,974.0,0.80419921875,421,974
19879,5,527.5,266.0,612.5,440.0,0.77734375,569,440
19879,6,109.0625,851.0,218.5,973.0,0.72802734375,163,973
19879,7,844.5,528.0,931.5,780.0,0.70556640625,887,780
19879,8,754.0,324.0,817.0,491.5,0.69677734375,785,491
19879,9,1654.0,336.5,1782.0,430.5,0.69580078125,1718,430
19879,10,1612.0,840.0,1740.0,974.0,0.69189453125,1676,974
19879,11,375.0,223.0,420.0,394.0,0.6748046875,397,394
19879,12,959.0,473.0,1063.0,686.0,0.64501953125,1011,686
19879,13,1092.0,760.0,1170.0,858.0,0.62890625,1131,858
19879,14,1249.0,573.0,1343.0,812.0,0.62255859375,1296,812
19879,15,17.3125,898.0,86.5,972.0,0.60595703125,51,972
19879,16,1139.0,337.5,1227.0,538.5,0.59716796875,1183,538
19879,17,744.5,813.0,815.5,865.0,0.59619140625,779,865
19879,18,335.0,826.5,386.0,918.5,0.58984375,360,918
19879,19,328.25,850.0,403.25,971.0,0.57763671875,365,971
19879,20,224.0,860.0,308.0,958.0,0.57275390625,266,958
19879,21,1548.0,281.5,1638.0,377.5,0.5556640625,1593,377
19879,22,1424.0,212.125,1498.0,390.0,0.53515625,1461,390
19879,23,977.0,813.0,1043.0,865.0,0.513671875,1010,865
19879,24,1175.0,779.0,1243.0,858.0,0.4775390625,1209,858
19879,25,856.0,173.0,916.0,340.5,0.46875,886,340
19879,26,630.0,818.0,689.0,865.0,0.4638671875,659,865
19879,27,1068.0,198.0,1112.0,325.0,0.453369140625,1090,325
19879,28,807.0,795.0,893.0,865.0,0.440673828125,850,865
19879,29,1030.0,782.5,1102.0,860.5,0.439697265625,1066,860
19879,30,410.25,202.0,463.75,267.5,0.416748046875,436,267
19879,31,1198.0,209.125,1238.0,318.0,0.412109375,1218,318
19879,32,1242.0,760.0,1326.0,850.0,0.39599609375,1284,850
19879,33,985.0,209.5,1035.0,330.5,0.385009765625,1010,330
19879,34,1030.0,216.75,1074.0,325.75,0.37841796875,1052,325
19879,35,1153.0,202.625,1201.0,323.5,0.375732421875,1177,323
19879,36,1494.0,264.5,1578.0,360.5,0.35400390625,1536,360
19879,37,428.5,811.0,518.0,911.0,0.352294921875,473,911
19879,38,543.5,811.5,642.5,864.5,0.337158203125,592,864
19879,39,433.0,811.0,517.5,864.0,0.33642578125,475,864
19879,40,612.0,169.0,668.0,294.0,0.333740234375,640,294
19879,41,318.75,199.5,377.25,270.0,0.3310546875,347,270
19879,42,534.0,934.0,574.0,974.0,0.32763671875,554,974
19879,43,1478.0,854.0,1544.0,938.0,0.319091796875,1511,938
19879,44,726.0,176.5,776.0,230.75,0.304931640625,751,230
19879,45,485.0,238.125,546.0,350.0,0.303955078125,515,350
20190,0,1174.0,311.75,1330.0,506.75,0.9130859375,1252,506
20190,1,1282.0,230.5,1346.0,420.0,0.89892578125,1314,420
20190,2,1004.5,263.0,1096.0,432.0,0.85595703125,1050,432
20190,3,692.0,247.25,756.0,418.25,0.79833984375,724,418
20190,4,1834.0,865.0,1918.0,973.0,0.755859375,1876,973
20190,5,616.0,248.0,694.0,448.5,0.68359375,655,448
20190,6,1344.0,812.5,1416.0,866.5,0.681640625,1380,866
20190,7,1126.0,762.5,1226.0,862.5,0.673828125,1176,862
20190,8,452.5,237.5,514.5,414.5,0.6669921875,483,414
20190,9,863.5,361.5,934.5,475.5,0.65478515625,898,475
20190,10,800.0,542.0,890.0,766.0,0.64697265625,845,766
20190,11,700.0,501.5,800.0,727.5,0.6279296875,750,727
20190,12,1206.0,803.0,1274.0,865.0,0.60400390625,1240,865
20190,13,1582.0,826.5,1662.0,923.5,0.5888671875,1622,923
20190,14,1418.0,182.875,1490.0,352.0,0.5859375,1454,352
20190,15,864.0,444.0,976.0,634.0,0.5859375,920,634
20190,16,770.0,409.0,880.0,581.0,0.57080078125,825,581
20190,17,344.75,786.0,433.75,904.0,0.5458984375,388,904
20190,18,794.0,177.5,848.0,304.5,0.54296875,821,304
20190,19,1376.0,228.5,1440.0,340.5,0.5400390625,1408,340
20190,20,822.0,408.75,864.0,487.75,0.5390625,843,487
20190,21,909.0,194.5,964.0,314.5,0.537109375,936,314
20190,22,964.0,764.5,1059.0,856.5,0.53125,1011,856
20190,23,1560.0,219.375,1644.0,399.5,0.5205078125,1602,399
20190,24,1816.0,197.5,1884.0,375.5,0.513671875,1850,375
20190,25,1438.0,797.0,1518.0,909.0,0.474609375,1478,909
20190,26,1708.0,243.125,1770.0,364.0,0.46875,1739,364
20190,27,1492.0,220.875,1560.0,350.0,0.4580078125,1526,350
